time,FSO_T00_SKPAuto_Opstarten,FSO_T01_SKPAuto_VerzekererdJaNee,FSO_T02_SKPAuto_Kenteken,FSO_T03_SKPAuto_AutoCheck,FSO_T04_SKPAuto_Postcode,FSO_T05_SKPAuto_Bestuurder,FSO_T06_SKPAuto_GeboorteDatum,FSO_T07_SKPAuto_SchadeVrijeJaren,FSO_T08_SKPAuto_Kilometers,FSO_T09_SKPAuto_Basisdekking,FSO_T10_SKPAuto_Uitbreiding,FSO_T11_SKPAuto_Ingangsdatum,FSO_T12_SKPAuto_Ongevallen,FSO_T13_SKPAuto_Samenvatting1,FSO_T14_SKPAuto_PriveZakelijk,FSO_T15_SKPAuto_KentekenOpNaam,FSO_T16_SKPAuto_Persoonsgegevens,FSO_T17_SKPAuto_Adres,FSO_T18_SKPAuto_TelefoonEmail,FSO_T19_SKPAuto_AanvullendeVragen,FSO_T20_SKPAuto_GeweigerdOpgezegd,FSO_T21_SKPAuto_StrafbaarFeit,FSO_T22_SKPAuto_EerderSchade,FSO_T23_SKPAuto_MaandJaar,FSO_T24_SKPAuto_Rekeningnummer,FSO_T25_SKPAuto_Samenvatting2,FSO_T26_SKPAuto_EindeScript
16-3 16:30,"2,35","0,73","0,68","3,02","0,96","1,89","0,88","2,22","1,06","2,98","0,74","0,62","1,50","2,64","0,90","0,75","1,14","2,31","1,61","8,95","0,86","0,78","0,76","0,77","1,54","3,53","0,84"
16-3 16:35,-,-,-,-,-,-,"0,94","2,33","1,23","3,07","0,83","1,41","1,32","2,57","1,06","0,88","1,76","2,92","1,60","8,78","0,80","0,75","0,82",-,-,-,-
16-3 16:40,-,-,-,-,-,-,"0,83","2,19","1,05","3,00","0,78","0,69",-,-,-,-,-,"3,22","1,96","8,03","0,77","0,85","0,90","0,83","1,45","3,11","0,85"
16-3 16:45,"2,74","0,63","0,69","2,03","0,69","1,80",-,-,-,-,-,-,"1,72","2,53","1,02","0,83","0,62",-,-,-,-,-,-,-,-,-,-
16-3 16:50,"2,15","0,75","0,69","1,77","0,87","1,83","1,25","1,97","0,93","2,95","0,78","0,79",-,-,-,-,-,"2,28","1,84","7,55","0,84","0,77","4,77",-,-,-,-
16-3 16:55,"2,62","1,27","3,27","2,37","1,40","2,44","1,51","3,64","2,02","3,74","0,76","1,52","1,38","2,67","0,87","2,32","2,71","4,00","2,44","9,03","1,71","1,89","1,58","1,55","1,58","3,71","0,91"
16-3 17:00,"2,33","0,75","1,98","1,79","0,68","1,67","0,89","2,43","1,06","3,05","0,73","0,70","2,10","2,51","1,05","1,27","1,35","2,72","2,14","8,61","0,98","0,88","0,86","0,85","1,42","3,91","0,91"
16-3 17:05,"2,25","0,73","0,72","1,94","1,16","1,50",-,-,-,-,-,-,-,-,-,-,-,-,-,"8,23","0,86","0,85","0,83","0,80","1,30","3,69","0,87"
16-3 17:10,"2,53","1,75","1,91","2,95","2,22","2,53","2,24",-,-,-,-,-,-,"4,49","0,83","2,49","2,17","4,03","5,94","9,06","2,59","2,79","2,30","2,24","2,56",-,-
16-3 17:15,-,-,-,-,-,-,"0,87","2,37","1,08","3,02","0,79","0,69","1,33","2,52","0,82","0,75","1,44",-,-,-,-,-,-,-,-,-,-
16-3 17:20,-,-,-,-,-,-,"0,96","2,51","1,29","3,10","0,83","0,63","1,34","2,88","1,60","0,87","1,42","3,63",-,-,-,-,-,-,"1,43","3,71","0,84"
16-3 17:25,"2,86","1,32","1,26","2,36","1,40","2,30","0,84","2,16","0,89","2,93","0,72","0,60","1,80","2,53","0,83","0,72","1,15","9,03","1,86","8,13","1,09","0,89","0,76","0,78","0,92","3,35","0,90"
16-3 17:30,-,-,-,-,-,-,-,-,-,-,-,-,"1,29","2,50","0,86","0,96","1,46","2,10","2,02","8,37",-,-,-,-,-,-,-
16-3 17:35,"2,38","0,71","0,63","1,68","1,18","1,77","1,03","2,08","1,17","3,12","0,74","0,72",-,-,-,-,-,"2,45","1,96","8,23","0,83","0,80","2,80","1,14","1,48","4,18","1,14"
16-3 17:40,"2,36","0,74","0,60","1,84","0,62","1,49",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,37","4,09","0,85"
16-3 17:45,-,-,-,-,-,-,-,-,-,-,-,"0,68","1,37","2,52","0,92","0,74","1,32",-,-,-,-,-,-,-,-,-,-
16-3 17:50,-,-,-,-,-,-,-,-,-,-,-,-,"1,51","2,61","0,80","0,74","1,02",-,-,-,-,-,-,-,"1,44","3,28","1,01"
16-3 17:55,"2,27","0,90","0,78","2,65","1,05","1,77",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,88","4,30","0,88"
16-3 18:00,"2,32","0,68","0,61","1,83","0,61","1,63",-,-,-,-,-,"0,72","1,34","2,57","0,87","0,83","1,09","2,68","1,84","11,34","1,18","1,19","0,93",-,-,-,-
16-3 18:05,"2,48","0,67","0,63","2,07","1,00","1,52","0,85","2,26","1,15","2,94","0,67","0,63",-,-,-,-,-,"3,10","1,71","7,90","0,84","0,76","0,79","0,79","1,51","2,60","0,85"
16-3 18:10,-,-,-,-,-,-,"1,27","2,08","0,65","1,94","0,72","0,58","1,49","0,90","0,86","0,90","1,60","3,20",-,-,-,-,-,-,"1,00","3,61","0,85"
16-3 18:15,"2,33","0,83","0,74","1,56","0,73","1,69","0,91","2,03","1,01","2,95","0,72","0,72","1,42","2,54","0,59","0,66","0,91","2,33","1,18","8,50","0,28","0,34","0,31","0,37","1,75","3,96","0,48"
16-3 18:20,"2,48","1,82","1,86","2,09","4,98","4,57","2,83","7,61","2,61","4,64","0,84","1,61","1,31","2,67","1,06","1,80","3,14",-,-,-,-,-,-,"0,88","0,96","2,49","0,93"
16-3 18:25,-,-,-,-,-,-,"1,43","4,04","1,97","3,68","0,72","1,43","1,22","0,81","0,85","0,86","1,23","3,78","3,08","8,17","1,56","1,62","1,52","1,64","2,15","5,39","1,61"
16-3 18:30,-,-,-,-,-,-,-,-,-,-,-,-,"2,41","4,36","0,85","2,51","2,82","3,33","1,57",-,-,-,-,-,-,-,-
16-3 18:35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,07","1,47","8,07","0,80","0,75","0,84","0,78","1,19","3,24","0,78"
16-3 18:40,"2,69","0,63","0,82","1,94","4,80","1,91",-,-,-,-,-,-,-,-,-,-,-,"2,60","2,08","8,17","0,85","0,90","0,90","1,09",-,-,-
16-3 18:45,"3,18","0,24","0,42","1,71","0,45","1,82","0,86","2,04","0,90","2,97","0,77","0,69",-,-,-,-,-,"2,89","1,49","7,97","0,76","0,59","0,59","0,59","1,05","3,67","0,54"
16-3 18:50,-,-,-,-,-,-,"0,89","2,15","0,87","3,00","0,77","0,72","1,33","2,81","0,82","0,85","1,21",-,-,-,"0,58","0,54","0,54","0,53","0,83","3,44","0,71"
16-3 18:55,-,-,-,-,-,-,"0,95","2,13","0,65","2,91","0,70","0,58",-,-,-,-,-,-,-,-,-,-,-,-,"1,44","3,37","0,76"
