time,FSO_T00_SKPAuto_Opstarten,FSO_T01_SKPAuto_VerzekererdJaNee,FSO_T02_SKPAuto_Kenteken,FSO_T03_SKPAuto_AutoCheck,FSO_T04_SKPAuto_Postcode,FSO_T05_SKPAuto_Bestuurder,FSO_T06_SKPAuto_GeboorteDatum,FSO_T07_SKPAuto_SchadeVrijeJaren,FSO_T08_SKPAuto_Kilometers,FSO_T09_SKPAuto_Basisdekking,FSO_T10_SKPAuto_Uitbreiding,FSO_T11_SKPAuto_Ingangsdatum,FSO_T12_SKPAuto_Ongevallen,FSO_T13_SKPAuto_Samenvatting1,FSO_T14_SKPAuto_PriveZakelijk,FSO_T15_SKPAuto_KentekenOpNaam,FSO_T16_SKPAuto_Persoonsgegevens,FSO_T17_SKPAuto_Adres,FSO_T18_SKPAuto_TelefoonEmail,FSO_T19_SKPAuto_AanvullendeVragen,FSO_T20_SKPAuto_GeweigerdOpgezegd,FSO_T21_SKPAuto_StrafbaarFeit,FSO_T22_SKPAuto_EerderSchade,FSO_T23_SKPAuto_MaandJaar,FSO_T24_SKPAuto_Rekeningnummer,FSO_T25_SKPAuto_Samenvatting2,FSO_T26_SKPAuto_EindeScript
18-3 13:30,"1,98","1,33","1,30","2,39","1,36","2,55","1,99","3,25","2,48","4,94","0,65","9,12","1,73","4,81","0,60","6,78","6,02","4,76","4,97","13,94","2,45","2,88","2,47","2,49","2,76","5,59","2,33"
18-3 13:35,"2,86","0,33","0,38","2,06","0,81","1,58","1,69","1,95","0,70","2,87","0,74","0,51","1,89","1,71","0,66","0,59","0,56","1,76","4,26","15,73","7,22","7,67","11,90","8,91","10,62","13,43","8,78"
18-3 13:40,"2,51","0,46","0,40","1,55","0,38","1,31","1,03","1,95","0,90","3,93","4,10","0,47","2,36","2,56","0,51","0,48","0,92","2,36","1,60","8,13","0,57","0,67","0,55","0,72","1,29","3,45","0,69"
18-3 13:45,"2,75","0,44","0,44","1,64","0,44","1,46","0,87","2,20","0,88","2,80","0,80","0,60","1,85","1,55","0,66","0,57","1,05","2,20","1,50","7,94","0,50","0,48","0,53","0,54","1,35","3,34","0,57"
18-3 13:50,-,-,-,-,-,-,"0,83","1,93","0,79","2,86","0,71","0,52","5,21","2,47","0,53","0,58","1,19","2,18","1,51","8,04","0,53","0,53","0,55","0,50","1,17","3,94","0,56"
18-3 13:55,"2,40","0,61","0,36","1,33","0,44","1,43","0,89","6,06","2,18","2,90","0,76","0,51","2,17","2,48","0,71","0,44","0,60","2,37","1,37","7,76","0,63","0,47","0,46","0,46","1,39","3,47","0,51"
18-3 14:00,"2,50","0,45","0,41","1,69","0,41","1,23","1,00","1,92","0,73","2,87","0,66","0,48","1,74","2,51","0,54","0,55","0,71","2,43","1,22","8,11","0,45","0,55","0,51","0,52","1,56","3,87","0,62"
18-3 14:05,"2,55","0,51","0,40","1,61","1,20","1,46","0,84","2,17","0,75","2,92","0,73","0,58","1,17","2,61","0,68","0,53","0,65","2,12","1,76","7,14","0,55","0,59","0,56","0,59","1,46","3,18","0,73"
18-3 14:10,"1,80","0,53","0,39","1,53","0,41","1,44","1,00","2,18","0,89","2,20","0,68","0,51","1,27","0,82","0,56","0,55","0,85","2,47","1,81","8,27","0,58","0,63","0,60","0,87","1,10","3,07","0,64"
18-3 14:15,"2,07","0,37","0,45","1,43","0,40","1,36","0,99","2,26","0,83","2,89","0,69","0,82","1,68","1,85","0,55","0,52","0,59","2,82","1,53","8,32","0,50","0,50","0,61","0,46","1,03","2,92","0,56"
18-3 14:20,"2,26","0,32","0,36","1,98","0,91","1,42","4,22","2,06","0,77","3,15","0,74","0,55","1,47","2,56","0,65","0,50","0,61","2,14","1,56","8,51","0,61","0,55","0,55","0,49","1,34","3,01","0,95"
18-3 14:25,"2,40","0,52","0,35","1,59","0,43","1,63","0,99","1,95","1,14","2,91","0,71","0,52","1,52","0,63","0,58","0,50","1,60","2,30","1,40","8,61","0,51","0,56","0,47","0,53","0,89","3,37","0,73"
18-3 14:30,"2,10","5,26","1,22","1,64","0,49","1,64","0,96","2,22","0,62","2,98","0,69","0,45","1,31","1,66","0,58","0,47","1,57","2,27","1,64","8,07","0,45","0,71","0,67","0,47","1,39","3,45","0,54"
18-3 14:35,"2,15","0,66","4,55","2,23","0,72","1,82","1,10","1,98","0,66","2,96","0,69","0,61","1,78","1,72","0,62","0,56","1,33","2,62","1,50","8,51","1,39","0,68","0,65","0,82","1,08","3,31","0,68"
18-3 14:40,"2,18","2,74","7,74","5,75","2,80","2,32","1,24","6,40","1,40","3,74","0,72","3,62","1,42","2,54","0,60","2,41","2,62","3,07","2,57","9,08","1,38","1,61","1,45","1,72","1,09","4,17","0,79"
