time,FSO_T00_SKPAuto_Opstarten,FSO_T01_SKPAuto_VerzekererdJaNee,FSO_T02_SKPAuto_Kenteken,FSO_T03_SKPAuto_AutoCheck,FSO_T04_SKPAuto_Postcode,FSO_T05_SKPAuto_Bestuurder,FSO_T06_SKPAuto_GeboorteDatum,FSO_T07_SKPAuto_SchadeVrijeJaren,FSO_T08_SKPAuto_Kilometers,FSO_T09_SKPAuto_Basisdekking,FSO_T10_SKPAuto_Uitbreiding,FSO_T11_SKPAuto_Ingangsdatum,FSO_T12_SKPAuto_Ongevallen,FSO_T13_SKPAuto_Samenvatting1,FSO_T14_SKPAuto_PriveZakelijk,FSO_T15_SKPAuto_KentekenOpNaam,FSO_T16_SKPAuto_Persoonsgegevens,FSO_T17_SKPAuto_Adres,FSO_T18_SKPAuto_TelefoonEmail,FSO_T19_SKPAuto_AanvullendeVragen,FSO_T20_SKPAuto_GeweigerdOpgezegd,FSO_T21_SKPAuto_StrafbaarFeit,FSO_T22_SKPAuto_EerderSchade,FSO_T23_SKPAuto_MaandJaar,FSO_T24_SKPAuto_Rekeningnummer,FSO_T25_SKPAuto_Samenvatting2,FSO_T26_SKPAuto_EindeScript
22-3 2:30,"1,99","0,30","0,29","1,56","0,28","1,19","0,96","2,22","0,72","2,92","0,71","0,53","1,47","2,56","0,58","0,40","0,60","2,37","1,26","7,99","0,43","0,42","0,45","0,39","1,35","3,58","0,47"
22-3 2:35,"1,96","0,33","0,49","1,82","0,38","1,19","0,91","2,01","0,59","1,71","0,75","0,52","1,32","1,65","0,57","0,44","0,59","2,46","1,24","7,83","0,43","0,61","0,53","0,43","1,34","3,41","0,51"
22-3 2:40,"2,44","0,30","0,29","1,56","0,30","1,26","1,02","2,44","0,56","1,73","0,70","0,49","1,25","2,57","0,47","0,44","0,58","2,11","1,13","8,37","0,39","0,43","0,55","0,41","1,50","3,49","0,55"
22-3 2:45,"1,91","0,35","0,29","1,60","0,27","1,28","0,87","2,27","0,59","2,89","0,62","0,47","1,42","1,65","0,52","0,42","0,58","2,36","1,29","7,72","0,38","0,49","0,56","0,42","1,39","2,92","0,50"
22-3 2:50,"2,12","0,28","0,29","2,23","0,44","1,23","0,99","2,18","0,60","2,98","0,90","0,47","1,32","0,59","0,67","0,42","0,54","2,25",-,-,-,"0,47","0,52","0,41","1,32","3,32","0,46"
22-3 2:55,"2,09","0,27","0,28","1,34","0,29","1,41","0,89","2,10","1,21","2,95","0,66","0,54","1,83","2,51","0,67","0,49","0,78","2,43","1,40","8,20","0,39","0,44","0,43","0,40","1,92","3,20","0,50"
22-3 3:00,"1,87","0,29","0,35","1,47","0,32","1,30","0,91","2,20","0,51","2,92","0,59","0,50","1,25","2,55","0,52","0,44","1,20","2,46","1,22","7,97","0,50","0,52","0,74","0,46","1,46","3,26","0,54"
22-3 3:05,"2,66","0,32","0,28","1,43","0,30","1,60","1,48","2,11","0,74","2,91","0,71","0,53","1,61","1,61","0,60","0,48","0,72","2,37","1,27","7,26","0,41","0,62","0,45","0,53","1,53","3,12","0,45"
22-3 3:10,"1,98","0,31","0,26","1,98","0,32","1,27","0,81","4,03","0,63","2,86","0,68","0,50","1,30","0,90","0,46","0,42","0,77","2,84","1,32","8,58","0,55","0,52","0,48","0,49","1,73","3,86","0,53"
22-3 3:15,"2,55","0,25","0,33","1,77","0,28","1,21","0,81","2,43","0,64","2,88","0,74","0,50","1,35","1,54","0,54","0,46","0,76","2,44","1,26","7,22","0,36","0,39","0,45","0,36","2,45","3,84","0,43"
22-3 3:20,"2,19","0,20","0,29","1,69","1,08","1,45","0,88","2,27","0,66","0,56","0,67","0,52","1,27","1,74","0,57","0,41","0,85","2,28","1,08","8,97","0,41","0,59","0,49","0,43","1,49","3,13","0,51"
22-3 3:25,"1,91","0,27","0,30","1,48","0,33","1,44","0,86","4,40","0,43","2,93","0,68","0,47","1,37","0,71","0,58","0,47","0,58","1,86","1,41","8,06","0,46","0,53","0,49","0,43","1,58","3,26","0,55"
22-3 3:30,"2,02","0,28","0,32","1,72","0,33","1,03","0,88","2,07","0,73","2,95","0,69","0,53","1,40","1,60","0,51","0,39","0,79","2,25","1,25","8,10","0,42","0,47","0,49","0,41","1,41","3,54","0,43"
22-3 3:35,"1,85","0,31","0,29","1,67","0,73","1,45","0,93","2,63","0,55","2,93","0,66","0,50","1,30","0,62","0,51","0,44","0,67","2,42","1,44","8,29","0,41","0,52","0,47","0,42","1,54","3,29","0,49"
22-3 3:40,"1,93","0,31","0,26","1,64","0,29","1,23","0,83","2,63","0,57","2,86","0,72","0,47","1,82","2,55","0,55","0,45","0,63","2,37","2,20","8,54","0,40","0,48","0,45","0,49","1,40","3,48","0,50"
22-3 3:45,"1,69","0,30","0,34","1,97","0,31","1,09","0,88","2,19","0,58","2,87","0,71","0,45","1,41","2,55","0,47","0,43","0,67","4,49","1,12","8,05","0,43","0,45","0,44","0,42","1,04","3,81","0,49"
22-3 3:50,"1,81","0,38","0,26","1,32","0,54","1,23","0,96","2,29","0,62","2,91","0,69","0,53","1,29","2,60","0,54","0,46","1,17","2,11","1,40","8,76","0,40","0,50","0,47","0,38","1,16","3,09","0,43"
22-3 3:55,"1,86","0,30","0,26","1,53","0,33","1,11","1,44","2,02","0,64","2,95","0,62","0,45","1,28","2,55","0,49","0,46","0,57","2,01","1,30","8,14","0,44","0,51","0,42","0,42","1,94","3,29","0,57"
22-3 4:00,"2,05","0,27","0,30","1,42","0,33","1,20","0,92","1,96","0,59","2,84","0,63","0,57","1,24","1,49","0,54","0,40","0,69","2,08","1,17","7,15","0,47","0,36","0,41","0,42","1,30","3,46","0,52"
22-3 4:05,"1,85","0,28","0,25","2,01","0,46","1,46","0,96","2,46","0,59","2,97","0,72","0,53","1,50","1,68","0,58","0,46","0,61","2,32","1,23","8,50","0,40","0,49","0,47","0,51","1,44","3,26","0,58"
22-3 4:10,"1,86","0,26","0,30","1,64","0,31","1,47","0,81","2,68","0,64","2,96","0,66","0,46","1,25","0,53","0,45","0,49","2,30","2,22","1,69","8,35","0,51","0,53","0,50","0,47","1,50","3,49","0,47"
22-3 4:15,"1,79","0,24","0,29","1,51","0,28","1,20","0,96","2,25","0,83","2,81","0,71","0,50","1,76","1,56","0,57","0,43","0,56","2,30","1,20","8,26","0,37","0,44","0,52","0,39","1,43","3,42","0,44"
22-3 4:20,"2,12","1,79","2,19","3,78","3,04","3,10","2,24","2,65","1,53","3,75","0,67","1,51","1,28","1,57","0,58","1,47","1,57","3,43","1,41","7,61","0,46","0,43","0,51","0,50","1,24","3,05","0,45"
22-3 4:25,"1,95","0,28","0,29","1,69","0,29","1,24","0,85","2,89","0,55","1,71","0,60","0,49","1,15","0,67","0,49","0,37","0,63","1,91","2,54","8,39","1,45","1,53","1,56","1,58","2,16","4,47","1,82"
22-3 4:30,"2,01","0,31","0,29","1,45","0,29","1,41","0,93","1,90","0,55","2,91","0,75","0,52","1,24","1,54","0,47","0,38","0,57","2,21","1,27","7,93","0,39","0,46","0,57","0,45","1,36","3,65","0,48"
22-3 4:35,"2,02","0,30","0,33","1,80","0,53","1,00","1,11","2,17","0,58","2,88","0,61","0,55","1,25","2,57","0,58","0,40","0,74","2,50","1,22","8,80","0,38","0,50","0,42","0,50","1,32","3,25","0,44"
22-3 4:40,"1,98","0,29","0,27","1,72","0,29","1,23","0,82","1,86","0,53","3,94","0,64","0,51","1,20","2,47","0,54","0,47","0,53","2,24","1,50","8,63","0,65","0,46","0,43","0,43","1,54","2,97","0,54"
22-3 4:45,"1,88","0,30","0,33","1,60","0,27","1,25","0,94","1,94","0,64","2,90","0,65","0,46","1,19","1,49","0,49","0,38","0,50","2,32","1,22","8,47","0,40","0,39","0,41","0,39","1,38","4,07","0,49"
22-3 4:50,"2,10","0,31","0,30","2,03","0,55","1,51","0,98","2,24","0,65","1,71","0,67","0,52","1,30","1,65","0,51","0,49","0,76","2,38","1,42","7,60","0,43","0,46","0,43","0,42","1,41","3,17","0,45"
22-3 4:55,"2,25","0,27","0,29","1,74","0,30","1,22","0,87","1,96","0,60","2,89","0,64","0,45","1,22","2,51","0,45","0,47","0,57","2,42","1,45","8,55","0,42","0,40","0,39","0,52","1,21","3,23","0,51"
