time,FSO_T00_SKPAuto_Opstarten,FSO_T01_SKPAuto_VerzekererdJaNee,FSO_T02_SKPAuto_Kenteken,FSO_T03_SKPAuto_AutoCheck,FSO_T04_SKPAuto_Postcode,FSO_T05_SKPAuto_Bestuurder,FSO_T06_SKPAuto_GeboorteDatum,FSO_T07_SKPAuto_SchadeVrijeJaren,FSO_T08_SKPAuto_Kilometers,FSO_T09_SKPAuto_Basisdekking,FSO_T10_SKPAuto_Uitbreiding,FSO_T11_SKPAuto_Ingangsdatum,FSO_T12_SKPAuto_Ongevallen,FSO_T13_SKPAuto_Samenvatting1,FSO_T14_SKPAuto_PriveZakelijk,FSO_T15_SKPAuto_KentekenOpNaam,FSO_T16_SKPAuto_Persoonsgegevens,FSO_T17_SKPAuto_Adres,FSO_T18_SKPAuto_TelefoonEmail,FSO_T19_SKPAuto_AanvullendeVragen,FSO_T20_SKPAuto_GeweigerdOpgezegd,FSO_T21_SKPAuto_StrafbaarFeit,FSO_T22_SKPAuto_EerderSchade,FSO_T23_SKPAuto_MaandJaar,FSO_T24_SKPAuto_Rekeningnummer,FSO_T25_SKPAuto_Samenvatting2,FSO_T26_SKPAuto_EindeScript
18-3 21:00,"2,58","0,45","0,37","1,55","0,37","1,50","0,79","2,07","0,72","2,82","0,68","0,54","1,36","2,51","0,66","0,58","0,71","2,55","1,55","8,38","0,55","0,60","0,51","0,51","1,36","3,13","0,57"
18-3 21:05,"2,06","0,35","0,33","1,85","0,98","1,56","0,92","3,92","0,73","2,88","0,77","0,55","2,10","0,74","0,80","0,53","0,84","2,06","1,22","8,70","0,46","0,60","0,53","0,49","1,24","3,76","0,64"
18-3 21:10,"2,54","0,38","0,34","1,55","0,35","1,12","0,79","2,20","0,69","2,89","0,75","0,48","2,93","2,48","0,51","0,53","0,75","2,40","1,75","8,32","0,52","0,52","0,57","0,64","1,36","3,29","0,69"
18-3 21:15,"2,39","0,49","0,39","1,67","0,40","1,20","0,97","2,03","0,84","2,89","0,59","0,57","1,29","2,55","0,60","0,60","0,61","2,26","1,31","8,29","0,53","0,50","0,51","0,48","1,33","3,63","0,57"
18-3 21:20,"1,88","0,22","0,31","2,45","1,37","1,55","0,82","1,88","0,94","2,99","0,66","0,57","2,24","1,66","0,65","0,54","0,54","2,34","1,14","8,81","0,52","0,93","0,76","0,85","1,56","3,54","0,68"
18-3 21:25,"2,09","0,41","0,37","1,72","0,41","1,38","0,77","2,39","0,77","2,89","0,64","0,51","1,24","2,52","0,50","0,49","0,52","2,37","1,31","8,03","0,52","0,49","0,50","0,51","1,30","3,61","0,63"
18-3 21:30,"2,33","0,37","0,34","1,77","0,34","1,23","0,86","2,06","0,75","2,98","0,78","0,57","1,84","0,66","0,57","0,53","0,80","2,41","1,50","7,68","0,49","0,46","0,42","0,49","0,96","3,19","0,51"
18-3 21:35,"2,25","0,50","0,38","1,79","1,10","1,20","0,82","2,36","0,72","3,01","0,72","0,55","1,90","1,50","0,53","0,53","0,62","2,52","1,77","7,72","0,56","0,51","0,49","0,44","1,55","2,95","0,61"
18-3 21:40,"2,09","0,49","0,37","1,45","0,37","1,38","0,84","1,88","0,74","2,98","0,68","0,51","1,28","2,65","0,65","0,49","0,82","2,19","1,50","8,42","0,47","0,53","0,58","0,55","1,18","3,36","0,81"
18-3 21:45,"2,12","0,37","0,38","1,82","0,38","1,61","0,85","2,56","0,84","2,90","0,69","0,47","1,38","1,68","0,61","0,51","0,74","2,25","1,58","7,63","0,42","0,48","0,40","0,44","1,34","3,43","0,59"
18-3 21:50,"1,87","0,29","0,47","2,13","0,86","1,82","0,81","1,83","0,67","22,73","0,68","0,51","1,44","1,89","0,58","0,47","0,67","2,14","1,31","7,78","0,39","0,44","0,57","0,54","10,13","3,49","0,47"
18-3 21:55,"12,48","0,39","0,31","1,46","0,23","1,10","0,86","2,01","0,64","2,85","0,69","0,48","1,60","2,51","0,55","0,41","0,00",-,"1,73","10,28","0,46","0,46","0,51","0,54","1,00","3,69","0,73"
18-3 22:00,"2,30","0,35","0,48","1,82","0,38","1,31","1,00","2,67","0,68","3,08","0,69","0,61","2,28","2,54","0,46","0,49","1,49","2,74","1,43","7,94",-,-,-,-,-,-,-
18-3 22:05,"2,51","0,36","0,26","1,87","0,66","1,21","0,93","2,18","0,86","2,97","0,72","0,49","1,89","2,53","0,51","0,45","0,63","2,35","1,33","8,76","0,56","0,49","0,57","0,52","1,66","3,24","0,53"
18-3 22:10,"2,29","0,33","0,38","1,71","0,31","1,38","1,34","1,91","0,52","1,71","0,82","0,43","1,18","2,55","0,52","0,43","0,65","2,36","1,27","9,03","0,48","0,51","0,59","0,48","1,15","3,25","0,58"
18-3 22:15,"1,72","0,33","0,36","1,86","0,31","1,39","0,84","2,32","0,49","0,61","0,65","0,48","1,72","2,53","0,51","0,48","0,85","2,12","1,49","8,05","0,37","0,37","0,38","0,36","1,44","3,56","0,46"
18-3 22:20,"2,08","0,30","0,32","1,68","0,50","1,60","0,87","2,01","0,63","2,91","0,73","0,55","1,10","1,61","0,50","0,45","1,02","2,19","1,48","7,91","0,40","0,69","0,47","0,43","1,75","2,91","0,50"
18-3 22:25,"1,98","0,43","0,31","1,59","0,33","1,37","0,84","1,79","0,65","2,92","0,80","0,44","1,68","0,56","0,43","0,45","0,83","1,82","1,34","8,12","0,41","0,46","0,41","0,40","0,91","3,67","0,45"
18-3 22:30,"2,69","0,34","0,36","1,36","0,30","1,40","1,86","2,50","0,55","2,87","0,79","0,50","1,28","2,70","0,51","0,53","1,10","2,49","1,31","8,65","0,44","0,44","0,49","0,40","2,34","3,49","0,53"
18-3 22:35,"2,73","1,76","2,28","3,19","2,43","3,49","1,48","2,71","1,52","3,74","0,68","1,54","2,95","2,53","0,45","1,40","1,74","2,56","1,51","8,12","0,45","0,70","0,41","0,41","1,30","3,43","0,48"
18-3 22:40,"2,07","0,27","0,27","2,06","0,30","1,33","1,33","2,11","0,64","2,92","0,72","0,51","2,20","2,49","0,43","0,38","0,52","3,12","2,38","8,62","1,61","1,38","1,52","1,50","1,95","4,52","1,55"
18-3 22:45,"1,96","0,32","0,34","1,65","0,29","1,43","0,82","2,26","0,55","3,05","0,69","0,64","1,43","2,51","0,53","0,51","0,60","2,10","1,37","8,00","0,46","0,37","0,43","0,40","1,37","3,73","0,45"
18-3 22:50,"21,00","0,00",-,-,-,-,"0,88","2,44","0,73","2,89","0,71","0,57","2,46","2,55","0,44","0,51","0,52","2,21","1,17","25,98","0,43","0,44","0,45","0,43","1,82","3,26","0,50"
18-3 22:55,"2,22","1,07","1,04","3,06","1,30","2,18","1,48","12,61","1,41","3,70","0,69","2,10","1,43","2,28","0,41","2,27","2,80","4,03","3,38","8,78","2,14","2,63","2,29","2,49","2,43","5,29",-
18-3 23:00,"1,86","0,38","0,32","1,56","0,30","1,28","0,81","2,27","0,45","2,90","0,64","0,54","1,98","2,53","0,51","0,43","0,59","2,60","1,37","7,90","0,45","0,39","0,38","0,38","4,96","3,59","1,78"
18-3 23:05,"2,06","0,28","0,30","1,93","0,48","1,38","0,98","2,11","0,63","2,91","0,72","0,55","2,13","1,64","0,53","0,47","0,63","2,28","1,65","8,48","0,40","0,52","0,50","0,47","1,57","3,65","0,58"
18-3 23:10,"1,95","0,79","0,34","1,59","0,38","1,39","4,62","5,84","0,69",-,-,-,-,-,-,-,-,-,"1,24","7,87","0,60","0,61","0,64","0,56","1,53","3,16","0,56"
18-3 23:15,"2,34","0,36","0,31","1,47","0,29","1,33","0,80","2,71","0,66","2,91","0,62","0,52","2,23","0,47","0,43","0,39","0,59","2,82","1,32","8,18",-,-,-,-,-,-,-
18-3 23:20,"1,73","0,38","0,46","2,33","0,73","1,28","0,89","2,37","0,50","2,91","0,68","0,54","1,38","1,74","0,49","0,51","0,81","2,33","1,51","8,48","0,37","0,43","0,40","0,44","1,58","3,28","0,43"
18-3 23:25,"2,08","0,28","0,28","1,83","0,32","1,28","0,86","2,61","0,56","1,77","0,67","0,48","1,46","2,56","0,46","0,44","0,59","1,69","1,86","8,18","0,38","0,40","0,43","0,49","1,45","3,51","0,50"
