time,FSO_T00_SKPAuto_Opstarten,FSO_T01_SKPAuto_VerzekererdJaNee,FSO_T02_SKPAuto_Kenteken,FSO_T03_SKPAuto_AutoCheck,FSO_T04_SKPAuto_Postcode,FSO_T05_SKPAuto_Bestuurder,FSO_T06_SKPAuto_GeboorteDatum,FSO_T07_SKPAuto_SchadeVrijeJaren,FSO_T08_SKPAuto_Kilometers,FSO_T09_SKPAuto_Basisdekking,FSO_T10_SKPAuto_Uitbreiding,FSO_T11_SKPAuto_Ingangsdatum,FSO_T12_SKPAuto_Ongevallen,FSO_T13_SKPAuto_Samenvatting1,FSO_T14_SKPAuto_PriveZakelijk,FSO_T15_SKPAuto_KentekenOpNaam,FSO_T16_SKPAuto_Persoonsgegevens,FSO_T17_SKPAuto_Adres,FSO_T18_SKPAuto_TelefoonEmail,FSO_T19_SKPAuto_AanvullendeVragen,FSO_T20_SKPAuto_GeweigerdOpgezegd,FSO_T21_SKPAuto_StrafbaarFeit,FSO_T22_SKPAuto_EerderSchade,FSO_T23_SKPAuto_MaandJaar,FSO_T24_SKPAuto_Rekeningnummer,FSO_T25_SKPAuto_Samenvatting2,FSO_T26_SKPAuto_EindeScript
15-3 3:00,"3,23","0,33","0,32","1,83","0,33","1,45",-,-,-,-,-,-,-,-,-,-,-,"2,17","1,87","8,50","0,44","0,44","0,41","0,41",-,-,-
15-3 3:05,"2,50","1,76","2,08","3,22","0,46","3,35","2,38",-,-,-,-,-,"1,39","2,59","0,51","0,40","0,69","2,27","1,34","8,97","0,60","0,40","0,45","0,40","1,49","2,69","0,67"
15-3 3:10,"2,14","0,35","0,31","1,54","0,30","1,33","0,94","2,52","0,49","2,94","0,74","0,40",-,"2,55","0,49","0,41","0,56","2,28","2,28","8,79","1,44","1,57","1,55","1,51","1,87","3,55","0,43"
15-3 3:15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,20","1,10","8,52","0,37","0,43","0,42","0,42","1,37","3,06","0,58"
15-3 3:20,"2,19","0,28","0,33","1,40","0,63","1,09","0,97","2,36","0,61","1,83","0,75","0,61","1,38","1,79","0,61","0,60","0,72","2,57",-,-,-,-,-,-,-,-,-
15-3 3:25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,70","7,75","0,56","0,49","0,46","0,67","1,48",-,-
15-3 3:30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,22","8,08","0,44","0,39","0,45","0,42","1,63",-,-
15-3 3:35,"2,50","0,26","0,32","1,50","0,28","1,41",-,-,-,-,-,-,"1,45","1,09","0,74","0,65","0,62",-,-,-,-,-,-,-,-,-,-
15-3 3:40,"2,18","1,99","1,79","3,41","2,23","2,94","1,66","3,06","1,66","3,77","0,69","1,56","1,32",-,-,-,-,"2,42","2,33","9,33","0,49","0,58","0,62","0,71","5,05","4,48","1,54"
15-3 3:45,"2,77","0,31","0,39","2,69","0,33","1,33",-,-,-,-,-,-,"1,34","0,80","0,66","0,45","0,59","2,39","1,41","8,42","0,57","0,40","0,43","0,43","1,58",-,-
15-3 3:50,-,-,-,-,-,-,"0,83","2,45","0,54","3,08","0,68","1,88",-,"0,96","0,53","0,38","0,63","2,20","1,63","7,84","0,46","0,43","0,45","0,46","1,52","3,45","0,51"
15-3 3:55,"2,21","0,30","0,28","1,47","0,29","1,04","1,03","2,27","0,61","3,14","0,73","0,48","2,27","2,50","0,57","0,43","0,53","2,17","1,24","7,72","0,51","0,45","0,46","0,43","0,94","3,53","0,49"
15-3 4:00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15-3 4:05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15-3 4:10,"2,67","1,06","1,06","2,34","1,23","1,93","2,01","4,10","2,62","4,70","0,92","2,36","1,29",-,-,-,-,-,"1,56","8,25","0,69","0,70","0,52","0,58","1,30","4,34","1,43"
15-3 4:15,"3,29","0,34","0,35","1,27","0,43","1,31",-,-,-,-,-,-,"1,34","2,49","0,63","0,53","0,91","2,18","1,44","8,17","0,42","0,36","0,29","0,39","1,52",-,-
15-3 4:20,-,-,-,-,-,-,"0,92","2,34","0,75","2,93","0,77","0,53","1,35","0,65","0,58","0,53","0,64",-,"1,23","8,51","0,41","0,81","0,50","0,44",-,-,-
15-3 4:25,"2,37","0,31","0,29","1,60","0,28","1,14","1,23","2,16","0,63","2,96","0,76","0,49","1,35","2,56","0,44","0,42","0,98","2,35","1,46","8,11","0,40","0,40","0,51","0,44","1,28",-,-
15-3 4:30,"2,29","0,38","0,28","1,50","0,28","1,31",-,-,-,-,-,-,-,"1,24","0,57","0,45","0,61","2,35",-,-,-,-,-,-,-,"3,17","0,49"
15-3 4:35,-,-,-,-,-,-,"0,98","1,99","0,60","3,04","0,72","0,57","1,37","2,67","0,57","0,46","0,59","2,44","1,39","8,01","0,39","0,90","0,48","0,49","1,77","2,92","0,68"
15-3 4:40,"2,22","0,31","0,30","1,71","0,30","1,23",-,-,-,-,-,-,-,"2,53","0,49","0,47","0,56","2,29","1,55","8,90","0,41","0,46","0,50","0,47","1,44","3,24","0,53"
15-3 4:45,"3,27","0,33","0,34","1,59","0,27","1,17",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,97","0,44"
15-3 4:50,"2,34","0,29","0,33","1,66","0,66","1,47","0,93","3,47","0,63","4,09","0,73","0,50","1,80","1,61","0,54","0,42","0,59","2,24",-,-,-,-,-,-,"4,99","3,18","0,49"
15-3 4:55,"2,34","0,29","0,30","1,40","0,33","1,50","1,04","2,11","0,65","3,01","0,71","0,54","1,43","2,58","0,62","0,52","0,90","2,60",-,-,-,-,-,-,-,-,-
15-3 5:00,-,-,-,-,-,-,-,-,-,-,-,-,"1,29","2,57","0,55","0,39","0,63","2,67","1,20","8,68","0,47","0,41","0,44","0,43","1,38",-,-
15-3 5:05,-,-,-,-,-,-,-,-,-,-,-,-,"2,17","2,67","0,52","0,43","0,58","2,56",-,-,-,-,-,-,-,-,-
15-3 5:10,-,-,-,-,-,-,-,"1,98","0,48","3,03","0,64","0,50","1,29",-,-,-,-,-,"1,74","7,80","0,57","0,61","0,52","0,60","1,44","3,28","0,69"
15-3 5:15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15-3 5:20,-,-,-,-,-,-,-,-,-,-,-,-,"2,32","2,52","0,54","0,47","0,59","2,17",-,-,-,-,-,-,-,-,-
15-3 5:25,"2,57","0,26","0,28","1,91","0,32","1,16","0,89",-,-,-,-,-,-,-,-,-,-,-,"1,35","7,50","0,39","0,40","0,49","0,48","1,36",-,-
