time,FSO_T00_SKPAuto_Opstarten,FSO_T01_SKPAuto_VerzekererdJaNee,FSO_T02_SKPAuto_Kenteken,FSO_T03_SKPAuto_AutoCheck,FSO_T04_SKPAuto_Postcode,FSO_T05_SKPAuto_Bestuurder,FSO_T06_SKPAuto_GeboorteDatum,FSO_T07_SKPAuto_SchadeVrijeJaren,FSO_T08_SKPAuto_Kilometers,FSO_T09_SKPAuto_Basisdekking,FSO_T10_SKPAuto_Uitbreiding,FSO_T11_SKPAuto_Ingangsdatum,FSO_T12_SKPAuto_Ongevallen,FSO_T13_SKPAuto_Samenvatting1,FSO_T14_SKPAuto_PriveZakelijk,FSO_T15_SKPAuto_KentekenOpNaam,FSO_T16_SKPAuto_Persoonsgegevens,FSO_T17_SKPAuto_Adres,FSO_T18_SKPAuto_TelefoonEmail,FSO_T19_SKPAuto_AanvullendeVragen,FSO_T20_SKPAuto_GeweigerdOpgezegd,FSO_T21_SKPAuto_StrafbaarFeit,FSO_T22_SKPAuto_EerderSchade,FSO_T23_SKPAuto_MaandJaar,FSO_T24_SKPAuto_Rekeningnummer,FSO_T25_SKPAuto_Samenvatting2,FSO_T26_SKPAuto_EindeScript
21-3 9:00,"2,26","0,58","0,49","1,79","0,33","1,68","0,83","2,35","0,75","2,87","0,62","0,60","1,75","2,55","0,63","0,55","0,93","2,44","1,30","7,55","0,55","0,64","0,52","0,50","2,44","3,22","0,54"
21-3 9:05,"1,85","0,51","0,44","2,14","0,65","1,59","0,89","2,53","0,76","1,73","0,64","0,57","1,37","2,60","0,78","0,54","0,81","2,34","1,33","8,49","0,52","0,62","0,59","0,56","1,21","3,69","0,56"
21-3 9:10,"2,53","0,93","0,39","1,25","0,37","1,24","0,83","2,24","0,68","3,03","0,85","0,59","1,51","0,68","0,51","0,52","0,56","2,27","1,68","10,09","0,50","0,64","0,52","0,51","1,48","3,07","0,60"
21-3 9:15,"2,56","4,68","0,40","1,43","0,37","1,63","0,86","1,90","1,00","2,89","0,61","0,49","1,34","1,53","0,62","0,57","0,56","2,33","1,25","8,29","0,65","0,57","0,49","0,57","2,13","3,38","0,59"
21-3 9:20,"3,05","0,54","0,43","2,17","0,50","1,35","0,92","2,04","0,71","2,92","0,67","0,65","1,23","1,68","0,59","0,53","0,84","2,45","1,58","8,23","0,51","0,61","0,54","0,57","1,54","2,93","0,54"
21-3 9:25,"2,26","0,27","0,83","1,52","0,43","1,44","0,94","4,27","0,75","1,82","0,68","0,53","1,73","2,53","0,55","0,50","0,71","2,38","1,50","9,73","0,52","0,54","0,47","0,58","1,69","3,79","0,58"
21-3 9:30,"2,71","0,26","0,42","1,69","0,44","1,46","0,89","1,96","0,83","2,97","0,68","0,50","1,88","2,62","0,57","0,53","0,75","2,30","1,49","8,41","0,62","0,45","0,47","0,50","1,53","3,64","0,52"
21-3 9:35,"2,04","0,49","0,41","1,83","2,12","1,71","1,02","2,32","0,88","2,96","1,53","0,53","2,24","0,65","0,61","0,77","0,71","2,11","1,61","7,80","0,60","0,48","0,52","0,47","1,21","2,91","0,57"
21-3 9:40,"2,96","0,39","0,35","1,30","0,39","1,41","1,03","2,07","1,07","3,49","0,67","0,52","2,46","2,61","0,59","0,48","0,63","2,20","1,75","8,21","0,51","0,55","0,60","0,76","1,26","3,73","0,59"
21-3 9:45,"2,26","0,37","0,50","1,51","0,38","1,40","0,84","2,56","0,82","3,04","2,47","0,83","2,38","2,53","0,55","0,52","0,63","2,51","1,63","8,27","0,51","0,52","0,55","0,53","1,00","3,59","0,60"
