time,FSO_T00_SKPAuto_Opstarten,FSO_T01_SKPAuto_VerzekererdJaNee,FSO_T02_SKPAuto_Kenteken,FSO_T03_SKPAuto_AutoCheck,FSO_T04_SKPAuto_Postcode,FSO_T05_SKPAuto_Bestuurder,FSO_T06_SKPAuto_GeboorteDatum,FSO_T07_SKPAuto_SchadeVrijeJaren,FSO_T08_SKPAuto_Kilometers,FSO_T09_SKPAuto_Basisdekking,FSO_T10_SKPAuto_Uitbreiding,FSO_T11_SKPAuto_Ingangsdatum,FSO_T12_SKPAuto_Ongevallen,FSO_T13_SKPAuto_Samenvatting1,FSO_T14_SKPAuto_PriveZakelijk,FSO_T15_SKPAuto_KentekenOpNaam,FSO_T16_SKPAuto_Persoonsgegevens,FSO_T17_SKPAuto_Adres,FSO_T18_SKPAuto_TelefoonEmail,FSO_T19_SKPAuto_AanvullendeVragen,FSO_T20_SKPAuto_GeweigerdOpgezegd,FSO_T21_SKPAuto_StrafbaarFeit,FSO_T22_SKPAuto_EerderSchade,FSO_T23_SKPAuto_MaandJaar,FSO_T24_SKPAuto_Rekeningnummer,FSO_T25_SKPAuto_Samenvatting2,FSO_T26_SKPAuto_EindeScript
12-3 12:30,"2,37","0,23","0,38","1,71","0,40","1,47","1,33","2,08","0,46","2,95","0,75","0,54","1,31","2,62","0,57","0,51","0,77","2,48","1,25","8,01","0,48","0,41","0,44","0,44","2,05","3,60","0,50"
12-3 12:35,"2,25","0,53","0,38","2,05","0,55","1,55","0,91","2,70","0,92","2,94","0,99","0,81","1,81","2,55","0,64","0,60","0,52",-,-,-,"0,47","0,54","0,56","0,48","1,88","3,62","0,54"
12-3 12:40,"2,51","0,28","0,35","1,79","0,33","1,43","0,93","2,03","0,76","3,14","0,71","0,77","1,83","2,56","0,54","0,34","0,55","2,46","1,40","8,05","0,39","0,45","0,45","0,54","2,05","3,13","0,62"
12-3 12:45,"7,83","7,68","0,27","1,95","0,35","1,35","1,39","2,09","0,75","0,59","0,66","0,68","1,32","2,63","0,47","0,45","0,90","2,17","1,86","7,69","0,56","0,35","0,60","0,41","1,90","3,25","0,47"
12-3 12:50,"2,36","0,37","7,75","8,51","6,63","6,93","4,76","2,82","1,94","3,80","0,65","5,95","1,94","6,26","0,69","2,15","2,21","4,13","4,66","10,47","1,43","1,54","1,53","1,38","3,78","5,40","1,54"
12-3 12:55,"7,89","5,88","5,86","8,67","5,64","3,78","1,80","2,38","1,68","2,83","0,69","0,60","3,38","0,95","0,70","0,72","1,17","2,57","1,97","9,49","0,55","0,59","0,52","0,46","1,11","3,57","0,68"
12-3 13:00,"2,96","1,08","1,14","2,66","1,30","1,89","0,83","3,53","1,73","3,74","0,78","1,42","1,92","2,47","0,62","1,53","1,75","3,19","2,59","8,69","2,09","2,25","2,20","2,27","2,40","5,35","2,40"
12-3 13:05,"1,84","0,61","0,44","1,73","0,79","1,40","1,53","2,85","1,64","3,69","0,72","1,47","2,11","1,85","0,62","1,62","1,43","3,53","3,37","9,16","1,42","2,83","1,52","1,49","2,02","4,33","1,46"
12-3 13:10,"2,80","0,52","0,39","1,53","0,39","1,41","1,25","4,70","0,67","3,21","0,70","0,52","1,22","0,52","0,61","0,46","1,01","2,18","1,51","7,94","0,64","0,71","0,64","0,49","1,69","3,31","0,64"
12-3 13:15,"3,19","1,12","0,38","1,69","0,41","1,28","0,94","2,13","0,75","2,96","0,69","0,57","1,59","2,50","0,69","0,52","0,63","2,42","1,48","7,70","0,53","0,52","0,50","0,44","1,70","3,57","0,53"
12-3 13:20,"2,63","0,52","0,36","2,11","0,37","1,33","0,98","3,72","0,67","3,55","0,81","0,55","1,98","1,62","0,56","0,50","0,87","2,30","1,35","7,76","0,52","0,55","0,59","0,54","1,52","3,02","1,04"
12-3 13:25,"2,89","0,59","0,37","1,49","0,39","1,42","1,53","2,24","0,65","2,95","0,71","0,55","1,60","0,57","0,61","0,71","1,61","2,48","1,58","7,92","0,48","0,51","0,56","0,56","1,18","3,29","0,67"
12-3 13:30,"3,27","0,48","1,07","2,41","0,66","1,70","1,06","2,58","0,70","2,87","0,76","0,52","1,91","1,71","0,57","0,51","0,65","2,46","2,11","9,00","0,68","0,51","0,53","0,46","1,84","4,41","1,63"
12-3 13:35,"2,04","0,63","0,38","2,74","0,54","1,88","0,90","2,17","0,80","3,00","0,70","1,49","1,86","2,51","0,58","0,48","6,80","2,07","1,21","7,67","0,62","0,65","0,99","0,63","1,40","2,89","0,53"
