time,FSO_T00_SKPAuto_Opstarten,FSO_T01_SKPAuto_VerzekererdJaNee,FSO_T02_SKPAuto_Kenteken,FSO_T03_SKPAuto_AutoCheck,FSO_T04_SKPAuto_Postcode,FSO_T05_SKPAuto_Bestuurder,FSO_T06_SKPAuto_GeboorteDatum,FSO_T07_SKPAuto_SchadeVrijeJaren,FSO_T08_SKPAuto_Kilometers,FSO_T09_SKPAuto_Basisdekking,FSO_T10_SKPAuto_Uitbreiding,FSO_T11_SKPAuto_Ingangsdatum,FSO_T12_SKPAuto_Ongevallen,FSO_T13_SKPAuto_Samenvatting1,FSO_T14_SKPAuto_PriveZakelijk,FSO_T15_SKPAuto_KentekenOpNaam,FSO_T16_SKPAuto_Persoonsgegevens,FSO_T17_SKPAuto_Adres,FSO_T18_SKPAuto_TelefoonEmail,FSO_T19_SKPAuto_AanvullendeVragen,FSO_T20_SKPAuto_GeweigerdOpgezegd,FSO_T21_SKPAuto_StrafbaarFeit,FSO_T22_SKPAuto_EerderSchade,FSO_T23_SKPAuto_MaandJaar,FSO_T24_SKPAuto_Rekeningnummer,FSO_T25_SKPAuto_Samenvatting2,FSO_T26_SKPAuto_EindeScript
20-3 23:00,"2,40","0,42","0,38","1,41","0,38","1,32","0,89","1,98","0,69","4,94","0,62","0,81","1,48","1,51","0,59","0,51","0,65","2,64","1,34","8,15","0,44","0,47","0,48","0,52","1,04","3,01","0,52"
20-3 23:05,"1,78","1,90","1,85","3,42","2,70","3,25","1,47","2,81","1,71","3,76","0,77","1,43","1,41","1,89","0,69","1,61","2,07","3,43","1,51","9,33","0,54","0,67","0,58","0,48","1,17","3,53","0,55"
20-3 23:10,"1,85","0,34","0,41","1,65","0,39","1,39","0,95","4,06","2,25","2,94","0,69","0,52","1,47","0,71","0,64","0,58","0,67","2,04","2,35","9,85","1,71","1,72","1,65","1,60","2,23","4,37","1,71"
20-3 23:15,"2,36","0,32","0,35","1,71","0,38","1,26","0,88","2,01","0,88","2,89","0,64","0,46","1,31","1,54","0,58","0,48","0,68","2,16","1,29","8,57","0,51","0,51","0,55","0,47","1,60","2,87","0,50"
20-3 23:20,"2,49","0,30","0,37","1,87","0,66","1,27","0,91","2,17","0,66","2,96","0,73","0,47","1,32","0,94","0,56","0,58","0,79","2,21","1,30","8,43","0,39","0,62","0,53","0,45","1,52","3,19","0,53"
20-3 23:25,"2,06","0,32","0,33","1,35","0,35","1,29","0,83","1,86","0,58","2,97","0,68","0,49","1,28","2,49","0,58","0,60","0,66","2,87","1,57","7,76","0,47","0,47","0,50","0,52","1,01","3,10","0,58"
20-3 23:30,"2,15","1,06","1,28","2,28","1,29","2,33","1,48","2,24","0,84","2,89","0,61","0,50","1,27","1,75","0,56","0,50","0,61","2,04","1,41","8,05","0,49","0,39","0,54","0,55","1,37","3,64","0,53"
20-3 23:35,"1,94","0,23","0,33","2,31","0,65","1,19","0,88","2,85","1,91","3,71","0,73","1,49","1,82","3,59","0,53","1,47","1,65","3,46","3,53","9,64","2,34","1,83","1,46","1,46","2,02","4,23","1,51"
20-3 23:40,"1,80","0,28","0,27","1,89","0,31","1,53","0,84","2,58","0,60","2,88","0,66","0,50","1,35","0,54","0,54","0,49","0,84","1,94","1,85","8,52","0,43","0,50","0,46","0,52","1,48","3,64","0,51"
20-3 23:45,"2,31","0,28","0,31","1,62","0,29","1,34","0,86","2,05","0,67","2,95","0,44","0,57","1,46","1,56","0,45","0,45","0,75","1,99","1,28","7,85","0,40","0,40","0,44","0,39","1,35","3,31","0,50"
20-3 23:50,"2,17","1,81","1,85","1,68","2,65","3,27","1,52","3,11","1,62","2,68","0,77","1,36","1,30","3,48","0,52","1,33","1,75","3,07","1,17","7,71","0,37","0,57","0,42","0,40","1,44","3,20","0,45"
20-3 23:55,"1,95","0,35","0,28","1,65","0,34","1,05","0,87","2,04","0,67","2,89","0,67","0,51","1,26","0,71","0,57","0,51","0,90","2,01","2,28","8,91","1,41","1,64","1,43","1,47","2,12","4,78","1,55"
21-3 0:00,"2,04","0,44","0,28","1,76","0,28","1,31","0,86","1,72","0,52","2,92","0,65","0,54","1,26","1,48","0,51","0,42","0,55","2,59","1,27","7,63","0,50","0,52","0,63","0,40","1,37","2,83","0,64"
