time,FSO_T00_SKPAuto_Opstarten,FSO_T01_SKPAuto_VerzekererdJaNee,FSO_T02_SKPAuto_Kenteken,FSO_T03_SKPAuto_AutoCheck,FSO_T04_SKPAuto_Postcode,FSO_T05_SKPAuto_Bestuurder,FSO_T06_SKPAuto_GeboorteDatum,FSO_T07_SKPAuto_SchadeVrijeJaren,FSO_T08_SKPAuto_Kilometers,FSO_T09_SKPAuto_Basisdekking,FSO_T10_SKPAuto_Uitbreiding,FSO_T11_SKPAuto_Ingangsdatum,FSO_T12_SKPAuto_Ongevallen,FSO_T13_SKPAuto_Samenvatting1,FSO_T14_SKPAuto_PriveZakelijk,FSO_T15_SKPAuto_KentekenOpNaam,FSO_T16_SKPAuto_Persoonsgegevens,FSO_T17_SKPAuto_Adres,FSO_T18_SKPAuto_TelefoonEmail,FSO_T19_SKPAuto_AanvullendeVragen,FSO_T20_SKPAuto_GeweigerdOpgezegd,FSO_T21_SKPAuto_StrafbaarFeit,FSO_T22_SKPAuto_EerderSchade,FSO_T23_SKPAuto_MaandJaar,FSO_T24_SKPAuto_Rekeningnummer,FSO_T25_SKPAuto_Samenvatting2,FSO_T26_SKPAuto_EindeScript
14-3 9:30,-,-,-,-,-,-,"1,28","1,75","0,43","5,11","0,90","0,53","1,30","2,54","0,50","0,46","0,67","2,53","1,32","7,03","0,39","4,03","0,48","0,41","0,98","3,66","0,48"
14-3 9:35,"2,42","0,26","0,33","2,17","0,52","1,51","0,92","2,07","0,67","3,11","0,79","2,60","1,51","2,70","0,62","0,38","0,62","2,60",-,"8,31","0,45","0,45","0,56","0,42","0,80","3,08","0,48"
14-3 9:40,"2,89","0,32","0,36","2,00","0,35","1,59",-,-,-,-,-,-,-,-,-,-,-,-,"1,38","8,63","0,47","0,39","0,54","0,53","1,01","3,51","0,44"
14-3 9:45,"3,57","2,81","0,40","2,92","0,31","1,28","0,88","2,53","0,71","3,20","0,76","0,57","1,37",-,-,-,-,-,"1,62","7,66","0,60","0,42","0,45","0,48","1,05","3,64","0,51"
14-3 9:50,"2,93","0,26","0,38","2,17","1,23","0,99","1,14","2,13","0,72","3,36","0,72","0,58","1,53","1,63","0,52","0,47","1,12","2,32","1,63","8,50","0,47","0,51","0,45","0,46",-,-,-
14-3 9:55,"2,58","0,30","0,26","1,71","0,29","0,90","0,23","3,29","0,68","3,01","1,09","0,47","1,42","2,50","0,47","0,41","0,60","2,39","1,36","8,50","0,42","0,41","0,46","0,75","0,85","3,69","0,52"
14-3 10:00,-,-,-,-,-,-,-,"2,19","0,94","3,35","0,74","0,78","1,61","2,58","0,60","0,51","1,21","2,44","1,78","8,57",-,-,-,-,-,"3,35","0,47"
14-3 10:05,-,-,-,-,-,-,-,-,-,-,-,-,"1,70","2,51","0,60","0,45","0,66","2,02",-,-,"0,61","0,41","0,52","0,55","0,87","3,32","0,54"
14-3 10:10,"2,68","0,28","0,31","1,72","0,44","1,32",-,-,-,-,-,-,"1,28","2,59","0,50","0,40","0,60","2,46","1,35","8,93","0,40","0,33","0,45","0,38",-,-,-
14-3 10:15,-,-,-,-,-,-,-,-,-,-,-,-,"1,53","2,83","0,45","0,52","0,76","2,56","1,60","8,35","0,42","0,40","0,54","0,39",-,-,-
14-3 10:20,"2,48","0,40","0,39","1,74","0,62","1,32",-,-,-,-,-,-,-,"1,24","0,63","0,51","0,98","2,78",-,-,"0,55","0,45","0,51","0,42","1,32","3,52","0,45"
14-3 10:25,"2,29","0,23","15,09","2,40","0,38","23,36","1,24","2,19","0,50","2,99",-,-,-,-,"0,57","0,42","21,76","7,55","1,44","7,01","0,40","0,57","0,52","0,49",-,-,-
14-3 10:30,"3,57","0,31","0,33","1,71","0,31","1,31","1,31","2,39","0,70","2,94","0,76",-,-,-,-,-,"0,72","2,08","9,42","7,75","1,07","0,74","0,50","0,51","1,39","3,52","0,52"
