time,FSO_T00_SKPAuto_Opstarten,FSO_T01_SKPAuto_VerzekererdJaNee,FSO_T02_SKPAuto_Kenteken,FSO_T03_SKPAuto_AutoCheck,FSO_T04_SKPAuto_Postcode,FSO_T05_SKPAuto_Bestuurder,FSO_T06_SKPAuto_GeboorteDatum,FSO_T07_SKPAuto_SchadeVrijeJaren,FSO_T08_SKPAuto_Kilometers,FSO_T09_SKPAuto_Basisdekking,FSO_T10_SKPAuto_Uitbreiding,FSO_T11_SKPAuto_Ingangsdatum,FSO_T12_SKPAuto_Ongevallen,FSO_T13_SKPAuto_Samenvatting1,FSO_T14_SKPAuto_PriveZakelijk,FSO_T15_SKPAuto_KentekenOpNaam,FSO_T16_SKPAuto_Persoonsgegevens,FSO_T17_SKPAuto_Adres,FSO_T18_SKPAuto_TelefoonEmail,FSO_T19_SKPAuto_AanvullendeVragen,FSO_T20_SKPAuto_GeweigerdOpgezegd,FSO_T21_SKPAuto_StrafbaarFeit,FSO_T22_SKPAuto_EerderSchade,FSO_T23_SKPAuto_MaandJaar,FSO_T24_SKPAuto_Rekeningnummer,FSO_T25_SKPAuto_Samenvatting2,FSO_T26_SKPAuto_EindeScript
19-3 7:00,"2,45","0,32","0,32","1,71","0,31","1,50","0,86","2,15","0,91","2,87","0,71","0,46","1,51","2,53","0,49","0,39","0,62","2,19","1,55","8,76","0,71","0,46","0,44","0,59","1,32","3,61","0,42"
19-3 7:05,"3,85","0,23","0,31","1,81","0,42","1,59","1,08","2,23","0,64","2,91","0,68","0,51","1,39","1,54","0,52","0,44","0,64","2,46","1,29","7,84","0,49","0,54","0,48","0,49","1,60","2,95","0,53"
19-3 7:10,"2,38","0,33","0,29","1,48","0,31","1,17","0,98","2,29","0,74","2,92","0,94","0,44","1,23","0,50","0,54","0,51","0,57","2,53","1,26","8,46","0,50","0,48","0,53","0,42","1,77","3,25","0,50"
19-3 7:15,"2,03","0,32","0,36","1,67","0,29","1,35","0,88","2,08","0,36","3,01","0,70","0,57","1,43","2,59","0,49","0,47","0,59","2,00","1,45","7,99","0,44","0,42","0,36","0,39","1,59","3,65","0,46"
19-3 7:20,"1,98","0,54","0,31","1,94","0,37","1,53","0,96","2,29","0,99","1,74","0,88","0,64","1,26","0,82","0,59","0,48","0,63","2,14","1,64","8,25","0,39","0,50","0,42","0,47","1,37","3,13","0,48"
19-3 7:25,"1,81","0,40","0,28","1,40","0,26","1,41","0,90","2,32","0,80","2,88","0,59","0,50","1,47","2,51","0,54","0,46","0,56","2,24","1,38","7,91","0,39","0,38","0,41","0,43","1,85","3,38","0,49"
19-3 7:30,"2,00","0,32","0,31","1,69","0,30","1,37","0,88","2,23","0,63","2,86","0,73","0,50","2,31","2,62","0,51","0,51","1,64","2,41","1,28","8,56","0,36","0,37","0,39","0,39","1,48","3,12","0,53"
19-3 7:35,"2,04","1,78","1,82","4,32","2,69","2,63","1,44","2,76","1,49","3,72","0,79","1,57","1,39","2,80","0,60","1,38","1,98","2,99","1,50","7,69","0,49","0,56","0,52","0,47","1,16","3,58","0,53"
19-3 7:40,"2,10","0,39","0,41","1,66","0,35","1,34","0,87","4,02","0,75","2,85","0,63","0,48","1,20","0,50","0,52","0,47","0,86","2,50","2,63","9,06","1,44","1,77","1,40","1,40","2,12","4,56","1,49"
19-3 7:45,"2,76","0,44","2,67","1,47","0,39","1,40","0,86","1,97","0,88","2,92","3,47","0,50","1,35","1,55","0,69","0,45","0,65","2,21","1,48","7,73","0,42","0,39","0,40","0,44","9,07","3,40","0,48"
19-3 7:50,"1,91","0,31","0,43","1,94","1,01","1,28","0,89","1,92","0,70","3,77","0,69","0,52","1,24","1,89","0,66","0,43","0,68","2,97","1,61","8,35","0,51","0,64","0,51","0,43","1,35","3,60","0,55"
19-3 7:55,"2,12","0,37","0,27","1,73","0,40","1,40","0,87","2,65","0,61","3,93","0,75","0,48","1,24","2,51","0,48","0,49","0,79","1,99","1,54","8,45","0,49","0,50","0,46","0,45","1,55","3,06","0,60"
19-3 8:00,"2,11","0,34","0,41","1,52","0,39","1,44","0,95","2,09","4,33","2,85","0,65","0,68","1,84","2,54","0,75","0,48","0,58","2,24","1,58","8,14","0,55","0,52","0,48","0,51","1,44","3,39","0,61"
19-3 8:05,"2,72","0,34","0,37","2,05","0,97","1,29","0,97","2,49","0,71","2,89","0,74","0,52","1,70","1,64","0,66","0,51","0,64","1,97","1,33","8,33","0,59","0,50","0,53","0,58","1,38","3,51","0,55"
19-3 8:10,"2,52","0,45","0,38","1,54","0,42","1,30","0,85","4,06","0,86","2,86","0,78","0,51","1,21","2,57","0,63","0,52","1,31","2,51","1,48","8,27","0,52","0,50","0,58","0,59","1,44","3,32","0,67"
19-3 8:15,"2,29","0,35","0,43","1,48","0,40","1,49","0,81","2,18","0,59","2,96","0,76","0,50","1,31","2,51","0,58","0,56","1,20","2,32","1,26","8,01","0,69","0,51","0,45","0,51","1,42","3,79","0,56"
19-3 8:20,"1,88","0,34","0,43","2,20","0,85","1,29","1,00","2,21","0,65","2,94","0,64","0,56","1,29","1,79","0,75","0,48","0,61","2,57","1,58","8,64","0,46","0,58","0,53","0,56","1,34","3,36","0,65"
19-3 8:25,"2,39","0,33","0,37","1,40","0,39","1,19","0,87","1,83","0,70","2,96","0,67","0,57","1,28","0,69","0,64","0,57","0,66","2,20","1,48","7,62","0,53","0,52","0,63","0,54","1,65","3,48","0,64"
19-3 8:30,"2,36","0,43","0,40","1,61","0,38","1,47","0,91","2,30","0,75","2,89","0,67","0,61","1,55","2,57","0,58","0,48","1,44","2,75","1,62","7,28",-,-,-,-,-,-,-
19-3 8:35,"1,74","0,50","0,42","1,77","0,76","1,32","0,89","2,57","0,80","2,88","0,71","0,54","0,98","1,79","0,62","0,53","0,75","2,57","1,26","8,89","0,60","0,60","0,56","0,62","1,56","2,89","0,57"
19-3 8:40,"2,05","1,06","1,11","2,33","1,34","2,26","1,42","2,82","1,58","3,69","0,68","1,54","1,40","4,33","0,62","2,70","2,69","3,95","2,48","10,69","1,40","1,66","1,38","1,91","2,00","4,26","1,55"
19-3 8:45,"3,13","0,45","0,42","1,44","0,37","1,39","0,80","2,17","0,65","2,82","0,65","0,50","2,66","2,55","0,59","0,57","0,78","2,34","1,63","8,84","0,46","0,69","0,56","0,50","2,51","3,46","0,54"
19-3 8:50,"2,73","0,59","0,42","2,32","0,49","1,34","0,86","2,19","0,80","2,89","0,71","0,57","1,89","1,57","0,61","0,52","0,61","2,56","1,49","8,70","0,54","0,63","0,55","0,50","1,62","3,39","0,62"
19-3 8:55,"2,19","0,28","0,40","1,64","0,38","1,52","1,21","2,09","0,95","3,03","0,68","0,48","1,33","2,49","0,57","0,53","0,54","2,02","1,60","9,04","0,59","0,60","0,59","0,58","0,95","3,23","0,70"
19-3 9:00,"2,50","0,34","0,41","1,91","0,41","1,46","0,93","2,44","0,80","2,99","0,73","0,51","1,66","2,56","0,61","0,52","0,57","2,24","1,50","8,43","0,52","0,52","0,55","0,55","1,49","3,71","0,53"
19-3 9:05,"2,28","0,62","0,42","1,53","0,52","1,55","0,84","2,15","1,10","2,96","0,71","0,52","1,83","1,78","0,65","0,63","0,82","2,20","1,55","8,11","0,74","0,54","0,53","0,52","1,08","3,49","0,56"
19-3 9:10,"2,94","0,29","0,40","1,68","0,49","1,43","0,85","4,17","0,83","2,89","0,68","0,53","1,23","0,59","0,61","0,58","0,60","2,19","1,44","8,40","0,51","0,60","0,87","0,70","1,48","3,82","1,26"
19-3 9:15,"3,86","0,32","0,46","1,71","0,42","1,62","1,02","2,22","0,55","3,17","0,69","0,94","1,40","1,58","0,67","0,62","0,88","2,26","1,47","8,02","0,52","0,56","0,52","0,51","0,86","3,26","0,87"
19-3 9:20,"2,48","0,37","0,37","1,92","0,91","1,51","1,01","4,52","0,71","2,93","0,78","0,52","1,35","1,66","0,63","0,58","0,89","2,41","1,52","7,07","0,59","0,67","0,59","0,58","1,12","2,87","0,56"
19-3 9:25,"1,47","0,45","0,53","1,88","0,42","1,45","0,95","2,07","0,72","2,89","0,63","0,56","1,30","1,02","0,59","0,83","1,79","2,59","1,60","8,29","0,58","0,54","0,56","0,55","4,01","3,44","0,63"
