time,FSO_T00_SKPAuto_Opstarten,FSO_T01_SKPAuto_VerzekererdJaNee,FSO_T02_SKPAuto_Kenteken,FSO_T03_SKPAuto_AutoCheck,FSO_T04_SKPAuto_Postcode,FSO_T05_SKPAuto_Bestuurder,FSO_T06_SKPAuto_GeboorteDatum,FSO_T07_SKPAuto_SchadeVrijeJaren,FSO_T08_SKPAuto_Kilometers,FSO_T09_SKPAuto_Basisdekking,FSO_T10_SKPAuto_Uitbreiding,FSO_T11_SKPAuto_Ingangsdatum,FSO_T12_SKPAuto_Ongevallen,FSO_T13_SKPAuto_Samenvatting1,FSO_T14_SKPAuto_PriveZakelijk,FSO_T15_SKPAuto_KentekenOpNaam,FSO_T16_SKPAuto_Persoonsgegevens,FSO_T17_SKPAuto_Adres,FSO_T18_SKPAuto_TelefoonEmail,FSO_T19_SKPAuto_AanvullendeVragen,FSO_T20_SKPAuto_GeweigerdOpgezegd,FSO_T21_SKPAuto_StrafbaarFeit,FSO_T22_SKPAuto_EerderSchade,FSO_T23_SKPAuto_MaandJaar,FSO_T24_SKPAuto_Rekeningnummer,FSO_T25_SKPAuto_Samenvatting2,FSO_T26_SKPAuto_EindeScript
21-3 4:00,"1,85","0,46","0,30","1,64","0,28","1,40","0,87","2,85","0,59","4,52","0,78","0,52","1,63","1,82","0,56","0,41","0,76","2,57","1,39","8,57","0,40","0,36","0,45","0,43","0,86","3,00","0,43"
21-3 4:05,"1,95","0,74","0,29","1,87","1,23","1,50","0,91","2,38","1,00","2,89","0,69","0,52","1,24","2,56","0,57","0,41","0,80","2,07","1,48","7,64","0,40","0,45","0,45","0,42","1,95","3,09","0,50"
21-3 4:10,"1,90","0,32","0,27","1,50","0,30","1,26","0,90","2,21","0,48","2,91","0,70","0,47","1,80","2,64","0,53","0,42","0,56","2,07","1,38","8,41","0,43","0,51","0,45","0,44","1,51","3,14","0,51"
21-3 4:15,"2,53","0,30","0,28","1,69","0,32","1,26","1,86","2,16","0,68","2,94","0,62","0,46","1,55","1,65","0,50","0,42","0,60","2,41","1,24","8,98","0,60","0,49","0,56","0,43","1,44","3,12","0,42"
21-3 4:20,"1,92","0,30","0,30","2,24","0,42","1,32","0,54","2,32","1,17","2,98","0,69","0,50","1,61","1,65","0,52","0,47","0,62","2,33","1,43","8,35","0,47","0,42","0,41","0,37","2,00","3,00","0,51"
21-3 4:25,"1,80","0,30","0,29","1,68","0,29","1,46","0,83","2,65","0,58","1,69","1,58","0,46","2,43","2,47","0,50","0,40","1,52","2,27","1,49","7,74","0,43","0,52","0,51","0,47","1,74","3,31","0,51"
21-3 4:30,"3,07","0,30","0,28","1,73","0,31","1,35","0,83","1,65","0,52","4,56","0,66","0,53","1,94","1,54","0,52","0,51","0,64","2,04","1,18","8,28","0,52","0,44","0,41","0,36","1,59","3,37","0,42"
21-3 4:35,"1,76","0,30","0,30","2,11","0,45","1,20","0,95","2,44","0,68","3,01","0,67","0,46","4,99","1,58","0,51","0,50","0,62","2,47","1,12","7,87","0,39","0,42","0,39","0,39","1,46","2,65","0,45"
21-3 4:40,"2,06","0,36","0,27","1,50","0,30","1,29","1,31","2,21","0,73","2,93","0,66","0,46","1,64","2,54","0,48","0,44","0,54","2,32","1,32","8,91","0,44","0,48","0,43","0,53","1,66","3,62","0,61"
21-3 4:45,"1,98","1,05","1,14","2,18","1,17","2,22","1,94","3,90","2,67","4,55","0,68","2,43","1,48","3,47","0,51","1,42","1,50","3,02","2,41","9,17","1,37","0,35","0,51","0,39","1,28","3,25","0,46"
