time,FSO_T00_SKPAuto_Opstarten,FSO_T01_SKPAuto_VerzekererdJaNee,FSO_T02_SKPAuto_Kenteken,FSO_T03_SKPAuto_AutoCheck,FSO_T04_SKPAuto_Postcode,FSO_T05_SKPAuto_Bestuurder,FSO_T06_SKPAuto_GeboorteDatum,FSO_T07_SKPAuto_SchadeVrijeJaren,FSO_T08_SKPAuto_Kilometers,FSO_T09_SKPAuto_Basisdekking,FSO_T10_SKPAuto_Uitbreiding,FSO_T11_SKPAuto_Ingangsdatum,FSO_T12_SKPAuto_Ongevallen,FSO_T13_SKPAuto_Samenvatting1,FSO_T14_SKPAuto_PriveZakelijk,FSO_T15_SKPAuto_KentekenOpNaam,FSO_T16_SKPAuto_Persoonsgegevens,FSO_T17_SKPAuto_Adres,FSO_T18_SKPAuto_TelefoonEmail,FSO_T19_SKPAuto_AanvullendeVragen,FSO_T20_SKPAuto_GeweigerdOpgezegd,FSO_T21_SKPAuto_StrafbaarFeit,FSO_T22_SKPAuto_EerderSchade,FSO_T23_SKPAuto_MaandJaar,FSO_T24_SKPAuto_Rekeningnummer,FSO_T25_SKPAuto_Samenvatting2,FSO_T26_SKPAuto_EindeScript
16-3 12:20,-,-,-,-,-,-,"1,01","2,23","0,81","3,11","0,91","0,66",-,-,-,-,-,-,-,-,"0,48","0,54","0,58","0,49","0,89","3,32","0,60"
16-3 12:25,"2,40","1,08","1,11","2,52","1,28","2,28","1,25","2,69","1,78","3,68","0,71","1,65","1,29",-,-,-,-,-,-,-,-,-,-,-,"0,92","3,39","0,73"
16-3 12:30,"2,18","0,33","0,55","1,27","0,46","1,61","0,84","1,99","1,43","3,10","0,92","0,57","1,35","1,97","0,56","0,51","0,77","2,57","1,65","8,02",-,-,-,-,-,-,-
16-3 12:35,-,-,-,-,-,-,-,-,-,-,-,-,"1,91","1,72","0,63","0,59","0,67","2,23",-,-,"0,64","0,50","0,59","0,50","1,01","3,10","0,66"
16-3 12:40,-,-,-,-,-,-,"0,88","2,08","0,79","5,06","1,05","0,55","1,23","2,50","0,61","0,58","1,54",-,"1,62","7,54","0,53","0,58","0,70","0,59","1,64","3,13","0,62"
16-3 12:45,"2,52","0,39","0,54","1,62","0,44","1,30",-,-,-,-,-,-,-,-,-,-,-,-,"1,57","8,19","0,60","0,49","0,54","0,51","1,02","3,60","0,57"
16-3 12:50,-,-,-,-,-,-,"0,93","1,94","0,78","2,99","0,69","0,60",-,"2,66","0,68","0,57","0,66","2,32","1,86","8,39","0,53","0,57","0,61","0,50","0,88",-,-
16-3 12:55,-,-,-,-,-,-,-,"2,50","0,91","2,95","0,69","0,52","1,28","2,58","0,54","0,50","0,59","2,29",-,-,-,-,-,-,-,-,-
16-3 13:00,"2,30","0,50","0,42","1,75","0,38","1,44",-,-,-,-,-,-,"1,32","2,50","0,58","0,61","0,65","2,54","1,41","8,20","0,53","0,50","0,50","0,52","1,05","3,62","0,59"
16-3 13:05,-,-,-,-,-,-,-,"2,04","1,03","2,97","0,76","0,63","1,31","1,11","0,89","0,72","1,20","3,38",-,-,"0,85","0,89","0,70","0,72","1,38","3,30","0,72"
16-3 13:10,-,-,-,-,-,-,"0,84","1,65","0,79","3,04","0,76","0,56","1,32","2,54","0,71","0,57","1,04","2,51","1,73","7,93","0,63","0,61","0,74","0,77","1,17","3,25","0,58"
16-3 13:15,"2,37","0,31","0,28","1,66","0,33","1,24",-,-,-,-,-,-,"1,26","2,66","0,41","0,55","0,68","2,36","1,38","7,84","0,52","0,50","0,45","0,41","1,26",-,-
16-3 13:20,"2,51","0,31","0,32","1,67","0,27","1,39","0,87","2,40","0,74","2,94","0,92","0,46","1,31","2,56","0,56","0,57","0,88","2,72","1,54","7,86","0,39","0,54","0,43","0,42","1,24","3,41","0,54"
16-3 13:25,"2,21","0,24","0,35","2,12","0,35","1,27","0,80","1,96","0,58","2,92","0,71","0,53","1,43","2,55","0,49","0,49","0,63","2,32","1,30","8,00","0,52","0,41","0,45","0,43","0,90",-,-
16-3 13:30,"2,62","0,31","0,32","1,23","0,32","1,55",-,-,-,-,-,-,"1,35","2,59","0,50","0,50","1,18","2,18","1,44","8,21","0,41","0,40","0,42","0,48","0,92",-,-
16-3 13:35,"2,25","0,31","0,27","1,89","0,45","1,23",-,-,-,-,-,-,"1,24","2,57","0,65","0,60","1,07",-,"1,26","7,91","0,46","0,52","0,42","0,43","0,83","3,78","0,48"
16-3 13:40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,35","1,69","8,84","0,55","0,65","0,53","0,66","1,15","4,09","1,20"
16-3 13:45,"2,44","0,79","0,76","1,48","0,65","1,91","0,91","2,41","1,21","2,96","0,76","1,60","1,90","2,59","0,93","0,89","1,31",-,-,-,-,-,-,-,-,-,-
16-3 13:50,"2,19","0,73","0,73","4,48","1,25","1,52","0,87","2,86","0,90","2,88","0,85","0,87","1,79","2,55","0,93","0,79","1,29",-,-,-,-,-,-,-,"0,92","3,16","0,89"
16-3 13:55,"2,67","0,65","0,97","2,47","0,91","1,74","0,88","2,18","1,11","2,87","0,64","0,62",-,-,-,-,-,-,-,-,-,-,-,-,"1,46","4,31","1,27"
