time,FSO_T00_SKPAuto_Opstarten,FSO_T01_SKPAuto_VerzekererdJaNee,FSO_T02_SKPAuto_Kenteken,FSO_T03_SKPAuto_AutoCheck,FSO_T04_SKPAuto_Postcode,FSO_T05_SKPAuto_Bestuurder,FSO_T06_SKPAuto_GeboorteDatum,FSO_T07_SKPAuto_SchadeVrijeJaren,FSO_T08_SKPAuto_Kilometers,FSO_T09_SKPAuto_Basisdekking,FSO_T10_SKPAuto_Uitbreiding,FSO_T11_SKPAuto_Ingangsdatum,FSO_T12_SKPAuto_Ongevallen,FSO_T13_SKPAuto_Samenvatting1,FSO_T14_SKPAuto_PriveZakelijk,FSO_T15_SKPAuto_KentekenOpNaam,FSO_T16_SKPAuto_Persoonsgegevens,FSO_T17_SKPAuto_Adres,FSO_T18_SKPAuto_TelefoonEmail,FSO_T19_SKPAuto_AanvullendeVragen,FSO_T20_SKPAuto_GeweigerdOpgezegd,FSO_T21_SKPAuto_StrafbaarFeit,FSO_T22_SKPAuto_EerderSchade,FSO_T23_SKPAuto_MaandJaar,FSO_T24_SKPAuto_Rekeningnummer,FSO_T25_SKPAuto_Samenvatting2,FSO_T26_SKPAuto_EindeScript
16-3 19:00,"2,28","0,36","0,48","1,67","0,48","2,01","1,84","2,26","0,68","3,05","0,71","0,69","1,47","2,58","0,63","0,55","0,70",-,-,-,-,-,-,-,"1,53","3,22","0,60"
16-3 19:05,"2,33","0,93","0,47","2,37","0,78","1,16","1,11","2,88","1,09","3,06","0,84","0,61",-,-,-,-,-,-,-,-,-,-,-,-,"1,44","3,48","0,61"
16-3 19:10,"2,33","0,50","0,51","1,35","0,45","1,61","0,96","5,92","0,35","2,98","0,73","1,77","1,29","0,76","0,67","0,60","1,24","2,31","1,69","8,82","1,00","0,96","0,77","0,84","1,75","3,28","0,60"
16-3 19:15,"2,88","0,34","0,41","1,61","0,49","1,46","0,88","1,88","2,13","2,87","0,79","0,66","1,38","2,53","0,57","0,52","0,66",-,-,-,-,-,-,-,"0,85","3,45","0,60"
16-3 19:20,-,-,-,-,-,-,"0,91","2,02","0,80","2,89","0,74","0,62","1,30","2,65","0,71","0,65","0,66",-,-,-,-,-,-,-,-,-,-
16-3 19:25,-,-,-,-,-,-,"1,23","4,31","0,87","2,90","0,69","0,56","1,36","2,53","0,65","0,50","0,96","2,31",-,-,-,-,-,-,-,-,-
16-3 19:30,"3,59","1,77","2,32","3,71","2,78","3,10","0,92","2,32","0,59","3,13","0,72","0,58","0,97","0,70","0,54","0,49","0,58","2,20","1,49","9,24","0,50","0,51","0,50","0,50","1,44","3,53","0,58"
16-3 19:35,"2,33","0,34","0,44","1,79","0,65","1,43","1,50","3,46","2,20","3,14","0,73","1,40","1,30","3,52","0,57","1,39","1,80","2,80",-,-,-,-,-,-,-,-,-
16-3 19:40,"2,60","0,50","0,45","1,46","0,44","1,82","0,92","1,85","0,86","2,87","0,75","0,66",-,-,-,-,-,-,"1,56","7,88","0,52","0,51","0,57","0,57","1,28","3,30","0,63"
16-3 19:45,"2,32","0,24","0,48","1,64","0,47","1,37","1,02","2,39","0,58","2,99","0,84","0,65","1,37","2,53","0,62","0,62","0,62","2,77","1,33","7,43","0,55","0,55","0,50","0,52","1,44",-,-
16-3 19:50,-,-,-,-,-,-,"0,82","2,46","0,77","2,94","0,86","0,59","1,37","2,73","0,65","0,60","0,91",-,-,-,-,-,-,-,-,-,-
16-3 19:55,"2,23","0,40","0,40","1,60","0,46","1,55","0,92","2,29","0,56","2,98","0,69","0,49","1,29","2,56","0,76","0,63","1,62","2,67","1,53","7,97","0,50","0,55","0,62","0,55","0,95","3,26","0,59"
16-3 20:00,"3,54","0,31","0,39","1,42","0,37","1,48",-,-,-,-,-,"0,59","1,26","2,55","0,63","0,52","0,96","2,15","1,43","7,84","0,73","0,85","0,74","0,82",-,-,-
16-3 20:05,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,64","0,90","0,83","1,17",-,-,-,"0,57","0,68","0,65","0,59","1,27","3,33","0,59"
16-3 20:10,"2,57","0,36","0,37","1,28","0,38","1,49","0,85","4,73","0,68","2,89","0,74","0,55","1,30","2,56","0,59","0,47","0,62","2,68","2,45","8,84","0,53","0,57","0,62","0,59","1,30",-,-
16-3 20:15,"2,46","0,58","0,42","1,49","0,39","1,22",-,-,-,-,-,-,-,"2,49","0,61","0,66","0,62","2,27","1,40","8,76",-,-,-,-,-,-,-
16-3 20:20,-,-,-,-,-,-,"0,90","1,90","0,77","3,06","0,80","0,52",-,"1,04","0,70","0,56","0,66","2,23","1,49","8,02","0,66","0,56","0,56","0,59","1,52","3,39","0,57"
16-3 20:25,"2,30","1,13","1,12","2,72","1,28","2,03","2,79","5,56","1,64","4,59","0,79","0,50","1,25","2,51","0,51","0,50","0,67","2,28","2,17","8,50","0,53","0,56","0,60","0,64","1,52","2,73","0,67"
16-3 20:30,-,-,-,-,-,-,-,-,-,-,-,"5,44","1,41","3,54","0,61","1,54","4,35","3,98","2,63","10,85","2,49","5,24","2,61","2,34","2,84","8,57","2,38"
16-3 20:35,-,-,-,-,-,-,"0,87","2,38","0,64","2,98","0,80","0,71",-,-,-,-,-,-,-,-,"0,62","0,64","0,65","0,51","1,14","3,63","0,63"
16-3 20:40,"2,37","0,23","0,37","1,63","0,42","1,67","0,88","3,21","0,86","2,97","0,81","0,57",-,-,-,-,-,-,"2,91","9,14","0,56","0,63","0,68","0,83",-,-,-
16-3 20:45,-,-,-,-,-,-,-,-,-,-,-,-,"1,86","2,55","0,60","0,48","0,66","2,67",-,-,-,-,-,-,-,"3,22","0,56"
16-3 20:50,-,-,-,-,-,-,"0,93","2,52","0,54","3,23","0,71","0,56","1,27","2,58","0,60","1,42","1,23",-,-,-,-,-,-,-,"1,37","3,15","0,53"
16-3 20:55,"2,20","1,22","1,12","2,43","1,30","2,39","1,44","2,66","1,68","3,73","0,72","1,46","1,61",-,-,-,-,-,"1,37","7,51","0,49","0,46","0,54","0,47","1,78",-,-
16-3 21:00,"2,58","0,50","0,43","1,48","0,45","1,25",-,"1,61","0,59","2,98","0,70","0,54","1,26","2,54","0,62","1,56","1,70","3,41","1,53","8,71",-,-,-,-,-,-,-
