time,FSO_T00_SKPAuto_Opstarten,FSO_T01_SKPAuto_VerzekererdJaNee,FSO_T02_SKPAuto_Kenteken,FSO_T03_SKPAuto_AutoCheck,FSO_T04_SKPAuto_Postcode,FSO_T05_SKPAuto_Bestuurder,FSO_T06_SKPAuto_GeboorteDatum,FSO_T07_SKPAuto_SchadeVrijeJaren,FSO_T08_SKPAuto_Kilometers,FSO_T09_SKPAuto_Basisdekking,FSO_T10_SKPAuto_Uitbreiding,FSO_T11_SKPAuto_Ingangsdatum,FSO_T12_SKPAuto_Ongevallen,FSO_T13_SKPAuto_Samenvatting1,FSO_T14_SKPAuto_PriveZakelijk,FSO_T15_SKPAuto_KentekenOpNaam,FSO_T16_SKPAuto_Persoonsgegevens,FSO_T17_SKPAuto_Adres,FSO_T18_SKPAuto_TelefoonEmail,FSO_T19_SKPAuto_AanvullendeVragen,FSO_T20_SKPAuto_GeweigerdOpgezegd,FSO_T21_SKPAuto_StrafbaarFeit,FSO_T22_SKPAuto_EerderSchade,FSO_T23_SKPAuto_MaandJaar,FSO_T24_SKPAuto_Rekeningnummer,FSO_T25_SKPAuto_Samenvatting2,FSO_T26_SKPAuto_EindeScript
15-3 5:30,"2,24","0,29","0,28","1,47","0,27","1,28",-,-,-,-,-,-,-,"0,81","0,62","0,40","0,63","2,19","1,16","7,94","0,48","0,40","0,42","0,40","1,21","3,53","0,51"
15-3 5:35,-,-,-,-,-,-,"0,92","2,18","0,68","3,00","0,83","0,53","1,29","0,60","0,49","0,45","0,61","1,98","1,29","7,31","0,41","0,56","0,45","0,43","1,03",-,-
15-3 5:40,"2,53","0,27","0,41","1,67","0,33","1,51",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"3,35","0,80"
15-3 5:45,-,-,-,-,-,-,-,-,-,-,-,-,-,"4,58","0,57","2,27","2,70","4,35","3,62","9,29","2,19","2,41","2,25","2,22","2,46","5,73","2,34"
15-3 5:50,-,-,-,-,-,-,"1,04","2,01","0,49","3,05","0,84","0,52","1,35","0,91","0,55","0,53","0,72","2,46","1,03","8,50","0,39","0,63","0,50","0,46","1,48",-,-
15-3 5:55,"2,22","0,32","0,29","1,58","0,29","1,13","1,37","2,07","0,67","2,13","0,75","0,53","1,25",-,-,-,-,-,-,-,-,-,-,-,-,"3,25","0,60"
15-3 6:00,"2,30","0,29","0,30","1,69","0,30","1,68",-,-,-,-,-,-,-,"1,44","0,52","0,41","0,72","3,29",-,-,-,-,-,-,-,-,-
15-3 6:05,-,-,-,-,-,-,"0,96","2,01","0,69","3,02","0,70","0,47","1,54","3,62","0,60","1,44","1,53","2,05",-,-,-,-,-,-,-,-,-
15-3 6:10,"2,37","0,27","0,31","1,60","0,30","1,18","1,19",-,-,-,-,-,-,-,-,-,-,"4,70","2,56","8,76","1,56","1,65","1,59","1,71","2,05","4,87","1,44"
15-3 6:15,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,69","0,50","0,50","0,61","2,28",-,-,-,-,-,-,-,-,-
15-3 6:20,"2,23","1,80","1,86","3,51","2,33","2,98","1,54","2,88","0,62","3,20","0,84","0,59",-,"4,43","0,56","2,64","2,72","4,08","1,44","9,35","0,85","0,45","0,53","0,34","1,83","2,85","0,49"
15-3 6:25,"2,24","0,29","0,44","1,77","0,31","1,57","1,32","3,76","0,56","3,24","0,79","0,49",-,-,-,-,-,-,"1,56","9,29","0,57","0,38","0,38","0,37","1,40","3,20","0,50"
15-3 6:30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15-3 6:35,"2,27","0,30","0,30","2,00","0,59","1,47","1,12","1,89","0,56","3,03","0,77","0,46",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15-3 6:40,"2,54","0,26","0,27","1,49","0,30","1,16","1,25","2,25","0,44","3,06","0,61","0,49",-,-,-,-,-,-,"1,33","8,41","0,49","0,53","0,54","0,44","1,21","3,04","0,69"
15-3 6:45,"2,25","0,34","0,29","1,59","0,27","1,31",-,-,-,-,-,-,"2,05",-,-,-,-,-,"1,14","8,52","0,36","0,38","0,39","0,42","1,43","2,83","0,56"
15-3 6:50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,40","8,24","0,45","0,68","0,46","0,43","1,59",-,-
15-3 6:55,"2,17","0,29","0,30","1,80","0,30","1,44","0,88","2,17","0,57","3,10","0,73","0,56",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15-3 7:00,"2,50","0,38","0,31","1,73","0,29","1,30",-,-,-,-,-,-,"2,31",-,-,-,-,-,"1,68","8,74","0,68","0,40","0,45","0,39","0,90",-,-
15-3 7:05,-,-,-,-,-,-,"0,90","2,14","0,70","3,03","0,84","0,63","1,40","0,85","0,74","0,66","0,62","2,20",-,-,-,-,-,-,-,"3,25","0,52"
15-3 7:10,"2,52","0,26","0,31","1,32","0,33","1,27","1,05","2,31","0,78","2,89","0,69","0,52",-,-,-,-,-,-,"1,27","8,94","0,46","0,52","0,58","0,49","1,41","3,14","0,57"
15-3 7:15,"3,42","0,61","0,35","1,93","0,30","1,29",-,-,-,-,-,-,"1,27","2,60","0,50","0,45","0,57","1,98","1,36","7,72","0,40","0,50","0,43","0,41","0,92","3,38","0,42"
15-3 7:20,-,-,-,-,-,-,-,"11,26","0,65","2,96","0,89","0,64","1,85","1,61","0,64","0,46","0,67","2,24","1,46","8,76","0,47","0,56","0,55","0,47","1,52","2,96","0,35"
15-3 7:25,-,-,-,-,-,-,-,"2,39","0,67","2,42","0,70","0,53","1,36",-,-,-,-,-,-,-,-,-,-,-,"1,50","3,02","0,43"
15-3 7:30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,63","7,67","0,38","0,38","0,40","0,39","1,38","3,39","0,56"
15-3 7:35,-,-,-,-,-,-,-,-,-,-,-,"0,68","1,61","2,52","0,54","0,41","2,67","2,30","1,50","13,82",-,-,-,-,-,-,-
15-3 7:40,-,-,-,-,-,-,"1,08","2,09","0,54","2,96","0,68","0,53","1,32","2,50","0,48","0,44","0,71","2,42","1,32","7,73","0,46","0,45","0,47","0,45","1,39","3,43","0,52"
15-3 7:45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15-3 7:50,-,-,-,-,-,-,"0,83","2,22","0,62","2,95","0,85","0,61","1,28","0,57","0,54","0,40","0,64","2,42","1,80","7,58","0,54","0,61","0,62","0,49","1,54","3,07","0,46"
15-3 7:55,"2,34","0,31","0,34","1,56","0,30","1,53",-,"2,77","0,55","1,71","0,69","0,49","1,42","1,17","0,54","0,45","0,77","2,36","1,29",-,-,-,-,-,-,-,-
