time,FSO_T00_SKPAuto_Opstarten,FSO_T01_SKPAuto_VerzekererdJaNee,FSO_T02_SKPAuto_Kenteken,FSO_T03_SKPAuto_AutoCheck,FSO_T04_SKPAuto_Postcode,FSO_T05_SKPAuto_Bestuurder,FSO_T06_SKPAuto_GeboorteDatum,FSO_T07_SKPAuto_SchadeVrijeJaren,FSO_T08_SKPAuto_Kilometers,FSO_T09_SKPAuto_Basisdekking,FSO_T10_SKPAuto_Uitbreiding,FSO_T11_SKPAuto_Ingangsdatum,FSO_T12_SKPAuto_Ongevallen,FSO_T13_SKPAuto_Samenvatting1,FSO_T14_SKPAuto_PriveZakelijk,FSO_T15_SKPAuto_KentekenOpNaam,FSO_T16_SKPAuto_Persoonsgegevens,FSO_T17_SKPAuto_Adres,FSO_T18_SKPAuto_TelefoonEmail,FSO_T19_SKPAuto_AanvullendeVragen,FSO_T20_SKPAuto_GeweigerdOpgezegd,FSO_T21_SKPAuto_StrafbaarFeit,FSO_T22_SKPAuto_EerderSchade,FSO_T23_SKPAuto_MaandJaar,FSO_T24_SKPAuto_Rekeningnummer,FSO_T25_SKPAuto_Samenvatting2,FSO_T26_SKPAuto_EindeScript
20-3 3:00,"3,05","0,30","0,30","1,61","0,33","1,38","0,94","1,87","0,52","2,94","0,64","0,61","1,89","2,54","0,50","0,49","0,68","2,28","1,34","7,94","0,44","0,35","0,41","0,48","1,35","2,85","0,43"
20-3 3:05,"1,86","0,39","0,29","1,95","0,47","1,22","0,96","2,40","0,67","2,88","0,63","0,51","1,43","1,62","0,48","0,48","0,54","1,97","1,22","8,17","0,44","0,47","0,45","0,44","1,43","3,00","0,54"
20-3 3:10,"2,20","0,36","0,28","1,30","0,29","1,43","0,89","3,99","0,53","2,87","0,65","0,45","1,23","0,79","0,43","0,36","0,81","1,90","1,31","8,08","0,43","0,44","0,48","0,48","1,05","3,55","0,52"
20-3 3:15,"2,20","0,49","0,30","1,72","0,29","1,98","0,88","1,74","0,65","2,85","0,64","0,56","1,76","2,54","0,48","0,45","0,57","2,58","1,25","7,71","0,42","0,44","0,38","0,40","1,68","3,78","0,66"
20-3 3:20,"2,21","0,38","0,31","1,70","0,41","1,22","0,93","2,33","0,73","3,95","0,70","0,51","1,47","1,60","0,60","0,49","0,56","2,13","1,26","8,56","0,44","0,57","0,49","0,39","1,39","2,96","0,44"
20-3 3:25,"1,98","0,32","0,28","1,42","0,33","1,28","0,82","2,06","0,68","2,88","0,70","0,48","1,75","0,55","0,50","0,46","0,58","2,21","1,91","8,59","0,46","0,45","0,39","0,44","1,53","3,47","0,52"
20-3 3:30,"2,05","1,02","1,08","2,41","1,24","2,33","1,94","4,21","2,30","2,45","0,70","2,51","1,52","2,73","0,50","1,38","1,67","3,31","2,36","8,83","1,39","0,38","0,38","0,37","1,61","3,05","0,44"
20-3 3:35,"1,87","0,29","0,30","2,39","0,64","1,41","0,86","1,90","0,52","1,77","0,63","0,50","1,74","1,78","0,56","0,43","1,13","2,52","1,33","8,13","0,41","1,98","1,59","1,42","2,00","4,56","1,52"
20-3 3:40,"1,87","0,29","0,27","1,41","0,30","1,13","0,86","1,81","0,66","2,93","0,70","0,44","1,34","0,52","0,57","0,48","0,65","2,08","1,55","7,88","0,43","0,45","0,57","0,49","1,30","3,14","0,55"
20-3 3:45,"2,22","0,28","0,29","1,78","0,30","1,26","1,09","1,97","0,64","2,88","0,69","0,42","1,43","1,58","0,56","0,43","0,65","2,37","1,17","7,98","0,40","0,36","0,41","0,41","1,37","3,36","0,44"
