time,FSO_T00_SKPAuto_Opstarten,FSO_T01_SKPAuto_VerzekererdJaNee,FSO_T02_SKPAuto_Kenteken,FSO_T03_SKPAuto_AutoCheck,FSO_T04_SKPAuto_Postcode,FSO_T05_SKPAuto_Bestuurder,FSO_T06_SKPAuto_GeboorteDatum,FSO_T07_SKPAuto_SchadeVrijeJaren,FSO_T08_SKPAuto_Kilometers,FSO_T09_SKPAuto_Basisdekking,FSO_T10_SKPAuto_Uitbreiding,FSO_T11_SKPAuto_Ingangsdatum,FSO_T12_SKPAuto_Ongevallen,FSO_T13_SKPAuto_Samenvatting1,FSO_T14_SKPAuto_PriveZakelijk,FSO_T15_SKPAuto_KentekenOpNaam,FSO_T16_SKPAuto_Persoonsgegevens,FSO_T17_SKPAuto_Adres,FSO_T18_SKPAuto_TelefoonEmail,FSO_T19_SKPAuto_AanvullendeVragen,FSO_T20_SKPAuto_GeweigerdOpgezegd,FSO_T21_SKPAuto_StrafbaarFeit,FSO_T22_SKPAuto_EerderSchade,FSO_T23_SKPAuto_MaandJaar,FSO_T24_SKPAuto_Rekeningnummer,FSO_T25_SKPAuto_Samenvatting2,FSO_T26_SKPAuto_EindeScript
16-3 21:30,"2,68","0,32","0,40","1,56","0,40","2,85",-,-,-,-,-,-,"1,62","2,61","0,65","0,53","0,90","2,67","1,35","8,70","0,53","0,61","0,50","0,55",-,-,-
16-3 21:35,"2,29","0,44","0,38","1,97","0,57","1,48","0,81","2,22","0,61","3,02","0,80","0,62",-,"3,17","0,61","0,49","0,60","2,50",-,-,"0,70","0,50","0,54","0,47","1,43","3,37","0,59"
16-3 21:40,"2,55","0,44","0,41","1,73","0,40","1,56",-,-,-,-,-,-,-,-,-,-,-,-,"1,48","8,40","0,60","0,59","0,50","0,64","1,56","3,11","0,60"
16-3 21:45,"2,21","0,49","0,45","1,41","0,39","1,65",-,-,-,-,-,-,-,"2,53","0,54","0,47","0,63","2,42","1,50","8,13","0,50","0,48","0,51","0,63","1,42",-,-
16-3 21:50,-,-,-,-,-,-,"0,81","2,44","0,45","3,17","0,91","0,59","1,33","0,71","0,65","0,57","0,70","2,64","1,59","8,35","0,61","0,52","0,54","0,51","1,35","3,34","0,55"
16-3 21:55,"2,28","0,47","0,23","1,60","0,39","1,29","1,08","2,29","0,66","2,93","0,67","0,59","2,21","2,54","0,48","0,53","0,70","2,78","1,46","7,91","0,53","0,52","0,57","0,55","1,35","3,25","0,64"
16-3 22:00,-,-,-,-,-,-,-,-,-,-,-,-,"2,13","1,53","0,64","0,52","1,23","2,56","1,61","8,85","0,47","0,52","0,52","0,52","1,08","4,15","1,29"
16-3 22:05,-,-,-,-,-,-,-,-,-,-,-,-,"1,47","2,74","7,13","5,27","1,10","12,66","6,68","12,90","0,47","0,70","0,50","0,45","1,68","3,00","0,71"
16-3 22:10,"2,96","0,37","0,44","2,94","0,38","1,51","0,80","2,86","0,71","4,00","0,85","0,74","1,38","0,64","0,69","0,47","0,83",-,-,-,-,-,-,-,-,-,-
16-3 22:15,"1,88","0,29","0,34","1,46","0,30","1,66","1,21","1,94","0,67","2,87","0,71","0,64","1,77","2,53","0,58","0,52","0,77","2,77","1,46","8,28",-,-,-,-,"1,77","3,00","0,45"
