time,FSO_T00_SKPAuto_Opstarten,FSO_T01_SKPAuto_VerzekererdJaNee,FSO_T02_SKPAuto_Kenteken,FSO_T03_SKPAuto_AutoCheck,FSO_T04_SKPAuto_Postcode,FSO_T05_SKPAuto_Bestuurder,FSO_T06_SKPAuto_GeboorteDatum,FSO_T07_SKPAuto_SchadeVrijeJaren,FSO_T08_SKPAuto_Kilometers,FSO_T09_SKPAuto_Basisdekking,FSO_T10_SKPAuto_Uitbreiding,FSO_T11_SKPAuto_Ingangsdatum,FSO_T12_SKPAuto_Ongevallen,FSO_T13_SKPAuto_Samenvatting1,FSO_T14_SKPAuto_PriveZakelijk,FSO_T15_SKPAuto_KentekenOpNaam,FSO_T16_SKPAuto_Persoonsgegevens,FSO_T17_SKPAuto_Adres,FSO_T18_SKPAuto_TelefoonEmail,FSO_T19_SKPAuto_AanvullendeVragen,FSO_T20_SKPAuto_GeweigerdOpgezegd,FSO_T21_SKPAuto_StrafbaarFeit,FSO_T22_SKPAuto_EerderSchade,FSO_T23_SKPAuto_MaandJaar,FSO_T24_SKPAuto_Rekeningnummer,FSO_T25_SKPAuto_Samenvatting2,FSO_T26_SKPAuto_EindeScript
21-3 1:30,"2,15","0,30","0,31","1,73","0,30","1,21","0,83","2,14","0,56","2,92","0,75","0,48","1,32","1,54","0,68","0,42","0,73","2,29","1,37","8,67","0,36","0,37","0,46","0,34","2,01","3,59","0,42"
21-3 1:35,"1,88","0,33","0,36","1,61","0,35","1,06","0,86","2,86","0,56","2,94","0,71","0,52","1,25","1,67","0,51","0,45","0,56","2,28","1,48","8,49","0,46","0,54","0,51","0,45","1,31","2,89","0,54"
21-3 1:40,"2,08","0,28","0,30","1,38","0,34","1,39","0,84","2,10","0,59","2,88","0,68","0,46","1,28","2,55","0,49","0,44","0,55","1,97","1,49","7,77","0,54","0,51","0,47","0,51","1,76","3,63","0,56"
21-3 1:45,"1,83","0,30","0,32","1,37","0,34","1,24","0,88","1,95","0,57","4,99","0,65","0,50","1,54","2,58","0,48","0,43","0,66","2,05","1,32","9,23","0,40","0,41","0,40","0,39","1,40","3,68","0,47"
21-3 1:50,"1,74","0,35","0,30","1,85","0,81","1,39","1,04","2,18","0,63","3,00","0,65","0,50","2,00","1,61","0,56","0,42","0,70","2,29","1,27","8,72","0,45","0,39","0,50","0,45","3,16","3,35","0,46"
21-3 1:55,"1,91","0,30","0,34","1,54","0,30","1,18","1,29","2,85","0,56","3,88","0,68","0,44","1,46","2,50","0,49","0,43","0,59","2,17","1,30","8,03","0,43","0,40","0,40","0,39","1,96","3,46","0,46"
21-3 2:00,"1,91","0,33","0,30","4,95","0,26","1,11","6,51","11,14","0,51","9,59","0,69","0,45","6,46","1,55","0,59","0,37","7,95","2,30","1,21","14,58","0,39","0,40","0,46","0,35","11,43","3,17","0,47"
21-3 2:05,"2,27","0,44","0,57","1,61","0,42","1,36","0,97","2,13","0,82","4,54","0,65","0,47","1,93","2,56","0,50","0,42","0,61","2,35","1,19","11,25","0,52","0,45","0,42","0,46","1,26","3,32","0,49"
21-3 2:10,"1,95","0,31","0,30","2,24","0,31","1,23","3,75","2,08","0,59","3,93","0,66","0,51","5,43","2,49","0,43","0,43","0,54","2,35","1,36","8,47","0,44","0,44","0,44","0,48","1,27","2,99","0,47"
21-3 2:15,"1,79","0,31","0,31","1,22","0,36","1,34","0,93","5,82","0,67","2,95","0,63","0,57","1,62","2,66","0,56","0,42","0,87","2,44","1,28","8,56","0,39","0,45","0,40","0,44","1,47","3,87","0,51"
21-3 2:20,"1,89","0,32","0,33","2,07","0,55","1,41","0,99","2,20","0,73","3,96","0,76","0,56","1,83","0,76","0,51","0,44","0,66","2,52","1,34","8,66","0,53","0,49","0,49","0,43","1,67","3,25","0,50"
21-3 2:25,"1,95","0,26","0,33","1,60","0,33","1,41","0,94","2,74","0,67","3,95","0,64","0,50","2,15","2,60","0,53","0,41","0,64","2,41","1,50","9,17","0,56","0,42","0,44","0,45","1,17","3,37","0,49"
21-3 2:30,"2,79","1,11","1,03","2,33","1,23","2,15","1,98","3,79","2,38","4,57","0,65","2,51","2,31","3,42","0,55","1,43","1,67","2,93","2,41","8,21","1,60","0,46","0,44","0,38","2,42","3,44","0,43"
21-3 2:35,"2,11","0,36","0,39","2,70","0,60","1,33","0,87","2,03","0,67","2,90","0,75","0,52","2,24","1,71","0,52","0,46","0,75","2,22","1,38","8,04","0,48","1,75","1,57","1,43","2,16","8,64","1,51"
21-3 2:40,"2,50","0,31","0,26","3,78","0,31","1,45","0,84","1,93","0,79","3,95","0,68","0,47","1,60","2,56","0,45","0,43","0,47","1,90","2,31","7,46","0,38","0,47","0,47","0,45","1,47","3,15","0,50"
21-3 2:45,"2,70","0,29","0,31","1,68","0,34","1,31","0,80","1,93","0,71","2,89","0,64","0,47","1,32","2,54","0,46","0,42","1,14","2,14","1,29","8,39","0,43","0,43","0,41","0,43","1,45","3,32","0,44"
21-3 2:50,"2,25","0,30","0,72","1,83","0,72","1,26","0,95","2,62","0,53","2,93","0,73","0,58","1,50","1,60","0,61","0,44","0,85","1,93","1,35","7,96","0,40","0,40","0,42","0,48","1,43","2,87","0,58"
21-3 2:55,"2,34","0,32","0,29","1,37","0,34","1,29","0,89","2,11","0,72","3,00","0,66","0,51","1,29","2,48","0,45","0,43","0,35","2,55","1,36","8,16","0,49","0,43","0,48","0,43","1,45","3,44","0,46"
21-3 3:00,"2,08","0,34","0,33","1,56","0,31","1,14","0,95","1,85","0,56","2,92","0,68","0,49","1,32","2,53","0,46","0,42","0,61","2,32","1,84","8,24","0,43","0,44","0,46","0,45","1,96","2,96","0,57"
21-3 3:05,"1,93","0,64","0,31","1,83","0,50","2,19","0,95","4,08","0,56","3,97","0,72","0,49","1,29","0,86","0,50","0,47","0,72","2,46","1,06","7,82","0,59","0,47","0,45","0,39","1,41","3,03","0,51"
21-3 3:10,"1,96","0,60","1,05","2,18","1,23","2,40","1,43","2,66","1,85","5,21","0,70","1,39","1,36","4,39","0,50","2,39","2,61","4,73","4,03","9,08","1,48","1,71","1,59","1,49","2,13","4,56","1,55"
21-3 3:15,"2,04","0,33","0,30","2,17","0,30","1,38","0,86","2,25","0,92","2,93","0,63","0,53","1,53","2,51","0,49","0,49","0,62","2,62","1,17","8,62","0,42","0,37","0,42","0,56","1,48","3,34","0,44"
21-3 3:20,"1,86","0,31","0,27","2,47","0,63","1,27","0,83","2,18","0,65","2,92","0,67","0,53","1,81","1,86","0,50","0,38","0,70","1,96","1,21","8,86","0,39","0,48","0,51","0,41","1,34","3,43","0,44"
21-3 3:25,"1,85","0,31","0,33","1,45","0,36","1,47","0,89","4,31","0,58","2,86","0,67","0,46","3,31","2,47","0,54","0,39","0,81","1,99","1,26","8,34","0,43","0,43","0,40","0,53","2,33","3,60","0,51"
21-3 3:30,"1,88","0,30","0,32","1,80","0,32","1,12","0,94","2,09","0,72","2,89","0,61","0,54","2,12","2,54","0,48","0,50","0,66","2,39","2,89","8,15","0,35","0,42","0,37","0,37","2,29","2,53","0,44"
21-3 3:35,"1,91","0,30","0,26","1,63","0,26","1,05","0,89","2,08","0,73","2,91","0,65","0,50","2,36","1,62","0,65","0,46","0,65","2,46","1,38","8,92","0,37","0,51","0,44","0,42","1,13","3,27","0,46"
21-3 3:40,"2,42","0,30","0,27","1,65","0,28","1,12","0,83","4,10","0,54","3,85","0,65","0,46","2,22","2,49","0,60","0,40","0,67","2,58","1,45","8,18","0,45","0,46","0,45","0,48","1,51","3,48","0,49"
21-3 3:45,"2,46","0,27","0,30","1,42","0,31","1,26","0,82","2,31","0,65","0,55","0,69","0,46","2,48","1,60","0,51","0,39","0,68","2,03","1,18","7,92","0,36","0,43","0,44","0,40","1,65","3,14","0,44"
21-3 3:50,"1,87","0,31","0,29","2,18","0,39","0,97","1,05","2,58","0,60","2,97","0,73","0,50","1,78","1,61","0,55","0,52","0,66","2,40","1,31","8,95","0,47","0,47","0,47","0,39","2,19","3,41","0,54"
21-3 3:55,"2,08","0,33","0,28","1,64","0,30","1,05","0,90","2,17","0,52","2,92","0,65","0,50","1,40","2,49","0,55","0,54","0,81","2,33","1,45","8,98","0,44","0,50","0,44","0,42","1,80","3,72","0,51"
