time,FSO_T00_SKPAuto_Opstarten,FSO_T01_SKPAuto_VerzekererdJaNee,FSO_T02_SKPAuto_Kenteken,FSO_T03_SKPAuto_AutoCheck,FSO_T04_SKPAuto_Postcode,FSO_T05_SKPAuto_Bestuurder,FSO_T06_SKPAuto_GeboorteDatum,FSO_T07_SKPAuto_SchadeVrijeJaren,FSO_T08_SKPAuto_Kilometers,FSO_T09_SKPAuto_Basisdekking,FSO_T10_SKPAuto_Uitbreiding,FSO_T11_SKPAuto_Ingangsdatum,FSO_T12_SKPAuto_Ongevallen,FSO_T13_SKPAuto_Samenvatting1,FSO_T14_SKPAuto_PriveZakelijk,FSO_T15_SKPAuto_KentekenOpNaam,FSO_T16_SKPAuto_Persoonsgegevens,FSO_T17_SKPAuto_Adres,FSO_T18_SKPAuto_TelefoonEmail,FSO_T19_SKPAuto_AanvullendeVragen,FSO_T20_SKPAuto_GeweigerdOpgezegd,FSO_T21_SKPAuto_StrafbaarFeit,FSO_T22_SKPAuto_EerderSchade,FSO_T23_SKPAuto_MaandJaar,FSO_T24_SKPAuto_Rekeningnummer,FSO_T25_SKPAuto_Samenvatting2,FSO_T26_SKPAuto_EindeScript
19-3 12:00,"2,94","0,67","0,65","1,33","0,60","1,57","1,14","5,94","1,22","3,25","0,69","8,64","3,95","1,66","0,83","7,41","7,82","11,63","9,76","23,78","14,67","10,14","15,59","11,01","7,60","8,07","1,04"
19-3 12:05,"2,11","0,75","0,39","1,88","0,50","1,44","0,81","2,25","1,06","4,18","0,71","0,54","3,20","1,04","0,65","0,59","0,78","2,74","1,51","8,40","0,77","0,65","0,61","0,60","1,65","2,93","4,39"
19-3 12:10,"2,50","0,70","0,60","4,30","0,61","1,58","1,20","2,34","1,13","5,11","0,86","0,57","0,90","2,58","0,87","0,70","1,33","2,94","1,56","8,43","0,98","0,77","0,79","0,81","1,21","3,92","0,87"
19-3 12:15,"3,05","0,69","0,75","1,50","0,70","1,51","0,91","2,09","0,90","7,12","0,68","0,59","12,78","2,49","0,79","0,73","1,09","2,83",-,-,-,-,-,-,-,-,-
19-3 12:20,"5,86","1,09","0,68","3,22","1,02","2,00","1,83","2,85","2,15","3,12","0,66","0,82","1,62","1,76","0,81","0,72","1,16","2,71","1,54","7,48","0,78","0,92","1,06","0,85","1,21","3,32","0,96"
19-3 12:25,"2,60","5,43","1,19","1,98","0,65","1,70","0,97","2,02","1,11","4,99","0,82","0,79","9,08","0,83","0,83","0,82","0,84","2,40","1,64","7,33","0,74","0,75","0,88","0,73","0,91","3,55","0,94"
19-3 12:30,"5,80","0,69","0,69","1,58","0,62","1,42","0,89","2,06","0,91","2,94","0,67","1,00","4,82","2,55","0,80","0,79","0,71","2,25","1,66","8,17","0,69","0,72","0,72","0,90","1,82","2,69","0,79"
19-3 12:35,"3,02","0,83","0,60","2,57","0,79","1,81","1,43","8,85","0,89","2,94","0,76","0,57","3,12","2,54","0,85","0,80","1,29","2,62","1,85","8,82","0,80","0,78","0,77","0,78","0,98","4,01","0,83"
19-3 12:40,"2,06","0,70","0,63","2,18","0,64","1,58","0,92","1,97","0,93","2,99","0,76","0,64","15,65","2,59","0,79","0,78","1,24","2,36","1,97","8,56","0,69","0,85","0,75","0,81","1,42","3,30","0,79"
19-3 12:45,"2,32","0,69","0,63","1,73","0,68","1,65","0,96","9,40","1,21","0,00",-,-,"2,92","0,71","0,90","0,78","1,22","2,92","1,62","7,57","0,68","0,72","0,76","0,78","0,85","3,34","0,81"
19-3 12:50,"2,10","0,77","0,62","1,84","1,25","1,43","0,81","2,05","0,79","0,00",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
