time,FSO_T00_SKPAuto_Opstarten,FSO_T01_SKPAuto_VerzekererdJaNee,FSO_T02_SKPAuto_Kenteken,FSO_T03_SKPAuto_AutoCheck,FSO_T04_SKPAuto_Postcode,FSO_T05_SKPAuto_Bestuurder,FSO_T06_SKPAuto_GeboorteDatum,FSO_T07_SKPAuto_SchadeVrijeJaren,FSO_T08_SKPAuto_Kilometers,FSO_T09_SKPAuto_Basisdekking,FSO_T10_SKPAuto_Uitbreiding,FSO_T11_SKPAuto_Ingangsdatum,FSO_T12_SKPAuto_Ongevallen,FSO_T13_SKPAuto_Samenvatting1,FSO_T14_SKPAuto_PriveZakelijk,FSO_T15_SKPAuto_KentekenOpNaam,FSO_T16_SKPAuto_Persoonsgegevens,FSO_T17_SKPAuto_Adres,FSO_T18_SKPAuto_TelefoonEmail,FSO_T19_SKPAuto_AanvullendeVragen,FSO_T20_SKPAuto_GeweigerdOpgezegd,FSO_T21_SKPAuto_StrafbaarFeit,FSO_T22_SKPAuto_EerderSchade,FSO_T23_SKPAuto_MaandJaar,FSO_T24_SKPAuto_Rekeningnummer,FSO_T25_SKPAuto_Samenvatting2,FSO_T26_SKPAuto_EindeScript
19-3 19:30,"1,98","0,61","0,68","1,44","0,63","1,95","0,83","2,26","1,16","2,88","0,75","0,61","1,26","1,85","0,87","0,71","1,17","3,46","1,52","7,61","1,08","0,77","0,80","0,72","1,56","3,14","0,81"
19-3 19:35,"1,83","0,68","0,62","2,18","0,84","1,23","0,89","1,99","1,10","2,83","0,68","0,59","1,37","1,73","0,89","0,71","1,18","3,04","1,58","7,69","0,76","0,77","0,75","0,74","1,31","2,95","0,80"
19-3 19:40,"2,08","0,63","0,62","1,81","0,64","1,55","0,90","2,12","1,00","3,01","0,67","0,57","1,39","0,77","0,82","0,77","1,25","2,10","1,60","8,05","0,78","0,74","0,72","0,80","1,15","3,73","0,88"
19-3 19:45,"2,54","0,93","0,55","1,48","0,64","1,62","1,02","1,98","1,11","2,88","0,74","0,77","1,42","2,55","0,82","0,73","0,54","2,67","1,61","9,44","1,94","1,12","2,07","1,30","1,26","4,21","1,16"
19-3 19:50,"2,56","0,56","0,60","1,76","0,79","1,54","0,88","2,45","0,97","2,93","0,81","0,60","1,24","1,03","0,91","0,90","1,17","3,12","1,69","8,94","0,68","0,78","0,79","0,73","1,38","4,36","0,83"
19-3 19:55,"2,16","0,68","0,63","1,48","0,72","1,72","0,86","2,12","0,97","2,84","0,69","0,61","1,20","2,56","0,85","0,80","0,91","3,21","1,77","10,10","0,80","0,77","0,82","0,88","1,18","3,48","0,87"
19-3 20:00,"8,36","5,96","9,50",-,-,-,-,-,-,-,-,-,"1,52","2,51","0,83","2,09","4,67","3,46","2,93","8,23","0,82","1,07","1,25","1,15","1,08","3,24","0,89"
19-3 20:05,"2,25","0,65","0,61","5,14","1,46","3,94","5,66","7,80","5,24","3,73","0,84","1,81","1,30","1,95","0,88","6,61","6,49","13,87","11,47","11,52","2,55","2,66","2,34","2,55","2,66","5,50","2,83"
19-3 20:10,"2,12","0,65","0,58","1,44","0,63","1,72","0,79","1,84","0,96","2,96","0,69","0,66","1,17","0,89","0,79","0,71","1,23","2,82","1,74","7,97","0,76","0,77","0,80","0,84","0,84","3,10","0,83"
19-3 20:15,"2,95","0,72","0,71","1,73","0,66","1,68","0,77","2,20","1,01","3,09","0,67","3,13","1,28","2,51","0,89","0,79","1,33","2,72","1,77","7,84","0,68","0,71","0,76","0,76","1,24","4,20","0,82"
