time,FSO_T00_SKPAuto_Opstarten,FSO_T01_SKPAuto_VerzekererdJaNee,FSO_T02_SKPAuto_Kenteken,FSO_T03_SKPAuto_AutoCheck,FSO_T04_SKPAuto_Postcode,FSO_T05_SKPAuto_Bestuurder,FSO_T06_SKPAuto_GeboorteDatum,FSO_T07_SKPAuto_SchadeVrijeJaren,FSO_T08_SKPAuto_Kilometers,FSO_T09_SKPAuto_Basisdekking,FSO_T10_SKPAuto_Uitbreiding,FSO_T11_SKPAuto_Ingangsdatum,FSO_T12_SKPAuto_Ongevallen,FSO_T13_SKPAuto_Samenvatting1,FSO_T14_SKPAuto_PriveZakelijk,FSO_T15_SKPAuto_KentekenOpNaam,FSO_T16_SKPAuto_Persoonsgegevens,FSO_T17_SKPAuto_Adres,FSO_T18_SKPAuto_TelefoonEmail,FSO_T19_SKPAuto_AanvullendeVragen,FSO_T20_SKPAuto_GeweigerdOpgezegd,FSO_T21_SKPAuto_StrafbaarFeit,FSO_T22_SKPAuto_EerderSchade,FSO_T23_SKPAuto_MaandJaar,FSO_T24_SKPAuto_Rekeningnummer,FSO_T25_SKPAuto_Samenvatting2,FSO_T26_SKPAuto_EindeScript
18-3 11:00,"2,22","0,35","0,41","1,70","0,37","1,56","0,83","3,04","1,61","19,93","0,72","0,48","1,75","2,46","0,61","0,57","0,96","2,34","1,20",-,-,-,-,-,-,-,-
18-3 11:05,"2,57","0,45","0,00","0,00",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"7,99","0,47","0,43","0,51","0,50","0,86","3,19","0,77"
18-3 11:10,"1,96","0,55","0,41","1,62","0,44","1,17","0,82","2,17","0,75","3,66","0,70","0,51","0,70","0,78","0,57","0,59","0,88","2,14","1,52","7,83","0,55","0,40","0,42","0,41","1,53","3,32","0,53"
18-3 11:15,"2,57","0,41","0,42","1,17","0,40","1,51","0,95","2,04","0,49","3,03","0,77","1,07","2,05","1,05","0,60","0,54","0,84","2,67","1,47","8,27","0,46","0,44","0,47","0,48","1,41","3,43","0,74"
18-3 11:20,"1,76","0,35","0,37","2,52","0,66","1,45","0,94","2,49","0,68","2,97","0,69","0,59","1,24","1,59","0,71","0,78","0,63","2,46",-,-,"0,55","0,52","0,54","0,46","4,92","2,60","0,50"
18-3 11:25,"5,17","1,21","1,12","2,36","1,23","2,33","1,73","3,88","1,61","12,49","0,66","0,47","2,25","2,54","0,53","0,47","0,55","2,41","1,83","8,10","0,48","0,54","0,51","0,51","1,18","3,46","0,72"
18-3 11:30,"2,38","0,64","0,45","1,84","0,39","1,39","0,83","1,82","0,62","3,03","0,75","2,65","1,28","2,56","0,66","5,31","7,19","13,48","8,28","8,56","1,38","2,39","2,26","2,39","5,88","7,67","3,38"
18-3 11:35,"3,07","0,50","0,31","1,45","0,53","1,03","1,07","2,11","0,74","2,94","0,70","0,51","1,46","1,74","0,60","0,48","0,79","2,43","1,63","8,50","0,48","0,50","0,53","0,61","1,21","2,99","0,54"
18-3 11:40,"2,72","0,52","0,40","1,61","0,46","1,28","2,77","2,04","0,64","2,99","0,68","0,56","3,15","2,53","0,61","0,51","0,71","2,35","1,59","7,89","0,57","0,62","0,63","0,61","1,50","3,42","0,75"
18-3 11:45,"2,38","0,38","0,40","1,54","0,40","1,38","0,94","1,93","0,75","3,01","0,76","0,62","1,52","2,63","0,64","0,50","1,24","2,64","1,41","8,29","0,55","0,60","0,67","0,58","0,92","3,77","0,60"
18-3 11:50,"2,51","0,28","0,28","1,37","0,57","1,22","0,89","2,06","0,71","2,96","0,66","0,56","1,49","2,59","0,55","0,46","0,71","2,39","1,24","7,74","0,43","0,54","0,70","0,48","1,52","3,13","0,49"
18-3 11:55,"2,25","0,47","0,36","1,32","0,39","1,50","0,87","1,89","0,87","2,88","0,68","0,47","1,26","2,45","0,56","0,44","0,94","2,50","2,11","7,73","0,66","0,60","0,88","0,53","1,45","2,90","0,59"
18-3 12:00,"2,89","0,38","0,46","1,59","0,43","1,56","1,19","1,93","0,85","3,18","0,70","0,54","1,73","2,55","0,57","0,54","0,65","2,21","1,87","7,98","0,55","0,63","0,66","0,68","1,44","3,13","0,65"
18-3 12:05,"2,09","0,50","0,39","1,47","1,81","1,50","0,97","2,50","0,82","4,69","0,76","0,59","2,36","1,62","0,67","0,56","2,86","2,78","1,53","7,82","0,59","0,53","0,58","0,66","0,89","3,11","0,62"
18-3 12:10,"2,13","0,41","0,43","1,97","0,42","1,61","0,88","2,29","0,77","2,89","0,66","0,59","3,11","2,61","0,62","0,50","0,89","2,87","1,34","9,33","0,66","0,54","0,73","0,55","0,92","3,34","0,61"
18-3 12:15,"2,50","0,52","0,45","1,88","0,45","1,32","0,93","2,39","0,69","2,97","0,88","1,11","1,38","1,83","0,70","0,68","1,04","2,40","1,47","8,46","0,63","0,57","0,59","0,62","1,47","4,02","0,71"
18-3 12:20,"1,89","0,50","0,39","1,77","0,57","1,29","1,02","2,17","0,77","2,94","0,78","0,82","1,33","2,59","0,63","0,60","0,93","2,36","1,41","8,27","0,61","0,59","0,65","0,51","1,46","3,28","0,59"
18-3 12:25,"4,25","0,65","0,40","1,59","0,38","1,19","1,02","3,74","0,91","3,07","0,67","0,55","1,21","2,50","0,59","0,45","4,66","2,54","1,60","7,76","0,48","0,62","0,56","0,52","1,25","3,41","0,56"
18-3 12:30,"2,06","0,43","0,37","1,64","0,41","1,60","0,84","2,74","0,69","2,93","0,69","0,62","2,57","2,52","0,59","0,49","0,87","2,58","1,38","7,60","0,53","0,52","0,48","0,56","1,37","3,20","0,70"
18-3 12:35,"3,09","0,49","0,42","2,85","0,83","1,69","1,06","2,14","0,65","3,99","0,74","0,69","1,77","1,63","0,61","0,57","0,62","2,25","1,76","8,21","0,49","0,53","0,58","0,51","1,48","3,91","0,58"
18-3 12:40,"2,44","0,57","0,40","1,63","0,59","1,85","0,80","1,95","0,62","2,92","0,71","0,55","1,72","2,52","0,55","0,53","0,60","2,18","1,71","8,29","0,61","0,55","0,56","0,68","2,19","3,06","0,75"
18-3 12:45,"2,59","0,43","0,42","1,72","0,43","1,46","0,83","2,33","0,98","2,96","0,62","0,63","1,77","2,63","0,60","0,52","0,77","2,17","1,03","12,00",-,-,-,-,-,-,-
18-3 12:50,"3,11","0,46","0,49","4,90","0,46","1,73","1,17","2,36","0,85","2,93","0,72","0,55","3,02","2,64","0,59","0,54","0,80","2,57","1,26","9,13","0,58","0,52","0,60","0,53","1,47","3,59","0,54"
18-3 12:55,"2,16","0,40","0,37","1,81","0,46","1,38","0,98","2,25","0,68","2,76","0,88","0,53","1,29","0,62","0,61","0,64","0,85","2,54","1,28","8,13","0,52","0,54","0,84","0,55","1,42","3,45","0,57"
18-3 13:00,"2,37","0,32","0,40","1,54","0,39","0,94",-,-,-,-,-,-,"1,26","2,56","0,60","0,60","0,84","2,47","1,79","7,64","0,64","0,54","0,68","0,61","1,68","3,43","0,69"
18-3 13:05,"2,45","0,42","0,36","1,66","0,76","1,63","1,24","2,47","0,83","2,90","0,73","0,54","2,49","1,85","2,52","0,72","0,66","1,91","1,30","8,40","0,71","0,50","0,61","0,49","0,91","3,33","0,56"
18-3 13:10,"1,85","0,36","0,38","1,77","0,37","1,23","2,89","2,08","0,73","2,95","0,66","0,50","1,40","2,51","0,50","0,50","0,93","2,42","1,46","8,15","0,58","0,55","0,56","0,57","0,94","3,23","0,62"
