time,FSO_T00_SKPAuto_Opstarten,FSO_T01_SKPAuto_VerzekererdJaNee,FSO_T02_SKPAuto_Kenteken,FSO_T03_SKPAuto_AutoCheck,FSO_T04_SKPAuto_Postcode,FSO_T05_SKPAuto_Bestuurder,FSO_T06_SKPAuto_GeboorteDatum,FSO_T07_SKPAuto_SchadeVrijeJaren,FSO_T08_SKPAuto_Kilometers,FSO_T09_SKPAuto_Basisdekking,FSO_T10_SKPAuto_Uitbreiding,FSO_T11_SKPAuto_Ingangsdatum,FSO_T12_SKPAuto_Ongevallen,FSO_T13_SKPAuto_Samenvatting1,FSO_T14_SKPAuto_PriveZakelijk,FSO_T15_SKPAuto_KentekenOpNaam,FSO_T16_SKPAuto_Persoonsgegevens,FSO_T17_SKPAuto_Adres,FSO_T18_SKPAuto_TelefoonEmail,FSO_T19_SKPAuto_AanvullendeVragen,FSO_T20_SKPAuto_GeweigerdOpgezegd,FSO_T21_SKPAuto_StrafbaarFeit,FSO_T22_SKPAuto_EerderSchade,FSO_T23_SKPAuto_MaandJaar,FSO_T24_SKPAuto_Rekeningnummer,FSO_T25_SKPAuto_Samenvatting2,FSO_T26_SKPAuto_EindeScript
18-3 18:30,"2,37","0,53","0,39","1,66","0,39","1,44",-,-,-,-,-,"0,53","1,80","2,49","0,52","0,55","0,58","2,41","1,29","8,06","0,52","0,49","0,49","0,47","1,31","3,84","0,52"
18-3 18:35,"2,66","0,48","0,40","1,55","0,79","1,35","0,83","2,15","0,68","3,05","0,72","0,55","1,63","2,10","0,59","0,55","0,72","2,31","1,33","7,64","0,50","0,61","0,54","0,98","0,78","3,50","0,59"
18-3 18:40,"1,68","0,60","0,32","1,18","0,31","1,42","0,95","2,50","0,71","2,82","0,64","0,50","1,20","2,55","0,61","0,51","0,56","3,12","1,63","7,94","0,57","0,55","0,53","0,55","1,11","3,29","0,59"
18-3 18:45,"1,94","0,32","0,47","1,41","0,43","1,58","1,03","2,20","0,80","2,93","0,69","0,63","1,29","1,58","0,50","0,39","0,56","2,14","1,14","8,00","0,42","0,35","0,34","0,27","1,36","3,23","0,34"
18-3 18:50,"1,90","0,36","0,41","3,30","1,37","1,63","0,84","2,36","0,79","3,79","0,72","0,60","1,29","0,87","0,61","0,50","0,72","2,81",-,-,-,"0,59","0,52","0,50","1,42","3,25","0,62"
18-3 18:55,"2,55","0,38","0,36","1,70","0,41","1,58","0,88","1,93","0,61","2,92","0,73","0,52","0,75","0,57","0,56","0,57","0,56","2,41","1,54","8,07","0,60","0,63","0,60","0,53","1,41","3,68","0,65"
18-3 19:00,"1,92","0,23","0,47","1,72","0,42","1,29","0,88","2,36","0,65","2,97","0,61","0,51","1,37","2,52","0,61","0,53","0,86","2,26","1,39","8,12","0,58","0,47","0,50","0,51","0,81","2,83","0,64"
18-3 19:05,"2,00","0,60","0,37","1,86","0,79","1,25","0,86","2,41","0,87","2,93","0,70","0,53","1,73","0,71","0,58","0,56","0,73","2,86","1,41","8,44","0,44","0,55","0,52","0,59","0,84","3,42","0,66"
18-3 19:10,"2,21","0,40","0,39","1,45","0,41","1,62","0,82","2,87","0,76","2,89","0,64","0,48","1,20","0,57","0,59","0,51","0,61","2,57","1,58","9,09","0,63","0,51","0,52","0,53","1,25","3,47","0,68"
18-3 19:15,"2,08","0,42","0,40","1,67","0,40","1,25","0,77","2,06","0,66","2,84","0,65","0,59","1,45","2,52","0,54","0,50","0,79","3,12","1,34","7,09","0,47","0,45","0,50","0,48","0,79","3,28","0,51"
18-3 19:20,"2,53","0,34","0,37","1,49","0,82","1,65","0,83","1,98","0,71","2,86","0,74","0,52","1,22","1,60","0,60","0,85","0,76","2,57","1,50","8,05","0,49","0,62","0,55","0,50","1,33","3,34","0,58"
18-3 19:25,"2,33","0,49","0,36","1,48","0,38","1,36","0,96","2,14","0,70","3,90","0,67","0,56","1,24","0,54","0,61","0,52","0,72","2,09","1,50","7,58","0,47","0,50","0,49","1,52","1,41","3,61","0,65"
18-3 19:30,"2,06","0,35","0,40","1,89","0,38","1,37","19,65","1,54","0,81","2,86","0,64","0,56","1,47","2,52","0,59","0,59","1,14","2,91","1,54","7,63","0,45","0,50","0,55","0,47","1,14","2,78","0,52"
18-3 19:35,"2,32","5,81","3,26","1,83","2,46","3,69","1,53","2,71","1,46","2,21","0,65","1,34","1,16","1,67","0,60","1,35","0,65","2,89","1,47","7,58","0,51","0,54","0,52","0,54","0,94","3,61","0,57"
18-3 19:40,"2,08","0,30","0,41","4,22","0,41","1,18","0,79","2,23","0,71","2,83","0,72","0,47","1,36","2,48","0,63","0,46","0,70","2,56","2,54","8,23","1,27","1,45","2,16","3,04","2,13","4,01","0,56"
18-3 19:45,"1,93","0,33","0,44","1,73","0,39","1,56","0,83","2,12","0,78","2,87","0,89","0,66","1,32","1,69","0,68","0,51","0,72","2,30","1,48","8,43","0,52","0,49","0,56","0,49","1,35","3,18","0,59"
18-3 19:50,"2,76","0,33","0,40","1,58","0,49","1,25","0,82","1,99","1,25","2,88","0,72","0,59","1,42","1,67","0,64","0,52","1,12","2,31","1,38","7,78","0,49","0,52","0,57","0,48","1,31","3,46","0,57"
18-3 19:55,"1,98","0,40","0,57","1,51","0,41","1,31","0,80","2,20","0,57","2,90","0,67","0,56","1,21","1,24","0,81","0,53","0,67","2,78","1,79","8,85","0,53","0,53","0,56","0,59","1,00","3,32","0,60"
18-3 20:00,"2,20","1,14","1,15","2,42","1,26","2,27","2,05","3,87","2,41","4,57","0,73","2,45","1,28","3,51","0,55","1,46","1,55","3,23","2,59","8,22","1,35","0,53","0,47","0,49","1,34","3,00","0,52"
18-3 20:05,"1,62","0,45","0,37","1,65","1,06","1,72","0,89","2,13","0,79","2,99","0,72","0,47","1,27","1,81","0,66","0,55","0,63","2,51","1,46","7,33","0,46","2,14","1,47","3,34","2,02","3,94","1,92"
18-3 20:10,"2,10","0,38","0,36","1,58","0,43","1,43","0,98","1,93","0,79","2,87","0,68","0,54","1,30","2,54","0,59","0,52","1,52","2,38","1,44","8,34","0,53","0,59","0,58","0,51","1,48","3,27","0,61"
18-3 20:15,"2,60","0,44","0,40","1,51","0,40","1,36","0,75","1,77","0,59","2,88","0,64","0,52","1,20","2,58","0,62","0,50","1,36","2,35","1,27","8,46","0,61","0,55","0,47","0,49","1,37","3,60","0,53"
18-3 20:20,"1,89","0,46","0,36","1,64","0,63","1,43","0,80","2,77","0,69","2,25","0,75","0,83","1,35","0,95","0,69","0,55","0,86","2,49","1,45","7,87","0,53","0,60","0,51","0,51","1,09","3,60","0,71"
18-3 20:25,"2,41","0,48","0,36","1,66","0,38","1,34","0,86","2,67","0,67","2,85","0,65","0,52","1,29","2,50","0,54","0,47","0,60","2,12","2,09","8,05","0,63","0,99","0,91","0,55","1,19","3,11","0,60"
18-3 20:30,"2,42","0,45","0,41","1,51","0,38","1,36","0,86","1,62","0,67","2,89","0,68","1,66","1,73","1,90","0,66","0,51","0,68","2,66","1,45","8,65","0,48","0,52","0,54","0,47","1,45","3,55","0,53"
18-3 20:35,"1,79","0,33","0,44","2,33","0,87","1,45","0,83","2,15","0,82","2,93","0,62","0,63","1,92","2,67","0,66","0,70","1,10","2,12","1,62","7,41","0,49","0,58","0,63","0,61","1,63","3,49","0,56"
18-3 20:40,"1,97","0,34","0,38","1,39","0,41","1,53","0,89","2,06","0,82","2,92","0,70","0,58","1,25","2,54","0,63","0,59","0,58","2,68","1,43","8,22","0,60","0,51","0,63","0,64","1,52","2,93","0,81"
18-3 20:45,"2,88","1,15","1,13","2,35","1,35","2,24","2,10","3,57","2,54","4,51","0,86","6,35","1,21","3,56","0,69","2,62","3,25","3,22","4,19","8,17","0,54","0,55","0,57","0,68","0,93","3,74","0,59"
18-3 20:50,"2,23","1,68","4,01","3,40","4,74","4,35","1,62","3,02","2,17","3,66","0,70","2,81","1,28","3,54","0,57","1,33","1,63","2,75","1,57","10,32","2,85","2,75","2,80","1,40","1,68","4,56","3,66"
18-3 20:55,"2,24","0,49","0,73","1,68","0,38","1,40","0,80","3,64","0,65","2,96","0,73","0,48","2,81","2,61","0,60","0,53","0,61","3,55","2,57","11,25","5,02","5,00","2,42","1,42","1,74","4,58","2,08"
