time,FSO_T00_SKPAuto_Opstarten,FSO_T01_SKPAuto_VerzekererdJaNee,FSO_T02_SKPAuto_Kenteken,FSO_T03_SKPAuto_AutoCheck,FSO_T04_SKPAuto_Postcode,FSO_T05_SKPAuto_Bestuurder,FSO_T06_SKPAuto_GeboorteDatum,FSO_T07_SKPAuto_SchadeVrijeJaren,FSO_T08_SKPAuto_Kilometers,FSO_T09_SKPAuto_Basisdekking,FSO_T10_SKPAuto_Uitbreiding,FSO_T11_SKPAuto_Ingangsdatum,FSO_T12_SKPAuto_Ongevallen,FSO_T13_SKPAuto_Samenvatting1,FSO_T14_SKPAuto_PriveZakelijk,FSO_T15_SKPAuto_KentekenOpNaam,FSO_T16_SKPAuto_Persoonsgegevens,FSO_T17_SKPAuto_Adres,FSO_T18_SKPAuto_TelefoonEmail,FSO_T19_SKPAuto_AanvullendeVragen,FSO_T20_SKPAuto_GeweigerdOpgezegd,FSO_T21_SKPAuto_StrafbaarFeit,FSO_T22_SKPAuto_EerderSchade,FSO_T23_SKPAuto_MaandJaar,FSO_T24_SKPAuto_Rekeningnummer,FSO_T25_SKPAuto_Samenvatting2,FSO_T26_SKPAuto_EindeScript
21-3 11:30,"2,10","0,66","0,60","1,95","0,54","1,48","0,91","2,24","0,88","2,87","0,69","0,50","1,37","2,52","0,73","0,82","1,05","2,13","1,96","8,78","0,71","0,64","0,99","0,64","1,67","3,32","0,81"
21-3 11:35,"2,26","0,46","0,54","1,99","0,94","1,61","0,96","2,25","0,85","2,98","0,74","0,50","2,49","2,58","0,71","0,65","0,87","2,32","1,51","7,80","0,65","0,71","0,67","0,68","1,15","2,91","0,72"
21-3 11:40,"2,25","0,59","0,53","2,97","0,63","1,43","0,88","2,76","0,81","2,94","0,71","0,68","1,74","2,50","0,70","0,59","1,11","2,81","1,94","7,59","0,75","0,78","0,80","0,70","1,00","3,44","0,75"
21-3 11:45,"2,26","0,44","0,46","1,89","0,59","1,63","0,83","2,70","0,68","3,02","0,67","2,62","1,34","1,55","0,57","0,93","0,62","2,14","2,07","8,15","0,51","0,50","0,47","0,49","0,99","2,95","0,67"
21-3 11:50,"10,80","1,79","2,27","4,92","2,11","3,34","2,46","3,02","1,96","2,61","0,63","1,51","1,40","2,88","0,81","1,56","1,70","3,14","1,58","8,90","0,86","0,81","0,75","0,81","1,26","3,53","0,87"
21-3 11:55,"2,64","0,42","0,43","1,65","0,45","1,48","0,89","4,26","1,00","2,91","1,01","0,52","1,38","2,53","0,60","0,68","0,91","3,67","2,62","9,07","1,48","1,56","1,53","1,64","2,87","5,37","4,07"
21-3 12:00,"4,28","0,85","0,59","3,75","0,72","2,07","1,03","2,41","1,08","3,22","0,78","0,71","2,32","2,61","0,72","0,88","1,02","2,77","3,54","7,91","0,48","0,99","0,65","0,61","1,48","3,20","1,18"
21-3 12:05,"2,29","0,58","0,89","1,84","1,09","1,68","1,22","2,18","3,22","3,02","0,71","0,88","1,86","1,11","0,94","0,82","1,09","2,58","1,58","8,44","0,77","0,76","0,74","0,85","1,46","3,82","0,85"
21-3 12:10,"1,87","0,73","0,61","1,34","0,65","1,65","0,80","5,76","1,55","3,15","0,77","0,58","7,50","0,75","0,82","0,72","1,29","2,38","2,68","9,03","0,84","0,81","0,84","0,99","1,28","3,00","0,92"
21-3 12:15,"2,10","0,76","0,67","1,39","0,61","1,43","0,84","2,30","1,21","2,90","0,76","0,65","1,12","2,52","0,93","0,82","1,19","2,90","1,58","8,18","0,76","0,90","0,71","0,91","1,03","2,69","0,81"
21-3 12:20,"2,17","0,61","0,65","1,98","0,78","1,84","1,13","2,75","1,25","3,01","1,01","0,95","1,79","2,76","0,91","0,77","0,88","2,74","1,73","8,35","0,81","0,82","1,11","0,74","1,49","3,56","1,35"
21-3 12:25,"3,58","0,60","0,62","1,53","0,60","1,59","0,88","2,50","0,92","2,97","0,74","0,81","1,19","2,56","0,84","0,69","1,10","2,62","1,70","8,07","0,75","0,74","0,74","0,80","1,17","3,49","0,83"
21-3 12:30,"2,60","0,72","0,68","1,69","0,60","1,73","0,82","1,87","1,03","3,01","0,93","1,71","1,81","2,51","0,81","0,75","1,27","3,22","1,88","8,89","0,74","0,72","0,74","0,68","1,78","3,22","0,73"
21-3 12:35,"2,33","0,65","0,60","1,93","0,72","1,68","0,95","2,27","0,93","2,97","0,71","0,64","1,31","1,09","0,83","0,72","1,28","2,68","1,68","9,75","1,10","0,83","0,80","0,72","1,12","3,21","0,83"
21-3 12:40,"1,96","1,02","0,61","1,42","0,63","1,28","0,88","2,15","0,95","1,82","0,88","0,59","1,28","2,44","0,92","0,83","1,31","2,20","1,93","8,73","0,75","0,77","0,82","0,81","1,38","3,82","0,85"
21-3 12:45,"2,34","0,69","2,59","1,92","0,64","2,48","1,01","2,06","1,11","2,83","0,76","0,62","1,22","1,71","0,86","0,73","1,20","6,63","1,48","7,81","0,73","0,98","0,84","0,80","0,82","3,81","0,76"
21-3 12:50,"2,20","0,67","0,70","1,70","0,98","1,75","0,91","2,17","0,86","2,89","0,72","0,65","1,34","1,83","0,79","0,93","0,91","3,08","1,85","8,47","0,81","0,70","0,74","0,70","1,13","3,10","1,01"
21-3 12:55,"2,37","0,70","0,48","1,42","0,67","1,60","0,86","4,02","1,07","2,96","0,74","0,66","1,25","2,50","0,83","0,71","0,73","3,16","1,95","8,40","0,79","0,80","0,83","0,88","1,11","3,54","0,95"
