time,FSO_T00_SKPAuto_Opstarten,FSO_T01_SKPAuto_VerzekererdJaNee,FSO_T02_SKPAuto_Kenteken,FSO_T03_SKPAuto_AutoCheck,FSO_T04_SKPAuto_Postcode,FSO_T05_SKPAuto_Bestuurder,FSO_T06_SKPAuto_GeboorteDatum,FSO_T07_SKPAuto_SchadeVrijeJaren,FSO_T08_SKPAuto_Kilometers,FSO_T09_SKPAuto_Basisdekking,FSO_T10_SKPAuto_Uitbreiding,FSO_T11_SKPAuto_Ingangsdatum,FSO_T12_SKPAuto_Ongevallen,FSO_T13_SKPAuto_Samenvatting1,FSO_T14_SKPAuto_PriveZakelijk,FSO_T15_SKPAuto_KentekenOpNaam,FSO_T16_SKPAuto_Persoonsgegevens,FSO_T17_SKPAuto_Adres,FSO_T18_SKPAuto_TelefoonEmail,FSO_T19_SKPAuto_AanvullendeVragen,FSO_T20_SKPAuto_GeweigerdOpgezegd,FSO_T21_SKPAuto_StrafbaarFeit,FSO_T22_SKPAuto_EerderSchade,FSO_T23_SKPAuto_MaandJaar,FSO_T24_SKPAuto_Rekeningnummer,FSO_T25_SKPAuto_Samenvatting2,FSO_T26_SKPAuto_EindeScript
22-3 12:30,"1,95","0,28","0,27","1,48","0,31","1,40","0,83","2,18","0,68","2,91","0,67","0,52","1,23","1,90","0,47","0,48","0,59","2,58","1,14","7,13","0,38","0,42","0,41","0,44","0,80","3,36","0,48"
22-3 12:35,"2,59","0,31","0,30","1,31","0,46","1,47","0,81","2,01","0,69","2,88","0,61","0,57","1,27","1,62","0,58","0,50","0,78","2,56","1,28","9,02","0,47","0,61","0,43","0,44","0,88","3,12","0,49"
22-3 12:40,"2,19","0,28","0,30","1,69","0,33","1,19","0,88","2,14","0,53","3,02","0,82","0,50","1,21","2,49","0,49","0,44","0,58","2,09","1,32","8,63","0,52","0,54","0,55","0,49","1,20","3,68","0,54"
22-3 12:45,"2,04","1,00","1,75","2,23","1,25","2,38","2,62","3,21","2,38","4,49","0,66","2,67","1,34","2,71","0,53","1,43","1,89","3,01","2,70","8,77","1,48","0,43","0,40","0,42","1,38","3,76","0,45"
22-3 12:50,"1,98","0,29","0,30","1,65","0,42","1,23","0,87","2,25","0,53","2,94","0,66","0,48","1,25","2,58","0,62","0,53","0,66","2,05","1,53","8,12","0,42","1,70","1,53","1,41","1,99","4,36","1,59"
22-3 12:55,"2,31","0,30","0,29","1,15","0,33","1,16","0,83","3,11","0,67","2,97","0,72","0,52","1,15","2,56","0,53","0,41","0,73","2,37","1,47","8,45","0,39","0,42","0,49","0,44","1,00","3,10","0,47"
22-3 13:00,"1,75","1,29","1,05","2,74","1,39","2,57","2,19","3,65","2,71","4,54","0,76","2,55","1,34","3,46","0,49","1,92","1,71","3,30","2,36","9,50","0,65","0,47","0,54","0,44","1,51","3,06","0,45"
22-3 13:05,"2,79","0,22","0,30","1,92","0,48","1,51","0,85","1,95","0,50","2,88","0,72","0,49","1,37","1,79","0,56","0,51","0,79","2,42","1,24","8,35","1,79","1,59","1,64","1,43","1,69","4,17","1,49"
22-3 13:10,"2,14","0,39","0,30","1,69","0,36","1,35","0,80","2,53","0,61","1,73","0,68","0,48","1,15","0,50","0,56","0,43","0,81","2,29","1,42","8,43","0,41","0,58","0,54","0,48","1,43","3,18","0,63"
22-3 13:15,"1,95","1,11","1,14","2,46","1,20","2,07","1,58","2,22","0,48","2,95","0,64","0,48","1,35","2,53","0,55","0,39","0,83","2,64","1,30","8,18","0,44","0,38","0,50","0,43","1,32","3,60","0,52"
