time,FSO_T00_SKPAuto_Opstarten,FSO_T01_SKPAuto_VerzekererdJaNee,FSO_T02_SKPAuto_Kenteken,FSO_T03_SKPAuto_AutoCheck,FSO_T04_SKPAuto_Postcode,FSO_T05_SKPAuto_Bestuurder,FSO_T06_SKPAuto_GeboorteDatum,FSO_T07_SKPAuto_SchadeVrijeJaren,FSO_T08_SKPAuto_Kilometers,FSO_T09_SKPAuto_Basisdekking,FSO_T10_SKPAuto_Uitbreiding,FSO_T11_SKPAuto_Ingangsdatum,FSO_T12_SKPAuto_Ongevallen,FSO_T13_SKPAuto_Samenvatting1,FSO_T14_SKPAuto_PriveZakelijk,FSO_T15_SKPAuto_KentekenOpNaam,FSO_T16_SKPAuto_Persoonsgegevens,FSO_T17_SKPAuto_Adres,FSO_T18_SKPAuto_TelefoonEmail,FSO_T19_SKPAuto_AanvullendeVragen,FSO_T20_SKPAuto_GeweigerdOpgezegd,FSO_T21_SKPAuto_StrafbaarFeit,FSO_T22_SKPAuto_EerderSchade,FSO_T23_SKPAuto_MaandJaar,FSO_T24_SKPAuto_Rekeningnummer,FSO_T25_SKPAuto_Samenvatting2,FSO_T26_SKPAuto_EindeScript
17-3 15:00,"1,70","0,36","0,52","1,68","0,36","1,48","0,91","2,07","0,70","2,92","0,80","0,75","1,62","2,63","0,61","0,50","0,69","2,07","1,97","8,62","0,62","0,51","0,54","0,59",-,-,-
17-3 15:05,"1,91","0,51","0,50","2,59","0,53","1,50","2,74","2,11","2,19","2,91","0,77","0,76","1,53","0,74","0,59","0,55","2,97","2,54","1,51","10,12","0,51","0,53",-,-,-,-,-
17-3 15:10,"2,08","0,44","0,73","1,94","0,66","1,01","1,93","2,10","0,64","2,88","0,75","0,62","1,41","1,45","0,81","0,88","0,65","2,19","1,91","7,66","0,55","0,71","0,55","0,80","1,42","3,82","0,99"
17-3 15:15,-,-,-,-,-,-,"1,18","2,24","1,05","2,91","1,27","0,58","1,36","1,05","0,85","0,78",-,-,-,-,-,"0,85","0,95","0,79","1,22","3,86","1,24"
17-3 15:20,"1,86","1,81","0,69","3,20","0,96","1,61","1,15","2,24","1,23","2,89","0,82","0,83",-,-,-,-,-,"2,50","2,04","8,41","0,92","0,85","0,98",-,-,-,-
17-3 15:25,"2,03","0,67","0,65","2,24","0,79","1,34","1,63","1,73","1,03","2,80","0,69","0,68","1,22","2,53","0,80","0,90","1,12","2,43","1,76","7,64","0,82","0,79","0,86","1,19","1,42","2,97","0,85"
17-3 15:30,"4,58","4,27","3,07","3,83","0,62","1,51",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"6,46","5,01","3,84","2,64","6,44","2,49"
17-3 15:35,"2,68","0,50","0,36","1,91","5,14","7,65","16,43",-,-,"21,57","0,59","2,38","1,50","2,73",-,-,-,-,-,"7,96","2,64","2,38","2,25","3,11","2,76",-,-
17-3 15:40,"2,07","0,37","0,37","1,55","0,42","1,48","0,82","1,75","0,87","2,95","0,68","0,51","2,32","2,55","0,52","0,47","0,85","2,38","1,69","8,54","0,45","0,55","0,51","0,47","0,82","5,00","3,31"
17-3 15:45,"2,27","0,53","0,39","1,60","0,41","1,78","0,91","2,06","0,95","2,90","0,74","0,65","1,65","2,58","0,60","0,52","1,07","1,94",-,-,-,-,-,-,-,-,-
17-3 15:50,-,-,-,-,-,-,-,-,-,"38,05","0,92","7,21","1,46","4,45",-,-,-,-,-,"9,53","4,67","3,75","2,37","2,32","6,16","6,20","3,74"
17-3 15:55,"3,52","0,45","0,38","1,95","0,42","1,77",-,"2,47","1,06","2,83","0,77","0,57","1,95",-,-,-,-,"2,91","1,85","8,40","0,55","0,60","0,53","0,92",-,"3,22","0,53"
17-3 16:00,-,-,-,-,-,-,"0,88","1,78","2,57","2,95","1,38","1,09",-,-,-,-,-,-,-,-,-,-,-,-,"1,47","3,44","0,53"
17-3 16:05,-,-,-,-,-,-,"0,75","2,24","1,12","6,01","0,74",-,-,-,-,-,-,"3,06","1,69","8,08","0,93","0,79","0,72","0,71","0,85","3,31","0,67"
17-3 16:10,"2,96","0,60","0,40","1,48","0,43","1,41",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"3,52","0,58"
17-3 16:15,"4,23","1,04","0,67","1,62","0,64","1,88",-,-,-,-,-,-,"1,28","2,63","0,69","0,53","0,73","2,59","1,53","8,35","0,52","0,51","0,62","0,59",-,-,-
