time,FSO_T00_SKPAuto_Opstarten,FSO_T01_SKPAuto_VerzekererdJaNee,FSO_T02_SKPAuto_Kenteken,FSO_T03_SKPAuto_AutoCheck,FSO_T04_SKPAuto_Postcode,FSO_T05_SKPAuto_Bestuurder,FSO_T06_SKPAuto_GeboorteDatum,FSO_T07_SKPAuto_SchadeVrijeJaren,FSO_T08_SKPAuto_Kilometers,FSO_T09_SKPAuto_Basisdekking,FSO_T10_SKPAuto_Uitbreiding,FSO_T11_SKPAuto_Ingangsdatum,FSO_T12_SKPAuto_Ongevallen,FSO_T13_SKPAuto_Samenvatting1,FSO_T14_SKPAuto_PriveZakelijk,FSO_T15_SKPAuto_KentekenOpNaam,FSO_T16_SKPAuto_Persoonsgegevens,FSO_T17_SKPAuto_Adres,FSO_T18_SKPAuto_TelefoonEmail,FSO_T19_SKPAuto_AanvullendeVragen,FSO_T20_SKPAuto_GeweigerdOpgezegd,FSO_T21_SKPAuto_StrafbaarFeit,FSO_T22_SKPAuto_EerderSchade,FSO_T23_SKPAuto_MaandJaar,FSO_T24_SKPAuto_Rekeningnummer,FSO_T25_SKPAuto_Samenvatting2,FSO_T26_SKPAuto_EindeScript
14-3 2:00,"2,40","0,34","0,34","1,49","0,30","1,68","6,32","11,29","0,51","9,00",-,-,"1,20","2,55","0,58","0,60","14,89","2,53","6,92","13,96","0,55",-,-,-,-,-,-
14-3 2:05,-,-,-,-,-,-,"3,78","2,36","0,67","2,99","0,71","0,53","1,44","2,59","0,61","0,48","0,73",-,"1,32","8,43","0,41","0,51","0,55","0,49","0,95","3,61","0,57"
14-3 2:10,"2,61","0,28","0,30","1,61","0,33","1,67",-,-,-,-,-,-,"2,31","2,54","0,48","0,56","0,60","2,18","1,17","7,58","0,41","0,46","0,41","0,52","1,58","2,84","0,57"
14-3 2:15,"3,42","0,39","0,31","1,78","0,31","0,92",-,-,-,-,-,-,"1,33","1,69","0,52","0,48","0,62","2,22",-,-,-,-,-,-,-,"3,26","0,46"
14-3 2:20,"3,03","0,27","0,52","1,73","0,57","1,00",-,-,-,-,-,-,"1,27","2,59","0,48","0,46","0,70","2,35","1,52","7,88","0,52","0,71","0,47","0,49","0,96",-,-
14-3 2:25,"2,42","1,07","1,65","2,44","1,23","2,30","1,60","2,08","0,67","2,90","0,94","0,54","0,84",-,-,-,-,-,-,-,-,-,-,-,-,-,-
14-3 2:30,"2,86","0,37","0,35","1,68","0,39","1,50","0,88","2,26","0,75","2,99","0,68","0,49","1,27","2,94","0,49","0,46","0,77","2,38","1,33","8,19","0,58","0,44","0,41","0,44","1,40","3,93","0,55"
14-3 2:35,-,-,-,-,-,-,-,"2,11","0,63","3,13","0,80","0,61","1,42","1,58","0,59","0,52","0,81","2,57",-,-,"0,54","0,54","0,48","0,47","2,92","3,61","0,52"
14-3 2:40,"2,31","0,35","0,32","1,45","0,33","1,57","0,84","2,35","0,84","3,06","0,64","0,57","1,34","2,56","0,56","0,40","0,54","2,14",-,-,-,-,-,-,-,-,-
14-3 2:45,"2,53","1,97","1,83","3,09","2,24","3,08","2,39","3,63","2,56","4,57","0,65","2,28",-,-,-,-,-,-,"2,32","8,44","0,55","0,43","0,41","0,55","1,44",-,-
