time,FSO_T00_SKPAuto_Opstarten,FSO_T01_SKPAuto_VerzekererdJaNee,FSO_T02_SKPAuto_Kenteken,FSO_T03_SKPAuto_AutoCheck,FSO_T04_SKPAuto_Postcode,FSO_T05_SKPAuto_Bestuurder,FSO_T06_SKPAuto_GeboorteDatum,FSO_T07_SKPAuto_SchadeVrijeJaren,FSO_T08_SKPAuto_Kilometers,FSO_T09_SKPAuto_Basisdekking,FSO_T10_SKPAuto_Uitbreiding,FSO_T11_SKPAuto_Ingangsdatum,FSO_T12_SKPAuto_Ongevallen,FSO_T13_SKPAuto_Samenvatting1,FSO_T14_SKPAuto_PriveZakelijk,FSO_T15_SKPAuto_KentekenOpNaam,FSO_T16_SKPAuto_Persoonsgegevens,FSO_T17_SKPAuto_Adres,FSO_T18_SKPAuto_TelefoonEmail,FSO_T19_SKPAuto_AanvullendeVragen,FSO_T20_SKPAuto_GeweigerdOpgezegd,FSO_T21_SKPAuto_StrafbaarFeit,FSO_T22_SKPAuto_EerderSchade,FSO_T23_SKPAuto_MaandJaar,FSO_T24_SKPAuto_Rekeningnummer,FSO_T25_SKPAuto_Samenvatting2,FSO_T26_SKPAuto_EindeScript
19-3 14:30,"2,13","1,05","0,74","3,76","0,64","1,81","0,81","1,97","0,82","2,99","0,74","0,65","1,40","2,50","0,92","0,74","0,61","3,31","1,87","8,56",-,-,-,-,"11,59","3,14","2,41"
19-3 14:35,"2,61","0,67","0,61","1,78","0,80","1,80","0,86","2,29","1,16","2,94","0,69","0,67","1,47","0,97","0,95","0,75","1,18","2,73",-,-,"0,90","0,79","0,95","0,77","1,25","3,80","0,88"
19-3 14:40,"2,01","0,71","0,63","1,58","2,72","1,79","0,87","1,98","1,16","2,97","0,69","0,68","1,30","2,47","0,89","0,77","1,24","3,21","1,68","8,04","0,87","0,79","0,76","0,74","1,01","3,36","2,92"
19-3 14:45,"2,83","0,71","0,64","1,40","0,66","1,69","1,08","2,38","1,02","2,80","0,60","0,67","1,49","2,51","1,00","0,81","0,65","2,38","1,67","8,38","0,74","0,72","0,77","0,74","0,79","3,30","0,79"
19-3 14:50,"2,30","2,56","0,62","1,78","0,74","1,69","1,45","2,56","1,12","2,98","0,77","0,66","1,52","1,88","0,93","0,87","1,46","3,61","1,69","7,97","0,96","0,88","0,82","0,90","1,12","4,05","0,92"
19-3 14:55,"2,22","0,63","0,92","2,72","0,65","2,07","1,59","2,27","1,24","3,03","0,74","0,70","4,26","2,52","0,88","0,80","1,55","3,18","2,00","8,55","0,89","0,83","0,87","1,03","1,32","3,70","1,31"
19-3 15:00,"2,15","1,01","1,10","2,01","0,85","1,73","0,85","2,27","1,06","2,87","0,64","0,92","1,33","1,71","0,87","1,11","1,34","3,61","1,84","7,96","0,73","1,25","0,77","0,77","1,40","3,72","0,80"
19-3 15:05,"1,68","0,66","0,62","4,42","2,28","2,92","1,53","2,57","1,45","2,90","0,74","0,69","1,46","1,82","0,88","1,09","1,62","2,89","1,88","8,01","1,67","1,18","1,47","1,51","1,02","4,34","1,57"
19-3 15:10,"2,08","0,70","0,74","2,88","0,64","1,80","0,87","2,21","0,93","2,94","1,02","0,82","2,11","2,48","0,71","0,79","1,81","2,79","2,05","7,60","0,75","0,77","0,88","0,87","1,13","3,35","0,88"
19-3 15:15,"2,44","0,61","0,92","1,84","0,92","1,93","0,98","2,32","1,00","2,95","0,72","1,00","1,40","1,79","0,90","0,81","0,62","2,93","1,72","7,61","0,82","0,87","1,23","0,46","1,03","4,62","1,29"
19-3 15:20,"1,88","0,95","1,75","3,25","2,11","2,58","0,95","2,32","0,89","2,94","0,81","0,63","1,47","1,76","0,92","1,10","0,85","2,78","1,82","8,31","1,08","0,99","1,79","3,08","1,42","3,60","0,91"
19-3 15:25,"2,55","0,71","0,66","1,67","0,68","1,86","0,94","2,22","1,25","3,03","0,68","0,90","1,37","2,59","0,86","0,76","0,54","2,33","2,09","7,66","0,91","0,93","0,81","0,90","1,47","3,19","0,92"
19-3 15:30,"3,34","1,33","3,02","1,79","0,67","1,42","1,10","2,18","1,29","2,89","0,68","0,51","1,37","1,67","0,86","0,78","1,23","2,92","1,53","8,32","0,90","0,72","0,72","0,81","0,90","3,26","0,80"
19-3 15:35,"2,60","2,31","1,38","2,82","7,24","7,03","2,98","4,69","5,82","7,02","0,70","3,81","8,39","11,85","1,30","0,85","9,37","12,58","10,03","11,95","1,67","3,70","1,61","2,86","1,45","3,64","0,81"
19-3 15:40,"2,05","0,74","0,59","1,41","0,75","1,74","1,03","4,87","1,09","2,90","0,76","0,81","1,80","0,85","0,96","0,85","1,46","2,36","1,97","8,23","0,84","0,77","0,69","0,78","1,92","5,89","4,43"
19-3 15:45,"2,84","2,73","0,70","1,71","0,64","1,76","0,90","2,30","1,05","2,97","0,77","0,60","1,50","2,54","0,88","0,82","0,91","3,17","1,70","8,60","0,75","0,81","0,77","0,75","1,37","4,18","0,83"
19-3 15:50,"2,33","0,71","0,62","1,84","1,29","1,79","0,84","3,02","1,01","3,01","0,72","0,88","1,26","1,96","0,84","0,83","1,24","1,52","1,67","8,19","0,82","0,88","0,78","1,01","0,86","3,84","0,79"
19-3 15:55,"2,49","1,27","1,44","1,78","0,96","1,69","1,46","1,84","1,02","2,87","1,21","0,87","1,25","0,79","0,81","0,78","1,19","2,22","1,72","9,54","1,52","1,35","1,47","1,21","1,13","3,76","1,50"
19-3 16:00,"2,56","2,63","2,18","2,31","1,81","2,36","2,22","4,04","5,05","5,19","0,69","7,26","1,39","1,97","0,87","2,96","2,06","6,17","1,56","8,08","0,74","0,73","0,78","0,76","1,39","3,69","0,93"
19-3 16:05,"3,32","0,84","0,79","3,18","1,35","2,35","0,89","2,31","1,42","2,88","0,76","0,90","1,26","1,70","0,84","1,57","1,23","3,77","6,29","19,01","14,25","15,74","1,71","1,05","1,54","3,69","1,60"
19-3 16:10,"2,59","0,64","0,72","1,42","0,65","1,61","0,88","2,20","1,09","2,89","0,68","0,64","1,21","0,82","0,84","0,71","1,09","2,83","1,81","7,78","0,76","0,74","0,72","0,81","1,21","3,93","0,93"
19-3 16:15,"2,62","0,71","0,91","1,65","0,70","1,78","1,12","1,92","1,15","2,96","0,74","0,87","1,37","1,69","0,88","0,76","1,51","2,47","1,65","8,06","0,88","1,17","0,79","0,83","1,41","3,82","0,80"
19-3 16:20,"4,99","0,68","1,03","1,41","0,70","1,86","1,33","2,03","1,07","3,02","0,68","0,58","1,28","1,66","0,82","0,76","1,20","2,33","1,81","7,99","1,27","1,08","0,89","0,76","1,40","3,41","0,84"
19-3 16:25,"1,91","0,71","0,65","1,56","0,88","1,84","0,93","2,04","0,96","3,03","0,71","0,69","1,13","2,50","0,77","0,76","1,15","3,03","1,65","7,86","1,02","0,78","0,77","1,08","1,14","3,34","0,78"
19-3 16:30,"3,04","3,67","4,44","3,76","0,64","1,53","0,90","2,10","0,90","3,00","0,79","0,61","1,41","2,38","2,36","1,12","1,86","2,83","1,62","8,48","0,75","0,72","1,13",-,"1,49","3,79","1,01"
19-3 16:35,"1,82","0,65","0,60","1,79","1,57","2,46","3,10","2,91","1,83","3,79","0,73","1,54","1,74","3,59","1,02","1,74","2,36","5,19","3,77","9,25","1,53","3,70","2,84","1,55","2,03","5,04","2,07"
19-3 16:40,"2,22","0,73","0,63","1,48","0,61","1,70","1,14","4,47","1,25","2,97","0,67","0,99","1,35","1,16","0,90","0,82","1,19","2,97","1,68","8,27","1,07","0,81","0,81","0,85","0,92","2,80","0,95"
19-3 16:45,"2,64","0,71","0,62","1,89","0,63","1,59","0,80","1,87","1,25","2,89","0,66","0,65","1,29","2,01","0,87","0,86","1,24","2,96","1,80","8,51","0,83","0,74","0,78","0,83","1,36","4,22","0,84"
19-3 16:50,"2,86","0,76","0,61","2,10","0,70","1,55","0,91","2,07","1,21","2,89","0,74","0,59","1,43","1,68","0,83","0,79","2,75","3,19","1,50","7,88","0,78","0,86","0,73","0,71","1,14","3,37","0,76"
19-3 16:55,"2,03","0,66","0,63","1,72","0,89","1,87","0,91","2,75","1,35","2,94","0,71","0,59","0,67","2,50","0,79","0,75","1,25","3,39","2,27","8,10","1,09","1,10","1,10","0,85","1,06","3,87","1,03"
