time,FSO_T00_SKPAuto_Opstarten,FSO_T01_SKPAuto_VerzekererdJaNee,FSO_T02_SKPAuto_Kenteken,FSO_T03_SKPAuto_AutoCheck,FSO_T04_SKPAuto_Postcode,FSO_T05_SKPAuto_Bestuurder,FSO_T06_SKPAuto_GeboorteDatum,FSO_T07_SKPAuto_SchadeVrijeJaren,FSO_T08_SKPAuto_Kilometers,FSO_T09_SKPAuto_Basisdekking,FSO_T10_SKPAuto_Uitbreiding,FSO_T11_SKPAuto_Ingangsdatum,FSO_T12_SKPAuto_Ongevallen,FSO_T13_SKPAuto_Samenvatting1,FSO_T14_SKPAuto_PriveZakelijk,FSO_T15_SKPAuto_KentekenOpNaam,FSO_T16_SKPAuto_Persoonsgegevens,FSO_T17_SKPAuto_Adres,FSO_T18_SKPAuto_TelefoonEmail,FSO_T19_SKPAuto_AanvullendeVragen,FSO_T20_SKPAuto_GeweigerdOpgezegd,FSO_T21_SKPAuto_StrafbaarFeit,FSO_T22_SKPAuto_EerderSchade,FSO_T23_SKPAuto_MaandJaar,FSO_T24_SKPAuto_Rekeningnummer,FSO_T25_SKPAuto_Samenvatting2,FSO_T26_SKPAuto_EindeScript
15-3 10:30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15-3 10:35,"2,27","0,33","0,38","1,95","0,50","1,37","0,89","1,76","0,68","3,03","0,76","0,65","1,92","2,55","0,61","0,56","0,74","2,13",-,-,-,-,-,-,-,-,-
15-3 10:40,"2,75","0,31","0,27","1,64","0,29","1,50","1,08","3,27","0,78","2,90","0,69","0,59",-,-,-,-,-,-,"1,30","8,11","0,42","0,38","0,37","0,41","1,32","3,84","0,72"
15-3 10:45,-,-,-,-,-,-,-,-,-,-,-,-,"1,42","2,51","0,57","0,49","0,71","2,94","1,59","8,16","0,43","0,45","0,47","0,49","1,46","3,53","0,50"
15-3 10:50,"2,24","0,32","0,42","2,05","0,55","1,34",-,"1,96","0,66","2,96","0,66","0,59","1,33","2,61","0,63","0,61","0,70","3,18",-,-,-,-,-,-,-,-,-
15-3 10:55,-,-,-,-,-,-,"1,12","2,87","0,69","2,91","0,78","0,53","1,57","2,56","0,68","0,61","0,75","2,56",-,-,-,-,-,-,-,-,-
15-3 11:00,"2,29","0,35","0,42","1,60","0,38","1,67",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,87","3,33","0,60"
15-3 11:05,-,-,-,-,-,-,"5,48","2,28","0,55","3,07","0,78","0,70",-,"1,19","0,75","0,58","1,24","2,60",-,-,-,-,-,-,"1,30","3,75","0,53"
15-3 11:10,-,-,-,-,-,-,"0,92","1,82","0,75","2,85","0,68","0,59",-,-,-,-,-,-,"1,90","10,13","0,60","0,77","0,76","0,61","1,52","3,53","0,65"
15-3 11:15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,14","9,07","0,49","0,52","0,38","0,47","1,90","3,22","0,55"
15-3 11:20,"6,71","0,32","0,50","1,98","0,56","1,38","0,98","2,13","0,69","2,96","0,93","0,56","1,33","2,68","0,72","0,53","0,82",-,-,-,-,-,-,-,"0,96","2,95","0,64"
15-3 11:25,"2,21","0,33","0,36","1,60","0,39","1,16","0,98","4,12","0,80","2,99","0,69","0,55","1,27",-,-,-,-,-,-,-,-,-,-,-,-,"3,27","0,53"
15-3 11:30,-,-,-,-,-,-,-,-,-,-,-,-,"2,02","2,52","0,70","0,61","0,81",-,-,-,-,-,-,-,-,-,-
15-3 11:35,"2,40","0,35","0,38","1,71","0,76","1,41","0,94","2,05","0,92","3,12","0,71","0,61","1,42",-,-,-,-,-,-,-,-,-,-,-,-,-,-
15-3 11:40,-,-,-,-,-,-,-,-,-,-,-,-,"1,29","2,48","0,58","0,49","0,66","2,25",-,-,-,-,-,-,-,"3,32","0,61"
15-3 11:45,"3,25","0,22","0,38","1,88","0,40","1,56",-,-,-,-,-,-,"1,39","2,54","0,61","0,53","0,95","2,25","1,38","8,51","0,49","0,46","0,53","0,51","1,38","3,30","0,55"
15-3 11:50,"2,35","0,52","0,36","1,21","0,58","1,25","0,90","1,95","0,75","3,09","0,81","0,71","1,32","2,59","0,68","0,58","1,05","2,31",-,-,-,-,-,-,"0,91","3,07","3,79"
15-3 11:55,-,-,-,-,-,-,"1,13","2,24","0,78","2,93","0,74","0,63","1,17","2,47","0,59","0,30","0,53",-,"1,89","8,60","0,56","6,92","3,90","0,39","1,12","3,54","0,44"
15-3 12:00,"2,29","0,38","0,41","1,69","0,42","1,21",-,-,-,-,-,-,"1,26",-,-,-,-,-,-,-,-,-,-,-,-,-,-
15-3 12:05,-,-,-,-,-,-,"0,95","1,95","0,72","3,09","0,91","0,63","1,32",-,-,-,-,-,"1,19","8,87","0,60","0,80","0,59","0,56","1,30",-,-
15-3 12:10,-,-,-,-,-,-,"0,98","2,51","0,72","2,94","0,75","0,55","1,29","2,61","0,61","0,52","1,23","2,48","1,66","8,42","0,53","0,64","0,68","0,89","0,92",-,-
15-3 12:15,"3,61","0,40","0,41","1,66","0,40","1,38",-,-,-,-,-,-,-,-,-,-,-,"2,75","1,42","7,96","0,49","0,50","0,57","0,54","1,44","3,72","0,52"
15-3 12:20,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,69","0,60","0,58","0,79","2,38",-,-,-,-,-,-,-,-,-
15-3 12:25,"2,19","0,32","0,46","1,95","0,47","1,21","1,13","2,23","1,00","2,93","0,71","0,57",-,-,-,-,-,-,"1,54","9,00","0,55","0,50","0,57","0,55","0,96","3,22","0,66"
15-3 12:30,-,-,-,-,-,-,-,-,-,-,-,-,"1,20","2,76","0,74","0,64","0,72","2,79","2,20","8,18","0,57","0,56","0,65","0,78",-,-,-
15-3 12:35,"2,21","0,32","0,42","1,87","0,57","1,67",-,-,-,-,-,-,"1,61","0,75","0,63","0,62","0,90","2,52",-,-,-,-,-,-,-,-,-
15-3 12:40,-,-,-,-,-,-,"1,13","1,86","0,51","3,03","0,70","0,51",-,-,-,-,-,-,"1,61","8,01","3,38","0,52","0,56","0,79","0,92","3,28","0,58"
15-3 12:45,"3,39","0,35","0,40","1,77","0,44","1,60",-,-,-,-,-,-,"1,31",-,-,-,-,-,-,-,-,-,-,-,-,-,-
15-3 12:50,"2,32","0,33","0,40","1,73","0,66","1,34","0,93","2,05","0,71","2,93","0,76","0,47","1,24","1,67","0,67","0,56","0,66","2,42","1,38","8,49","0,51","0,59","0,56","0,61","1,30","3,35","0,58"
15-3 12:55,"2,41","0,33","0,40","1,56","0,40","1,58",-,-,-,-,-,-,-,"0,62","0,55","0,56","0,90","2,17","1,48","8,26","0,55","0,58","0,48","0,57","1,01","3,00","0,62"
