time,FSO_T00_SKPAuto_Opstarten,FSO_T01_SKPAuto_VerzekererdJaNee,FSO_T02_SKPAuto_Kenteken,FSO_T03_SKPAuto_AutoCheck,FSO_T04_SKPAuto_Postcode,FSO_T05_SKPAuto_Bestuurder,FSO_T06_SKPAuto_GeboorteDatum,FSO_T07_SKPAuto_SchadeVrijeJaren,FSO_T08_SKPAuto_Kilometers,FSO_T09_SKPAuto_Basisdekking,FSO_T10_SKPAuto_Uitbreiding,FSO_T11_SKPAuto_Ingangsdatum,FSO_T12_SKPAuto_Ongevallen,FSO_T13_SKPAuto_Samenvatting1,FSO_T14_SKPAuto_PriveZakelijk,FSO_T15_SKPAuto_KentekenOpNaam,FSO_T16_SKPAuto_Persoonsgegevens,FSO_T17_SKPAuto_Adres,FSO_T18_SKPAuto_TelefoonEmail,FSO_T19_SKPAuto_AanvullendeVragen,FSO_T20_SKPAuto_GeweigerdOpgezegd,FSO_T21_SKPAuto_StrafbaarFeit,FSO_T22_SKPAuto_EerderSchade,FSO_T23_SKPAuto_MaandJaar,FSO_T24_SKPAuto_Rekeningnummer,FSO_T25_SKPAuto_Samenvatting2,FSO_T26_SKPAuto_EindeScript
21-3 19:00,"2,03","0,98","0,70","2,55","0,69","1,64","0,81","1,98","0,86","2,97","0,68","1,47","1,89","3,79","0,86","1,07","1,23","3,08","1,80","7,33","0,87","0,78","0,84","0,70","1,41","2,90","1,70"
21-3 19:05,"2,17","0,62","0,60","2,12","2,15","1,33","0,93","1,92","1,01","3,04","0,80","0,88","1,36","0,96","0,92","0,72","1,24","2,54","1,84","8,82","0,79","0,75","0,82","0,72","1,18","3,44","0,77"
21-3 19:10,"1,82","1,61","0,61","1,55","0,64","1,50","5,53","14,66","1,05","2,90","0,61","0,60","1,16","0,76","0,79","0,78","1,10","2,76","1,96","8,40","0,82","0,71","4,09","0,83","1,00","3,67","0,91"
21-3 19:15,"2,10","0,64","0,59","3,70","1,47","2,22","1,60","1,96","1,41","2,91","0,63","0,72","1,32","2,56","0,78","0,72","0,56","2,45","1,54","8,12","0,72","0,72","0,73","0,70","1,34","6,40","1,51"
21-3 19:20,"2,51","0,63","0,84","2,13","0,87","1,72","0,85","2,52","0,92","3,04","0,78","0,62","1,32","1,78","0,78","0,77","0,82","2,74","1,56","7,76","0,79","1,00","0,78","0,76","1,07","3,08","0,78"
21-3 19:25,"2,01","0,74","0,62","1,55","0,59","1,67","0,86","4,16","1,00","2,98","0,72","0,57","1,14","2,48","0,91","0,68","0,53","2,46","1,80","8,32","0,71","0,75","0,80","0,79","1,34","3,32","0,89"
21-3 19:30,"2,14","0,97","0,68","1,38","0,66","1,83","0,77","2,20","1,05","3,75","0,70","0,63","1,26","2,27","0,86","0,74","1,26","2,43","1,62","9,72","1,08","0,86","1,40","1,17","1,36","3,26","0,83"
21-3 19:35,"1,92","0,57","0,64","1,73","0,99","1,73","0,89","2,07","1,00","2,94","0,76","0,60","1,35","1,82","0,77","0,75","1,28","1,93","1,68","7,29","0,71","0,76","0,81","0,77","0,97","2,92","0,85"
21-3 19:40,"1,94","0,67","0,59","1,53","0,61","1,93","0,93","4,23","1,01","2,89","0,68","0,59","1,55","2,48","0,79","0,76","1,10","2,39","1,80","8,43","0,95","0,82","1,27","0,88","1,13","2,85","0,85"
21-3 19:45,"2,27","0,92","0,81","1,50","0,87","1,35","0,79","2,00","1,04","2,90","0,68","0,62","1,44","1,66","0,83","0,77","0,87","2,55","1,46","8,29","0,67","0,71","0,76","0,88","1,37","3,54","0,76"
21-3 19:50,"1,87","0,67","0,62","1,47","1,03","1,60","0,83","2,39","1,42","3,08","0,69","2,69","1,91","3,76","1,13","0,91","1,21","2,39","1,50","8,33","0,79","1,08","0,83","1,00","1,34","3,49","0,85"
21-3 19:55,"3,96","0,45","0,60","1,56","0,62","1,72","0,84","1,89","1,01","2,86","0,75","0,69","1,18","0,83","0,79","0,79","1,09","2,61","1,85","8,09","0,89","0,76","0,83","0,84","1,38","3,89","0,84"
21-3 20:00,"3,29","0,80","0,69","2,06","0,69","1,57","1,10","2,07","0,93","2,93","0,66","0,68","1,24","1,60","0,79","0,73","2,89","2,77","1,71","8,86","0,80","0,75","0,87","0,71","1,41","3,67","0,75"
21-3 20:05,"2,04","0,68","0,63","1,83","0,82","1,68","0,91","2,16","0,98","3,00","0,84","0,65","1,31","2,66","0,90","0,73","0,94","2,87","1,52","8,59","0,75","0,71","0,82","0,75","1,34","3,46","0,77"
21-3 20:10,"2,33","0,79","0,63","1,66","0,82","1,67","0,79","2,04","1,00","2,87","0,68","0,62","1,46","2,48","0,79","0,77","1,89","2,47","1,57","9,02","0,90","1,18","0,93","0,98","1,13","3,47","0,92"
21-3 20:15,"1,93","0,46","0,49","1,40","0,54","1,53","0,79","1,85","0,92","2,82","0,64","0,58","1,28","1,53","0,71","0,70","0,82","2,26","1,47","8,34","0,76","0,82","0,77","0,71","1,38","3,10","0,76"
21-3 20:20,"1,89","1,33","0,65","1,71","1,11","1,66","0,84","2,30","0,81","3,05","0,82","0,61","1,27","2,55","0,74","0,67","1,65","3,44","2,64","12,02","0,65","0,66","0,66","0,60","1,40","3,22","0,67"
21-3 20:25,"1,97","0,44","0,48","1,70","0,47","1,34","0,95","2,50","0,78","2,91","0,63","0,52","1,20","2,55","0,62","0,54","0,57","2,49","1,57","7,90","0,57","0,58","0,63","0,83","0,82","3,74","0,73"
