time,FSO_T00_SKPAuto_Opstarten,FSO_T01_SKPAuto_VerzekererdJaNee,FSO_T02_SKPAuto_Kenteken,FSO_T03_SKPAuto_AutoCheck,FSO_T04_SKPAuto_Postcode,FSO_T05_SKPAuto_Bestuurder,FSO_T06_SKPAuto_GeboorteDatum,FSO_T07_SKPAuto_SchadeVrijeJaren,FSO_T08_SKPAuto_Kilometers,FSO_T09_SKPAuto_Basisdekking,FSO_T10_SKPAuto_Uitbreiding,FSO_T11_SKPAuto_Ingangsdatum,FSO_T12_SKPAuto_Ongevallen,FSO_T13_SKPAuto_Samenvatting1,FSO_T14_SKPAuto_PriveZakelijk,FSO_T15_SKPAuto_KentekenOpNaam,FSO_T16_SKPAuto_Persoonsgegevens,FSO_T17_SKPAuto_Adres,FSO_T18_SKPAuto_TelefoonEmail,FSO_T19_SKPAuto_AanvullendeVragen,FSO_T20_SKPAuto_GeweigerdOpgezegd,FSO_T21_SKPAuto_StrafbaarFeit,FSO_T22_SKPAuto_EerderSchade,FSO_T23_SKPAuto_MaandJaar,FSO_T24_SKPAuto_Rekeningnummer,FSO_T25_SKPAuto_Samenvatting2,FSO_T26_SKPAuto_EindeScript
19-3 17:00,"2,82","0,52","0,64","1,43","0,63","1,78","0,80","2,06","1,13","3,77","0,68","0,61","1,32","2,51","0,90","0,75","0,86","2,78","1,98","8,81","0,73","0,77","0,73","0,77","0,89","3,30","0,79"
19-3 17:05,"2,26","0,57","0,58","1,58","0,88","1,79","0,88","2,17","1,00","3,03","0,70","0,58","1,36","1,58","0,86","0,78","0,96","2,07","1,97","8,28","0,78","0,75","0,83","0,85","0,98","3,25","0,80"
19-3 17:10,"3,18","0,67","0,63","3,00","0,66","1,76","0,89","2,37","1,06","2,91","0,82","0,65","1,32","2,58","0,97","0,85","1,24","2,22","2,36","7,86","0,94","1,10","1,01","0,80","2,86","3,60","0,89"
19-3 17:15,"3,52","0,69","0,73","2,70","0,95","1,84","0,75","2,48","1,05","2,87","0,66","0,64","1,28","2,51","0,90","0,81","1,25","2,68","1,69","7,75","1,81","1,54","0,85","0,94","0,88","3,98","0,92"
19-3 17:20,"1,87","0,66","0,72","1,78","0,77","1,69","0,97","2,27","0,98","2,91","0,74","1,00","1,40","2,51","0,89","0,88","1,20","2,32","1,62","7,37","0,75","0,84","0,85","0,75","1,18","3,12","0,81"
19-3 17:25,"2,25","0,65","0,61","1,37","0,68","1,30","0,84","2,22","1,18","2,83","0,84","0,82","1,24","0,75","1,33","0,75","0,55","2,33","1,75","8,34","0,72","0,79","0,87","1,01","1,06","3,65","0,78"
19-3 17:30,"2,13","0,80","0,68","1,72","0,83","1,62","0,77","2,47","1,05","2,87","0,66","1,40","3,01","1,68","0,91","0,77","1,50","2,53","1,81","7,81","0,78","0,74","0,79","0,76","0,91","3,35","0,76"
19-3 17:35,"2,36","0,58","0,65","4,55","0,85","1,44","0,85","1,91","0,99","2,91","0,73","0,62","1,39","1,73","1,04","0,97","1,48","2,48","1,69","8,07","0,84","0,76","0,79","0,77","1,16","3,13","0,88"
19-3 17:40,"2,32","0,63","0,63","1,37","0,63","1,63","0,82","2,14","1,02","2,94","0,67","0,62","1,20","0,89","0,93","0,85","1,12","3,10","2,07","7,87","0,82","0,83","0,82","0,98","0,88","3,56","0,87"
19-3 17:45,"2,18","0,73","0,68","1,40","0,68","1,79","0,84","2,16","1,06","3,08","0,76","0,73","1,28","2,53","0,91","0,75","1,38","2,97","1,62","8,61","0,90","0,73","0,84","0,78","1,41","3,91","0,81"
19-3 17:50,"1,88","0,92","0,98","1,64","1,05","2,00","0,94","2,36","0,93","3,02","0,78","0,62","1,37","2,53","0,84","2,77","2,92","2,87","1,96","7,49","0,93","0,85","0,84","0,78","1,72","3,31","0,88"
19-3 17:55,"2,40","0,69","0,60","1,90","0,65","1,63","1,23","4,33","1,00","2,87","1,83","0,95","1,19","0,73","0,88","0,71","1,18","3,11","1,70","7,23","0,77","0,82","0,80","0,75","0,96","3,60","0,90"
19-3 18:00,"2,10","0,79","0,64","1,30","0,59","1,84","0,94","4,02","1,10","2,91","0,75","0,64","1,49","2,50","0,97","0,81","0,96","2,37","1,73","8,35","0,77","1,28","0,78","0,77","1,44","3,63","1,32"
19-3 18:05,"2,76","1,23","0,61","1,78","0,97","1,55","0,82","5,07","1,21","4,01","1,25","1,27","2,09","2,64","1,69","0,88","1,47","2,48","1,95","8,34","0,84","0,79","0,87","2,70","4,23","3,64","1,14"
19-3 18:10,"1,99","0,81","0,60","2,68","0,62","1,69","0,84","2,28","0,82","2,95","0,70","0,64","0,72","2,53","0,88","1,19","1,49","2,54","1,83","9,15","0,87","0,81","0,88","0,82","1,05","3,58","0,90"
19-3 18:15,"2,38","0,72","0,64","1,66","0,59","1,63","0,95","2,30","1,00","2,95","0,84","0,98","1,35","2,52","0,86","0,83","1,34","2,58","1,64","7,23","0,71","0,72","0,79","0,72","1,38","3,25","0,72"
19-3 18:20,"2,13","0,70","0,61","1,68","0,80","1,26","0,79","2,04","0,94","4,49","0,71","0,82","1,75","1,74","1,10","0,78","1,33","2,11","1,73","8,25","0,95","0,99","0,80","0,77","1,15","3,18","0,83"
19-3 18:25,"2,07","1,26","1,33","2,50","1,35","2,27","1,42","2,98","1,80","3,72","0,66","1,55","1,45","4,37","0,95","6,13","6,25","3,20","2,82","9,06","3,66","2,63","2,11","1,57","1,69","7,13","0,76"
19-3 18:30,"2,61","0,67","0,65","1,48","0,60","1,54","0,78","2,39","0,90","2,85","0,66","0,65","1,23","1,82","0,86","0,73","1,10","2,62","4,31","7,67","0,71","0,74","0,71","0,72","0,82","2,98","1,72"
19-3 18:35,"1,88","0,67","0,59","1,73","0,87","5,74","1,41","2,49","1,18","2,91","0,69","0,84","1,46","2,55","0,94","0,82","1,05","3,13","1,68","8,33","0,84","1,34","2,93","1,00","1,21","3,18","0,91"
19-3 18:40,"2,11","0,62","0,61","1,53","0,60","1,61","0,85","1,95","0,78","2,88","0,64","0,61","1,34","0,71","0,80","0,84","1,23","2,88","1,82","8,03","0,83","0,72","0,80","0,83","0,89","3,13","0,77"
19-3 18:45,"3,12","0,79","0,66","0,98","0,64","1,98",-,-,-,-,-,-,"1,18","2,53","0,78","0,70","0,54","2,48","1,85","8,32","0,69","8,43","0,75","0,79","0,79","3,51","0,75"
19-3 18:50,"2,67","0,73","0,71","1,52","0,89","1,76","0,80","2,16","0,95","3,08","0,77","0,60","1,27","2,66","0,86","0,78","0,87","2,56","1,98","8,77","0,88","0,77","0,79","0,86","0,91","3,26","1,08"
19-3 18:55,"1,99","1,41","1,19","2,53","1,41","2,00","1,42","2,64","1,74","3,75","0,71","1,41","1,26","0,80","0,80","0,73","0,52","2,26","1,65","8,43","0,75","0,83","0,84","0,75","1,43","3,71","0,76"
19-3 19:00,"2,43","0,67","0,94","2,89","0,81","2,04","0,92","2,02","1,02","2,84","0,82","0,74","1,19","3,25","0,86","1,63","2,39","3,67","2,65","10,32","2,78","2,47","2,25","2,48","2,60","5,64","2,77"
19-3 19:05,"1,69","0,74","0,61","1,75","0,83","1,87","0,88","2,03","0,93","2,90","1,39","0,65","1,45","3,22","1,64","2,75","1,78","3,20","1,62","8,12","1,04","1,03","0,82","0,89","1,48","3,27","1,03"
