time,FSO_T00_SKPAuto_Opstarten,FSO_T01_SKPAuto_VerzekererdJaNee,FSO_T02_SKPAuto_Kenteken,FSO_T03_SKPAuto_AutoCheck,FSO_T04_SKPAuto_Postcode,FSO_T05_SKPAuto_Bestuurder,FSO_T06_SKPAuto_GeboorteDatum,FSO_T07_SKPAuto_SchadeVrijeJaren,FSO_T08_SKPAuto_Kilometers,FSO_T09_SKPAuto_Basisdekking,FSO_T10_SKPAuto_Uitbreiding,FSO_T11_SKPAuto_Ingangsdatum,FSO_T12_SKPAuto_Ongevallen,FSO_T13_SKPAuto_Samenvatting1,FSO_T14_SKPAuto_PriveZakelijk,FSO_T15_SKPAuto_KentekenOpNaam,FSO_T16_SKPAuto_Persoonsgegevens,FSO_T17_SKPAuto_Adres,FSO_T18_SKPAuto_TelefoonEmail,FSO_T19_SKPAuto_AanvullendeVragen,FSO_T20_SKPAuto_GeweigerdOpgezegd,FSO_T21_SKPAuto_StrafbaarFeit,FSO_T22_SKPAuto_EerderSchade,FSO_T23_SKPAuto_MaandJaar,FSO_T24_SKPAuto_Rekeningnummer,FSO_T25_SKPAuto_Samenvatting2,FSO_T26_SKPAuto_EindeScript
17-3 17:30,"2,25","0,60","0,57","1,36","0,41","1,14",-,-,-,-,-,-,"1,83","0,99","0,83","1,04","1,25","3,06","1,65","8,09","0,96","0,76","0,81","0,82",-,-,-
17-3 17:35,-,-,-,-,-,"3,56","2,19","3,79","2,34","4,52","0,81",-,"1,29","2,67","0,59","0,47","0,74","2,22","1,35","7,69","0,60","0,54","0,56","0,57","1,42","2,73","0,54"
17-3 17:40,-,-,-,-,-,-,"0,92","2,15","1,00","3,10","0,66","0,67","1,21","0,61","0,57","0,85","2,43","4,89","4,59","10,69","2,43","2,63","2,64",-,"0,84","3,20","0,38"
17-3 17:45,"2,68","0,35","0,38","1,58","0,38","1,71","0,79","1,85","0,83","2,88","0,93","0,64","2,09","3,42","1,01","0,86","0,92","3,04","1,43","8,04","0,47","0,51","0,52","0,53","0,78",-,-
17-3 17:50,-,-,-,-,-,-,-,-,-,-,"7,98","13,93","1,27","0,56","1,99","1,45","5,45","2,82","1,69","8,07","0,55","0,52","2,06","1,74","2,70","3,81","1,74"
17-3 17:55,"1,68","0,69","0,34","1,23","0,37","1,40","0,80","2,53","0,80","2,90","0,76","0,51","2,25","2,58","0,63","0,55","0,69","2,62","1,52","8,07","0,51","0,64","0,66","1,00","1,03","3,26","0,68"
17-3 18:00,"3,54","0,36","0,36","1,78","0,42","1,33",-,-,-,-,-,"0,52","1,70","1,65","0,64","0,61","1,04","2,42","1,91","8,30","0,69","0,48","0,49","0,53",-,-,-
17-3 18:05,-,-,-,-,-,-,"0,82","2,10","0,54","2,88","1,92","0,61",-,-,-,-,-,"3,25","1,72","7,90","0,69","0,52","0,59","0,61","0,84","3,04","0,63"
17-3 18:10,"5,72","0,53","0,35","1,75","0,33","1,36","0,95","2,37","0,48","2,83","0,95",-,-,-,-,-,-,"1,87","1,10","7,66","0,28","0,26","0,34",-,-,-,-
17-3 18:15,"2,70","0,66","0,39","1,76","0,38","1,24","0,84","2,24","0,83","2,85","0,71","0,47","1,24",-,-,-,-,-,-,-,-,-,-,-,-,-,-
17-3 18:20,-,-,-,-,-,-,"0,81","2,36","0,71","1,78","0,71","0,55","1,30",-,-,-,-,-,-,-,-,-,-,-,-,-,-
17-3 18:25,"1,78","0,31","0,37","1,77","0,48","1,39","0,88","2,24","0,67","2,86","0,69","0,53","1,25","1,20","0,61","0,60","0,66","2,71","1,67","7,36","0,44","0,51","0,46","0,46","1,35","3,17","0,52"
17-3 18:30,"2,34","1,07","1,17","2,29","1,25","2,35","2,10","3,73","2,47","4,51","0,70","2,35","1,56",-,-,-,-,-,-,-,-,-,-,-,-,-,-
17-3 18:35,-,-,-,-,-,-,"0,79","2,32","0,67","2,90","0,77","0,52","2,86","2,62","0,68","0,69","0,60",-,"1,66","8,88","0,48","0,56","0,59","0,48","0,82",-,-
17-3 18:40,"1,87","0,63","0,44","1,61","0,39","1,50","0,79","2,22","0,72","2,85","0,64","0,51","1,24","0,63","0,67","0,59","0,59","2,95",-,-,-,-,-,-,-,-,-
17-3 18:45,"2,58","0,34","0,35","1,46","0,34","1,44","0,81","2,25","0,79","2,92","0,76","0,50","1,24","3,70","0,60","0,54","0,88","2,44","1,32","8,82","0,47","0,57","0,50","0,54","1,31","3,49","0,62"
17-3 18:50,"2,18","0,36","0,42","1,73","0,42","1,41","0,80","2,10","0,80","2,98","0,69","0,63","1,10","2,65","0,57","0,51","0,57","2,33","1,21","7,89","0,55","0,52","0,51","0,53","0,76","3,78","0,64"
17-3 18:55,-,-,-,-,-,-,-,"2,10","0,60","2,87","0,68","0,51","2,14",-,-,-,-,-,"1,58","8,29","0,58","0,49","0,53","0,56","1,46","3,29","0,61"
17-3 19:00,"2,93","0,45","0,39","1,22","0,38","1,16","0,80","2,21","0,72","3,04","0,66","0,55","1,22","2,52","0,63","0,56","0,79","2,55","1,40","7,67","0,51","0,45","0,49","0,45","0,95",-,-
17-3 19:05,-,-,-,-,-,-,-,"1,86","0,85","2,91","0,72","0,54","1,33","2,61","0,62","0,52","0,98","2,81",-,-,-,-,-,-,-,-,-
17-3 19:10,"2,80","0,46","0,36","1,61","0,37","1,20",-,"1,93","0,60","3,03","0,94","0,62","1,24",-,-,-,-,"2,45","1,76","9,17","0,74","0,71","0,59","0,89","1,21","3,14","0,66"
17-3 19:15,-,-,-,-,-,-,-,"1,94","0,69","2,89","2,54","0,52","1,27","2,68","0,69","0,52","0,91","2,71","1,44","7,65","0,46","0,63","0,49","0,52","1,44",-,-
17-3 19:20,"3,11","0,46","0,37","1,97","0,50","1,91","0,86","1,92","0,88","2,91","0,85","0,62","1,23","2,63","0,70","0,49","0,56","2,27","2,17","6,79","0,58","0,58","0,59","0,67","1,41",-,-
17-3 19:25,"2,24","0,47","0,53","1,71","0,46","1,31","0,81","2,75","0,71","2,91","0,67","0,53","1,36","0,66","0,62","0,59","0,52","1,91","1,81","7,96","0,53","0,56","0,53","0,59","1,27","3,30","0,64"
17-3 19:30,"2,00","0,43","0,38","2,01","0,41","1,25",-,-,-,-,-,-,"1,37","1,55","0,57","0,60","0,64","2,50",-,-,-,-,-,-,-,-,-
17-3 19:35,"1,87","1,93","2,19","3,22","2,45","2,77","1,56","2,90","1,79","3,83","0,73","1,80","1,26","3,59","0,70","1,44","2,26","4,10",-,-,-,-,-,-,-,-,-
17-3 19:40,"2,02","0,32","0,43","1,50","0,42","1,44","0,78",-,-,-,-,-,"1,38","2,49","1,51","0,48","0,95","2,10",-,-,-,-,-,-,-,"4,28","1,57"
17-3 19:45,"3,65","0,34","0,48","1,69","0,36","1,22",-,-,-,-,-,-,-,-,-,-,-,-,"1,51","7,76","0,50","0,46","0,50","0,49","1,37",-,-
17-3 19:50,-,-,-,-,-,-,"0,75","1,56","0,64","2,86","0,65","0,54",-,"0,80","0,71","0,68","0,65","2,45",-,-,-,-,-,-,"1,97","3,21","0,59"
17-3 19:55,-,-,-,-,-,-,-,"2,23","0,91","2,88","0,67","0,50",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
