time,FSO_T00_SKPAuto_Opstarten,FSO_T01_SKPAuto_VerzekererdJaNee,FSO_T02_SKPAuto_Kenteken,FSO_T03_SKPAuto_AutoCheck,FSO_T04_SKPAuto_Postcode,FSO_T05_SKPAuto_Bestuurder,FSO_T06_SKPAuto_GeboorteDatum,FSO_T07_SKPAuto_SchadeVrijeJaren,FSO_T08_SKPAuto_Kilometers,FSO_T09_SKPAuto_Basisdekking,FSO_T10_SKPAuto_Uitbreiding,FSO_T11_SKPAuto_Ingangsdatum,FSO_T12_SKPAuto_Ongevallen,FSO_T13_SKPAuto_Samenvatting1,FSO_T14_SKPAuto_PriveZakelijk,FSO_T15_SKPAuto_KentekenOpNaam,FSO_T16_SKPAuto_Persoonsgegevens,FSO_T17_SKPAuto_Adres,FSO_T18_SKPAuto_TelefoonEmail,FSO_T19_SKPAuto_AanvullendeVragen,FSO_T20_SKPAuto_GeweigerdOpgezegd,FSO_T21_SKPAuto_StrafbaarFeit,FSO_T22_SKPAuto_EerderSchade,FSO_T23_SKPAuto_MaandJaar,FSO_T24_SKPAuto_Rekeningnummer,FSO_T25_SKPAuto_Samenvatting2,FSO_T26_SKPAuto_EindeScript
19-3 9:30,"2,53","1,69","1,24","2,29","1,26","2,42","0,76","1,83","0,71","2,92","0,68","0,51","1,32","1,73","0,73","0,63","0,79","2,38","1,62","7,89","0,54","0,58","0,56","0,55","1,27","2,50","0,56"
19-3 9:35,"2,59","0,34","0,42","1,58","1,66","1,97","2,51","3,14","1,77","3,74","0,78","1,54","1,51","1,79","0,67","1,61","2,59","3,33","3,36","10,82","10,42","2,72","1,58","1,42","1,82","4,28","1,53"
19-3 9:40,"3,15","5,30","0,38","1,40","0,39","1,18","0,90","1,95","0,79","2,93","0,73","0,54","1,26","2,52","0,62","0,50","1,61","2,16","1,86","8,49","0,61","0,67","0,55","0,64","0,85","3,38","0,66"
19-3 9:45,"2,98","0,41","0,72","1,41","0,48","1,26","0,88","1,98","0,61","2,94","0,66","0,58","1,14","2,51","0,60","0,50","0,63","2,47","1,41","8,31","0,63","0,69","0,52","0,46","0,83","3,05","0,54"
19-3 9:50,"3,91","0,51","0,38","1,51","0,57","1,16","0,88","1,87","1,04","2,98","0,77","0,59","1,44","2,56","0,67","0,62","0,67","2,38","1,52","8,67","0,48","0,52","0,54","0,64","1,10","3,44","0,59"
19-3 9:55,"1,81","0,33","0,41","1,70","0,42","1,50","1,35","2,11","1,09","2,91","0,76","0,61","1,46","0,55","0,58","0,64","0,57","2,25","1,62","8,48","0,71","0,62","0,85","0,66","1,44","3,29","0,77"
19-3 10:00,"2,95","0,65","0,51","1,61","0,52","1,55","0,82","1,94","0,70","2,95","2,10","1,19","1,95","1,89","0,78","0,70","0,90","2,96","1,90","8,93","0,70","0,53","0,56","0,49","1,73","3,06","0,58"
19-3 10:05,"2,08","0,70","0,74","1,83","0,60","1,66","1,16","2,49","1,06","2,99","0,87","0,57","1,38","1,68","0,59","0,53","0,95","2,53","1,74","7,86","0,77","0,65","0,58","0,72","1,33","3,42","0,76"
19-3 10:10,"2,86","0,50","0,42","1,44","0,45","1,60","0,83","2,34","0,60","3,00","0,93","0,68","4,17","2,57","0,52","0,61","1,40","2,52","1,46","7,94","0,55","0,56","0,53","0,56","1,10","3,20","0,68"
19-3 10:15,"2,48","1,14","1,38","2,79","1,27","2,62","0,89","2,03","0,65","2,82","0,66","0,55","1,65","1,51","0,69","0,66","0,95","2,22","1,59","8,34","0,73","0,74","0,63","0,64","0,90","2,94","0,54"
19-3 10:20,"1,97","0,32","0,40","1,69","0,57","1,79","1,49","2,79","2,14","2,68","0,69","1,80","1,25","1,61","0,61","2,25","2,38","3,03","4,46","8,75","1,43","1,46","1,41","1,37","2,34","4,76","1,61"
19-3 10:25,"2,55","0,75","0,68","1,62","0,53","1,57","0,84","4,30","0,98","3,92","0,70","0,49","1,34","0,80","1,08","0,60","0,86","2,82","1,61","8,20","0,54","0,51","0,80","0,66","1,16","3,29","0,75"
19-3 10:30,"2,91","0,51","0,58","3,14","0,52","1,66","0,87","3,08","0,71","0,59","0,71","0,54","1,50","1,50","0,90","0,70","0,93","2,60","1,65","7,96","0,52","0,57","0,53","0,55","1,36","3,13","0,57"
19-3 10:35,"3,11","0,52","0,36","2,17","0,61","1,77","1,12","2,32","0,90","3,04","0,73","0,63","1,42","1,52","0,69","0,65","1,01","2,45","1,30","8,97","0,64","0,65","0,65","0,59","1,30","3,18","0,65"
19-3 10:40,"2,80","0,33","0,42","1,70","0,40","1,38","2,72","2,11","0,66","3,04","0,72","1,60","1,49","0,72","0,63","0,52","0,74","2,15","1,58","7,75","0,56","0,57","0,58","0,55","1,42","3,69","0,83"
19-3 10:45,"3,12","0,72","0,54","2,26","0,49","1,70","1,78","2,19","0,78","2,89","1,19","0,73","1,41","2,71","0,92","0,73","1,14","1,98","1,58","8,62","0,79","0,87","0,74","0,69","1,37","3,55","0,77"
19-3 10:50,"5,67","0,32","0,43","1,92","0,51","1,41","0,94","2,19","1,45","3,05","0,66","0,54","1,77","1,62","0,65","0,50","0,55","2,23","1,70","7,81","0,52","0,55","0,55","0,44","1,27","3,29","0,53"
19-3 10:55,"2,22","0,44","0,39","1,61","0,47","1,50","0,99","3,93","0,83","2,90","0,70","0,64","1,45","0,59","0,68","0,54","1,77","2,40","1,46","8,01","0,56","0,54","0,50","0,64","1,18","3,31","0,62"
19-3 11:00,"3,17","1,93","1,22","3,44","1,38","2,18","2,05","3,03","4,44","4,45","0,75","3,62","1,35","3,45","0,75","2,85","2,06","3,71","2,65","8,05","1,18","1,12","0,79","0,92","1,78","3,36","0,80"
19-3 11:05,"4,32","0,53","0,57","1,94","0,79","1,43","0,95","2,01","0,80","2,94","0,73","0,64","1,39","0,97","0,91","0,70","1,24","2,48","1,57","8,10","1,89","1,79","2,05","2,23","1,93","4,15","1,57"
19-3 11:10,"2,42","1,62","1,44","4,54","4,82","4,20","1,72","2,89","1,83","3,68","0,75","4,44","2,39","6,94","0,82","2,20","3,84","5,17","2,68","9,91","1,45","1,52","1,41","1,50","2,34","3,17","0,72"
19-3 11:15,"2,88","0,76","0,68","1,54","0,66","1,70","0,97","2,02","1,00","2,89","0,72","0,67","1,35","2,56","0,77","0,79","2,97","2,65","1,76","7,96","0,72","0,73","0,71","0,75","0,95","5,06","2,08"
19-3 11:20,"2,76","1,12","0,98","2,20","0,83","1,48","2,78","2,21","0,98","3,02","1,23","0,64","1,60","0,83","0,85","0,81","0,96","2,66","2,04","8,91","0,87","0,86","0,83","0,78","1,23","3,24","0,87"
19-3 11:25,"1,96","0,75","0,61","1,49","0,65","1,67","0,85","2,03","1,04","3,05","0,76","0,77","1,21","0,81","0,83","0,86","1,25","2,26","1,81","8,58","0,79","0,71","0,75","0,83","1,43","3,55","0,97"
19-3 11:30,"2,07","5,68","1,31","1,61","0,66","1,68","0,93","2,51","0,94","2,86","0,62","0,69","1,36","2,64","0,91","0,74","0,88","2,58","1,63","8,22","0,73","0,72","0,73","0,72","1,38","3,17","0,90"
19-3 11:35,"2,58","0,68","0,65","1,70","0,82","1,75","0,82","4,21","0,97","2,96","0,75","0,62","1,89","1,67","0,71","0,84","1,16","3,24","1,39","18,90","0,73","0,78","0,79","0,73","0,87","3,49","0,82"
19-3 11:40,"10,96","8,22","6,30","6,29","4,24","5,47","1,48","6,38","5,12","4,71","0,80","2,32","1,25","4,41","0,58","2,62","3,35","3,29","2,72","12,42","0,81","4,64","1,00","1,07","1,58","3,38","0,92"
19-3 11:45,"3,00","0,50","0,42","1,54","0,40","1,60",-,-,-,-,-,"0,48","1,50","2,52","0,64","1,04","1,15","2,13","1,78","9,43","1,54","1,67","1,43","1,39","1,77","4,60","1,50"
19-3 11:50,"2,10","0,78","0,69","2,26","1,08","1,83","0,89","2,21","0,97","5,08","0,74","0,65","2,09","1,69","0,79","0,81","1,05","2,11","2,52","7,82","0,79","0,73","0,73","0,75","0,86","3,62","1,06"
19-3 11:55,"2,61","1,98","1,32","2,37","1,40","4,37","3,82","7,12","3,97","17,31","0,64","0,76","3,72","2,51","0,88","0,82","1,04","2,73","2,39","8,22","0,68","0,68","0,61","0,82","2,66","3,06","0,81"
