time,FSO_T00_SKPAuto_Opstarten,FSO_T01_SKPAuto_VerzekererdJaNee,FSO_T02_SKPAuto_Kenteken,FSO_T03_SKPAuto_AutoCheck,FSO_T04_SKPAuto_Postcode,FSO_T05_SKPAuto_Bestuurder,FSO_T06_SKPAuto_GeboorteDatum,FSO_T07_SKPAuto_SchadeVrijeJaren,FSO_T08_SKPAuto_Kilometers,FSO_T09_SKPAuto_Basisdekking,FSO_T10_SKPAuto_Uitbreiding,FSO_T11_SKPAuto_Ingangsdatum,FSO_T12_SKPAuto_Ongevallen,FSO_T13_SKPAuto_Samenvatting1,FSO_T14_SKPAuto_PriveZakelijk,FSO_T15_SKPAuto_KentekenOpNaam,FSO_T16_SKPAuto_Persoonsgegevens,FSO_T17_SKPAuto_Adres,FSO_T18_SKPAuto_TelefoonEmail,FSO_T19_SKPAuto_AanvullendeVragen,FSO_T20_SKPAuto_GeweigerdOpgezegd,FSO_T21_SKPAuto_StrafbaarFeit,FSO_T22_SKPAuto_EerderSchade,FSO_T23_SKPAuto_MaandJaar,FSO_T24_SKPAuto_Rekeningnummer,FSO_T25_SKPAuto_Samenvatting2,FSO_T26_SKPAuto_EindeScript
15-3 13:00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15-3 13:05,-,-,-,-,-,-,"1,00","2,08","0,69","2,98","0,78","0,64",-,"2,63","0,70","0,66","0,72","2,32",-,-,-,-,-,-,-,-,-
15-3 13:10,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,49","0,57","0,53","0,93","2,30","1,38","9,20","0,47","0,55","0,47","0,49","0,94","2,71","0,71"
15-3 13:15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15-3 13:20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"5,02","4,73","11,78","2,49","3,40","2,44","2,33",-,-,-
15-3 13:25,"2,71","0,36","0,50","1,71","0,40","1,28","1,82","2,14","0,99","2,94","0,67","0,57","1,26","2,51","0,65","0,47","0,62","2,44",-,-,-,-,-,-,-,"3,18","0,64"
15-3 13:30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,13","3,39","0,75"
15-3 13:35,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,75","0,60","0,52","0,77","2,45","1,34","8,29","0,62","0,58","0,65","0,53","0,88","3,33","0,61"
15-3 13:40,-,-,-,-,-,-,"1,21","2,15","0,86","3,00","1,43","0,57","1,27",-,-,-,-,-,"1,54","7,66","0,50","0,45","0,52","0,54","1,73","3,76","1,07"
15-3 13:45,"2,18","0,40","0,40","1,63","0,40","1,35",-,-,-,-,-,-,-,-,-,-,-,-,"1,64","8,42","0,45","0,49","0,53","0,52",-,-,-
15-3 13:50,-,-,-,-,-,-,"0,87","2,22","0,81","1,79","0,71","0,62","0,73",-,-,-,-,-,"2,14","7,89","0,84","0,73","1,09","0,89","0,93","4,10","0,90"
15-3 13:55,-,-,-,-,-,-,-,"2,05","0,65","2,96","0,70","0,54","1,21",-,-,-,-,-,-,-,-,-,-,-,-,"2,92","0,55"
15-3 14:00,-,-,-,-,-,-,-,-,-,-,-,-,"1,97","2,57","0,66","0,55","0,98","2,51","1,49","8,15","0,50","0,46","0,54","0,48",-,-,-
15-3 14:05,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,21","0,70","0,56","0,82","2,60","1,57",-,-,-,-,-,"2,71","5,69","4,19"
