time,FSO_T00_SKPAuto_Opstarten,FSO_T01_SKPAuto_VerzekererdJaNee,FSO_T02_SKPAuto_Kenteken,FSO_T03_SKPAuto_AutoCheck,FSO_T04_SKPAuto_Postcode,FSO_T05_SKPAuto_Bestuurder,FSO_T06_SKPAuto_GeboorteDatum,FSO_T07_SKPAuto_SchadeVrijeJaren,FSO_T08_SKPAuto_Kilometers,FSO_T09_SKPAuto_Basisdekking,FSO_T10_SKPAuto_Uitbreiding,FSO_T11_SKPAuto_Ingangsdatum,FSO_T12_SKPAuto_Ongevallen,FSO_T13_SKPAuto_Samenvatting1,FSO_T14_SKPAuto_PriveZakelijk,FSO_T15_SKPAuto_KentekenOpNaam,FSO_T16_SKPAuto_Persoonsgegevens,FSO_T17_SKPAuto_Adres,FSO_T18_SKPAuto_TelefoonEmail,FSO_T19_SKPAuto_AanvullendeVragen,FSO_T20_SKPAuto_GeweigerdOpgezegd,FSO_T21_SKPAuto_StrafbaarFeit,FSO_T22_SKPAuto_EerderSchade,FSO_T23_SKPAuto_MaandJaar,FSO_T24_SKPAuto_Rekeningnummer,FSO_T25_SKPAuto_Samenvatting2,FSO_T26_SKPAuto_EindeScript
22-3 15:00,"2,28","0,50","0,40","1,38","0,29","1,38","0,78","2,23","0,68","2,88","0,65","0,49","1,18","2,50","0,45","0,40","0,60","2,54","1,46","8,23","0,41","0,36","0,49","0,40","1,51","3,55","0,47"
22-3 15:05,"1,86","0,24","0,41","1,69","0,59","1,86","0,84","2,38","0,74","2,90","0,66","0,54","1,35","1,77","0,71","0,47","0,79","2,06","1,52","7,45","0,54","0,53","0,50","0,57","0,92","3,31","0,50"
22-3 15:10,"1,94","0,46","0,34","1,43","0,42","1,34","0,82","2,22","0,69","2,95","0,74","0,51","1,19","2,58","0,52","0,54","0,85","2,22","1,69","8,11","0,58","0,51","0,53","0,48","1,28","3,25","0,53"
22-3 15:15,"1,78","0,37","0,47","1,54","0,31","1,23","0,79","2,66","0,69","2,89","0,68","0,53","1,16","1,52","0,55","0,41","1,49","2,32","1,39","7,46","0,49","0,49","0,46","0,54","4,91","3,23","0,49"
22-3 15:20,"2,10","0,27","0,35","1,50","0,95","1,44","0,87","1,92","0,62","2,92","0,61","0,56","1,36","1,83","0,58","0,52","0,79","2,03","1,29","7,60","0,46","0,57","0,54","0,57","1,39","3,04","0,51"
22-3 15:25,"2,15","0,34","0,32","1,48","0,44","1,36","0,80","1,90","0,66","1,93","0,66","0,46","1,31","2,59","0,56","0,40","0,58","2,23","1,53","7,77","0,41","0,59","0,52","0,53","1,49","3,74","0,60"
22-3 15:30,"2,79","0,45","0,66","1,56","0,33","1,45","0,88","2,09","0,51","2,93","0,71","0,45","1,37","1,70","0,52","0,46","0,89","2,43","1,66","8,86","0,52","0,50","0,54","0,47","0,99","3,43","0,61"
22-3 15:35,"2,98","0,50","0,30","1,76","0,41","1,36","0,87","2,26","0,72","2,91","0,76","0,55","1,22","2,61","0,62","0,49","0,67","2,60","1,13","7,45","0,43","0,57","0,58","0,45","1,58","3,42","0,59"
22-3 15:40,"2,18","0,25","0,27","1,78","0,33","1,06","0,81","1,95","0,71","2,33","0,69","0,54","1,19","0,66","0,48","0,41","0,88","3,17","1,47","7,71","0,48","0,42","0,48","0,57","1,16","3,25","0,59"
22-3 15:45,"1,89","0,45","0,34","1,65","0,31","1,36","0,82","2,13","0,88","2,90","0,64","0,50","1,21","2,53","0,60","0,39","0,58","2,39","1,20","8,25","0,43","0,39","0,57","0,46","0,93","3,00","0,75"
22-3 15:50,"2,71","0,52","0,35","2,01","0,75","1,25","1,00","2,20","0,65","2,95","0,69","0,47","1,17","2,65","0,57","0,42","0,57","2,03","1,58","8,58","0,45","0,54","0,49","0,49","1,40","3,37","0,53"
22-3 15:55,"2,03","0,30","0,37","1,41","0,44","1,46","0,87","2,44","0,75","2,85","0,65","0,50","1,34","2,57","0,64","0,54","0,63","2,45","1,50","8,44","0,55","0,46","0,43","0,50","1,03","3,57","0,68"
22-3 16:00,"2,22","0,40","0,40","3,29","0,45","1,39","0,82","2,08","0,77","2,86","0,62","0,56","1,18","2,58","0,52","0,48","0,63","2,28","1,48","7,67","0,45","0,46","0,51","0,49","1,44","5,00","0,60"
22-3 16:05,"1,90","0,48","0,28","1,97","0,48","1,17","0,81","2,19","0,66","2,98","0,75","0,52","1,22","1,67","0,54","0,59","0,84","2,50","1,26","7,69","0,50","0,61","0,53","0,44","1,17","3,33","0,66"
22-3 16:10,"2,18","0,48","0,29","1,81","0,31","1,23","0,81","2,86","0,51","2,92","0,61","0,48","1,25","0,52","0,45","0,41","0,73","2,54","1,48","8,42","0,58","0,65","0,58","0,45","1,26","3,11","0,51"
22-3 16:15,"2,40","0,44","0,49","1,59","0,32","1,49","0,90","1,92","0,75","2,85","0,75","0,57","1,38","1,54","0,57","0,46","0,71","2,00","1,20","8,06","0,40","0,39","0,46","0,54","1,53","3,41","0,60"
22-3 16:20,"2,04","0,28","0,30","2,21","0,28","1,25","0,80","10,34","0,62","2,95","0,66","0,49","1,18","1,65","0,61","0,47","0,70","2,45","1,33","8,14","0,43","0,50","0,42","0,44","0,92","3,44","0,52"
22-3 16:25,"2,08","0,41","0,35","1,54","0,33","1,24","0,80","3,43","0,66","3,00","0,68","0,49","1,23","0,55","0,55","0,41","0,51","2,42","1,35","8,33","0,46","0,52","0,51","0,51","7,06","3,43","0,55"
22-3 16:30,"1,90","0,30","0,38","1,40","0,33","1,37","0,78","2,06","0,74","2,81","0,64","0,46","1,25","2,62","0,56","0,42","0,71","2,26","1,40","8,76","0,39","0,53","0,53","0,42","0,92","2,79","0,50"
22-3 16:35,"2,06","1,37","0,55","2,77","1,30","1,53","0,88","2,06","0,80","2,96","0,72","0,52","1,36","1,67","0,59","0,54","0,58","2,25","1,78","9,50","0,55","0,50","0,48","0,46","0,90","3,00","0,46"
22-3 16:40,"2,19","2,52","1,24","2,68","1,29","3,10","1,46","2,85","1,42","3,96","0,63","1,73","1,31","4,91","0,60","2,85","2,72","4,04","3,13","10,11","1,88","1,57","1,92","1,57","1,79","4,44","1,71"
22-3 16:45,"1,90","0,37","0,28","1,76","0,31","1,43","0,82","2,51","0,71","2,95","0,69","0,43","1,19","2,53","0,55","0,53","0,62","2,15","1,42","8,13","0,44","0,50","0,45","0,41","1,42","3,35","0,46"
22-3 16:50,"2,15","0,46","0,39","1,75","0,59","1,63","0,92","2,38","0,65","2,88","0,64","0,49","1,33","0,72","0,63","0,58","0,59","2,35","1,48","8,31","0,45","0,51","0,63","0,45","1,43","3,28","0,51"
22-3 16:55,"2,05","0,29","0,35","1,54","0,34","1,19","0,90","1,95","0,74","3,06","0,73","0,46","1,23","2,53","0,53","0,55","0,74","2,33","1,48","7,55","0,43","0,48","0,49","0,52","1,21","3,15","0,49"
22-3 17:00,"2,23","0,46","0,31","1,58","0,34","1,34","0,84","1,97","0,54","2,99","0,71","0,54","1,20","2,58","0,56","0,43","0,63","2,48","1,33","8,55","0,47","0,65","0,49","0,52","0,90","3,35","0,52"
22-3 17:05,"2,44","0,36","0,33","1,48","0,50","1,57","0,86","2,10","0,74","3,03","0,72","0,48","1,20","2,60","0,57","0,50","0,67","2,40","1,16","8,48","0,34","0,63","0,48","0,44","1,16","3,05","0,49"
22-3 17:10,"2,45","0,44","0,44","1,47","0,48","1,57","0,87","2,21","0,80","2,84","0,65","0,49","1,17","1,29","1,62","1,61","1,66","2,06","1,55","8,52","0,65","0,79","0,70","0,54","1,56","2,88","0,66"
