time,FSO_T00_SKPAuto_Opstarten,FSO_T01_SKPAuto_VerzekererdJaNee,FSO_T02_SKPAuto_Kenteken,FSO_T03_SKPAuto_AutoCheck,FSO_T04_SKPAuto_Postcode,FSO_T05_SKPAuto_Bestuurder,FSO_T06_SKPAuto_GeboorteDatum,FSO_T07_SKPAuto_SchadeVrijeJaren,FSO_T08_SKPAuto_Kilometers,FSO_T09_SKPAuto_Basisdekking,FSO_T10_SKPAuto_Uitbreiding,FSO_T11_SKPAuto_Ingangsdatum,FSO_T12_SKPAuto_Ongevallen,FSO_T13_SKPAuto_Samenvatting1,FSO_T14_SKPAuto_PriveZakelijk,FSO_T15_SKPAuto_KentekenOpNaam,FSO_T16_SKPAuto_Persoonsgegevens,FSO_T17_SKPAuto_Adres,FSO_T18_SKPAuto_TelefoonEmail,FSO_T19_SKPAuto_AanvullendeVragen,FSO_T20_SKPAuto_GeweigerdOpgezegd,FSO_T21_SKPAuto_StrafbaarFeit,FSO_T22_SKPAuto_EerderSchade,FSO_T23_SKPAuto_MaandJaar,FSO_T24_SKPAuto_Rekeningnummer,FSO_T25_SKPAuto_Samenvatting2,FSO_T26_SKPAuto_EindeScript
12-3 22:30,"2,44","1,17","1,24","2,52","1,41","2,06","2,02","4,48","2,27","4,54","0,65","2,69","1,30","5,29","0,48","2,52","2,76","4,09","3,71","8,97","2,33","2,52","2,51","2,38","2,38","5,15","2,30"
12-3 22:35,"2,23","0,52","0,35","1,81","0,39","1,19","2,78","2,32","0,64","2,98","0,70","0,52","1,89","2,55","0,53","0,44","0,62","2,26","1,55","8,60","0,37","1,68","1,48","1,43","1,89","4,08","1,50"
12-3 22:40,"1,76","0,34","0,28","1,67","0,31","1,26","0,97","2,39","0,58","2,89","0,72","0,48","1,29","0,52","0,44","0,44","0,80","2,42","1,38","8,05","0,40","0,42","0,43","0,45","1,60","3,29","0,48"
12-3 22:45,"2,10","0,33","0,29","1,51","0,38","1,16","0,87","2,15","0,69","2,86","0,70","0,46","1,31","1,47","0,46","0,71","0,82","2,41","1,35","7,60","0,39","0,43","0,40","0,35","1,37","2,95","0,43"
12-3 22:50,"2,23","0,29","0,25","1,80","0,57","1,40","0,93","2,15","0,73","2,93","0,68","0,47","1,43","1,65","0,55","0,47","1,06","2,17","1,46","7,78","0,42","0,44","0,56","0,47","1,11","2,87","0,50"
12-3 22:55,"2,06","0,33","0,29","1,27","0,30","1,24","1,37","2,55","0,61","2,85","0,66","2,56","1,34","2,62","0,51","0,37","0,53","2,15","1,26","7,03","0,36","0,40","0,43","0,50","1,42","3,52","0,44"
12-3 23:00,"20,01","0,31","0,33","1,52","0,35","1,35","0,98","3,00","0,53","2,89","0,69","0,49","1,50","2,50","0,47","0,44","0,56","2,35","0,00",-,-,-,-,-,-,-,-
12-3 23:05,"2,01","0,30","0,26","2,48","0,43","1,74","0,78","2,05","0,64","2,90","0,81","0,52","1,75","1,75","0,53","0,50","0,63","2,33","1,20","8,05","0,42","0,54","0,69","0,44","2,89","3,37","0,60"
12-3 23:10,"2,40","0,29","0,45","1,66","0,36","1,34","1,04","4,37","0,63","2,90","0,70","0,55","1,20","2,56","0,47","0,39","0,57","2,16","1,39","8,28","0,42","0,50","0,45","0,52","1,41","3,30","0,63"
12-3 23:15,"2,86","0,37","0,39","1,66","0,33","1,47","0,88","2,01","0,71","4,92","0,83","0,48","1,57","2,54","0,52","0,46","1,48","2,33","1,31","8,37","0,58","0,50","0,44","0,38","2,01","2,95","0,44"
