time,FSO_T00_SKPAuto_Opstarten,FSO_T01_SKPAuto_VerzekererdJaNee,FSO_T02_SKPAuto_Kenteken,FSO_T03_SKPAuto_AutoCheck,FSO_T04_SKPAuto_Postcode,FSO_T05_SKPAuto_Bestuurder,FSO_T06_SKPAuto_GeboorteDatum,FSO_T07_SKPAuto_SchadeVrijeJaren,FSO_T08_SKPAuto_Kilometers,FSO_T09_SKPAuto_Basisdekking,FSO_T10_SKPAuto_Uitbreiding,FSO_T11_SKPAuto_Ingangsdatum,FSO_T12_SKPAuto_Ongevallen,FSO_T13_SKPAuto_Samenvatting1,FSO_T14_SKPAuto_PriveZakelijk,FSO_T15_SKPAuto_KentekenOpNaam,FSO_T16_SKPAuto_Persoonsgegevens,FSO_T17_SKPAuto_Adres,FSO_T18_SKPAuto_TelefoonEmail,FSO_T19_SKPAuto_AanvullendeVragen,FSO_T20_SKPAuto_GeweigerdOpgezegd,FSO_T21_SKPAuto_StrafbaarFeit,FSO_T22_SKPAuto_EerderSchade,FSO_T23_SKPAuto_MaandJaar,FSO_T24_SKPAuto_Rekeningnummer,FSO_T25_SKPAuto_Samenvatting2,FSO_T26_SKPAuto_EindeScript
17-3 10:00,"3,15","0,36","0,39","1,70","0,37","1,32","0,79","2,12","0,56","3,88","0,75","0,52","1,27",-,-,-,-,-,-,-,-,-,-,-,-,-,-
17-3 10:05,"2,22","0,31","0,37","1,91","0,47","1,53",-,-,-,-,-,-,"1,23","2,62","0,71","0,58","1,01","3,01",-,-,-,-,-,-,-,-,-
17-3 10:10,"2,27","0,24","0,35","1,92","0,45","1,35","0,95","5,69","0,84","2,95","0,84","0,50",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
17-3 10:15,"2,73","0,34","0,41","1,60","0,40","1,43","0,81","2,45","0,54","2,88","0,66","0,66","1,46",-,-,-,-,"2,39","1,60","8,60","0,63","0,59","0,55","0,61","0,84","3,44","0,53"
17-3 10:20,"2,64","0,52","0,38","2,46","0,54","1,44",-,-,-,-,-,-,"1,67","2,54","0,63","0,52","0,69","2,43","1,61","9,09","0,55","0,50","0,58","0,52","1,16","3,40","0,52"
17-3 10:25,"2,48","0,48","0,29","1,55","0,39","1,48","0,84","2,49","0,88","2,83","0,69","0,62","2,19","2,61","0,63","0,48","0,53","2,35","2,37","8,71","0,55","0,65","0,44","1,09",-,-,-
17-3 10:30,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,61","0,50","0,39","0,65","2,18",-,-,-,-,-,-,"1,33","3,47","0,49"
17-3 10:35,-,-,-,-,-,-,"7,85","1,84","0,54","4,96","0,00",-,"2,61","2,48","0,46","0,54","0,72","2,25","1,66","7,85","0,61","0,68","0,53","0,52",-,-,-
17-3 10:40,"1,86","0,35","0,36","1,52","0,37","1,66","1,36","2,29","0,73","10,03","0,71","0,56",-,-,-,-,-,"2,44","1,27","7,40","0,42","0,42","0,55","1,72",-,-,-
17-3 10:45,"4,39","0,88","0,51","1,26","0,42","1,33",-,-,-,-,-,-,-,-,-,-,-,"2,63","1,50","8,73","0,43","0,37","0,37","0,40","2,51","2,82","0,43"
17-3 10:50,"3,20","0,54","0,28","1,67","0,47","1,42",-,-,-,-,-,-,"1,50","2,60","0,65","0,55","0,57","2,47",-,"8,43","0,44","0,45","0,39","0,43","1,69","3,96","0,84"
17-3 10:55,"2,45","0,45","0,40","1,76","0,42","1,48","0,90","6,13","0,65","2,83","0,70","0,50","1,62","2,54","0,60","0,49","0,61","2,31","1,70","7,38","0,44","0,39","0,46","0,47","1,88","3,21","0,73"
17-3 11:00,-,-,-,-,-,-,-,-,-,-,-,-,"2,24","2,51","0,60","0,49","0,54",-,-,-,-,-,-,-,-,-,-
17-3 11:05,"2,27","0,40","0,36","2,24","1,07","1,46",-,-,-,-,-,-,"2,06","2,69","0,85","0,61","0,69","2,27","1,29","8,09","0,75","0,72","0,52","0,54","0,97","2,74","0,70"
17-3 11:10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,85","8,80","0,63","0,68","1,61","1,03","0,90","3,52","0,44"
17-3 11:15,"3,08","0,49","0,43","1,60","0,43","1,38",-,-,-,-,-,-,"1,49","1,97","0,69","0,62","0,75","2,56",-,-,-,-,-,-,-,-,-
17-3 11:20,-,-,-,-,-,-,"0,79","1,85","0,74","3,41","0,63","0,58","1,38","0,66","0,60","0,82","0,88","2,56",-,-,-,-,-,-,-,-,-
17-3 11:25,"2,78","0,43","0,53","1,63","0,39","1,20","0,77","1,84","0,70","2,96","1,49","0,54",-,-,-,-,-,-,-,-,-,-,-,-,"1,62","3,48","0,65"
17-3 11:30,"2,35","0,55","0,52","1,48","0,39","1,08",-,"1,84","1,01","2,89","0,74","0,58","1,56","2,50","0,68","0,50","0,88","2,32","2,12","7,91","0,60","0,71","0,62","0,52","0,94",-,-
17-3 11:35,-,-,-,-,-,-,-,-,-,-,-,-,"1,92","2,57","0,64","1,18","1,29","2,40",-,-,"0,58","0,61","0,62","0,52","0,77","3,03","0,68"
17-3 11:40,"2,15","0,36","0,37","1,44","0,45","1,51","0,90","1,85","0,86","2,89","0,67","0,49","1,31","1,01","0,58","0,60","0,80","2,41",-,-,-,-,-,-,-,"3,23","0,77"
17-3 11:45,"2,80","0,62","0,38","1,54","0,43","1,30","0,83","2,23","0,80","3,01","0,67","0,59",-,-,-,-,-,-,-,-,-,-,-,-,"0,87","4,33","0,58"
17-3 11:50,"2,62","0,34","0,42","1,76","0,31","1,44","0,87","2,88","0,80","2,95","0,71","0,49","1,80","1,65","0,63","0,48","0,89","2,18","1,97","8,52","0,75","0,51","0,56","0,54","1,42","3,54","0,58"
17-3 11:55,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,50","0,52","0,64","0,99","2,32","1,88","8,37","0,54","0,49","0,43","0,41",-,-,-
17-3 12:00,"2,13","0,44","0,40","1,61","0,40","1,44",-,-,-,-,-,-,"2,22","2,50","0,68","0,68","0,72","2,34",-,-,-,-,-,-,"1,58","2,83","0,56"
17-3 12:05,"2,33","1,11","0,48","1,61","0,64","1,27","1,83","2,22","0,76","2,94","0,73","0,59","1,64","1,72","0,71","0,65","0,84","2,54","1,78","8,19","0,48","0,78","0,90","0,59","1,39",-,-
17-3 12:10,"2,06","0,40","0,38","1,49","0,40","1,51","0,80","3,37","0,88","3,18","0,75","0,53",-,-,-,-,-,"2,89","1,36","8,43","0,48","0,60","0,58","0,60",-,-,-
17-3 12:15,"2,99","0,65","0,41","1,66","0,42","1,16",-,-,-,-,-,-,-,-,-,-,"1,14","2,14","1,41","8,16","0,50","0,51","0,56","0,61","1,47","3,65","0,54"
17-3 12:20,"2,12","0,48","0,42","1,43","1,67","1,34","0,89","1,89","0,62","2,92","0,68","0,54","2,18","1,64","0,62","0,56","0,81","2,23","1,47","8,19","1,07","0,48","0,58","0,49","1,35","3,15","0,60"
17-3 12:25,"2,62","0,47","0,38","1,60","0,42","1,33","0,83","5,95","0,77","2,94","0,69","0,55",-,-,-,-,-,-,"1,73","7,79","0,52","0,56","0,58","0,60","2,40","3,26","0,86"
