time,FSO_T00_SKPAuto_Opstarten,FSO_T01_SKPAuto_VerzekererdJaNee,FSO_T02_SKPAuto_Kenteken,FSO_T03_SKPAuto_AutoCheck,FSO_T04_SKPAuto_Postcode,FSO_T05_SKPAuto_Bestuurder,FSO_T06_SKPAuto_GeboorteDatum,FSO_T07_SKPAuto_SchadeVrijeJaren,FSO_T08_SKPAuto_Kilometers,FSO_T09_SKPAuto_Basisdekking,FSO_T10_SKPAuto_Uitbreiding,FSO_T11_SKPAuto_Ingangsdatum,FSO_T12_SKPAuto_Ongevallen,FSO_T13_SKPAuto_Samenvatting1,FSO_T14_SKPAuto_PriveZakelijk,FSO_T15_SKPAuto_KentekenOpNaam,FSO_T16_SKPAuto_Persoonsgegevens,FSO_T17_SKPAuto_Adres,FSO_T18_SKPAuto_TelefoonEmail,FSO_T19_SKPAuto_AanvullendeVragen,FSO_T20_SKPAuto_GeweigerdOpgezegd,FSO_T21_SKPAuto_StrafbaarFeit,FSO_T22_SKPAuto_EerderSchade,FSO_T23_SKPAuto_MaandJaar,FSO_T24_SKPAuto_Rekeningnummer,FSO_T25_SKPAuto_Samenvatting2,FSO_T26_SKPAuto_EindeScript
16-3 1:30,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,76","0,69","0,58","1,63","0,00",-,-,-,-,-,-,-,-,-
16-3 1:35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
16-3 1:40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
16-3 1:45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
16-3 1:50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,00",-,-,-,-,-,-,-,-,-
16-3 1:55,"2,26","0,36","0,40","1,79","0,33","1,63",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
16-3 2:00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,00",-,-,-,-,-,-,-,-,-
16-3 2:05,"2,53","0,34","0,37","2,15","0,52","1,10",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
16-3 2:10,"2,43","5,23","0,32","2,47","0,37","1,35",-,-,-,-,-,-,-,-,-,-,-,"0,00",-,-,-,-,-,-,-,-,-
16-3 2:15,"2,27","0,34","0,29","1,34","0,35","1,17",-,-,-,-,"1,19","1,10","1,79","2,63","0,71","0,56","5,42","0,00",-,-,-,-,-,-,-,-,-
