time,FSO_T00_SKPAuto_Opstarten,FSO_T01_SKPAuto_VerzekererdJaNee,FSO_T02_SKPAuto_Kenteken,FSO_T03_SKPAuto_AutoCheck,FSO_T04_SKPAuto_Postcode,FSO_T05_SKPAuto_Bestuurder,FSO_T06_SKPAuto_GeboorteDatum,FSO_T07_SKPAuto_SchadeVrijeJaren,FSO_T08_SKPAuto_Kilometers,FSO_T09_SKPAuto_Basisdekking,FSO_T10_SKPAuto_Uitbreiding,FSO_T11_SKPAuto_Ingangsdatum,FSO_T12_SKPAuto_Ongevallen,FSO_T13_SKPAuto_Samenvatting1,FSO_T14_SKPAuto_PriveZakelijk,FSO_T15_SKPAuto_KentekenOpNaam,FSO_T16_SKPAuto_Persoonsgegevens,FSO_T17_SKPAuto_Adres,FSO_T18_SKPAuto_TelefoonEmail,FSO_T19_SKPAuto_AanvullendeVragen,FSO_T20_SKPAuto_GeweigerdOpgezegd,FSO_T21_SKPAuto_StrafbaarFeit,FSO_T22_SKPAuto_EerderSchade,FSO_T23_SKPAuto_MaandJaar,FSO_T24_SKPAuto_Rekeningnummer,FSO_T25_SKPAuto_Samenvatting2,FSO_T26_SKPAuto_EindeScript
13-3 21:00,"2,17","1,11","1,06","2,56","1,24","2,23","1,54","1,90","0,58","2,91","0,69","0,42","1,35","2,51","0,59","0,62","0,66","2,51","1,31","8,67","0,47","0,51","0,48","0,51","0,88","3,85","0,51"
13-3 21:05,"2,24","0,52","0,45","1,33","0,41","1,16","0,88","2,57","1,50","3,73","0,67","1,40","1,33","2,53","0,59","2,08","3,11","3,03","3,58","8,63","2,79","2,84","2,70","1,41","1,91","4,07","1,49"
13-3 21:10,"2,28","0,35","0,32","1,46","0,37","1,22","0,92","4,11","0,49","2,85","0,67","0,49","1,18","2,55","0,43","0,45","0,80","3,19","1,62","8,52","0,54","0,48","0,47","0,47","2,10","3,22","0,50"
13-3 21:15,"2,42","0,40","0,33","1,52","0,39","1,12","0,89","1,97","0,66","3,00","0,77","0,64","1,54","2,54","0,60","0,53","1,12","2,61","1,28","8,50","0,52","0,48","0,53","0,50","1,42","3,47","0,53"
13-3 21:20,"1,86","0,27","0,31","1,67","0,60","1,46","0,87","2,54","0,76","4,13","0,75","0,56","1,54","2,56","0,56","0,45","0,65","1,64","1,25","7,71","0,41","0,51","0,46","0,41","1,14","3,31","0,46"
13-3 21:25,"1,91","0,38","0,31","1,86","0,34","1,13","0,93","3,43","0,69","2,90","0,63","0,49","2,13","0,56","0,68","0,48","0,82","2,68","2,32","7,90","0,41","0,50","0,50","0,43","1,11","3,40","0,53"
13-3 21:30,"2,83","0,31","0,31","1,49","0,30","1,48","0,97","1,98","0,85","2,96","0,60","0,47","1,95","1,52","0,50","0,45","0,73","2,37","1,19","8,52","0,38","0,41","0,43","0,50","1,36","2,90","0,45"
13-3 21:35,"2,16","0,22","0,29","1,82","0,97","1,16","0,96","1,87","0,57","3,60","0,66","0,52","3,74","1,56","0,49","0,52","1,48","2,38","1,42","8,01","0,50","0,44","0,52","0,43","3,17","3,33","0,48"
13-3 21:40,"1,94","0,42","0,29","1,44","0,31","1,22","0,96","2,27","0,65","2,89","0,63","0,47","1,28","0,58","0,45","0,43","0,76","2,30","1,34","8,40","0,42","0,45","0,43","0,49","1,15","2,96","0,55"
13-3 21:45,"2,08","1,36","1,13","2,61","1,22","2,14","2,49","3,49","2,41","4,50","0,73","2,22","8,89","3,55","0,61","1,45","1,47","2,94","1,47","8,09","0,47","0,44","0,40","0,52","1,40","3,66","0,42"
13-3 21:50,"2,15","0,28","0,28","1,99","0,46","1,33","0,95","2,10","0,58","2,95","0,69","0,51","1,89","0,56","0,52","0,43","0,74","2,33","1,20","8,26","0,37","0,60","0,40","0,37","1,33","3,28","0,49"
13-3 21:55,"1,88","0,40","0,27","1,74","0,40","1,07","1,08","3,43","0,64","3,97","0,68","0,54","15,96","2,49","0,61","0,57","1,44","0,00","1,67","8,16","0,46","0,43","0,67","0,43","0,88","2,46","0,63"
13-3 22:00,"1,89","0,49","0,30","1,47","0,37","0,99","0,98","2,22","0,64","0,58","0,68","0,52","1,57","1,69","0,47","0,51","0,64","2,42","1,45","9,50","0,39","0,41","0,51","0,44","1,52","3,60","0,45"
13-3 22:05,"2,30","0,24","0,30","1,47","0,94","1,10","1,03","3,38","0,68","15,98","1,08","0,98","15,40","2,50","0,74",-,-,-,-,-,"0,43","0,53","0,48","0,39","0,84","2,72","0,46"
13-3 22:10,"2,28","1,00","1,00","2,43","1,18","2,02","1,51","2,41","1,57","2,58","0,69","4,06","1,23","2,54","0,47","0,48","1,08","2,24","1,17","7,83","0,41","0,37","0,46","0,45","1,35","3,38","0,45"
13-3 22:15,"3,13","0,26","0,31","1,64","0,34","1,20","0,85","2,33","0,74","2,88","0,65","0,47","2,30","2,08","0,44","4,80","0,59","5,17","2,21","8,88","1,99","2,19","2,07","1,98","2,62","5,05","3,47"
13-3 22:20,"3,77","0,35","0,37","2,35","0,37","1,15","0,93","2,12","0,65","3,67","0,78","1,12","1,75","2,67","0,57","0,49","0,75","2,49",-,-,"0,00",-,-,-,-,-,-
13-3 22:25,"2,42","0,35","0,31","1,54","0,29","1,32","1,12","1,96","0,49","3,35","0,80","0,57","1,74","2,54","0,54","0,38","0,75","2,28","1,36","7,48","0,42","0,46","0,47","0,43","0,94","3,54","0,55"
13-3 22:30,"2,46","0,49","0,32","1,64","0,27","1,23","0,88","2,43","1,00","0,62","0,70","0,67","1,09","2,19","0,69","0,49","0,76","2,82","1,37","8,64","0,47","0,44","0,50","0,44","0,94","3,34","0,52"
13-3 22:35,"7,90","0,30","0,29","1,92","0,33","1,48","0,93","2,85","0,64","2,97","0,94","0,53","1,96","1,65","0,52","0,36","0,63","2,51","3,94","7,64","0,50","0,48","0,76","0,50","1,61","3,09","0,52"
13-3 22:40,"2,43","0,31","0,33","1,34","0,32","1,55","2,86","1,91","0,48","3,00","0,83","0,58","1,30","2,46","0,50","0,48","0,62","2,04","1,75","8,23","0,46","0,50","0,48","0,55","1,82","3,68","0,55"
13-3 22:45,"2,74","0,29","0,38","1,64","0,32","1,31","1,12","2,08","0,76","5,06","0,92","0,67","1,42","2,62","0,56","0,48","0,62","2,21","1,27","8,29","0,45","0,41","0,48","0,41","1,67","3,96","0,47"
13-3 22:50,"2,51","0,35","0,30","1,39","0,35","1,33","0,91","1,94","0,74","3,03","0,87","0,53","1,55","1,63","0,53","0,53","4,73","2,19","1,09","8,11","0,43","0,64","0,44","0,42","0,85","3,10","0,57"
13-3 22:55,"2,33","0,34","4,95","14,08","0,70","2,77","1,02","3,14","0,84","2,58","1,50","4,90","4,23","2,49","1,70","1,04","6,45","2,43","1,43","7,75","0,39","0,48","0,51","0,49","2,69","3,07","0,44"
13-3 23:00,"2,37","1,12","1,14","2,33","1,25","2,25","3,75","5,28","2,60","4,43","0,63","5,72","3,95","4,99","0,54","6,12","2,49","3,38","2,42","7,97","0,36","0,48","0,47","0,55","4,16","5,14","1,57"
13-3 23:05,"2,31","0,33","0,32","2,01","0,53","1,35","1,00","2,12","0,60","4,28","0,79","0,57","1,97","2,57","0,60","0,56","0,53","2,88","1,53","9,41","1,49","1,55","1,95","1,36","2,10","4,20","1,40"
13-3 23:10,"2,34","0,36","0,32","1,59","0,37","1,23","1,00","4,96","0,64","3,02","0,76","0,53","2,26","2,52","0,50","0,44","1,19","2,18","1,46","8,36","0,50","0,51","0,50","0,52","1,58","3,51","0,48"
13-3 23:15,"2,94","0,33","0,35","1,74","0,32","1,34","1,00","2,06","0,80","2,95","0,71","0,57","2,17","2,56","0,48","0,49","0,62","2,56","1,30","8,53","0,70","0,58","0,41","0,44","1,96","3,22","0,53"
13-3 23:20,"2,40","0,88","0,33","1,65","0,38","1,24","0,60","2,79","0,66","3,09","0,70","0,73","1,62","1,83","0,60","0,56","0,81","2,35","1,49","8,08","0,51","0,60","0,44","0,43","1,20","3,60","0,52"
13-3 23:25,"2,52","0,36","0,29","1,74","0,32","1,00","1,07","2,85","0,65","3,02","0,73","0,50","1,52","2,53","0,46","0,38","0,67","2,27","1,61","8,04","0,44","0,43","0,46","0,45","1,56","3,04","0,52"
