time,FSO_T00_SKPAuto_Opstarten,FSO_T01_SKPAuto_VerzekererdJaNee,FSO_T02_SKPAuto_Kenteken,FSO_T03_SKPAuto_AutoCheck,FSO_T04_SKPAuto_Postcode,FSO_T05_SKPAuto_Bestuurder,FSO_T06_SKPAuto_GeboorteDatum,FSO_T07_SKPAuto_SchadeVrijeJaren,FSO_T08_SKPAuto_Kilometers,FSO_T09_SKPAuto_Basisdekking,FSO_T10_SKPAuto_Uitbreiding,FSO_T11_SKPAuto_Ingangsdatum,FSO_T12_SKPAuto_Ongevallen,FSO_T13_SKPAuto_Samenvatting1,FSO_T14_SKPAuto_PriveZakelijk,FSO_T15_SKPAuto_KentekenOpNaam,FSO_T16_SKPAuto_Persoonsgegevens,FSO_T17_SKPAuto_Adres,FSO_T18_SKPAuto_TelefoonEmail,FSO_T19_SKPAuto_AanvullendeVragen,FSO_T20_SKPAuto_GeweigerdOpgezegd,FSO_T21_SKPAuto_StrafbaarFeit,FSO_T22_SKPAuto_EerderSchade,FSO_T23_SKPAuto_MaandJaar,FSO_T24_SKPAuto_Rekeningnummer,FSO_T25_SKPAuto_Samenvatting2,FSO_T26_SKPAuto_EindeScript
19-3 2:00,"2,07","0,33","0,31","3,59","0,33","1,49","6,14","1,86","0,45","11,42","0,94","0,61","11,17","2,57","0,49","0,43","7,00","2,61","6,80","13,14","0,37","0,41","0,44","0,42","11,53","2,94","0,51"
19-3 2:05,"1,96","0,33","0,31","1,64","0,48","1,38","0,92","2,18","0,70","2,89","0,69","0,49","1,39","1,79","0,57","0,46","1,23","2,34","1,31","11,17","0,46","0,45","0,44","0,39","1,57","3,13","1,20"
19-3 2:10,"2,70","0,29","0,45","1,46","0,34","1,60","0,89","2,75","0,52","2,98","0,63","0,51","1,75","2,51","0,50","0,40","1,65","2,43","2,00","7,67","0,41","0,50","0,44","0,47","1,95","3,55","0,50"
19-3 2:15,"2,67","0,33","0,32","1,53","0,30","1,35","0,86","2,64","0,45","2,94","0,72","0,56","1,60","1,62","0,52","0,49","0,71","2,12","1,23","7,84","0,51","0,45","0,43","6,76","1,43","3,11","0,46"
19-3 2:20,"1,84","0,37","0,26","2,06","1,38","1,58","6,64","2,27","0,52","3,01","1,80","0,57","1,31","1,67","0,54","0,46","0,69","2,24","1,03","7,36","0,42","0,44","0,49","0,47","1,14","3,22","0,46"
19-3 2:25,"1,92","0,32","0,28","1,28","0,29","1,21","0,85","2,19","0,71","2,88","0,72","0,46","1,30","0,54","0,42","0,45","0,50","2,45","1,36","8,21","0,39","0,39","0,45","0,51","5,02","3,20","0,48"
19-3 2:30,"2,02","0,32","0,38","1,62","0,36","1,33","0,79","2,32","0,48","3,00","0,64","0,53","1,33","2,61","0,52","0,45","0,62","2,36","1,23","8,34","0,42","0,39","0,52","0,43","1,57","3,64","0,44"
19-3 2:35,"1,82","0,44","0,28","1,74","0,68","1,20","0,85","2,35","0,59","2,89","0,65","0,53","1,39","1,79","0,54","0,40","0,64","2,36","1,41","6,57","0,39","0,59","0,50","0,44","1,62","3,60","0,44"
19-3 2:40,"1,87","0,32","0,35","1,52","0,34","1,22","0,85","3,95","0,67","2,29","0,68","0,46","2,18","0,65","0,44","0,39","0,52","2,49","1,51","7,88","0,56","0,40","0,46","0,43","1,55","3,48","0,49"
19-3 2:45,"2,20","0,50","0,34","1,86","0,32","1,62","0,78","5,94","0,44","3,05","0,83","0,81","1,79","0,91","0,51","0,43","0,67","2,90","1,47","8,15","0,42","0,58","0,39","0,37","1,53","3,08","0,42"
