time,FSO_T00_SKPAuto_Opstarten,FSO_T01_SKPAuto_VerzekererdJaNee,FSO_T02_SKPAuto_Kenteken,FSO_T03_SKPAuto_AutoCheck,FSO_T04_SKPAuto_Postcode,FSO_T05_SKPAuto_Bestuurder,FSO_T06_SKPAuto_GeboorteDatum,FSO_T07_SKPAuto_SchadeVrijeJaren,FSO_T08_SKPAuto_Kilometers,FSO_T09_SKPAuto_Basisdekking,FSO_T10_SKPAuto_Uitbreiding,FSO_T11_SKPAuto_Ingangsdatum,FSO_T12_SKPAuto_Ongevallen,FSO_T13_SKPAuto_Samenvatting1,FSO_T14_SKPAuto_PriveZakelijk,FSO_T15_SKPAuto_KentekenOpNaam,FSO_T16_SKPAuto_Persoonsgegevens,FSO_T17_SKPAuto_Adres,FSO_T18_SKPAuto_TelefoonEmail,FSO_T19_SKPAuto_AanvullendeVragen,FSO_T20_SKPAuto_GeweigerdOpgezegd,FSO_T21_SKPAuto_StrafbaarFeit,FSO_T22_SKPAuto_EerderSchade,FSO_T23_SKPAuto_MaandJaar,FSO_T24_SKPAuto_Rekeningnummer,FSO_T25_SKPAuto_Samenvatting2,FSO_T26_SKPAuto_EindeScript
14-3 4:30,-,-,-,-,-,-,-,"2,24","0,49","3,20","0,73","0,52","1,33",-,-,-,-,-,"1,42","7,58","0,43","0,39","0,45","0,42","1,54","2,69","0,45"
14-3 4:35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
14-3 4:40,-,-,-,-,-,-,-,"2,12","0,62","2,89","0,71","0,44","1,40",-,-,-,-,-,"1,68","9,15","0,47","0,50","0,51","0,45","1,06",-,-
14-3 4:45,"2,47","0,35","0,31","1,62","0,31","1,24",-,-,-,-,-,-,-,"2,63","0,50","0,44","0,58","2,27","1,40","7,96","0,46","0,42","0,40","0,43",-,-,-
14-3 4:50,"2,71","0,29","0,32","3,24","0,46","1,47","0,94","2,38","0,61","2,95","0,65","0,53","1,38","0,63","0,53","0,39","0,57","2,82",-,-,-,"0,52","0,44","0,62","1,50",-,-
14-3 4:55,-,-,-,-,-,-,"1,11","2,31","0,49","3,09","0,68","0,46","1,32",-,-,-,-,-,"1,98","8,60","0,47","0,53","0,45","0,57","1,07",-,-
14-3 5:00,"3,89","0,27","0,27","1,99","0,36","1,55",-,"2,47","0,68","3,20","0,75","0,48","1,29","0,69","0,48","0,42","0,61","2,11","1,14","8,71","0,55","0,47","0,42","0,39","1,00",-,-
14-3 5:05,-,-,-,-,-,-,-,-,-,-,-,-,"1,56","0,69","0,54","0,48","0,62","2,82","1,27","7,78","0,41","0,52","0,49","0,40","0,95","3,24","0,58"
14-3 5:10,-,-,-,-,-,-,-,"2,88","1,52","2,68","0,79","1,40","1,35","2,62","0,60","0,45","0,88","2,21","1,38","7,46","0,66","0,63","0,64","0,62","2,13","4,01","0,65"
14-3 5:15,"2,48","0,34","0,38","1,38","0,36","1,41","0,98","2,05","0,69","3,05","0,75","0,51",-,-,-,-,-,-,"3,13","9,02","2,32","2,55","2,36","2,32","2,45","4,99","2,48"
14-3 5:20,-,-,-,-,-,-,"0,89","2,03","0,65","2,87","0,60","0,59","1,37","2,65","0,58","0,42","0,60","2,38",-,-,-,-,-,-,-,-,-
14-3 5:25,"2,14","0,32","0,42","1,37","0,35","1,27","0,90",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"3,21","0,53"
14-3 5:30,"2,26","1,94","1,84","3,57","2,15","3,04","2,02",-,-,-,-,-,"1,39","2,59","0,67","1,57","1,72","3,13","2,47","9,20","0,44","0,38","0,38","0,39","1,73","3,49","0,42"
14-3 5:35,-,-,-,-,-,-,"2,45",-,-,-,-,-,-,"4,50","0,62","2,37","2,70","4,01",-,-,"2,68","2,46","2,34","2,21","2,69","5,35","2,43"
14-3 5:40,"2,26","0,31","0,29","1,65","0,28","1,33","0,89","1,98","0,73","2,86","0,68","0,49","1,25","2,48","0,45","0,40","0,57","2,53","1,45","8,89","0,60","0,71","0,55","0,54","1,11","3,40","0,51"
14-3 5:45,"2,29","0,33","0,32","2,01","0,34","1,04","0,92","2,17","0,93","3,02","0,69","0,46","1,52",-,-,-,-,"1,94","1,24","7,94","0,45","0,48","0,44","0,40","1,55","3,20","0,49"
14-3 5:50,-,-,-,-,-,-,-,-,-,-,-,-,"1,33","2,61","0,59","0,52","0,64","2,25",-,-,-,-,-,-,-,"3,12","0,54"
14-3 5:55,"2,36","0,35","0,30","1,74","0,29","1,24","0,95","1,96","0,38","2,96","0,64","0,49","1,26","2,52","0,43","0,37","0,58","2,19","1,56","7,61","0,41","0,69","0,56","0,50","1,44",-,-
14-3 6:00,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,59","0,57","1,37","1,78","3,22","1,23","7,81","0,43",-,-,-,-,"5,31","2,29"
14-3 6:05,-,-,-,-,-,-,-,"3,73","0,94","2,98","0,88","0,55",-,"2,61","0,51","0,47","0,56","2,52","1,54","8,33","0,59","0,58","0,56","0,48","3,17","3,48","0,51"
14-3 6:10,"2,21","0,34","0,29","1,26","0,33","1,51","1,32","1,99","0,58","2,95","0,77","0,51","1,27","2,62","0,45","0,52","0,89","2,64","1,21","8,48","0,48","0,43","0,40","0,42","1,33","3,52","0,56"
14-3 6:15,"2,46","0,35","0,35","1,72","0,36","1,52",-,-,-,-,-,-,"2,26",-,-,-,-,-,"1,53","9,16","0,44",-,-,-,-,-,-
14-3 6:20,"2,17","0,35","0,31","1,61","0,45","1,39",-,-,-,-,-,-,-,"2,58","0,53","0,55","0,95","2,15",-,-,-,"0,47","0,50","0,42","1,40","3,49","0,48"
14-3 6:25,"2,20","0,34","0,37","1,56","0,34","1,36","0,83",-,-,-,-,-,-,"0,55","0,54","0,52","0,56","2,09","1,20","9,13","0,44","0,37","0,43","0,39","1,43","2,82","0,46"
14-3 6:30,-,-,-,-,-,-,"0,85","3,10","0,75","3,28","0,71","0,69",-,-,-,-,-,-,"1,35","8,00","0,62","0,49","0,46","0,56","1,49","4,21","0,52"
14-3 6:35,-,-,-,-,-,-,"0,90","2,39","0,61","2,91","0,89","0,54","1,31",-,-,-,-,-,"1,52","8,74","0,60","0,44","0,53","0,42","1,05","3,76","0,46"
14-3 6:40,"2,55","0,33","0,28","1,40","0,29","1,26","1,01","2,97","0,60","2,92","0,71","0,52","1,26",-,-,-,-,-,"1,62","8,69","0,52","0,43","0,46","0,50","1,69",-,-
14-3 6:45,"3,54","0,33","0,36","1,55","0,28","1,26",-,"2,27","0,63","4,94","0,70","0,53","2,19","2,56","0,52","0,43","0,59","2,64","1,35","7,69","0,41","0,40","0,40","0,46","0,96",-,-
14-3 6:50,"2,27","0,30","0,33","1,98","1,19","1,43","0,86","1,76","0,65","2,96","0,79","0,58","1,34","1,69","0,56","0,43","0,65","2,21","1,03","8,40","0,46","0,47","0,44","0,39","1,40","3,56","0,46"
14-3 6:55,"3,55","0,36","0,29","1,51","0,30","1,06",-,"1,80","0,74","2,95","0,89","0,53","1,53",-,-,-,-,-,"1,43","8,43","0,46","0,44","0,45","0,43","0,85","3,47","0,48"
