time,FSO_T00_SKPAuto_Opstarten,FSO_T01_SKPAuto_VerzekererdJaNee,FSO_T02_SKPAuto_Kenteken,FSO_T03_SKPAuto_AutoCheck,FSO_T04_SKPAuto_Postcode,FSO_T05_SKPAuto_Bestuurder,FSO_T06_SKPAuto_GeboorteDatum,FSO_T07_SKPAuto_SchadeVrijeJaren,FSO_T08_SKPAuto_Kilometers,FSO_T09_SKPAuto_Basisdekking,FSO_T10_SKPAuto_Uitbreiding,FSO_T11_SKPAuto_Ingangsdatum,FSO_T12_SKPAuto_Ongevallen,FSO_T13_SKPAuto_Samenvatting1,FSO_T14_SKPAuto_PriveZakelijk,FSO_T15_SKPAuto_KentekenOpNaam,FSO_T16_SKPAuto_Persoonsgegevens,FSO_T17_SKPAuto_Adres,FSO_T18_SKPAuto_TelefoonEmail,FSO_T19_SKPAuto_AanvullendeVragen,FSO_T20_SKPAuto_GeweigerdOpgezegd,FSO_T21_SKPAuto_StrafbaarFeit,FSO_T22_SKPAuto_EerderSchade,FSO_T23_SKPAuto_MaandJaar,FSO_T24_SKPAuto_Rekeningnummer,FSO_T25_SKPAuto_Samenvatting2,FSO_T26_SKPAuto_EindeScript
20-3 8:00,"2,76","1,88","1,94","3,18","2,18","3,35","1,99","3,43","2,39","4,56","0,62","2,47","1,27","3,40","0,47","1,86","1,90","3,32","2,55","7,46","0,48","0,59","0,47","0,49","1,35","2,88","0,53"
20-3 8:05,"1,82","0,48","0,42","1,63","0,59","1,56","1,63","2,82","1,63","3,63","0,65","1,41","1,31","1,98","0,57","1,54","3,67","3,44","3,46","11,50","2,78","2,68","3,34","2,34","3,38","5,56","2,49"
20-3 8:10,"2,06","0,46","0,40","1,53","0,40","1,39","0,88","2,35","0,70","2,85","0,74","0,49","1,23","0,62","0,59","0,53","0,62","2,81","1,59","7,75","0,50","0,51","0,48","0,51","1,76","3,24","0,60"
20-3 8:15,"1,90","0,65","0,36","1,64","0,41","1,57","0,80","2,36","0,88","2,93","0,73","0,60","0,70","1,66","0,58","0,52","0,84","2,19","1,39","8,55","0,54","0,46","0,49","0,49","0,84","3,45","0,51"
20-3 8:20,"1,93","0,22","0,38","2,18","0,54","1,31","0,97","2,09","0,61","2,92","0,64","0,53","1,24","1,71","0,59","0,53","0,74","2,30","1,26","8,03","0,53","0,67","0,51","0,47","1,44","3,51","0,55"
20-3 8:25,"2,44","0,48","0,36","1,49","0,40","1,46","0,84","2,21","0,63","1,75","0,68","0,53","1,32","0,63","0,56","0,49","0,83","2,14","1,55","8,22","0,50","0,52","0,57","0,54","1,58","3,34","0,58"
20-3 8:30,"2,27","0,35","1,09","1,58","0,40","1,45","1,72","2,15","0,85","2,84","0,94","0,61","1,39","2,55","0,56","0,54","1,03","2,68","1,92","8,13","0,48","0,48","0,54","0,47","1,36","3,50","0,56"
20-3 8:35,"2,13","0,34","0,40","1,80","0,44","1,41","0,89","2,39","0,80","2,89","0,70","0,65","1,72","0,68","0,66","0,49","0,64","2,32","1,99","7,66","0,48","0,59","0,68","0,54","1,40","3,16","0,61"
20-3 8:40,"2,88","0,40","0,37","1,51","0,38","1,32","0,89","2,40","0,59","2,87","0,68","0,54","1,33","2,53","0,62","0,49","0,81","2,29","1,62","9,12","0,53","1,52","0,51","0,51","1,25","3,48","0,58"
20-3 8:45,"2,67","0,50","0,41","1,66","0,46","1,26","0,83","2,11","0,58","2,89","0,63","0,53","1,28","2,54","0,64","0,47","0,71","2,71","1,53","7,46","0,50","0,46","0,53","0,49","1,41","3,69","0,51"
