time,FSO_T00_SKPAuto_Opstarten,FSO_T01_SKPAuto_VerzekererdJaNee,FSO_T02_SKPAuto_Kenteken,FSO_T03_SKPAuto_AutoCheck,FSO_T04_SKPAuto_Postcode,FSO_T05_SKPAuto_Bestuurder,FSO_T06_SKPAuto_GeboorteDatum,FSO_T07_SKPAuto_SchadeVrijeJaren,FSO_T08_SKPAuto_Kilometers,FSO_T09_SKPAuto_Basisdekking,FSO_T10_SKPAuto_Uitbreiding,FSO_T11_SKPAuto_Ingangsdatum,FSO_T12_SKPAuto_Ongevallen,FSO_T13_SKPAuto_Samenvatting1,FSO_T14_SKPAuto_PriveZakelijk,FSO_T15_SKPAuto_KentekenOpNaam,FSO_T16_SKPAuto_Persoonsgegevens,FSO_T17_SKPAuto_Adres,FSO_T18_SKPAuto_TelefoonEmail,FSO_T19_SKPAuto_AanvullendeVragen,FSO_T20_SKPAuto_GeweigerdOpgezegd,FSO_T21_SKPAuto_StrafbaarFeit,FSO_T22_SKPAuto_EerderSchade,FSO_T23_SKPAuto_MaandJaar,FSO_T24_SKPAuto_Rekeningnummer,FSO_T25_SKPAuto_Samenvatting2,FSO_T26_SKPAuto_EindeScript
13-3 8:30,"2,47","0,28","0,31","1,65","0,32","1,18","0,89","2,09","0,58","2,90","0,65","0,58","1,23","0,51","0,55","0,35","0,75","2,16","1,33","8,27","0,33",-,-,-,-,-,-
13-3 8:35,"2,08","0,29","0,27","1,91","0,47","1,46","1,07","2,38","0,63","3,04","0,89","0,47","1,45","1,68","0,53","0,49","0,57","2,35","1,21","8,15","0,44","0,71","0,46","0,50","1,43","3,14","0,60"
13-3 8:40,"2,51","0,29","0,28","1,57","0,29","1,20","0,94","2,16","0,65","2,91","1,07","0,47","1,32","0,66","0,45","0,47","0,54","2,22","1,94","7,87","0,47","0,41","0,42","0,40","0,85","3,03","0,54"
13-3 8:45,"1,80","0,46","0,29","1,52","0,28","1,19","0,99","1,95","0,45","2,88","0,64","0,48","1,20","2,53","0,50","0,47","0,58","2,43","1,32","8,29","0,44","0,49","2,94","0,41","1,61","3,50","0,43"
13-3 8:50,"2,31","0,29","0,34","1,73","1,21","1,61","0,94","1,95","0,62","2,86","0,71","0,58","1,48","0,73","0,58","0,51","0,86","2,17","1,31","8,19","0,41","0,47","0,45","0,44","1,35","3,33","0,55"
13-3 8:55,"2,19","0,29","0,26","1,35","0,33","1,13","0,98","1,99","0,53","2,87","0,71","0,51","1,26","2,55","0,48","0,52","0,78","2,21","1,56","8,08","0,39","0,36","0,43","0,39","1,25","3,34","0,51"
13-3 9:00,"3,19","0,36","0,32","1,75","0,29","1,30","0,86","2,19","0,56","2,87","0,65","0,44","1,27","2,52","0,49","0,50","0,56","1,98","1,63","8,77","0,39","0,47","0,37","0,41","1,44","3,95","0,45"
13-3 9:05,"3,13","0,28","0,30","1,66","0,59","1,36","1,03","2,04","0,57","2,91","0,75","0,57","1,34","2,56","0,54","0,44","0,82","2,33","1,14","7,44","0,34","0,51","0,48","0,52","1,50","3,33","0,54"
13-3 9:10,"2,38","0,43","0,30","1,72","0,31","1,52","1,01","2,21","0,62","2,89","0,63","0,50","1,37","0,57","0,46","0,40","0,51","2,41","1,51","8,53","0,53","0,42","0,56","0,50","1,46","3,24","0,75"
13-3 9:15,"2,62","0,29","0,33","1,68","0,29","1,32","0,90","2,12","0,63","4,93","0,66","0,54","1,81","2,49","0,57","0,42","0,72","2,46","1,24","8,19","0,48","0,47","0,39","0,40","1,76","3,10","0,47"
13-3 9:20,"2,43","0,30","0,31","2,90","0,40","1,28","1,41","2,31","0,65","2,92","0,76","2,57","1,94","2,59","0,50","0,48","1,23","2,47","1,15","8,89","0,43","0,41","0,45","0,41","0,95","3,44","0,58"
13-3 9:25,"2,69","0,23","0,26","1,68","0,32","1,13","0,98","2,16","0,54","3,05","0,72","0,55","1,32","0,56","0,49","0,41","0,54","4,96","1,47","8,49","0,38","0,37","0,43","0,43","1,74","3,31","0,46"
13-3 9:30,"3,08","0,22","0,31","1,66","0,30","1,98","0,97","2,61","0,71","3,00","0,67","0,56","1,76","1,62","0,54","0,39","0,55","2,12","1,22","7,97","0,42","0,43","0,42","0,42","0,79","2,91","0,49"
13-3 9:35,"2,92","1,77","1,93","4,06","5,27","6,98","1,73","2,92","11,44","3,82","0,78","1,45","1,22","2,73","0,54","1,55","0,66","2,23","1,23","8,14","0,45","0,50","0,52","0,45","1,45","3,26","0,54"
13-3 9:40,"2,98","0,24","0,36","1,53","0,30","1,42","1,09","4,01","0,48","2,98","0,72","0,46","1,30","2,53","0,45","0,47","2,35","3,31","2,62","8,74","1,56","1,57","1,49","1,63","1,75","4,47","1,77"
13-3 9:45,"3,10","0,46","0,34","1,60","0,29","1,25","0,99","2,99","0,55","2,88","0,74","0,54","1,45","1,51","0,48","0,41","0,53","2,26","1,48","7,71","0,50","0,44","0,40","0,43","0,87","3,16","0,46"
13-3 9:50,"3,04","0,28","0,29","1,62","0,43","1,42","0,90","2,02","0,55","2,92","0,66","0,44","3,16","1,62","0,49","0,43","0,54","2,39","1,40","7,91","0,46","0,48","0,47","0,40","1,15","3,38","0,59"
13-3 9:55,"2,36","0,28","0,28","2,05","0,30","1,13","1,46","4,00","0,79","3,10","0,70","0,53","1,48","2,50","0,48","0,39","0,56","2,39","1,39","8,05","0,51","0,45","0,50","0,50","1,17","3,37","0,52"
13-3 10:00,"2,90","0,29","0,32","1,38","0,32","1,26","0,89","2,62","0,70","2,98","0,71","0,51","1,30","1,49","0,49","0,41","0,60","1,88","1,42","8,82","0,44","0,51","0,40","0,39","1,33","3,20","0,47"
13-3 10:05,"2,75","0,30","0,32","1,76","0,53","1,01","2,84","1,71","0,81","3,05","0,70","0,54","1,65","0,70","0,54","0,69","0,75","1,99","1,17","8,09","0,44","0,62","0,53","0,63","1,20","2,95","0,56"
13-3 10:10,"2,11","0,35","0,46","1,41","0,35","1,32","0,95","1,95","0,62","2,87","0,66","0,51","1,37",-,-,-,-,-,"1,65","8,84","0,50","0,60","0,65","0,63","1,48","3,31","0,65"
13-3 10:15,"2,94","0,40","0,33","1,70","0,33","1,51","21,21","2,70","0,61","3,21","0,68","0,70","2,58","2,65","0,62","0,42","0,63","2,45","1,51","9,07","0,85","0,69","0,53","0,45","1,50","3,72","0,75"
13-3 10:20,"2,65","0,33","0,28","1,72","0,44","1,18","1,02","2,06","0,75","3,77","0,78","0,55","1,53","1,68","0,58","0,40","0,68","2,38","1,67","8,51","0,43","0,45","0,49","0,41","1,43","2,75","0,52"
13-3 10:25,"2,10","0,46","0,29","1,64","0,31","1,43","2,04","1,82","0,60","2,94","0,77","0,56",-,-,-,-,-,-,-,"8,68","0,44","0,52","0,54","0,63","2,46","3,20","0,61"
13-3 10:30,"3,56","0,33","0,34","1,31","0,34","1,03","0,90","1,97","0,60","3,00","0,77","0,45","2,16","1,69","0,52","0,50","0,64","2,35","1,50","7,92","0,43","0,74","0,31","0,38","1,60","3,53","0,47"
13-3 10:35,"2,55","0,35","0,29","1,99","0,67","1,40","0,97","2,11","0,80","3,05","0,87","0,57","1,64","1,58","0,57","0,49","0,62","2,07","1,38","8,04","0,41","0,54","0,60","0,46","2,45","3,23","0,55"
