time,FSO_T00_SKPAuto_Opstarten,FSO_T01_SKPAuto_VerzekererdJaNee,FSO_T02_SKPAuto_Kenteken,FSO_T03_SKPAuto_AutoCheck,FSO_T04_SKPAuto_Postcode,FSO_T05_SKPAuto_Bestuurder,FSO_T06_SKPAuto_GeboorteDatum,FSO_T07_SKPAuto_SchadeVrijeJaren,FSO_T08_SKPAuto_Kilometers,FSO_T09_SKPAuto_Basisdekking,FSO_T10_SKPAuto_Uitbreiding,FSO_T11_SKPAuto_Ingangsdatum,FSO_T12_SKPAuto_Ongevallen,FSO_T13_SKPAuto_Samenvatting1,FSO_T14_SKPAuto_PriveZakelijk,FSO_T15_SKPAuto_KentekenOpNaam,FSO_T16_SKPAuto_Persoonsgegevens,FSO_T17_SKPAuto_Adres,FSO_T18_SKPAuto_TelefoonEmail,FSO_T19_SKPAuto_AanvullendeVragen,FSO_T20_SKPAuto_GeweigerdOpgezegd,FSO_T21_SKPAuto_StrafbaarFeit,FSO_T22_SKPAuto_EerderSchade,FSO_T23_SKPAuto_MaandJaar,FSO_T24_SKPAuto_Rekeningnummer,FSO_T25_SKPAuto_Samenvatting2,FSO_T26_SKPAuto_EindeScript
12-3 15:00,"4,45","0,40","0,42","1,75","0,44","1,25","1,29","2,00","0,69","2,92","0,66","0,53","1,47","1,54","0,57","0,58","0,96","2,52","1,63","8,23","0,51","0,63","0,52","0,56","1,47","3,21","0,60"
12-3 15:05,-,-,-,-,-,-,"0,83","1,80","0,71","2,88","0,63","0,57","1,43","2,62","0,65","0,58","2,42","2,58","1,59","8,65","0,64","0,60","0,59","0,52","1,67","3,41","0,59"
12-3 15:10,"16,98","0,40","0,41","1,68","0,54","1,37","1,06","1,96","0,64","2,99","0,66","0,49","1,32","2,51","0,56","1,58","1,78","2,18","1,39","9,01","0,48","0,54","0,65","0,48","1,54","3,17","0,56"
12-3 15:15,"1,95","0,50","0,46","1,77","0,43","1,72","0,86","1,97","0,63","3,42","0,83","0,69","2,62","1,53","0,58","0,57","0,75","2,29","1,23","8,12","0,50","0,56","0,55","0,52","1,35","3,47","0,56"
12-3 15:20,"2,59","0,53","0,41","1,59","0,66","1,59","0,91","2,25","0,77","3,03","0,76","0,67","1,62","0,84","0,71","0,57","1,16","2,50",-,-,"0,48","0,56","0,51","0,49","1,20","2,77","0,61"
12-3 15:25,"2,55","0,36","0,41","1,78","0,39","1,24","1,35","3,89","0,68","3,12","0,69","0,57","1,27","0,60","0,73","0,79","0,53","2,42","2,82","8,49","0,60","0,66","0,59","0,63","1,58","3,65","0,60"
12-3 15:30,"2,70","0,63","0,41","2,03","0,37","1,41","0,92","2,26","0,63","2,86","0,73","1,28","1,37","1,60","0,64","0,49","0,80","2,46","1,75","8,51","0,58","0,58","0,53","0,52","1,44","3,11","0,63"
12-3 15:35,"2,79","0,45","0,41","1,82","0,50","1,43","0,91","2,00","0,74","2,92","1,11","0,58","2,06","1,95","0,65","0,61","0,87","2,21","1,24","8,23","0,68","0,53","0,56","0,53","1,39","3,50","0,57"
12-3 15:40,"2,25","0,66","0,36","1,76","0,42","1,51","0,95","2,13","0,75","2,97","0,76","0,52","1,24","2,48","0,54","0,46","0,90","2,33","1,54","8,10","0,50","0,57","0,62","0,59","1,51","3,68","0,75"
12-3 15:45,"4,38","0,52","0,35","1,67","0,40","2,35",-,-,-,-,-,-,"1,45","2,57","0,54","0,62","1,29","2,48","1,37","8,74","0,46","0,65","0,51","0,50","1,44","3,44","0,55"
12-3 15:50,"1,94","0,33","0,38","1,82","0,54","1,40","0,97","2,26","0,79","3,15","0,71","0,70","1,42","2,59","0,70","0,74","0,68","2,35","1,62","8,52","0,67","0,57","0,60","0,62","1,46","3,24","0,88"
12-3 15:55,"2,13","7,60","18,72","18,37","0,44","1,53","0,86","2,20","0,54","2,87","0,45","0,52","1,28","2,57","0,61","0,57","0,78","2,14","1,64","8,77","0,57","0,52","0,58","0,53","1,57","3,56","0,68"
12-3 16:00,"3,19","0,49","0,38","1,51","11,65","8,68","9,54","12,71","12,51","9,37","1,00","3,82","2,54","3,41","0,62","3,45","2,34","3,19","3,85","8,29",-,-,-,-,-,-,-
12-3 16:05,"2,93","0,31","0,37","3,83","0,72","1,30","0,99","2,09","0,90","1,90","0,69","0,52","1,42","2,80","0,79","0,57","0,77","2,54","1,83","12,37","2,64","1,23","1,14","1,15","2,27","4,00","1,58"
