time,FSO_T00_SKPAuto_Opstarten,FSO_T01_SKPAuto_VerzekererdJaNee,FSO_T02_SKPAuto_Kenteken,FSO_T03_SKPAuto_AutoCheck,FSO_T04_SKPAuto_Postcode,FSO_T05_SKPAuto_Bestuurder,FSO_T06_SKPAuto_GeboorteDatum,FSO_T07_SKPAuto_SchadeVrijeJaren,FSO_T08_SKPAuto_Kilometers,FSO_T09_SKPAuto_Basisdekking,FSO_T10_SKPAuto_Uitbreiding,FSO_T11_SKPAuto_Ingangsdatum,FSO_T12_SKPAuto_Ongevallen,FSO_T13_SKPAuto_Samenvatting1,FSO_T14_SKPAuto_PriveZakelijk,FSO_T15_SKPAuto_KentekenOpNaam,FSO_T16_SKPAuto_Persoonsgegevens,FSO_T17_SKPAuto_Adres,FSO_T18_SKPAuto_TelefoonEmail,FSO_T19_SKPAuto_AanvullendeVragen,FSO_T20_SKPAuto_GeweigerdOpgezegd,FSO_T21_SKPAuto_StrafbaarFeit,FSO_T22_SKPAuto_EerderSchade,FSO_T23_SKPAuto_MaandJaar,FSO_T24_SKPAuto_Rekeningnummer,FSO_T25_SKPAuto_Samenvatting2,FSO_T26_SKPAuto_EindeScript
15-3 23:00,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,74","0,61","0,43","0,61","2,01",-,-,-,-,-,-,-,"3,04","0,52"
15-3 23:05,-,-,-,-,-,-,"0,89","1,90","0,52","3,06","0,74","0,51",-,-,-,-,-,"1,93","1,26","8,80","0,80","0,54","0,55","0,50","1,55","3,34","0,79"
15-3 23:10,"2,17","0,30","0,29","1,55","0,30","1,05","1,15",-,-,-,-,-,-,-,-,-,-,-,"1,75","8,87","0,50","0,46","0,53","0,54","1,48","2,95","0,44"
15-3 23:15,"2,31","0,34","0,48","1,92","0,36","1,30",-,-,-,-,-,-,-,-,-,-,-,"2,55","1,25","8,78","0,41","0,51","0,41","0,58","1,59","3,30","0,53"
15-3 23:20,"2,27","0,33","0,35","1,82","0,59","1,53","1,09","2,29","0,60","3,06","0,68","0,78","1,37","2,62","0,53","0,43","1,35","2,46",-,-,-,-,-,-,-,-,-
15-3 23:25,"2,22","0,31","0,31","1,39","0,35","1,46","0,84","1,84","0,74","4,93","0,70","0,49",-,-,-,-,-,-,"1,31","8,54","0,49","0,51","0,40","0,43","0,89",-,-
15-3 23:30,"2,53","0,24","0,30","1,69","0,32","1,30",-,-,-,-,-,-,"2,36","1,23","0,59","0,44","0,62","2,26","1,43","8,21","0,53","0,49","0,49","0,42","0,95","2,97","0,67"
15-3 23:35,"2,46","0,30","0,31","2,08","1,03","1,50","0,94","2,32","0,76","3,21","0,73","0,77","1,25","2,65","0,60","0,50","0,62","2,83","1,12","7,86","0,48","0,54","0,53","0,46","1,34",-,-
15-3 23:40,-,-,-,-,-,-,-,"2,16","0,67","3,01","0,73","0,51","1,25",-,-,-,-,-,"1,57","8,48","0,43","0,49","0,55","0,51","1,52","3,38","0,48"
15-3 23:45,"2,40","0,33","0,48","1,54","0,46","1,63",-,-,-,-,-,-,"1,67","2,56","0,66","0,44","0,60","2,83",-,-,-,-,-,-,-,"3,33","0,48"
15-3 23:50,"2,44","0,29","0,35","3,03","1,49","1,60","0,94","2,39","0,67","2,89","0,71","0,53",-,"2,68","0,52","0,49","0,61","2,27",-,-,-,-,-,-,-,-,-
15-3 23:55,"2,25","0,31","0,28","1,54","0,36","1,54","0,94","2,55","1,08","2,84","0,77","0,53","1,28","0,66","0,55","0,63","0,59","2,45","1,65","8,53","0,48","0,53","0,50","0,43","1,39",-,-
16-3 0:00,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,76","0,46","0,51","0,62","2,94","1,41",-,-,-,-,-,-,-,-
16-3 0:05,"2,19","0,32","0,44","1,79","0,51","1,44","0,62","2,30","0,59","2,96","0,77","0,57","1,41","1,65","0,55","0,43","0,70","2,42","1,33","8,25","0,44","0,44","0,56","0,50","1,49","3,81","0,52"
16-3 0:10,"2,34","0,30","0,30","1,66","0,34","1,34","0,69","1,98","0,70","3,04","0,76","0,52","1,26","0,73","0,55","0,46","0,65","2,71",-,-,-,-,-,-,-,"3,66","0,49"
16-3 0:15,"2,32","0,36","0,34","1,65","0,33","1,55",-,-,-,-,-,-,-,"2,52","0,62","0,51","0,56","2,12",-,-,-,-,-,-,-,"0,00",-
16-3 0:20,-,-,-,-,-,-,"0,62","2,10","0,71","3,13","1,15","0,46","1,35","2,66","0,70","0,66","0,80","0,00",-,-,-,-,-,-,-,-,-
16-3 0:25,-,-,-,-,-,-,-,"2,15","0,69","2,95","0,98","0,90","1,44",-,-,-,-,-,-,-,-,-,-,-,-,-,-
16-3 0:30,-,-,-,-,-,-,-,-,-,-,-,-,"1,48",-,-,-,-,"0,00",-,-,-,-,-,-,-,-,-
16-3 0:35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
16-3 0:40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
16-3 0:45,"2,34","0,31","0,38","1,39","0,37","1,19",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
16-3 0:50,"2,33","1,81","1,79","3,46","2,32","3,53","1,43","3,58","3,24","4,51","1,34","2,64","1,35",-,-,-,-,-,-,-,-,-,-,-,-,-,-
16-3 0:55,"2,32","0,36","0,39","1,55","0,36","1,24","0,58","1,59","0,66","2,95","1,05","0,92","1,38","2,66","0,83","0,58","1,99","0,00",-,-,-,-,-,-,-,-,-
16-3 1:00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
16-3 1:05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
16-3 1:10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
16-3 1:15,"2,54","0,34","0,36","1,57","0,29","1,38",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
16-3 1:20,-,-,-,-,-,-,"0,60","1,75","0,47","12,48","1,15","0,97","1,48","1,64","0,60","0,60","1,58",-,-,-,-,-,-,-,-,-,-
16-3 1:25,"2,37","0,33","0,32","1,60","0,37","1,45","0,60","1,88","0,44","3,04","0,65","0,92","1,47","2,60","0,71","0,67","1,92","0,00",-,-,-,-,-,-,-,-,-
