time,FSO_T00_SKPAuto_Opstarten,FSO_T01_SKPAuto_VerzekererdJaNee,FSO_T02_SKPAuto_Kenteken,FSO_T03_SKPAuto_AutoCheck,FSO_T04_SKPAuto_Postcode,FSO_T05_SKPAuto_Bestuurder,FSO_T06_SKPAuto_GeboorteDatum,FSO_T07_SKPAuto_SchadeVrijeJaren,FSO_T08_SKPAuto_Kilometers,FSO_T09_SKPAuto_Basisdekking,FSO_T10_SKPAuto_Uitbreiding,FSO_T11_SKPAuto_Ingangsdatum,FSO_T12_SKPAuto_Ongevallen,FSO_T13_SKPAuto_Samenvatting1,FSO_T14_SKPAuto_PriveZakelijk,FSO_T15_SKPAuto_KentekenOpNaam,FSO_T16_SKPAuto_Persoonsgegevens,FSO_T17_SKPAuto_Adres,FSO_T18_SKPAuto_TelefoonEmail,FSO_T19_SKPAuto_AanvullendeVragen,FSO_T20_SKPAuto_GeweigerdOpgezegd,FSO_T21_SKPAuto_StrafbaarFeit,FSO_T22_SKPAuto_EerderSchade,FSO_T23_SKPAuto_MaandJaar,FSO_T24_SKPAuto_Rekeningnummer,FSO_T25_SKPAuto_Samenvatting2,FSO_T26_SKPAuto_EindeScript
16-3 6:30,"2,57","0,31","0,34","1,82","0,27","1,34","1,00","2,05","0,58","2,86","0,64","0,59","2,23","2,50","0,48","0,41","0,56","2,70","1,14","8,21","0,39","0,50","0,45","0,37","1,66","2,76","0,56"
16-3 6:35,"2,18","0,32","0,29","1,70","0,43","1,37","0,96","2,31","0,52","2,92","0,74","0,59","1,29",-,-,-,-,-,"1,33","8,64","0,40","0,48","0,52","0,42","1,67","3,06","0,53"
16-3 6:40,"2,23","0,33","0,31","1,61","0,32","1,43","0,84","2,41","0,58","3,02","0,74","0,52",-,-,-,-,-,-,-,-,-,-,-,-,-,"2,96","0,59"
16-3 6:45,"2,59","1,92","1,79","3,72","2,11","2,93","2,18",-,-,-,-,-,"1,28","2,73","0,51","1,63","1,77","2,91","3,40","10,05",-,-,-,-,-,-,-
16-3 6:50,"2,56","0,28","0,32","1,38","0,41","0,98","0,95","2,29","0,50","3,04","0,63","0,58","1,33","2,57","0,54","0,46","0,94","2,17",-,-,"2,31","2,82","2,29","2,55","2,35","5,39","2,24"
16-3 6:55,"2,46","0,28","0,30","1,47","0,32","1,15","0,85","2,00","0,41","2,90","0,73","0,49","1,27",-,-,-,-,-,"1,77","8,50","0,44","0,52","0,43","0,43","1,29","3,74","0,63"
16-3 7:00,"2,79","1,21","1,16","2,62","1,15","5,70",-,-,-,-,-,-,-,"2,57","0,58","0,48","0,55","1,63",-,-,-,-,-,-,-,"3,54","0,46"
16-3 7:05,-,-,-,-,-,-,"0,83","2,21","0,74","4,95","0,71","0,50","1,75","2,56","0,51","0,48","0,88",-,-,-,-,-,-,-,-,-,-
16-3 7:10,"2,86","0,35","0,29","1,56","0,34","1,68","0,85","3,75","0,36","2,96","0,68","0,48",-,-,-,-,-,-,-,-,-,-,-,-,-,"3,68","0,60"
16-3 7:15,-,-,-,-,-,-,"0,84","2,76","1,10","2,91","0,78","0,57","1,26","2,48","0,54","0,50","0,54","2,31","1,34","8,42","0,39","0,38","0,40","0,42","1,12","3,29","0,47"
