time,FSO_T00_SKPAuto_Opstarten,FSO_T01_SKPAuto_VerzekererdJaNee,FSO_T02_SKPAuto_Kenteken,FSO_T03_SKPAuto_AutoCheck,FSO_T04_SKPAuto_Postcode,FSO_T05_SKPAuto_Bestuurder,FSO_T06_SKPAuto_GeboorteDatum,FSO_T07_SKPAuto_SchadeVrijeJaren,FSO_T08_SKPAuto_Kilometers,FSO_T09_SKPAuto_Basisdekking,FSO_T10_SKPAuto_Uitbreiding,FSO_T11_SKPAuto_Ingangsdatum,FSO_T12_SKPAuto_Ongevallen,FSO_T13_SKPAuto_Samenvatting1,FSO_T14_SKPAuto_PriveZakelijk,FSO_T15_SKPAuto_KentekenOpNaam,FSO_T16_SKPAuto_Persoonsgegevens,FSO_T17_SKPAuto_Adres,FSO_T18_SKPAuto_TelefoonEmail,FSO_T19_SKPAuto_AanvullendeVragen,FSO_T20_SKPAuto_GeweigerdOpgezegd,FSO_T21_SKPAuto_StrafbaarFeit,FSO_T22_SKPAuto_EerderSchade,FSO_T23_SKPAuto_MaandJaar,FSO_T24_SKPAuto_Rekeningnummer,FSO_T25_SKPAuto_Samenvatting2,FSO_T26_SKPAuto_EindeScript
22-3 7:30,"2,23","0,29","0,30","1,54","0,28","1,21","0,81","2,17","0,54","2,86","0,71","0,51","1,23","2,55","0,52","0,43","0,73","2,07","1,24","8,14","0,36","0,34","0,43","0,40","1,44","3,16","0,46"
22-3 7:35,"2,12","0,27","0,29","5,63","0,32","1,29","0,85","2,17","0,53","2,90","0,69","0,45","1,44","0,57","0,54","0,43","0,57","2,04","1,25","8,03","0,42","0,49","0,44","0,42","1,35","3,35","0,48"
22-3 7:40,"2,73","0,28","0,28","1,73","0,31","1,33","0,88","4,17","0,63","2,93","0,70","0,46","1,36","0,54","0,49","0,46","0,54","2,19","3,36","8,65","0,44","0,46","0,43","0,39","1,50","2,76","0,47"
22-3 7:45,"2,10","0,26","0,29","1,43","0,28","1,13","0,88","2,04","0,59","2,88","0,77","0,48","1,35","2,49","0,46","0,44","0,57","2,37","1,32","8,06","0,39","0,40","0,41","0,41","2,38","3,43","0,43"
22-3 7:50,"2,62","0,29","0,34","1,88","1,34","1,51","0,85","2,17","0,67","3,92","0,76","0,51","1,42","1,58","0,52","0,48","0,73","2,53","1,28","8,93","0,42","0,51","0,41","0,45","1,13","3,45","0,53"
22-3 7:55,"1,93","1,40","0,26","2,40","0,29","1,35","1,32","2,52","0,55","2,87","0,79","0,47","1,44","2,59","0,44","0,47","0,56","2,33","1,62","8,52","0,44","0,50","0,55","0,56","1,45","3,31","0,67"
22-3 8:00,"2,49","0,33","0,31","1,84","0,29","1,53","0,90","2,19","0,64","2,86","0,64","0,50","1,53","2,50","0,41","0,43","0,57","2,24","1,51","7,63","0,46","0,42","0,49","0,43","1,27","3,26","0,46"
22-3 8:05,"2,34","0,28","0,28","3,44","0,65","1,03","1,04","2,17","0,64","2,98","0,66","0,52","1,41","1,60","0,53","0,42","0,58","2,30","1,46","8,04","0,37","0,48","0,48","0,38","1,49","2,91","0,44"
22-3 8:10,"2,23","0,30","0,31","1,57","0,29","1,28","0,80","2,03","0,69","2,91","0,69","0,46","1,24","0,49","0,52","0,47","0,81","2,40","1,46","8,57","0,75","0,78","0,44","0,47","1,25","3,41","0,59"
22-3 8:15,"2,03","0,29","0,40","1,58","0,27","1,29","0,86","1,86","0,55","2,92","0,68","0,67","1,20","1,57","0,54","0,42","0,59","2,33","1,34","7,43","0,42","0,42","0,42","0,41","1,40","3,30","0,47"
22-3 8:20,"2,78","0,25","0,34","4,28","0,59","1,09","1,05","2,25","0,64","1,74","0,83","0,50","1,19","1,63","0,64","0,46","0,62","2,27","1,32","8,03","0,39","0,45","0,53","0,39","1,38","3,53","0,46"
22-3 8:25,"1,97","0,33","0,35","1,64","0,33","1,34","1,39","4,18","0,57","2,93","0,69","0,48","2,14","0,63","0,50","0,45","0,83","1,97","1,29","8,28","0,47","0,42","0,43","0,43","1,49","3,71","0,49"
22-3 8:30,"2,92","0,40","0,31","1,39","0,28","1,34","0,86","2,08","0,65","2,88","0,70","0,54","1,27","2,50","0,61","0,46","0,57","2,47","1,54","8,70","0,41","0,50","0,45","0,42","1,55","3,43","0,47"
22-3 8:35,"2,00","0,30","0,31","2,48","0,61","1,24","0,87","2,29","0,61","2,91","0,62","0,51","1,33","0,68","0,55","0,41","0,69","2,23","1,29","8,35","0,44","0,67","0,49","0,49","1,36","3,12","0,52"
22-3 8:40,"2,79","1,04","1,05","2,34","1,27","2,04","1,53","3,71","1,59","3,67","1,03","1,58","1,21","4,98","0,49","3,05","4,01","4,10","2,38","8,70","2,29","1,68","1,69","1,52","2,17","4,35","1,64"
22-3 8:45,"2,15","0,31","0,36","1,63","0,28","1,23","0,82","2,39","0,80","2,94","0,66","0,52","1,76","2,53","0,49","0,53","0,73","2,55","1,26","8,05","0,37","0,38","0,44","0,50","1,03","3,34","0,42"
22-3 8:50,"2,13","0,46","0,25","1,62","0,46","1,22","0,84","2,13","0,51","2,87","0,69","0,49","1,37","1,76","0,52","0,47","0,62","2,29","1,14","8,15","0,35","0,40","0,38","0,48","1,09","3,30","0,51"
22-3 8:55,"2,44","0,30","0,29","1,84","0,30","1,13","0,81","2,06","0,54","2,97","0,68","0,49","1,33","0,46","0,44","0,38","0,52","1,94","1,30","7,51","0,42","0,49","0,40","0,55","0,99","3,11","0,55"
22-3 9:00,"2,04","0,29","0,29","1,67","0,27","1,18","0,88","2,03","0,48","2,99","0,66","0,46","1,24","2,65","0,51","0,49","0,69","2,32","1,53","8,08","0,49","0,52","0,44","0,45","0,96","2,78","0,58"
22-3 9:05,"1,87","0,30","0,35","1,89","0,89","1,14","0,85","2,06","0,65","2,94","0,67","0,50","1,25","1,68","0,52","0,44","0,60","2,41","1,35","8,01","0,38","0,62","0,44","0,39","1,14","3,16","0,61"
22-3 9:10,"2,00","2,19","1,06","3,42","1,25","2,11","1,48","4,92","1,73","3,79","0,67","1,55","1,32","2,47","0,44","2,79","2,50","4,26","2,71","8,83","1,52","1,66","1,77","1,53","2,11","4,22","1,70"
22-3 9:15,"2,11","0,27","0,34","1,24","0,34","1,40","1,01","1,80","0,50","2,91","0,72","0,51","1,43","0,50","0,55","0,41","0,69","2,38","1,45","8,52","0,39","0,53","0,45","0,46","1,40","3,42","0,42"
22-3 9:20,"1,96","0,34","0,32","2,48","0,95","1,52","1,24","2,35","0,78","2,94","0,70","0,46","1,73","2,55","0,52","0,48","0,59","1,84","1,47","8,75","0,37","0,49","0,52","0,43","0,82","3,43","0,51"
22-3 9:25,"2,23","0,30","0,29","1,67","0,35","0,88","0,85","5,98","0,57","3,00","0,71","0,49",-,-,-,-,-,"2,33","1,27","8,06","0,50","0,43","0,51","0,45","0,77","3,28","0,59"
22-3 9:30,"2,13","0,26","0,32","1,48","0,30","1,46","0,91","2,25","0,82","3,05","0,75","0,53","1,57","2,54","0,51","0,45","0,61","1,96","1,32","7,64","0,40","0,41","0,44","0,43","1,53","3,48","0,42"
22-3 9:35,"2,15","0,23","0,42","1,29","0,50","0,86","0,83","2,14","0,56","2,88","0,79","0,51","1,36","2,54","0,52","0,44","0,68","2,33","1,19","8,27","0,37","0,57","0,42","0,44","1,04","3,16","0,59"
22-3 9:40,"2,03","2,02","1,04","2,38","1,32","2,18","1,44","2,97","1,40","3,69","0,63","1,47","1,34","2,51","0,53","0,44","0,53","1,80","1,67","9,22","0,47","0,59","0,44","0,43","1,59","3,28","0,53"
22-3 9:45,"2,11","0,29","0,29","1,32","0,28","1,35","0,95","2,99","0,62","2,87","0,67","0,45","1,20","2,76","0,53","1,46","2,20","3,29","2,58","8,57","1,51","2,82","2,72","2,42","2,83","5,60","2,83"
22-3 9:50,"1,86","0,33","0,30","2,54","1,17","1,59","0,82","1,78","0,67","2,95","0,71","0,54","1,33","1,66","0,58","0,48","0,59","2,18","1,43","7,40","0,39","0,47","0,43","0,44","1,64","3,09","0,46"
22-3 9:55,"2,12","0,28","0,27","1,40","0,30","1,27","0,80","1,79","0,56","2,91","0,71","0,66","1,23","2,48","0,47","0,39","0,60","2,59","1,37","7,81","0,44","0,47","0,43","0,41","1,49","3,12","0,50"
