time,FSO_T00_SKPAuto_Opstarten,FSO_T01_SKPAuto_VerzekererdJaNee,FSO_T02_SKPAuto_Kenteken,FSO_T03_SKPAuto_AutoCheck,FSO_T04_SKPAuto_Postcode,FSO_T05_SKPAuto_Bestuurder,FSO_T06_SKPAuto_GeboorteDatum,FSO_T07_SKPAuto_SchadeVrijeJaren,FSO_T08_SKPAuto_Kilometers,FSO_T09_SKPAuto_Basisdekking,FSO_T10_SKPAuto_Uitbreiding,FSO_T11_SKPAuto_Ingangsdatum,FSO_T12_SKPAuto_Ongevallen,FSO_T13_SKPAuto_Samenvatting1,FSO_T14_SKPAuto_PriveZakelijk,FSO_T15_SKPAuto_KentekenOpNaam,FSO_T16_SKPAuto_Persoonsgegevens,FSO_T17_SKPAuto_Adres,FSO_T18_SKPAuto_TelefoonEmail,FSO_T19_SKPAuto_AanvullendeVragen,FSO_T20_SKPAuto_GeweigerdOpgezegd,FSO_T21_SKPAuto_StrafbaarFeit,FSO_T22_SKPAuto_EerderSchade,FSO_T23_SKPAuto_MaandJaar,FSO_T24_SKPAuto_Rekeningnummer,FSO_T25_SKPAuto_Samenvatting2,FSO_T26_SKPAuto_EindeScript
13-3 11:00,"3,80","0,57","0,30","2,57","0,34","1,40","1,20","2,22","0,39","3,12","0,93","0,46","1,71","2,51","0,49","0,41","0,71","2,68","1,44","9,11","0,54","0,51","0,52","0,43","0,95","3,08","0,48"
13-3 11:05,"2,82","0,30","0,21","2,15","0,43","1,58","0,83","2,33","0,82","3,01","0,73","0,48","1,34","1,71","0,53","0,54","0,65","2,47","1,29","7,66","0,52","0,45","0,44","0,51","1,37","3,42","0,47"
13-3 11:10,"3,86","0,33","0,31","1,68","0,28","1,46","0,93","2,39","0,58","2,92","0,65","0,56","1,28","2,58","0,48","0,44","0,54","2,12","1,81","7,99","0,48","0,54","0,48","0,52","1,15","3,20","0,63"
13-3 11:15,"3,28","9,84","0,43","1,70","0,30","1,13","0,96","2,12","0,62","3,05","0,68","0,60","1,83","1,53","0,57","0,58","0,72","2,08","1,24","8,85","0,48","0,38","0,47","0,59","0,88","3,81","0,48"
13-3 11:20,"6,14","0,70","0,39","1,58","0,48","1,30","0,98","2,34","0,71","4,56","0,70","0,56","1,81","1,70","0,57","0,52","1,02","2,27","1,39","8,29","0,53","0,68","0,53","0,41","1,43","3,24","0,62"
13-3 11:25,"2,10","0,50","0,31","1,57","0,35","1,43","0,98","1,97","0,75","1,71","0,64","0,53","1,52","2,51","0,50","0,41","0,81","2,09","1,51","8,79","0,45","0,50","0,49","0,43","1,17","3,02","0,54"
13-3 11:30,"3,94","0,42","0,38","1,61","0,40","1,23","0,94","1,78","0,63","5,02","0,71","0,55","2,52","2,52","0,55","0,49","0,72","2,81","1,64","7,84","0,71","0,51","0,50","0,46","1,37","3,65","0,57"
13-3 11:35,"3,32","0,70","0,31","2,96","0,72","1,41","1,05","2,51","2,82","3,11","0,72","0,49","1,42","1,64","0,58","0,56","0,60","2,64","1,28","8,61","0,50","0,48","0,54","0,49","1,12","3,62","0,51"
13-3 11:40,"2,48","0,54","0,71","2,15","0,33","1,55","0,94","2,32","0,77","2,94","0,72","0,48","2,19","2,50","0,57","0,49","0,53","1,97","1,52","8,39","0,46","0,49","0,53","0,51","1,20","3,37","0,56"
13-3 11:45,"3,29","0,69","0,33","1,81","0,33","1,35","0,85","2,29","0,77","3,02","0,68","0,55","1,74","2,60","0,51","0,42","0,69","2,13","1,88","8,40","0,39","0,41","0,37","0,36","0,84","3,21","0,49"
13-3 11:50,"2,30","0,33","0,40","1,85","0,82","1,56","1,11","2,24","0,64","5,04","1,08","5,56","1,46","0,62","0,59","0,50","0,71","1,88","1,27","10,77","0,58","0,50","0,49","0,51","1,76","2,99","0,44"
13-3 11:55,"2,61","1,14","0,31","2,21","0,35","1,44","1,02","2,56","0,61","2,94","0,66","0,50","1,35","0,55","0,58","0,40","0,70","2,51","1,44","7,91","0,43","0,57","0,57","0,64","1,43","3,38","0,49"
13-3 12:00,"4,01","0,66","0,40","1,48","0,61","1,42","1,08","2,07","0,83","3,18","0,67","0,60","1,89","2,53","0,50","0,51","2,76","2,30","1,77","8,90","0,52","0,47","0,57","0,42","1,51","3,50","0,55"
13-3 12:05,"2,61","0,49","0,34","4,02","0,47","1,15","0,93","1,94","0,73","2,84","0,70","0,55","1,34","1,69","0,66","0,61","0,68","2,34","1,64","8,46","0,77","0,55","0,60","0,58","1,04","3,12","0,63"
13-3 12:10,"2,07","1,06","1,14","2,52","1,22","2,15","1,56","2,84","1,53","3,66","0,76","1,38","1,25","2,54","0,52","0,56","0,84","2,46","1,47","8,84","0,51","0,55","0,51","0,52","1,14","3,46","0,57"
13-3 12:15,"2,69","0,33","0,37","1,54","0,37","1,43","0,99","1,94","0,58","3,68","0,74","0,52","1,26","3,49","0,54","1,49","1,59","3,13","3,89","8,67","2,40","2,56","2,50","2,19","2,70","5,45","2,46"
13-3 12:20,"2,19","0,56","0,43","1,79","0,63","1,63","0,95","1,98","0,76","3,07","0,67","0,53","1,35","2,70","0,60","0,55","0,61","2,42","1,90","7,87","0,47","0,59","0,53","0,53","1,33","3,50","0,58"
13-3 12:25,"2,64","0,57","0,39","1,68","0,38","1,45","0,93","1,69","0,89","3,05","0,69","0,52","0,80","0,49","0,57","0,50","0,57","2,40","1,43","7,64","0,50","0,52","0,55","0,54","1,31","3,61","0,56"
13-3 12:30,"4,28","0,43","0,39","1,72","0,43","1,31","0,85","1,92","0,76","2,94","0,63","0,58","1,31","1,70","0,57","0,45","0,88","2,27","1,49","8,34","0,56","0,56","0,52","0,51","1,41",-,-
13-3 12:35,"2,40","0,45","0,39","3,01","0,78","1,59","0,86","2,65","0,88","2,93","0,75","0,52","1,38","2,55","0,60","0,48","1,25","2,46","1,23","8,53","0,48","0,57","0,54","0,61","1,50","3,21","0,66"
13-3 12:40,"2,01","0,66","0,33","1,63","0,36","1,32","1,49","2,28","0,55","4,16","0,73","0,54","1,41","0,53","0,56","0,52","0,63","2,02","1,52","7,57","0,46","0,46","0,47","0,43","1,15","3,39","0,50"
13-3 12:45,"3,79","0,53","0,57","2,12","0,61","1,52","2,61","2,35","0,33","2,94","2,37","0,52","1,37","2,54","0,53","0,53","0,69","2,79","2,10","8,01","0,43","0,41","0,48","0,40",-,-,-
13-3 12:50,"2,88","0,65","0,37","1,95","0,61","1,61","0,91","2,27","0,82","3,13","0,73","0,55","2,72","1,87","0,64","0,53","1,01","2,73","1,64","8,51","0,56","0,93","0,58","0,59","1,15","3,69","0,61"
13-3 12:55,"2,26","0,30","0,42","1,53","0,45","1,43","1,06","2,10","0,67","2,91","0,64","0,52","2,49","2,51","0,58","0,46","0,53","2,39","2,16","8,09","0,52","0,67","0,56","0,69","1,66","3,49","0,62"
13-3 13:00,"4,30","0,63","0,49","1,65","0,40","1,38","1,92","2,27","0,66","4,53","0,68","0,49","2,29","1,58","0,55","0,81","2,33","3,08","1,61","8,98","0,59","0,46","0,48","0,51",-,-,-
13-3 13:05,"2,95","0,64","0,37","1,86","0,79","1,33","0,99","4,01","0,70","2,97","0,71","0,57","1,25","1,79","0,63","0,58","0,84","2,59","1,35","7,96","0,75","0,64","0,56","0,53","0,94","3,69","0,58"
13-3 13:10,"3,17","1,34","0,38","2,46","0,38","1,44","0,95","2,28","0,57","2,84","0,68","0,50","2,05","0,58","0,67","0,48","0,67","2,02","1,89","9,38","0,60","0,72","0,69","0,64","1,00","3,72","0,72"
13-3 13:15,"4,30","0,37","0,40","3,40","0,46","1,30","0,93","1,84","0,65","3,03","0,64","0,56","1,52","2,51","0,57","0,50","0,78","2,54","1,50","7,77","0,46","0,45","0,47","0,50","1,32","3,44","0,55"
13-3 13:20,"1,92","0,38","0,40","2,00","0,54","1,31","0,98","2,14","0,78","2,94","0,75","0,53","1,22","1,92","0,68","0,53","0,59","2,22","1,53","8,18","0,60","0,57","0,52","0,50","1,27","2,83","0,59"
13-3 13:25,"2,77","0,59","0,33","1,55","0,35","1,62","1,51","4,19","0,96","2,96","0,69","0,52","1,25","2,58","0,68","0,53","1,19","1,85","1,56","8,02","0,45","0,52","0,53","0,44","1,35","3,20","0,51"
