Transaction Response Time  (sec.).1,Transaction Response Time  (sec.).2,Transaction Response Time  (sec.).3,Transaction Response Time  (sec.).4,Transaction Response Time  (sec.).5,Transaction Response Time  (sec.).6,Transaction Response Time  (sec.).7,Transaction Response Time  (sec.).8,Transaction Response Time  (sec.).9,Transaction Response Time  (sec.).10,Transaction Response Time  (sec.).11,Transaction Response Time  (sec.).12
"2,10","1,65","1,65","2,67","1,91","2,25","2,58","2,28","1,91","6,11","2,32",-
