time,FSO_T00_SKPAuto_Opstarten,FSO_T01_SKPAuto_VerzekererdJaNee,FSO_T02_SKPAuto_Kenteken,FSO_T03_SKPAuto_AutoCheck,FSO_T04_SKPAuto_Postcode,FSO_T05_SKPAuto_Bestuurder,FSO_T06_SKPAuto_GeboorteDatum,FSO_T07_SKPAuto_SchadeVrijeJaren,FSO_T08_SKPAuto_Kilometers,FSO_T09_SKPAuto_Basisdekking,FSO_T10_SKPAuto_Uitbreiding,FSO_T11_SKPAuto_Ingangsdatum,FSO_T12_SKPAuto_Ongevallen,FSO_T13_SKPAuto_Samenvatting1,FSO_T14_SKPAuto_PriveZakelijk,FSO_T15_SKPAuto_KentekenOpNaam,FSO_T16_SKPAuto_Persoonsgegevens,FSO_T17_SKPAuto_Adres,FSO_T18_SKPAuto_TelefoonEmail,FSO_T19_SKPAuto_AanvullendeVragen,FSO_T20_SKPAuto_GeweigerdOpgezegd,FSO_T21_SKPAuto_StrafbaarFeit,FSO_T22_SKPAuto_EerderSchade,FSO_T23_SKPAuto_MaandJaar,FSO_T24_SKPAuto_Rekeningnummer,FSO_T25_SKPAuto_Samenvatting2,FSO_T26_SKPAuto_EindeScript
19-3 5:20,"1,94","0,34","0,28","1,37","0,40","2,03","0,86","2,09","0,67","2,91","0,68","0,45","1,32","1,79","0,77","0,44","0,67","2,30","1,32","9,57","0,40","0,43","0,41","0,43","1,42","3,42","0,47"
19-3 5:25,"1,95","0,22","0,26","1,18","0,31","1,25","0,85","2,26","0,54","2,94","0,65","0,48","1,30","2,50","0,57","0,49","0,81","2,49","1,49","8,18","0,38","0,49","0,45","0,42","1,70","3,28","0,51"
19-3 5:30,"2,48","0,27","0,35","1,47","0,30","1,39","0,83","2,20","0,54","0,54","0,66","0,49","2,30","2,55","0,47","0,47","0,57","2,12","1,25","7,90","0,45","0,38","0,50","0,41","1,59","3,78","0,43"
19-3 5:35,"1,67","0,28","0,25","2,09","0,75","1,19","0,85","2,28","0,64","2,95","0,70","0,47","1,28","1,78","0,55","0,42","0,59","2,13","1,17","8,20","0,40","0,62","0,44","0,50","1,51","3,09","0,49"
19-3 5:40,"1,97","0,31","0,31","1,45","0,31","1,37","0,85","2,23","0,73","2,85","0,66","0,46","1,32","2,52","0,71","0,42","0,49","2,07","1,36","8,52","0,46","0,59","0,47","0,45","1,53","3,35","0,54"
19-3 5:45,"1,84","0,30","0,31","1,65","0,29","1,51","0,81","1,93","0,58","2,85","0,72","0,55","1,39","2,69","0,54","0,43","0,56","2,09","1,22","8,06","0,39","0,52","0,41","0,39","1,52","3,03","0,50"
19-3 5:50,"1,95","0,33","0,32","1,57","0,75","1,43","1,66","1,90","0,64","2,94","0,66","0,50","1,19","2,56","0,52","0,44","0,80","2,08","1,34","6,93","0,41","0,52","0,43","0,47","1,42","3,07","0,47"
19-3 5:55,"2,50","0,31","0,30","1,62","0,29","1,29","0,80","3,90","0,46","2,82","0,68","0,58","1,31","0,63","0,48","0,50","0,89","2,30","2,25","7,94","0,40","0,45","0,41","0,40","1,44","3,48","0,47"
19-3 6:00,"2,55","0,31","0,39","1,57","0,34","1,10","0,82","2,35","0,88","2,97","0,76","0,58","1,75","0,61","0,52","0,44","0,57","2,47","1,18","8,48","0,45","0,42","0,45","0,40","1,45","3,82","0,50"
19-3 6:05,"1,73","0,29","0,25","1,73","0,51","1,03","0,87","1,87","0,50","2,98","0,66","0,49","1,75","1,64","0,50","0,52","0,56","1,99","1,23","8,15","0,41","0,46","0,50","0,46","1,43","3,17","0,50"
19-3 6:10,"2,14","0,27","0,30","1,48","0,30","1,40","0,86","4,13","0,61","2,86","0,69","0,55","1,24","0,54","0,47","0,49","1,61","2,32","1,38","7,80","0,42","0,44","0,41","0,42","1,45","3,58","0,60"
19-3 6:15,"2,24","0,31","0,34","1,62","0,33","1,08","0,93","2,35","0,56","3,11","0,74","0,56","1,44","1,65","0,42","0,40","0,56","2,46","1,17","8,21","0,42","0,40","0,42","0,41","1,47","3,42","0,44"
19-3 6:20,"2,15","0,29","0,27","2,96","1,32","1,23","0,92","2,18","0,65","2,91","0,70","0,55","1,84","1,65","0,62","0,43","0,68","2,36","1,33","7,29","0,37","0,56","0,53","0,51","1,79","3,19","0,50"
19-3 6:25,"1,93","0,30","0,26","1,42","0,29","1,26","0,84","1,90","0,53","2,90","0,74","0,53","1,78","2,48","0,45","0,42","0,80","2,01","1,43","8,05","0,43","0,40","0,38","0,42","1,87","3,42","0,47"
19-3 6:30,"3,79","0,34","0,32","1,61","0,29","1,30","0,84","2,66","0,53","2,88","0,70","0,53","1,28","0,90","0,59","0,42","0,72","1,89","1,06","8,49","0,51","0,41","0,41","0,46","1,43","2,94","0,53"
19-3 6:35,"2,62","0,25","0,30","2,15","0,60","1,55","0,83","1,89","0,72","2,86","0,68","0,51","1,74","2,58","0,52","0,45","0,56","2,24","1,20","8,64","0,38","0,46","0,47","0,41","1,55","3,20","0,45"
19-3 6:40,"1,79","0,31","0,30","1,57","0,32","1,54","0,90","4,27","0,71","2,89","0,67","0,47","1,57","2,52","0,55","0,39","0,86","2,17","1,52","7,44","0,43","0,46","0,52","0,44","1,67","3,35","0,55"
19-3 6:45,"1,70","0,29","0,38","1,57","0,32","1,17","0,86","2,18","0,64","5,00","0,63","0,53","1,45","2,60","0,51","0,45","0,63","2,33","1,53","8,19","0,42","0,42","0,50","0,37","1,48","3,44","0,45"
19-3 6:50,"2,27","0,31","0,27","1,72","0,88","1,26","0,82","2,03","0,65","2,85","0,73","0,49","1,36","1,70","0,53","0,46","0,71","2,26","1,54","7,89","0,45","0,51","0,49","0,44","1,35","3,06","0,47"
19-3 6:55,"2,64","0,34","0,29","1,80","0,30","1,25","0,81","2,60","0,62","2,88","0,66","0,47","2,04","0,64","0,46","0,45","0,80","2,19","1,36","8,70","0,42","0,46","0,46","0,40","1,45","3,33","0,56"
