time,FSO_T00_SKPAuto_Opstarten,FSO_T01_SKPAuto_VerzekererdJaNee,FSO_T02_SKPAuto_Kenteken,FSO_T03_SKPAuto_AutoCheck,FSO_T04_SKPAuto_Postcode,FSO_T05_SKPAuto_Bestuurder,FSO_T06_SKPAuto_GeboorteDatum,FSO_T07_SKPAuto_SchadeVrijeJaren,FSO_T08_SKPAuto_Kilometers,FSO_T09_SKPAuto_Basisdekking,FSO_T10_SKPAuto_Uitbreiding,FSO_T11_SKPAuto_Ingangsdatum,FSO_T12_SKPAuto_Ongevallen,FSO_T13_SKPAuto_Samenvatting1,FSO_T14_SKPAuto_PriveZakelijk,FSO_T15_SKPAuto_KentekenOpNaam,FSO_T16_SKPAuto_Persoonsgegevens,FSO_T17_SKPAuto_Adres,FSO_T18_SKPAuto_TelefoonEmail,FSO_T19_SKPAuto_AanvullendeVragen,FSO_T20_SKPAuto_GeweigerdOpgezegd,FSO_T21_SKPAuto_StrafbaarFeit,FSO_T22_SKPAuto_EerderSchade,FSO_T23_SKPAuto_MaandJaar,FSO_T24_SKPAuto_Rekeningnummer,FSO_T25_SKPAuto_Samenvatting2,FSO_T26_SKPAuto_EindeScript
22-3 0:00,"5,54","0,39","0,38","2,62","0,34","1,37","0,90","2,11","0,68","2,88","0,64","0,53","1,23","0,62","0,50","1,41","0,61","2,62","1,37","7,78","0,43","0,39","0,54","0,48","1,48","3,05","0,50"
22-3 0:05,"1,85","0,32","0,29","1,92","0,68","1,39","0,92","2,08","0,76","3,78","0,73","0,52","0,85","0,71","0,53","0,49","0,65","2,49","1,63","8,06","0,41","0,47","0,43","0,43","1,79","3,34","0,46"
22-3 0:10,"2,07","0,39","0,27","1,70","0,28","1,48","0,81","3,10","0,74","2,85","0,66","0,50","1,26","2,52","0,52","0,49","0,77","1,94","1,31","8,01","0,45","0,53","0,47","0,46","1,28","3,46","0,53"
22-3 0:15,"1,85","0,27","0,32","1,52","0,34","1,38","0,79",-,-,-,-,-,"1,55","2,55","0,57","0,39","0,56","2,06","1,28","8,15","0,43","0,38","0,47","0,40","1,62","3,41","0,43"
22-3 0:20,"1,80","1,99","1,86","3,44","3,36","3,14","2,68","2,54","1,62","3,72","0,71","1,43","1,26","2,88","0,64","1,42","1,79","2,73","1,19","7,69","0,36","0,47","0,52","0,44","1,61","3,48","0,48"
22-3 0:25,"2,11","0,33","0,31","1,45","0,31","1,16","0,82","2,63","0,51","2,85","0,71","0,47","1,29","2,47","0,49","0,41","0,60","2,39","2,71","8,50","1,82","1,51","1,44","1,32","2,10","5,08","1,56"
22-3 0:30,"2,13","0,42","0,50","1,30","0,31","1,13","0,84","1,99","0,50","2,96","0,88","0,47","1,29","2,60","0,46","0,42","0,62","2,28","1,26","8,39","0,44","0,52","0,44","0,39","1,09","3,25","0,49"
22-3 0:35,"1,59","0,27","0,31","1,92","0,36","1,26","0,89","2,29","0,76","2,97","0,66","0,55","1,28","2,60","0,52","0,44","0,62","2,52","1,33","8,00","0,41","0,52","0,47","0,51","2,17","3,07","0,45"
22-3 0:40,"2,16","0,30","0,28","1,53","0,34","1,17","0,83","2,07","0,69","2,95","0,74","0,51","1,00","2,65","0,55","0,45","0,68","2,35","1,46","8,81","0,44","0,41","0,44","0,48","1,38","3,68","0,75"
22-3 0:45,"2,41","0,32","0,28","1,78","0,32","1,49","0,82","2,08","0,51","2,85","0,70","0,52","1,21","1,57","0,53","0,42","0,60","2,36","1,42","8,76","0,41","0,42","0,45","0,50","1,52","2,79","0,61"
22-3 0:50,"1,95","0,32","0,33","1,18","0,52","1,63","0,91","2,08","0,56","2,91","0,71","0,45","1,32","1,67","0,58","0,46","0,83","2,41","1,66","7,88","0,45","0,44","0,52","0,45","1,57","3,52","0,46"
22-3 0:55,"2,16","0,29","0,29","1,79","0,31","1,06","0,84","4,18","0,62","2,92","0,73","0,53","1,38","0,72","0,50","0,55","0,61","2,03","1,46","8,32","0,40","0,49","0,45","0,39","1,58","3,26","0,61"
22-3 1:00,"1,97","0,31","0,31","1,75","0,33","1,20",-,"2,23","0,68","2,93","0,82","0,52","1,58","2,55","0,56","0,45","0,84","2,40","1,49","8,94","0,69","0,37","0,39","0,45","1,47","4,37","0,45"
22-3 1:05,-,-,-,-,-,-,"0,90","2,07","0,57","2,93","0,73","0,48","1,24","2,55","0,56","0,43","0,62","2,29","1,74","8,38","0,45","0,46","0,46","0,43","1,17","2,97","0,50"
22-3 1:10,"2,90","0,32","0,31","2,18","0,33","1,35","0,90","2,07","0,79","3,02","0,68","0,54","1,25","0,72","0,52","0,49","0,66","2,32","1,32","7,92","0,43","0,42","0,50","0,47","1,44","2,82","0,46"
22-3 1:15,"2,34","1,40","1,20","3,55","1,24","2,69","0,92","1,84","0,74","2,84","0,73","0,55","1,42","1,56","0,52","0,46","0,73","2,35","1,49","8,39","0,65","0,52","0,65","0,47","1,09","2,80","0,49"
22-3 1:20,"2,61","0,29","0,36","1,74","0,57","1,69","1,62","3,02","1,64","2,98","0,76","1,49","1,78","2,84","0,65","1,44","1,69","4,34","4,00","9,09","1,43","1,54","1,54","1,39","2,46","4,06","1,42"
22-3 1:25,"1,85","0,32","0,36","1,56","0,33","1,21","0,81","2,18","0,58","1,75","0,73","0,47","1,30","2,58","0,57","0,50","0,85","2,45","1,52","8,07","0,45","0,44","0,46","0,45","1,63","3,40","0,55"
22-3 1:30,"2,32","0,29","0,31","1,65","0,35","1,33","0,91","2,00","0,62","2,87","0,68","0,46","1,20","0,57","0,46","0,40","0,73","2,24","1,46","7,43","0,40","0,43","0,64","0,42","2,58","3,25","0,55"
22-3 1:35,"2,67","0,31","0,31","2,03","0,61","1,04","0,90","2,38","0,67","2,96","0,67","0,51","1,35","1,85","0,67","0,46","0,76","2,11","1,36","8,26","0,43","0,53","0,45","0,47","1,43","3,23","0,48"
22-3 1:40,"2,10","0,33","0,27","1,79","0,36","1,41","0,87","2,65","0,62","2,89","0,64","0,49","1,26","0,53","0,54","0,47","0,59","2,55","1,61","8,53","0,46","0,50","0,44","0,43","1,65","3,19","0,56"
22-3 1:45,"1,98","0,26","0,30","1,44","0,30","1,67","0,85","2,08","0,45","2,88","0,64","0,47","1,25","2,53","0,45","0,40","0,63","2,26","1,35","7,48","0,36","0,44","0,66","0,39","1,50","3,12","0,46"
22-3 1:50,"2,01","0,31","0,29","1,92","0,80","1,39","0,86","1,92","0,74","2,95","0,63","0,53","1,24","1,79","0,59","0,40","0,64","2,31","1,32","8,41","0,42","0,50","0,46","0,46","1,45","2,88","0,44"
22-3 1:55,"1,87","0,29","0,36","2,01","0,32","1,29","0,91","3,92","0,61","2,92","0,64","0,51","1,25","0,71","0,59","0,49","0,58","2,19","1,29","8,14","0,43","0,42","0,41","0,38","1,61","3,12","0,57"
22-3 2:00,"2,05","0,32","0,31","5,15","0,30","1,09","6,42","11,61","0,47","14,02","0,71","0,52","7,19","1,62","0,56","0,40","19,98","2,69","6,79","14,37","0,42","0,44","0,52","0,39","10,79","3,01","0,44"
22-3 2:05,"1,69","0,68","0,42","2,46","0,44","1,15","3,84","2,57","0,69","6,38","0,74","0,51","1,38","1,58","0,58","0,49","2,17","2,33","1,22","11,15","0,52","0,41","0,44","0,51","1,55","3,24","0,52"
22-3 2:10,"2,06","0,23","0,27","1,54","0,33","1,37","0,86","2,67","0,48","3,07","0,71","0,50","1,34","0,71","0,47","0,44","1,55","2,34","1,45","8,97","0,52","0,54","0,57","0,52","1,65","3,45","0,55"
22-3 2:15,"1,72","0,31","0,31","1,66","0,35","1,36","0,84","1,94","0,49","2,99","0,61","0,47","1,28","2,51","0,54","0,45","0,70","2,23","1,34","8,19","0,41","0,53","0,53","0,41","1,47","3,15","0,55"
22-3 2:20,"2,25","0,30","0,32","1,77","0,42","0,98","0,90","2,33","0,61","2,94","0,67","0,56","1,34","1,87","0,57","0,45","0,67","2,40","1,36","9,24","0,49","0,46","0,50","0,44","1,42","3,59","0,45"
22-3 2:25,"2,23","0,28","0,32","1,65","0,38","1,20","0,88","2,36","0,50","3,97","0,73","0,46","1,30","2,50","0,48","0,43","0,72","2,30","1,36","8,44","0,48","0,46","0,56","0,52","1,50","3,46","0,65"
