time,FSO_T00_SKPAuto_Opstarten,FSO_T01_SKPAuto_VerzekererdJaNee,FSO_T02_SKPAuto_Kenteken,FSO_T03_SKPAuto_AutoCheck,FSO_T04_SKPAuto_Postcode,FSO_T05_SKPAuto_Bestuurder,FSO_T06_SKPAuto_GeboorteDatum,FSO_T07_SKPAuto_SchadeVrijeJaren,FSO_T08_SKPAuto_Kilometers,FSO_T09_SKPAuto_Basisdekking,FSO_T10_SKPAuto_Uitbreiding,FSO_T11_SKPAuto_Ingangsdatum,FSO_T12_SKPAuto_Ongevallen,FSO_T13_SKPAuto_Samenvatting1,FSO_T14_SKPAuto_PriveZakelijk,FSO_T15_SKPAuto_KentekenOpNaam,FSO_T16_SKPAuto_Persoonsgegevens,FSO_T17_SKPAuto_Adres,FSO_T18_SKPAuto_TelefoonEmail,FSO_T19_SKPAuto_AanvullendeVragen,FSO_T20_SKPAuto_GeweigerdOpgezegd,FSO_T21_SKPAuto_StrafbaarFeit,FSO_T22_SKPAuto_EerderSchade,FSO_T23_SKPAuto_MaandJaar,FSO_T24_SKPAuto_Rekeningnummer,FSO_T25_SKPAuto_Samenvatting2,FSO_T26_SKPAuto_EindeScript
14-3 17:00,"2,18","0,61","0,66","1,20","0,76","1,17",-,-,-,-,-,-,-,-,-,-,-,"2,62","2,21","7,61","0,77","0,81","0,80","0,73",-,-,-
14-3 17:05,-,-,-,-,-,-,"0,86","2,08","0,52","3,27","0,77","0,69",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
14-3 17:10,"2,20","0,69","0,63","1,52","0,61","1,51","1,07","1,91","0,57","3,45","0,79","1,50","2,52","0,82","0,93","0,73","1,18","3,51","2,00","8,88","0,77","0,78","0,73","1,01","1,28","3,31","0,76"
14-3 17:15,"3,00","0,56","0,59","1,69","0,42","1,46","0,92","1,94","0,72","0,69","0,83","1,78","1,46","3,56","0,61","1,75","3,98","3,68","5,41","11,01","2,36","2,62","7,59","5,42","5,71","13,14","13,63"
14-3 17:20,-,-,-,-,-,-,-,-,-,-,-,-,"1,81","0,73","0,63","0,56","0,65","2,23","1,56","8,00","0,66","0,59","0,56","0,53","1,33","3,28","0,57"
14-3 17:25,-,-,-,-,-,-,"0,99","2,52","0,82","3,39","0,75","0,53",-,-,-,-,-,"2,61","4,59","8,38","0,54","0,64","0,60","0,80","1,41","3,21","0,59"
14-3 17:30,"5,11","1,34","1,16","2,47","0,68",-,"0,94","2,84","0,74","2,94","0,70","0,81","1,29","2,51","0,59","1,51","4,68",-,-,-,-,-,-,-,-,-,-
14-3 17:35,"3,09","0,72","0,64","1,53","1,52","1,63",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
14-3 17:40,"2,50","0,38","0,41","1,55","0,37","1,38","1,64","5,96","0,39","3,03","0,76","0,53","1,33","2,57","0,57","0,53","0,64","2,31","1,51","7,84","0,49","0,48","0,50","0,48","0,88","3,30","0,60"
14-3 17:45,"2,31","0,45","0,36","1,28","0,82","1,55",-,-,-,-,-,-,"2,07","2,49","0,59","0,52","0,96","2,32","1,86","7,89",-,-,-,-,"1,23","3,37","1,46"
14-3 17:50,"2,18","0,66","0,63","1,85","1,14","1,74","0,95","1,99","0,82","3,20","0,83","0,62","2,44","2,68","0,98","0,81","1,58",-,-,-,"0,78","0,80","0,87","0,73","1,43","4,12","0,78"
14-3 17:55,"2,61","0,45","0,43","1,26","0,38","1,14","0,84","2,19","0,99","3,05","7,85",-,-,-,-,-,"1,47","2,43","1,87","8,57","0,63","0,80","0,87","0,98",-,-,-
14-3 18:00,"2,70","0,71","0,63","3,25","0,65","1,46","1,80","2,10","0,80","3,06","0,88","0,66","1,29","2,61","0,88","0,81","0,69","2,08","1,81","8,92","0,81","0,72","0,81","0,76",-,-,-
14-3 18:05,-,-,-,-,-,-,-,-,-,-,-,"0,53","1,46","1,57","0,57","0,53","1,00",-,-,-,"0,54","0,77","0,56","0,56","1,43","2,61","0,53"
14-3 18:10,"2,60","0,38","0,38","1,82","0,42","1,45","1,02","2,37","0,82","2,91","0,76","0,54",-,-,-,-,-,"2,16",-,-,-,-,-,-,"1,58","3,62","0,63"
14-3 18:15,"2,85","0,41","0,47","1,57","0,46","1,46",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"3,52","0,52"
14-3 18:20,-,-,-,-,-,-,"0,88","2,15","0,64","3,02","0,79","0,58","1,44","1,83","0,67","0,54","0,99","2,31",-,-,-,-,-,-,-,-,-
14-3 18:25,"2,42","0,59","0,51","1,69","0,40","1,33",-,-,-,-,-,-,-,"2,50","0,60","0,59","0,64","2,20","1,30","8,25","0,48","0,50","0,48","0,53","0,83","3,28","0,44"
14-3 18:30,"2,84","0,30","0,44","1,73","0,38","1,37",-,-,-,-,-,-,"2,23","2,58","0,51","0,36","1,97","2,51","1,86","8,94","0,71","1,09","0,73","1,49","0,89","3,01","0,54"
14-3 18:35,-,-,-,-,-,-,"0,95","2,59","0,67","2,97","0,89","0,57","1,72","2,62","0,63","0,98","2,76",-,-,-,"0,64","0,71","0,58","0,47","0,98","3,24","0,62"
14-3 18:40,"2,31","0,54","0,47","3,17","0,61","1,58","1,87","2,64","1,56","7,93","7,55","7,75","1,29","0,58","0,54","0,54","1,03","2,50","1,35","9,67","0,53","0,52","0,69","0,53","1,88","5,19","1,80"
14-3 18:45,"2,98","0,44","0,41","1,40","0,43","1,46","0,84","1,94","0,77","2,93","0,86","0,72",-,-,-,-,-,"2,33","1,87","8,69","0,51","0,52","0,58","0,48","0,94","3,67","0,78"
14-3 18:50,-,-,-,-,-,-,"0,97","2,33","0,75","3,06","0,73","0,64","2,24","2,58","0,62","0,55","0,82","2,02","1,46","8,48","0,67","0,60","0,54","0,52",-,-,-
14-3 18:55,"2,44","0,23","0,41","2,90","0,40","1,69","0,86","2,56","0,68","0,72","0,67","0,50",-,-,-,-,-,"2,56",-,-,-,-,-,-,-,-,-
14-3 19:00,"27,30","2,47","0,39",-,-,-,-,-,-,-,-,-,-,-,-,-,"0,00",-,-,-,-,-,-,-,"2,39","3,01","0,57"
14-3 19:05,"2,33","0,36","0,44","3,16","0,63","1,41","1,02","2,15","0,71","4,03","0,79","0,56",-,-,-,-,-,-,-,-,-,"0,54","0,73","0,50","1,49","3,99","0,64"
14-3 19:10,"2,22","0,31","0,40","1,62","0,40","1,38","1,22","1,94","0,78","2,00","0,75","0,55","2,31","2,57","0,70","0,55","0,69","2,77","1,53","7,89","0,72","0,75","0,55","0,72","1,56","3,19","0,54"
14-3 19:15,"2,43","0,26","0,46","1,58","0,39","1,40","0,85","2,67","0,88","2,86","0,73","0,59","2,25","2,51","0,63","0,54","0,74","2,78","1,25","8,43",-,-,-,-,"1,35","3,44","0,54"
14-3 19:20,"2,99","0,36","0,42","1,52","0,57","1,21",-,-,-,-,-,-,-,"2,72","0,68","0,52","0,68","2,24",-,-,"0,58","0,69","0,57","0,53","0,91","4,00","0,57"
14-3 19:25,-,-,-,-,-,-,-,"2,27","0,78","2,98","0,72","0,54","1,26",-,-,-,-,-,"1,54","8,46","0,53","0,54","0,55","0,60","1,05",-,-
