time,FSO_T00_SKPAuto_Opstarten,FSO_T01_SKPAuto_VerzekererdJaNee,FSO_T02_SKPAuto_Kenteken,FSO_T03_SKPAuto_AutoCheck,FSO_T04_SKPAuto_Postcode,FSO_T05_SKPAuto_Bestuurder,FSO_T06_SKPAuto_GeboorteDatum,FSO_T07_SKPAuto_SchadeVrijeJaren,FSO_T08_SKPAuto_Kilometers,FSO_T09_SKPAuto_Basisdekking,FSO_T10_SKPAuto_Uitbreiding,FSO_T11_SKPAuto_Ingangsdatum,FSO_T12_SKPAuto_Ongevallen,FSO_T13_SKPAuto_Samenvatting1,FSO_T14_SKPAuto_PriveZakelijk,FSO_T15_SKPAuto_KentekenOpNaam,FSO_T16_SKPAuto_Persoonsgegevens,FSO_T17_SKPAuto_Adres,FSO_T18_SKPAuto_TelefoonEmail,FSO_T19_SKPAuto_AanvullendeVragen,FSO_T20_SKPAuto_GeweigerdOpgezegd,FSO_T21_SKPAuto_StrafbaarFeit,FSO_T22_SKPAuto_EerderSchade,FSO_T23_SKPAuto_MaandJaar,FSO_T24_SKPAuto_Rekeningnummer,FSO_T25_SKPAuto_Samenvatting2,FSO_T26_SKPAuto_EindeScript
18-3 23:30,"2,68","0,26","0,32","1,62","0,30","1,41","0,87","3,04","0,67","2,84","0,65","0,60","1,69","1,73","0,60","0,46","0,58","2,44","1,41","8,39","0,47","0,49","0,41","0,42","1,40","3,35","0,49"
18-3 23:35,"2,09","0,33","0,28","1,75","0,91","1,38","0,90","2,54","0,61","2,88","0,72","0,51","2,97","0,75","0,52","0,45","1,38","2,44","1,33","7,59","0,61","0,44","0,45","0,39","1,85","3,35","0,48"
18-3 23:40,"1,89","0,25","0,28","1,66","0,31","1,23","0,81","2,68","0,57","2,90","0,73","0,47","2,19","2,53","0,47","0,36","0,71","2,28","3,47","9,93","0,44","0,54","0,48","0,52","1,99","3,30","0,59"
18-3 23:45,"2,14","1,02","1,10","2,28","1,35","2,09","2,03","3,43","2,52","4,95","0,68","2,41","2,02","3,55","0,58","1,42","1,63","3,26","2,50","8,64","0,41","0,51","0,45","0,37","1,40","3,03","0,49"
18-3 23:50,"1,99","0,32","0,30","1,49","0,64","1,35","0,91","2,29","0,58","3,06","0,67","0,49","1,76","1,67","0,60","0,46","0,67","2,29","1,25","7,84","1,65","1,71","1,53","1,42","1,98","4,39","1,42"
18-3 23:55,"1,97","0,28","0,30","1,41","0,31","1,17","0,88","2,54","0,66","2,90","0,72","0,50","2,17","0,47","0,46","0,39","0,75","2,39","1,58","8,71","0,40","0,39","0,48","0,42","1,37","3,36","0,46"
19-3 0:00,"2,49","0,30","0,40","2,39","0,29","1,46","0,88","3,12","0,64","2,92","0,67","0,50","1,96","2,54","0,47","0,42","0,64","2,11","1,67","7,12","0,43","0,58","0,44","0,41","1,84","3,20","0,46"
19-3 0:05,"1,84","0,29","0,30","2,04","0,49","1,32","0,90","2,23","0,60","2,90","0,75","0,48","1,53","1,53","0,66","0,44","0,99","2,25","1,44","7,88","0,46","0,55","0,45","0,50","1,64","3,52","0,60"
19-3 0:10,"1,91","0,29","0,27","1,61","0,32","1,22","0,97","1,99","0,46","2,92","0,68","0,55","1,56","2,57","0,56","0,40","1,55","2,28","1,32","8,15","0,57","0,50","0,53","0,50","1,28","3,53","0,57"
19-3 0:15,"1,85","0,20","0,42","1,39","0,40","1,39",-,-,-,-,-,-,-,"2,63","0,49","0,50","0,82","2,53","1,46","9,23","0,50","0,43","0,63","0,40","8,42","3,25","0,50"
19-3 0:20,"2,35","0,29","0,30","1,59","0,69","1,72","0,85","2,51","0,70","3,01","0,66","0,53","1,83","1,71","0,60","0,56","0,73","2,59","1,57","7,88","0,42","0,61","0,51","0,39","2,29","3,08","0,46"
19-3 0:25,"2,19","0,31","0,26","1,93","0,32","1,30","0,86","4,11","0,60","3,90","0,71","0,49","3,61","2,60","0,55","0,55","0,62","2,39","1,67","8,07","0,41","0,53","0,46","0,45","1,62","2,90","0,56"
19-3 0:30,"2,21","0,25","0,28","1,49","0,27","1,19","1,20","3,48","0,62","5,03","0,65","0,59","1,57","1,60","0,59","0,45","1,09","2,46","1,29","9,90","0,39","0,47","0,39","0,50","2,43","3,44","0,48"
19-3 0:35,"2,16","0,46","0,36","1,66","0,71","1,48","0,81","4,64","0,55","2,92","0,78","0,52","1,42","1,67","0,66","0,43","0,86","2,26","1,10","7,68","0,49","0,49","0,49","0,55","1,65","3,12","0,55"
19-3 0:40,"2,18","0,29","0,29","1,67","0,30","1,22","0,88","2,61","0,74","2,88","0,69","0,47","4,03","2,47","0,47","0,45","0,56","2,19","1,58","7,49","0,49","0,55","0,62","0,47","0,94","3,86","0,57"
19-3 0:45,"2,01","0,34","0,32","1,95","0,37","1,41","0,78","2,17","0,56","2,85","0,70","0,50","1,30","2,54","0,52","0,42","0,62","2,36","1,29","8,16","0,41","0,43","0,45","0,41","1,31","2,61","0,63"
19-3 0:50,"2,16","0,30","0,32","1,28","0,51","1,38","1,35","2,37","1,30","2,89","0,75","0,57","1,69","1,78","0,68","0,51","0,69","2,37","1,25","8,45","0,48","0,53","0,55","0,45","1,40","3,34","0,48"
19-3 0:55,"2,01","0,28","0,29","1,53","0,31","1,41","0,82","2,02","0,64","2,89","0,74","0,52","2,83","2,55","0,48","0,43","0,57","2,10","1,32","8,42","0,42","0,57","0,50","0,53","1,49","3,27","0,51"
19-3 1:00,"1,80","0,30","0,32","2,95","0,36","1,20","0,87","2,14","0,49","2,89","0,60","0,50","1,23","2,59","0,52","0,43","0,61","2,35","2,61","8,27","0,39","0,42","0,46","0,46","1,57","3,43","0,46"
19-3 1:05,"2,69","0,20","0,39","1,98","1,72","1,41","0,95","1,87","0,61","3,05","0,75","0,45","1,36","0,89","0,67","0,68","0,71","2,53",-,-,"0,37","0,42","0,41","0,38","2,38","3,02","0,42"
19-3 1:10,"2,11","0,28","0,28","1,59","0,30","1,23","0,86","2,12","0,58","2,92","0,71","0,52","1,59","0,59","0,51","0,41","0,54","2,55","1,61","8,27","0,76","0,71","0,67","0,51","1,68","3,36","0,62"
19-3 1:15,"2,07","1,04","1,04","2,91","1,54","1,90","1,85","2,29","0,73","2,83","0,64","0,48","1,31","1,59","0,54","0,41","0,77","2,52","1,46","8,28","0,42","0,48","0,53","0,42","1,41","3,11","0,51"
19-3 1:20,"2,09","0,28","0,30","1,92","0,78","1,99","1,46","2,45","1,80","2,96","0,79","0,55","1,26","0,69","0,53","0,40","0,70","2,50",-,-,"0,43","0,44","0,52","0,45","1,30","3,11","0,48"
19-3 1:25,"2,04","0,33","0,33","1,65","0,31","1,30","0,87","4,30","0,68","2,93","0,74","0,48","1,29","0,51","0,53","0,48","0,60","2,57","1,52","8,72","0,47","0,50","0,48","0,49","1,52","2,95","0,67"
19-3 1:30,"2,50","0,26","0,29","1,68","0,29","1,59","0,89","3,96","0,73","2,92","0,68","0,55","1,36","2,54","0,51","0,50","0,65","2,08","1,39","8,27","0,44","0,47","0,46","0,44","1,06","2,80","0,51"
19-3 1:35,"2,05","0,32","0,28","1,35","0,41","1,18","1,56","2,16","0,82","2,90","0,71","0,55","1,75","1,68","0,58","0,54","0,73","2,15","1,53","7,72","0,47","0,45","0,47","0,43","1,23","3,08","0,56"
19-3 1:40,"2,34","1,08","1,01","2,52","1,25","2,01","1,34","4,78","1,58","3,72","0,68","1,32","1,32","4,34","0,53","2,35","2,17","3,62","2,35","8,46","2,23","1,53","1,23","1,38","1,92","4,64","1,40"
19-3 1:45,"1,97","0,31","0,34","1,51","0,30","1,15","1,25","2,21","0,65","2,82","0,76","0,56","1,60","1,57","0,52","0,43","0,63","2,25","1,22","8,01","0,42","0,52","0,69","0,43","1,65","3,59","0,54"
19-3 1:50,"1,75","0,37","0,38","1,87","0,92","1,41","0,85","1,99","0,75","2,94","0,65","0,50","2,33","1,65","0,59","0,38","0,59","2,49","1,27","8,83","0,40","0,53","0,48","0,54","5,34","2,99","0,47"
19-3 1:55,"2,15","0,36","0,27","1,55","0,31","1,52","0,89","2,18","0,54","2,85","0,65","0,45","1,77","2,55","0,49","0,39","0,90","2,30","1,50","8,53","0,41","0,47","0,45","0,41","1,67","3,44","0,48"
