time,FSO_T00_SKPAuto_Opstarten,FSO_T01_SKPAuto_VerzekererdJaNee,FSO_T02_SKPAuto_Kenteken,FSO_T03_SKPAuto_AutoCheck,FSO_T04_SKPAuto_Postcode,FSO_T05_SKPAuto_Bestuurder,FSO_T06_SKPAuto_GeboorteDatum,FSO_T07_SKPAuto_SchadeVrijeJaren,FSO_T08_SKPAuto_Kilometers,FSO_T09_SKPAuto_Basisdekking,FSO_T10_SKPAuto_Uitbreiding,FSO_T11_SKPAuto_Ingangsdatum,FSO_T12_SKPAuto_Ongevallen,FSO_T13_SKPAuto_Samenvatting1,FSO_T14_SKPAuto_PriveZakelijk,FSO_T15_SKPAuto_KentekenOpNaam,FSO_T16_SKPAuto_Persoonsgegevens,FSO_T17_SKPAuto_Adres,FSO_T18_SKPAuto_TelefoonEmail,FSO_T19_SKPAuto_AanvullendeVragen,FSO_T20_SKPAuto_GeweigerdOpgezegd,FSO_T21_SKPAuto_StrafbaarFeit,FSO_T22_SKPAuto_EerderSchade,FSO_T23_SKPAuto_MaandJaar,FSO_T24_SKPAuto_Rekeningnummer,FSO_T25_SKPAuto_Samenvatting2,FSO_T26_SKPAuto_EindeScript
12-3 20:00,"2,91","0,51","0,41","1,87","0,39","1,31","1,05","2,28","0,58","5,65","0,94","0,88","1,73","2,62","0,65","0,60","0,69","2,83","1,29","11,64","0,68","0,49","0,58","0,52","1,46","4,37","0,61"
12-3 20:05,"2,33","0,61","0,62","1,39","0,70","1,85","1,12","2,57","0,89","2,99","0,74","0,53","1,68","1,55","0,53","0,48","1,17","2,14","1,46","7,74","0,46","0,55","0,54","0,73","1,21","3,23","0,58"
12-3 20:10,"2,80","0,37","0,30","1,56","0,28","1,17","0,97","2,05","0,73","2,96","0,76","0,55","1,43","2,49","0,55","0,36","0,59","2,24","1,57","8,55","0,54","0,66","0,50","0,49","1,36","3,53","0,58"
12-3 20:15,"3,41","0,33","0,36","1,67","0,37","1,28","0,84","3,02","0,65","2,85","0,73","0,52","1,30","2,59","0,55","0,48","0,91","2,48","2,02","8,06","0,68","0,52","0,57","0,53","1,18","3,17","0,52"
12-3 20:20,"2,48","0,33","0,40","4,48","1,16","1,38","0,93","2,38","0,64","1,86","1,08","2,63","1,57","2,61","0,56","0,54","0,63","2,46","1,58","8,37","0,52","0,53","0,49","0,47","1,14","3,15","0,60"
12-3 20:25,"1,98","0,29","0,26","1,40","0,34","1,29","1,05","1,85","0,65","2,88","0,76","0,49","1,25","2,54","0,52","0,46","0,59","2,23","1,46","7,81","0,49","0,53","0,55","0,49","1,11","3,48","0,54"
12-3 20:30,"3,02","0,25","0,29","2,23","0,39","1,32","0,78","2,28","0,49","2,99","0,68","0,56","1,25","1,70","0,51","0,37","1,20","2,50","1,52","8,71","0,41","0,42","0,41","0,48","1,37","3,88","0,55"
12-3 20:35,"1,98","0,34","0,32","1,61","0,61","1,41","0,86","2,05","0,66","2,90","0,65","0,49","1,32","1,61","0,61","0,45","0,70","1,98","1,34","8,22","0,40","0,52","0,43","0,41","1,45","3,07","0,52"
12-3 20:40,"2,14","0,33","0,34","2,30","0,37","1,55","0,99","2,30","0,66","2,87","0,69","0,46","1,31","2,53","0,62","0,62","0,52","2,27","1,61","7,77","0,51","0,48","0,49","0,51","1,44","3,13","0,56"
12-3 20:45,"3,70","0,42","0,35","1,61","0,34","1,35","0,82","3,01","0,57","2,95","0,80","0,53","1,35","2,61","0,54","0,46","0,58","2,78","1,45","8,21","0,51","0,46","0,56","0,39","1,32","3,84","0,47"
