time,FSO_T00_SKPAuto_Opstarten,FSO_T01_SKPAuto_VerzekererdJaNee,FSO_T02_SKPAuto_Kenteken,FSO_T03_SKPAuto_AutoCheck,FSO_T04_SKPAuto_Postcode,FSO_T05_SKPAuto_Bestuurder,FSO_T06_SKPAuto_GeboorteDatum,FSO_T07_SKPAuto_SchadeVrijeJaren,FSO_T08_SKPAuto_Kilometers,FSO_T09_SKPAuto_Basisdekking,FSO_T10_SKPAuto_Uitbreiding,FSO_T11_SKPAuto_Ingangsdatum,FSO_T12_SKPAuto_Ongevallen,FSO_T13_SKPAuto_Samenvatting1,FSO_T14_SKPAuto_PriveZakelijk,FSO_T15_SKPAuto_KentekenOpNaam,FSO_T16_SKPAuto_Persoonsgegevens,FSO_T17_SKPAuto_Adres,FSO_T18_SKPAuto_TelefoonEmail,FSO_T19_SKPAuto_AanvullendeVragen,FSO_T20_SKPAuto_GeweigerdOpgezegd,FSO_T21_SKPAuto_StrafbaarFeit,FSO_T22_SKPAuto_EerderSchade,FSO_T23_SKPAuto_MaandJaar,FSO_T24_SKPAuto_Rekeningnummer,FSO_T25_SKPAuto_Samenvatting2,FSO_T26_SKPAuto_EindeScript
13-3 3:30,"2,11","0,27","0,39","1,61","0,32","1,28","0,90","2,07","0,61","2,94","0,70","0,54","1,40","1,56","0,51","0,47","0,63","2,58","1,28","7,98","0,43","0,42","0,46","0,39","1,80","3,28","0,48"
13-3 3:35,"2,45","0,32","0,31","1,64","0,97","1,26","0,86","2,12","0,73","2,91","0,66","0,50","1,34","1,60","0,61","0,45","0,57","2,11","1,25","8,30","0,42","0,54","0,46","0,41","1,40","3,35","0,49"
13-3 3:40,"3,07","0,75","0,28","2,65","0,29","1,47","0,87","2,27","0,84","2,96","0,62","0,48","1,17","2,50","0,46","0,36","0,54","2,33","1,35","8,79","0,45","0,43","0,46","0,51","1,48","3,43","0,55"
13-3 3:45,"2,36","0,43","0,31","1,76","0,31","1,51","0,82","1,84","0,57","2,93","0,65","0,51","1,54","0,63","0,49","0,43","0,70","2,14","0,67","8,60","0,42","0,36","0,39","0,45","1,48","2,56","0,46"
13-3 3:50,"2,07","0,51","0,29","1,85","0,57","1,34","0,91","2,09","0,60","2,90","0,66","0,46","1,57","1,71","0,54","0,43","0,59","2,44","1,56","7,87","0,40","0,46","0,44","0,43","1,41","2,94","0,48"
13-3 3:55,"1,78","1,11","1,01","2,17","1,26","2,23","1,44","2,90","1,43","3,69","0,70","1,44","1,28","2,47","0,56","0,43","0,82","2,55","1,30","8,01","0,40","0,44","0,49","0,44","1,15","3,59","0,57"
13-3 4:00,"2,55","0,35","0,28","1,51","0,29","1,33","0,86","2,14","0,58","3,57","0,74","0,51","1,35","2,47","0,50","1,36","1,65","3,16","2,53","9,26","1,40","2,39","2,44","2,24","2,41","5,79","2,35"
13-3 4:05,"2,26","0,30","0,31","1,50","0,52","2,15","0,98","2,43","0,74","2,97","1,05","0,55","1,35","2,56","0,51","0,42","0,54","2,31","1,15","8,86","0,35","0,48","0,47","0,44","1,47","3,23","0,44"
13-3 4:10,"2,40","0,29","0,27","1,88","0,38","1,31","1,02","2,15","0,59","2,94","0,68","0,56","1,51","0,46","0,49","0,36","0,85","2,26","1,28","8,36","0,48","0,46","0,41","0,47","1,43","2,94","0,45"
13-3 4:15,"2,55","0,33","0,35","1,75","0,36","1,25","0,95","2,80","0,75","3,06","0,73","0,46","1,34","2,57","0,48","0,45","0,59","2,12","1,41","7,51","0,47","0,40","0,44","0,44","1,42","3,33","0,49"
13-3 4:20,"1,94","0,45","0,33","1,78","0,59","1,29","0,91","2,15","0,59","2,97","0,73","0,56","1,32","0,68","0,51","0,47","0,85","2,44","1,48","8,64","0,38","0,52","0,43","0,46","1,43","3,24","0,48"
13-3 4:25,"2,00","0,29","0,29","1,56","0,29","1,29","1,17","2,10","0,71","1,72","0,60","0,47","1,29","0,63","0,51","0,40","0,87","2,40","1,33","8,20","0,45","0,55","0,55","0,54","1,50","3,21","0,52"
13-3 4:30,"2,14","0,34","0,35","1,66","0,41","1,34","0,94","2,36","0,40","2,88","0,69","0,50","1,30","1,69","0,57","0,46","0,73","2,26","1,15","8,86","0,50","0,37","0,46","0,40","1,72","3,48","0,43"
13-3 4:35,"2,38","0,33","0,31","1,63","0,71","1,40","0,84","2,34","0,73","2,95","0,76","0,52","1,30","1,63","0,56","0,49","0,59","2,57","1,54","8,10","0,44","0,52","0,45","0,54","1,44","3,33","0,59"
13-3 4:40,"2,18","0,49","0,27","1,60","0,31","1,22","0,93","2,48","0,55","2,88","0,65","0,48","1,36","0,66","0,55","0,38","0,58","2,18","1,22","8,24","0,45","0,42","0,44","0,37","1,65","3,33","0,51"
13-3 4:45,"2,50","0,43","0,32","1,58","0,28","1,64","0,85","2,20","0,66","2,87","0,62","0,48","1,53","1,52","0,47","0,42","0,57","2,22","1,36","8,55","0,41","0,39","0,44","0,38","1,37","3,51","0,42"
13-3 4:50,"2,44","0,25","0,28","2,05","0,43","1,29","0,87","1,81","0,67","2,93","0,66","0,49","1,30","1,71","0,59","0,34","0,61","2,07","1,30","9,25","0,36","0,54","0,53","0,40","1,61","3,07","0,50"
13-3 4:55,"1,73","0,50","0,28","1,54","0,25","1,09","0,94","2,45","0,67","2,84","0,69","0,54","1,25","2,51","0,49","0,47","0,59","2,41","1,39","7,73","0,36","0,39","0,47","0,39","1,57","3,47","0,46"
13-3 5:00,"2,67","0,39","0,27","1,54","0,32","1,14","0,94","1,81","0,70","2,92","0,68","0,47","1,24","2,56","0,47","0,49","0,54","2,26","1,41","8,07","0,46","0,47","0,43","0,45","1,62","3,02","0,46"
13-3 5:05,"1,77","0,28","0,28","1,69","0,56","1,71","1,02","2,15","0,48","2,95","0,70","0,49","1,23","1,64","0,54","0,46","0,63","2,18","1,21","8,30","0,40","0,54","0,45","0,45","1,48","3,34","0,60"
13-3 5:10,"2,01","1,10","1,26","2,32","1,22","2,25","1,50","3,24","1,52","3,70","0,64","2,01","1,23","4,35","0,48","2,69","3,00","4,06","2,37","8,21","1,35","1,53","1,40","1,33","1,93","4,64","1,53"
13-3 5:15,"1,92","1,05","1,06","2,73","1,24","2,14","2,22","3,70","2,56","4,54","0,82","2,33","1,48","3,42","0,56","1,78","1,72","3,32","2,33","9,27","0,43","0,45","0,39","0,44","1,30","3,35","0,46"
13-3 5:20,"2,02","0,19","0,33","1,67","0,63","1,37","0,81","2,07","0,68","3,04","0,72","0,48","1,31","0,71","0,52","0,49","1,07","2,30","0,98","8,24","1,47","1,56","1,51","1,35","1,99","4,38","1,41"
13-3 5:25,"2,04","0,29","0,31","1,80","0,29","1,12","1,06","1,80","0,61","2,03","0,86","0,74","1,48","2,54","0,55","0,57","1,39","0,00","1,58","8,92","0,40","0,46","0,47","0,40","1,59","3,67","0,56"
13-3 5:30,"1,96","0,34","0,25","1,51","0,27","1,16","0,82","2,17","0,66","2,95","0,66","0,49","1,20","0,89","0,44","0,40","0,80","2,32","1,11","8,59","0,44","0,40","0,54","0,39","1,59","3,27","0,45"
13-3 5:35,"2,21","0,29","0,28","1,48","0,40","0,94","0,90","2,15","0,64","2,88","0,75","0,46","1,31","2,62","0,67","0,44","0,67","2,90",-,-,-,"0,46","0,40","0,37","1,49","2,91","0,61"
13-3 5:40,"1,90","0,29","0,27","1,79","0,35","1,26","1,04","2,16","0,58","2,92","0,74","0,47","1,08","0,56","0,57","0,45","0,82","2,23","1,40","8,30","0,43","0,46","0,44","0,47","1,83","2,88","0,54"
