time,FSO_T00_SKPAuto_Opstarten,FSO_T01_SKPAuto_VerzekererdJaNee,FSO_T02_SKPAuto_Kenteken,FSO_T03_SKPAuto_AutoCheck,FSO_T04_SKPAuto_Postcode,FSO_T05_SKPAuto_Bestuurder,FSO_T06_SKPAuto_GeboorteDatum,FSO_T07_SKPAuto_SchadeVrijeJaren,FSO_T08_SKPAuto_Kilometers,FSO_T09_SKPAuto_Basisdekking,FSO_T10_SKPAuto_Uitbreiding,FSO_T11_SKPAuto_Ingangsdatum,FSO_T12_SKPAuto_Ongevallen,FSO_T13_SKPAuto_Samenvatting1,FSO_T14_SKPAuto_PriveZakelijk,FSO_T15_SKPAuto_KentekenOpNaam,FSO_T16_SKPAuto_Persoonsgegevens,FSO_T17_SKPAuto_Adres,FSO_T18_SKPAuto_TelefoonEmail,FSO_T19_SKPAuto_AanvullendeVragen,FSO_T20_SKPAuto_GeweigerdOpgezegd,FSO_T21_SKPAuto_StrafbaarFeit,FSO_T22_SKPAuto_EerderSchade,FSO_T23_SKPAuto_MaandJaar,FSO_T24_SKPAuto_Rekeningnummer,FSO_T25_SKPAuto_Samenvatting2,FSO_T26_SKPAuto_EindeScript
17-3 5:00,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,56","0,45","0,46","0,82","2,46",-,-,-,-,-,-,-,-,-
17-3 5:05,-,-,-,-,-,-,-,"2,07","0,67","2,89","0,76","0,47","1,32",-,-,-,-,-,-,-,-,-,-,-,-,-,-
17-3 5:10,"1,73","0,34","0,40","1,68","0,33","1,02","0,86","1,92","0,59","2,94","0,70","0,45","1,24",-,-,-,-,-,-,-,-,-,-,-,-,"2,67","0,50"
17-3 5:15,"2,14","0,31","0,43","1,57","0,36","1,19","0,80","1,77","0,70","2,93","0,68","0,48","1,34",-,-,-,-,-,"1,47","8,82","0,45","0,54","0,53","0,36","1,48",-,-
17-3 5:20,"2,15","0,33","0,33","1,56","0,40","0,85","1,11","2,40","0,77","2,92","0,67","0,55","1,75","2,57","0,47","0,50","0,84","2,27",-,-,-,-,-,-,-,-,-
17-3 5:25,"1,99","0,31","0,27","1,49","0,50","1,18","0,90","2,67","0,70","2,87","0,64","0,47",-,-,-,-,-,-,"1,49","8,40","0,46","0,49","0,46","0,42","1,47",-,-
17-3 5:30,"2,76","0,20","0,27","1,35","0,26","1,42",-,"2,05","0,52","2,91","0,67","0,49","1,73","2,55","0,40","0,47","0,55","2,04","1,35","8,20","0,59","0,45","0,39","0,36","2,34",-,-
17-3 5:35,"2,17","0,32","0,29","1,78","0,46","1,87","0,88","2,43","0,55","2,95","0,74","0,48","1,50","0,65","0,62","0,52","0,66","2,39",-,-,-,-,-,-,-,-,-
17-3 5:40,"2,11","0,27","0,26","1,44","0,30","1,16","0,86","1,88","0,59","3,00","0,64","0,48","1,24","0,51","0,48","0,62","0,57","2,03",-,-,-,-,-,-,"1,58","3,27","0,53"
17-3 5:45,"2,07","0,27","0,31","1,62","0,30","1,34","0,90",-,-,-,-,-,-,"2,49","0,57","0,49","0,61","2,38","1,18","8,59","0,38","0,37","0,43","0,44","1,41",-,-
17-3 5:50,"2,16","1,71","1,74","3,08","2,26","2,97","2,09","3,00","1,46","3,71","1,01","1,46","1,29","2,78","0,48","1,39","1,68","3,37",-,-,"0,41","0,43","0,50","0,40","1,36","3,09","0,46"
17-3 5:55,-,-,-,-,-,-,-,"2,21","0,71","2,90","0,64","0,52","1,42",-,-,-,-,-,"3,69","9,68","2,26","3,22","2,41","2,54","2,79","6,07","2,53"
17-3 6:00,"3,52","0,30","0,32","1,08","0,25","1,59",-,-,-,-,-,-,-,"2,54","0,55","0,46","0,66","2,24","1,39","8,00","0,42","0,46","0,47","0,44","1,36",-,-
17-3 6:05,"1,91","0,31","0,29","2,08","0,42","0,96","0,98","2,00","0,82","4,93","0,68","0,50",-,-,-,-,-,-,"1,22","7,88","0,43","0,54","0,52","0,53","1,17","3,32","0,49"
17-3 6:10,"2,33","0,42","0,27","1,38","0,32","1,11","0,80",-,-,-,-,-,-,"0,55","0,50","0,42","0,58","2,09",-,-,-,-,-,-,-,-,-
17-3 6:15,"2,20","0,21","0,36","1,76","0,29","1,17","0,76","2,57","0,63","2,85","0,63","0,47","1,25",-,-,-,-,-,"1,30","9,38",-,-,-,-,-,-,-
17-3 6:20,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,62","0,54","0,58","0,61","2,48",-,-,"0,43","0,58","0,41","0,60","1,37","3,70","0,44"
17-3 6:25,"1,91","1,91","1,75","3,54","2,25","3,60","2,21",-,-,-,-,-,-,"4,91","0,52","2,44","2,81","3,97","1,85","7,96","0,44","0,53","0,65","0,54","1,58",-,-
17-3 6:30,"2,43","0,34","0,31","1,28","0,31","1,53",-,"2,11","0,69","3,02","0,69","0,44","1,30","2,54","0,57","1,50","1,84","3,11","2,50","9,07","2,28","2,81","2,56","2,41","2,81",-,-
17-3 6:35,-,-,-,-,-,-,"0,83","2,22","0,65","2,94","0,67","0,57","1,27","2,61","0,53","0,49","0,87","2,80","1,27","7,64","0,44","0,56","0,57","0,46","1,63","3,34","0,53"
17-3 6:40,"1,82","0,31","0,28","1,57","0,31","1,44","0,84","2,00","0,87","2,91","0,62","0,55","1,32",-,-,-,-,-,"1,17","8,54","0,34","0,37","0,41","0,39","1,42","3,36","0,60"
17-3 6:45,"1,86","1,78","1,92","3,51","2,14","3,07","2,08",-,-,-,-,-,-,"2,87","0,54","1,59","1,76","3,20","1,63","8,54","0,42","0,38","0,63","0,54","2,37","3,16","0,46"
17-3 6:50,"1,94","0,33","0,36","1,52","0,46","1,31",-,"3,70","2,17","1,80","0,67","1,89","2,36",-,-,-,-,-,-,-,-,-,-,-,-,-,-
17-3 6:55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,30","7,51","0,45","0,51","0,51","0,58","1,49","3,13","0,54"
17-3 7:00,"2,27","0,31","0,42","1,80","0,33","1,51",-,-,-,-,-,-,-,-,-,-,-,-,"1,59","8,21","0,37","0,43","0,40","0,44","1,53",-,-
17-3 7:05,"1,68","0,29","0,31","1,73","0,63","1,79","0,88","2,08","0,49","2,96","0,71","0,59",-,-,-,-,-,-,-,-,"0,44","0,48","0,44","0,43","1,39","3,17","0,45"
17-3 7:10,"2,46","0,31","0,28","1,46","0,33","1,41","0,88","2,06","0,74","2,97","0,77","0,64",-,"2,56","0,53","0,38","0,53","1,99",-,-,-,-,-,-,-,-,-
17-3 7:15,"3,76","0,29","0,32","1,35","0,27","1,29","0,83","2,41","0,67","2,94","0,70","0,52","1,43",-,-,-,-,-,"1,15","10,97","0,41","0,44","0,51","0,42","0,83",-,-
17-3 7:20,-,-,-,-,-,-,-,-,-,-,-,-,"1,31","2,51","0,52","0,43","0,56","2,46","1,37","7,86","0,36","0,71","0,58","0,43","1,45","3,51","0,52"
17-3 7:25,"1,79","0,68","0,33","1,57","0,29","1,58","0,79",-,-,-,-,-,-,-,-,-,-,-,"1,32","7,94","0,39","0,45","0,39","0,52","1,26","3,35","0,54"
