time,FSO_T00_SKPAuto_Opstarten,FSO_T01_SKPAuto_VerzekererdJaNee,FSO_T02_SKPAuto_Kenteken,FSO_T03_SKPAuto_AutoCheck,FSO_T04_SKPAuto_Postcode,FSO_T05_SKPAuto_Bestuurder,FSO_T06_SKPAuto_GeboorteDatum,FSO_T07_SKPAuto_SchadeVrijeJaren,FSO_T08_SKPAuto_Kilometers,FSO_T09_SKPAuto_Basisdekking,FSO_T10_SKPAuto_Uitbreiding,FSO_T11_SKPAuto_Ingangsdatum,FSO_T12_SKPAuto_Ongevallen,FSO_T13_SKPAuto_Samenvatting1,FSO_T14_SKPAuto_PriveZakelijk,FSO_T15_SKPAuto_KentekenOpNaam,FSO_T16_SKPAuto_Persoonsgegevens,FSO_T17_SKPAuto_Adres,FSO_T18_SKPAuto_TelefoonEmail,FSO_T19_SKPAuto_AanvullendeVragen,FSO_T20_SKPAuto_GeweigerdOpgezegd,FSO_T21_SKPAuto_StrafbaarFeit,FSO_T22_SKPAuto_EerderSchade,FSO_T23_SKPAuto_MaandJaar,FSO_T24_SKPAuto_Rekeningnummer,FSO_T25_SKPAuto_Samenvatting2,FSO_T26_SKPAuto_EindeScript
19-3 22:00,"2,34","0,41","0,41","1,61","0,51","1,35","0,78","2,35","0,94","2,95","0,70","0,54","1,41","1,60","0,58","0,52","0,58","2,63","1,30","13,34","0,45","0,55","1,13","0,50","1,42","4,42","0,62"
19-3 22:05,"1,88","0,30","0,38","2,20","0,69","1,70","0,81","2,42","0,78","2,96","0,71","0,50","1,24","1,57","0,62","0,52","0,80","2,11","1,69","9,41","0,47","0,59","0,69","0,52","1,40","3,31","0,58"
19-3 22:10,"2,00","0,39","0,39","1,32","0,46","1,68","0,84","2,49","0,70","2,88","0,68","0,53","1,26","2,52","0,68","0,50","0,57","2,14","1,47","8,06","0,59","0,58","0,54","0,55","1,44","3,56","0,70"
19-3 22:15,"1,86","0,53","0,39","1,95","0,78","1,30","0,86","2,24","0,83","19,93","0,74","0,49","1,45","1,58","0,60","0,51","1,01","2,35","1,28","8,66","0,52","0,51","0,49","0,48","1,46","3,51","0,53"
19-3 22:20,"2,19","0,23","0,39","1,39","0,61","1,16","0,86","2,09","0,77","2,88","0,68","0,50","1,26","1,68","0,62","0,51","0,84","2,32","1,48","8,65","0,63","0,58","0,56","0,55","1,92","3,60","0,53"
19-3 22:25,"1,96","0,48","0,75","1,43","0,41","1,45","0,83","4,02","1,29","2,87","0,72","0,48","1,38","2,49","0,54","0,61","0,67","3,07","1,39","8,13","0,52","0,56","0,53","0,52","1,37","3,23","0,55"
19-3 22:30,"2,06","0,45","0,39","1,77","0,39","1,46","0,80","1,84","0,71","2,93","0,67","0,56","1,26","1,50","0,57","0,49","0,95","2,17","1,47","8,39","0,46","0,51","0,55","0,54","1,32","3,50","0,57"
19-3 22:35,"2,16","0,32","0,47","1,79","0,59","1,46","0,86","2,62","0,73","2,86","0,66","0,48","1,79","1,75","0,61","0,51","0,61","2,36","1,52","8,56","0,56","0,62","0,58","0,48","1,45","3,12","0,57"
19-3 22:40,"2,04","0,33","0,38","1,64","0,44","1,41","1,05","2,51","0,58","2,92","0,65","0,49","1,21","0,65","0,61","0,51","0,61","2,04","1,48","8,28","0,48","0,49","0,50","0,58","1,40","3,33","0,65"
19-3 22:45,"2,09","0,39","0,35","1,74","0,37","1,39","0,81","2,21","0,78","2,89","0,67","0,56","1,26","2,52","0,61","0,55","0,60","2,49","1,32","7,83","0,55","0,50","0,62","0,51","1,43","2,94","0,54"
