time,FSO_T00_SKPAuto_Opstarten,FSO_T01_SKPAuto_VerzekererdJaNee,FSO_T02_SKPAuto_Kenteken,FSO_T03_SKPAuto_AutoCheck,FSO_T04_SKPAuto_Postcode,FSO_T05_SKPAuto_Bestuurder,FSO_T06_SKPAuto_GeboorteDatum,FSO_T07_SKPAuto_SchadeVrijeJaren,FSO_T08_SKPAuto_Kilometers,FSO_T09_SKPAuto_Basisdekking,FSO_T10_SKPAuto_Uitbreiding,FSO_T11_SKPAuto_Ingangsdatum,FSO_T12_SKPAuto_Ongevallen,FSO_T13_SKPAuto_Samenvatting1,FSO_T14_SKPAuto_PriveZakelijk,FSO_T15_SKPAuto_KentekenOpNaam,FSO_T16_SKPAuto_Persoonsgegevens,FSO_T17_SKPAuto_Adres,FSO_T18_SKPAuto_TelefoonEmail,FSO_T19_SKPAuto_AanvullendeVragen,FSO_T20_SKPAuto_GeweigerdOpgezegd,FSO_T21_SKPAuto_StrafbaarFeit,FSO_T22_SKPAuto_EerderSchade,FSO_T23_SKPAuto_MaandJaar,FSO_T24_SKPAuto_Rekeningnummer,FSO_T25_SKPAuto_Samenvatting2,FSO_T26_SKPAuto_EindeScript
20-3 0:30,"2,16","0,41","0,33","1,76","0,39","1,39","0,87","2,00","0,69","3,00","0,75","0,54","2,43","2,57","0,50","0,43","0,74","2,41","1,28","8,41","0,55","0,46","0,41","0,37","1,38","3,09","0,44"
20-3 0:35,"2,30","0,32","0,29","1,55","0,58","1,57","0,87","2,15","0,64","2,90","0,71","0,47","1,34","1,68","0,58","0,51","0,70","2,41","1,46","8,17","0,43","0,69","0,50","0,46","1,16","3,09","0,48"
20-3 0:40,"2,19","0,35","0,32","1,46","0,33","1,26","0,86","3,93","0,64","2,90","0,69","0,50","1,40","0,83","0,57","0,57","0,93","2,50","1,64","7,94","0,38","0,40","0,46","0,55","1,65","3,30","0,54"
20-3 0:45,"2,05","0,32","0,32","1,67","0,30","1,45","0,83","3,03","0,77","2,86","0,71","0,53","1,98","2,51","0,54","0,43","0,61","2,24","1,24","8,21","0,49","0,44","0,45","0,44","1,65","3,77","0,44"
20-3 0:50,"1,94","0,29","0,26","1,65","0,34","1,46","0,88","2,11","0,53","2,98","0,76","0,49","1,27","1,68","0,56","0,45","0,67","2,48","1,41","8,60","0,43","0,54","0,57","0,52","2,27","3,09","0,53"
20-3 0:55,"1,82","0,32","0,30","1,47","0,36","1,58","0,85","2,94","0,66","3,99","0,67","0,55","1,55","0,68","0,59","0,47","0,83","2,68","1,29","8,43","0,41","0,45","0,48","0,46","1,48","3,29","0,52"
20-3 1:00,"2,36","0,31","0,33","1,58","0,31","1,43","0,84","2,08","0,64","2,88","0,58","0,48","1,87","0,57","0,50","0,44","0,59","2,18","1,40","8,68","0,39","0,43","0,42","0,47","1,58","3,85","0,49"
20-3 1:05,"2,12","0,32","0,31","1,34","0,64","1,71","0,49","2,18","0,81","4,05","0,72","0,52","1,91","0,73","0,70","0,49","0,83","2,14","1,29","8,39","0,49","0,47","0,55","0,44","1,16","3,13","0,59"
20-3 1:10,"2,07","0,30","0,30","1,92","0,32","1,26","0,86","2,65","0,73","3,91","0,63","0,51","1,30","2,55","0,45","0,38","0,81","2,23","1,45","8,97","0,45","0,53","0,52","0,50","1,91","3,31","0,60"
20-3 1:15,"2,03","0,31","0,31","1,51","0,30","1,33","0,80","2,42","0,54","3,01","0,69","0,59","1,75","1,51","0,55","0,43","0,54","2,19","1,36","8,44","0,36","0,53","0,46","0,36","2,43","3,04","0,44"
20-3 1:20,"2,07","0,30","0,30","1,64","0,91","1,43","0,84","2,05","0,54","3,03","0,74","0,48","1,50","1,74","0,59","0,44","1,19","2,09","1,54","7,72","0,44","0,57","0,43","0,46","1,41","3,25","0,49"
20-3 1:25,"2,00","0,26","0,29","1,56","0,30","1,64","0,83","2,11","0,61","2,86","0,69","0,51","1,38","0,51","0,51","0,48","0,59","2,21","1,40","8,52","0,56","0,49","0,48","0,50","2,12","3,21","0,56"
20-3 1:30,"2,23","0,34","0,32","1,51","0,30","1,05","0,88","2,10","0,71","0,52","0,65","0,49","1,32","1,69","0,54","0,44","1,52","2,18","1,29","7,57","0,37","0,35","0,45","0,46","1,51","3,79","0,47"
20-3 1:35,"2,02","0,84","0,33","1,43","0,63","1,47","0,84","2,06","0,58","2,98","0,71","0,50","1,32","0,73","0,54","0,49","0,73","2,49","1,64","8,14","0,42","0,66","0,46","0,45","3,25","3,45","0,49"
20-3 1:40,"1,74","0,28","0,30","1,58","0,33","1,35","0,96","2,09","0,50","2,91","0,68","0,51","1,75","2,49","0,44","0,44","0,69","1,78","1,23","8,90","0,40","0,44","0,45","0,43","1,28","3,23","0,53"
20-3 1:45,"2,05","0,38","0,35","1,75","0,30","1,32","0,81","2,80","0,63","2,95","0,85","0,83","1,30","2,55","0,49","0,43","0,65","1,95","1,24","8,41","0,41","0,41","0,42","0,42","1,03","3,00","0,44"
20-3 1:50,"2,54","0,33","0,30","1,60","0,54","1,12","0,94","2,49","0,70","2,85","0,70","0,47","1,44","2,61","0,53","0,41","1,26","2,31","2,31","7,66","0,39","0,46","0,48","0,43","1,41","3,03","0,47"
20-3 1:55,"2,32","0,51","0,26","1,59","0,32","1,35","0,88","3,39","0,60","1,70","0,67","0,57","1,54","2,59","0,59","0,42","0,53","2,37","1,33","7,81","0,35","0,38","0,45","0,49","2,04","3,42","0,47"
20-3 2:00,"2,24","0,28","0,35","5,46","0,47","1,17","0,98","11,39","0,73","12,52","0,70","0,48","2,36","2,48","0,60","0,40","7,46","2,41","11,71","15,20","0,42","0,36","0,42","0,60","9,18","3,37","0,45"
20-3 2:05,"1,95","0,50","0,36","1,85","0,51","1,42","6,77","2,42","0,51","2,98","0,68","0,64","1,33","0,54","0,50","0,45","0,73",-,"1,24","8,03","0,41","0,36","0,56","0,40","2,37","3,17","0,46"
20-3 2:10,"2,10","1,08","1,11","3,20","1,19","2,00","1,44","2,88","1,57","3,01","0,68","1,47","1,89","0,49","0,59","0,43","0,82","2,59","1,35","8,03","0,45","0,53","0,53","0,52","2,00","3,28","0,53"
20-3 2:15,"2,18","0,33","0,33","1,69","0,37","1,12","0,76","1,71","0,70","2,89","0,70","0,71","2,32","2,43","0,46","1,34","1,85","3,41","2,30","9,12","2,32","2,66","2,43","2,39","2,65","5,37","2,37"
20-3 2:20,"2,17","0,23","0,27","2,31","0,51","1,09","0,87","2,33","0,64","2,93","0,65","0,44","2,49","2,59","0,57","0,42","1,22","2,61","2,13","11,59","0,38","0,55","0,46","0,41","2,00","3,87","0,49"
20-3 2:25,"2,14","0,28","0,35","1,53","0,32","1,35","0,89","2,57","0,72","2,92","0,72","0,49","4,31","0,51","0,47","0,41","0,88","2,48","1,12","9,10","0,43","0,54","0,40","0,40","1,38","3,24","0,56"
20-3 2:30,"2,06","0,30","0,30","1,46","0,29","1,46","0,80","7,10","0,71","2,85","0,71","0,55","1,64","0,78","0,50","0,52","0,57","2,47","1,69","8,51","0,44","0,41","0,41","0,51","4,90","3,61","0,46"
20-3 2:35,"2,07","0,32","0,31","1,65","0,35","1,18","0,88","2,19","0,82","2,95","0,70","0,51","2,42","1,60","0,52","0,51","1,69","2,70","1,09","7,15","0,45","0,58","0,48","0,42","1,50","3,53","0,54"
20-3 2:40,"2,17","0,30","0,27","1,34","0,30","1,45","0,90","2,84","0,58","2,87","0,62","0,47","1,55","2,52","0,48","0,39","0,84","2,78","1,41","8,58","0,47","0,50","0,51","0,56","1,46","3,47","0,50"
20-3 2:45,"2,13","0,30","0,32","1,65","0,35","1,47","0,89","1,86","0,70","3,11","0,81","0,72","2,09","2,54","0,51","0,45","0,71","2,13","1,35","8,19","0,35","0,41","0,38","0,60","2,49","2,78","0,41"
20-3 2:50,"2,17","0,25","0,28","1,91","0,49","1,27","0,99","1,98","0,75","2,89","0,68","0,49","1,39","0,65","0,54","0,50","0,57","2,19","1,31","8,42","0,46","0,52","0,44","0,43","1,47","3,43","0,61"
20-3 2:55,"1,98","0,27","0,39","1,27","0,27","1,43","0,91","2,08","0,67","3,89","0,65","0,47","2,18","0,55","0,52","0,41","0,59","2,01","1,21","8,17","0,42","0,40","0,38","0,40","1,64","3,52","0,47"
