time,FSO_T00_SKPAuto_Opstarten,FSO_T01_SKPAuto_VerzekererdJaNee,FSO_T02_SKPAuto_Kenteken,FSO_T03_SKPAuto_AutoCheck,FSO_T04_SKPAuto_Postcode,FSO_T05_SKPAuto_Bestuurder,FSO_T06_SKPAuto_GeboorteDatum,FSO_T07_SKPAuto_SchadeVrijeJaren,FSO_T08_SKPAuto_Kilometers,FSO_T09_SKPAuto_Basisdekking,FSO_T10_SKPAuto_Uitbreiding,FSO_T11_SKPAuto_Ingangsdatum,FSO_T12_SKPAuto_Ongevallen,FSO_T13_SKPAuto_Samenvatting1,FSO_T14_SKPAuto_PriveZakelijk,FSO_T15_SKPAuto_KentekenOpNaam,FSO_T16_SKPAuto_Persoonsgegevens,FSO_T17_SKPAuto_Adres,FSO_T18_SKPAuto_TelefoonEmail,FSO_T19_SKPAuto_AanvullendeVragen,FSO_T20_SKPAuto_GeweigerdOpgezegd,FSO_T21_SKPAuto_StrafbaarFeit,FSO_T22_SKPAuto_EerderSchade,FSO_T23_SKPAuto_MaandJaar,FSO_T24_SKPAuto_Rekeningnummer,FSO_T25_SKPAuto_Samenvatting2,FSO_T26_SKPAuto_EindeScript
15-3 8:00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,32","7,37","0,58","0,43","0,44","0,42","1,42","3,44","0,47"
15-3 8:05,"2,65","0,29","0,30","1,88","0,57","1,92","0,85","2,47","0,58","3,13","0,94","0,58","1,34","1,83","0,57","0,52","0,65","2,42",-,-,-,-,-,-,-,"3,24","0,55"
15-3 8:10,"3,33","0,29","0,29","1,57","0,27","1,19","1,05","2,19","0,44","2,93","0,74","0,68","1,28","2,58","0,52","0,39","1,84","2,34","1,50","7,78","0,42","0,35","0,44","0,42","0,92","3,03","0,46"
15-3 8:15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,30","7,77","0,46","0,43","0,47","0,45","1,73","3,30","0,45"
15-3 8:20,-,-,-,-,-,-,"1,13","1,74","0,70","2,94","0,76","0,69","1,39",-,-,-,-,-,"1,09","7,93","0,42","0,89","0,47","0,46","1,42","3,10","0,46"
15-3 8:25,"2,57","0,34","0,31","1,55","0,32","1,29","1,20","2,03","0,50","3,03","0,69","0,48","1,24","2,50","0,49","0,44","0,83","2,55","1,22","8,32","0,48","0,44","0,50","0,42","1,11","2,60","0,48"
15-3 8:30,"3,60","0,32","0,29","1,61","0,29","1,19",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15-3 8:35,"2,25","0,28","0,37","1,74","0,51","1,26","0,94","2,33","0,52","2,94","0,71","0,60","1,41","2,53","0,58","2,54","0,62","2,33","1,28","9,46","0,63","0,42","0,48","0,45","1,40","3,33","0,49"
15-3 8:40,"2,53","0,29","0,27","1,58","0,32","1,23","1,05",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15-3 8:45,-,-,-,-,-,-,-,-,-,-,-,-,"1,48","0,70","0,51","0,50","0,51","2,15",-,-,-,-,-,-,-,"3,78","0,66"
15-3 8:50,"2,84","0,25","0,41","1,54","0,50","1,72",-,-,-,-,-,-,-,-,-,-,-,-,"1,42","7,65","0,43","0,50","0,46","0,33","1,57",-,-
15-3 8:55,"2,29","0,33","0,28","1,40","0,29","1,65",-,"3,60","0,65","3,00","0,90","0,56","1,27","2,56","0,47","0,42","0,58","2,26","1,58","7,66","0,38","0,46","0,44","0,45","1,45","3,33","0,45"
15-3 9:00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,36","9,16","0,67","0,51","0,44","0,46","1,64","3,78","0,46"
15-3 9:05,-,-,-,-,-,-,"1,13","2,22","0,72","3,04","0,78","0,78",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15-3 9:10,"2,18","0,29","0,37","1,59","0,43","1,51","1,04",-,-,-,-,-,"1,43","2,47","0,52","0,52","0,64","1,89","1,59","7,50","0,47","0,49","0,53","0,43","0,87","2,94","0,59"
15-3 9:15,"2,56","0,32","0,35","1,72","0,35","1,16",-,-,-,-,-,-,-,"2,52","0,54","0,51","0,59","2,33",-,-,-,-,-,-,-,-,-
15-3 9:20,"2,46","0,31","0,29","1,86","0,62","1,37","0,87","2,17","0,66","2,92","0,87","0,54",-,"2,59","0,46","0,43","0,67","2,80","1,22","7,58","0,37","0,58","0,43","0,42","1,50",-,-
15-3 9:25,-,-,-,-,-,-,-,"1,99","0,48","2,98","0,70","0,47","1,38",-,-,-,-,-,"1,26","8,86","0,44","0,46","0,43","0,46","1,01","3,60","0,47"
15-3 9:30,-,-,-,-,-,-,-,-,-,-,-,-,"2,15","2,82","0,70","0,51","0,64","1,94",-,-,-,-,-,-,-,"3,30","0,51"
15-3 9:35,"2,96","0,27","0,36","2,16","0,42","1,20","0,91","6,15","0,90","2,90","0,79","0,67",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15-3 9:40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15-3 9:45,"2,26","0,23","0,39","1,91","0,40","1,14",-,-,-,-,-,-,"1,79","2,54","0,60","0,46","0,54","2,22","1,42","7,60","0,46","0,47","0,44","0,42","1,48","3,34","0,48"
15-3 9:50,-,-,-,-,-,-,"0,90","2,19","0,70","3,06","0,69","0,58","2,80","2,61","0,55","0,51","0,82","2,05",-,-,-,-,-,-,-,-,-
15-3 9:55,"2,60","0,31","0,40","1,95","0,34","1,58","1,08","3,46","0,73","2,84","0,68","0,58",-,-,-,-,-,-,-,-,-,-,-,-,"0,94","3,40","0,62"
15-3 10:00,-,-,-,-,-,-,-,-,-,-,-,-,"1,30","2,55","0,61","0,49","0,77","1,99",-,-,-,-,-,-,-,-,-
15-3 10:05,-,-,-,-,-,-,"0,98","2,10","0,78","3,12","0,78","0,54","0,91","2,54","0,61","0,47","0,60","2,35","1,27","8,69","0,52","0,56","0,49","0,48","0,94","3,35","0,56"
15-3 10:10,"2,28","0,23","0,43","1,31","0,39","1,78","1,04","2,22","0,66","3,03","0,70","0,66","1,26","2,64","0,59","0,53","0,56","2,24",-,-,-,-,-,-,-,-,-
15-3 10:15,-,-,-,-,-,-,-,-,-,-,-,-,"1,26","2,63","0,55","0,40","1,52","2,49",-,-,-,-,-,-,-,-,-
15-3 10:20,-,-,-,-,-,-,"0,95","2,21","0,60","3,03","0,74","0,52","1,25","2,62","0,69","0,43","0,56","2,44","1,30","9,08","0,46","0,53","0,48","0,40",-,-,-
15-3 10:25,"2,44","0,24","0,32","1,58","0,29","1,40","0,98","2,46","0,71","2,95","0,77","0,61","1,37","2,54","0,51","0,39","0,59","1,86","1,42","7,83","0,36","0,39","0,40","0,43","1,67","3,60","0,69"
