time,FSO_T00_SKPAuto_Opstarten,FSO_T01_SKPAuto_VerzekererdJaNee,FSO_T02_SKPAuto_Kenteken,FSO_T03_SKPAuto_AutoCheck,FSO_T04_SKPAuto_Postcode,FSO_T05_SKPAuto_Bestuurder,FSO_T06_SKPAuto_GeboorteDatum,FSO_T07_SKPAuto_SchadeVrijeJaren,FSO_T08_SKPAuto_Kilometers,FSO_T09_SKPAuto_Basisdekking,FSO_T10_SKPAuto_Uitbreiding,FSO_T11_SKPAuto_Ingangsdatum,FSO_T12_SKPAuto_Ongevallen,FSO_T13_SKPAuto_Samenvatting1,FSO_T14_SKPAuto_PriveZakelijk,FSO_T15_SKPAuto_KentekenOpNaam,FSO_T16_SKPAuto_Persoonsgegevens,FSO_T17_SKPAuto_Adres,FSO_T18_SKPAuto_TelefoonEmail,FSO_T19_SKPAuto_AanvullendeVragen,FSO_T20_SKPAuto_GeweigerdOpgezegd,FSO_T21_SKPAuto_StrafbaarFeit,FSO_T22_SKPAuto_EerderSchade,FSO_T23_SKPAuto_MaandJaar,FSO_T24_SKPAuto_Rekeningnummer,FSO_T25_SKPAuto_Samenvatting2,FSO_T26_SKPAuto_EindeScript
14-3 7:00,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,78","0,65","0,46","0,59","2,83","1,42","8,42","0,56","0,70","0,51","0,48","1,14","2,86","0,55"
14-3 7:05,-,-,-,-,-,-,"0,92","2,34","0,72","1,98","0,82","0,51","0,84","2,63","0,48","0,43","0,70","2,66",-,-,"0,44","0,73","0,41","0,44","1,39","3,43","0,50"
14-3 7:10,"2,59","0,25","0,42","1,71","0,29","1,74","1,15","1,93","0,54","3,02","0,70","0,51","1,85","2,49","0,48","0,38","0,91","2,47","1,08","8,57","0,53","0,41","0,40","0,36","1,39","3,49","0,54"
14-3 7:15,"2,54","0,34","0,31","1,89","0,34","0,97","1,08","2,37","0,57","2,99","0,74","0,53","0,81","2,49","0,47","0,43","0,55","2,18","1,27","8,68","0,38","0,41","0,44","0,42","1,57","3,67","0,44"
14-3 7:20,-,-,-,-,-,-,"0,90","2,15","0,81","4,59","0,76","0,51","1,21","2,56","0,58","1,43","1,97","2,18",-,-,-,-,-,-,-,-,-
14-3 7:25,"2,25","0,34","0,31","1,48","0,32","1,31","1,07",-,-,-,-,-,-,-,-,-,-,-,"1,36","7,46","0,46","0,46","0,44","0,40","1,40","3,38","0,55"
14-3 7:30,-,-,-,-,-,-,-,"1,88","0,46","3,13","0,77","0,43","1,28","2,51","0,47","0,47","0,61","2,30","1,21","8,33","0,39","0,43","0,58","0,41","1,39","2,68","0,48"
14-3 7:35,"2,56","0,26","0,30","1,64","0,50","1,14","0,93","2,38","0,38","2,95","0,82","0,50",-,-,-,-,-,-,"1,18","8,58","0,40","0,65","0,46","0,51","1,41","3,28","0,65"
14-3 7:40,-,-,-,-,-,-,-,"2,02","0,55","3,05","0,76","0,67","1,28",-,-,-,-,-,"1,31","8,64","0,42","0,58","0,43","0,39","1,29",-,-
14-3 7:45,"2,67","0,30","0,31","1,61","0,28","1,55",-,-,-,-,-,-,"1,78","2,50","0,49","0,45","1,61","2,39","1,24","7,63","0,52","0,53","0,43","0,38","4,95",-,-
14-3 7:50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,35","0,42","0,42","0,41","1,29","3,04","0,46"
14-3 7:55,"2,26","0,51","0,41","1,68","0,30","1,35","0,83","1,92","0,61","0,62","0,54","0,51","1,40",-,-,-,-,-,"1,69","8,27","0,52","0,46","0,37","0,64","1,80",-,-
14-3 8:00,"2,31","0,35","0,33","1,77","0,29","1,50","0,94","2,48","0,44","2,96","0,60","0,55","1,26","2,58","0,48","0,42","0,54","2,39","1,32","8,77",-,-,-,-,-,-,-
14-3 8:05,"2,29","0,32","0,30","1,64","0,44","1,09",-,-,-,-,-,-,"1,32","2,55","0,55","0,44","0,67","2,38","1,21","8,10","0,47","0,45","0,48","0,60","1,43","2,89","0,60"
14-3 8:10,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,49","0,47","0,40","0,56","2,09","1,09","8,73","0,37","0,36","0,42","0,40","1,51","3,59","0,46"
14-3 8:15,"2,49","0,30","0,41","1,55","0,29","1,23","0,82","3,16","0,87","3,05","0,72","0,65",-,"2,63","0,53","0,43","0,65","2,76","1,51","7,89",-,-,-,-,-,-,-
14-3 8:20,"3,09","0,33","0,45","1,62","0,47","1,46","0,77",-,-,-,-,-,-,-,-,-,-,-,"1,37","8,48","0,44","0,55","0,48","0,49","1,39","3,23","0,55"
