time,FSO_T00_SKPAuto_Opstarten,FSO_T01_SKPAuto_VerzekererdJaNee,FSO_T02_SKPAuto_Kenteken,FSO_T03_SKPAuto_AutoCheck,FSO_T04_SKPAuto_Postcode,FSO_T05_SKPAuto_Bestuurder,FSO_T06_SKPAuto_GeboorteDatum,FSO_T07_SKPAuto_SchadeVrijeJaren,FSO_T08_SKPAuto_Kilometers,FSO_T09_SKPAuto_Basisdekking,FSO_T10_SKPAuto_Uitbreiding,FSO_T11_SKPAuto_Ingangsdatum,FSO_T12_SKPAuto_Ongevallen,FSO_T13_SKPAuto_Samenvatting1,FSO_T14_SKPAuto_PriveZakelijk,FSO_T15_SKPAuto_KentekenOpNaam,FSO_T16_SKPAuto_Persoonsgegevens,FSO_T17_SKPAuto_Adres,FSO_T18_SKPAuto_TelefoonEmail,FSO_T19_SKPAuto_AanvullendeVragen,FSO_T20_SKPAuto_GeweigerdOpgezegd,FSO_T21_SKPAuto_StrafbaarFeit,FSO_T22_SKPAuto_EerderSchade,FSO_T23_SKPAuto_MaandJaar,FSO_T24_SKPAuto_Rekeningnummer,FSO_T25_SKPAuto_Samenvatting2,FSO_T26_SKPAuto_EindeScript
20-3 5:30,"1,84","0,31","0,30","1,53","0,35","1,31","0,83","2,63","0,75","3,04","0,66","0,47","1,27","3,15","0,48","0,42","0,58","2,21","1,20","8,36","0,43","0,37","0,39","0,41","2,57","3,55","0,44"
20-3 5:35,"1,90","0,29","0,31","1,71","0,41","1,19","1,00","2,35","1,25","2,91","1,02","0,48","1,26","1,64","0,56","0,48","1,23","2,39","1,25","8,96","0,42","0,45","0,48","0,42","1,80","3,25","0,47"
20-3 5:40,"2,27","0,29","0,30","1,67","0,32","1,34","0,79","1,84","0,68","2,89","0,77","0,44","1,28","0,57","0,53","0,50","0,87","2,03","1,68","8,39","0,47","0,47","0,42","0,50","1,57","3,45","0,61"
20-3 5:45,"1,81","0,32","0,29","1,76","0,26","1,20",-,-,-,-,-,-,-,"2,51","0,67","0,44","0,61","2,24","1,44","6,78","0,35","0,41","0,40","0,36","1,49","2,63","0,47"
20-3 5:50,"2,02","0,29","0,30","2,37","0,54","1,32","0,92","2,04","0,71","2,86","0,70","0,54","1,33","1,69","0,49","0,45","0,55","1,94","1,31","7,78","0,36","0,42","0,41","0,47","1,49","3,20","0,49"
20-3 5:55,"2,07","0,25","0,29","1,50","0,33","1,17","0,85","1,86","0,68","2,92","0,62","0,49","1,36","2,55","0,52","0,48","0,97","2,54","1,66","7,92","0,44","0,44","0,44","0,46","1,49","3,79","0,62"
20-3 6:00,"1,88","0,29","0,39","1,43","0,40","1,32","0,83","2,39","0,64","2,98","0,65","0,54","1,26","2,68","0,55","0,46","0,57","2,14","1,26","8,34","0,40","0,47","0,49","0,69","1,45","3,23","0,52"
20-3 6:05,"2,71","0,28","0,32","1,63","0,60","1,33","0,87","2,09","0,67","2,91","0,67","0,51","1,84","1,63","0,54","0,45","0,58","2,27","1,36","8,76","0,52","0,49","0,53","0,44","1,82","3,03","0,50"
20-3 6:10,"1,96","0,35","0,32","1,54","0,31","1,23","1,35","4,15","0,62","2,83","0,70","0,48","1,24","2,56","0,44","0,41","0,82","2,59","1,38","8,64","0,48","0,58","0,52","0,42","1,61","3,20","0,54"
20-3 6:15,"1,98","0,32","0,31","1,69","0,31","1,24","0,83","2,36","0,60","2,88","0,74","0,44","1,75","2,52","0,46","0,45","0,56","2,07","1,13","7,94","0,39","0,39","0,38","0,39","1,40","3,91","0,41"
20-3 6:20,"2,07","0,26","0,29","1,75","0,43","1,42","0,90","2,06","0,67","2,89","0,76","0,46","1,36","1,68","0,50","0,44","0,56","2,33","1,10","8,76","0,39","0,49","0,47","0,47","1,41","3,13","0,51"
20-3 6:25,"1,99","0,30","0,33","1,42","0,35","1,44","0,83","2,30","0,54","2,84","0,65","0,45","1,21","2,57","0,52","0,48","2,02","2,77","1,36","8,40","0,43","0,47","0,52","0,44","1,43","3,61","0,66"
20-3 6:30,"2,25","0,29","0,32","1,74","0,32","1,36","0,89","2,30","1,02","2,95","0,65","0,60","1,24","1,65","0,50","0,42","0,64","2,08","1,39","8,04","0,40","0,40","0,43","0,57","1,34","3,52","0,45"
20-3 6:35,"2,05","0,32","0,35","1,54","0,40","1,55","0,82","1,86","0,61","2,89","0,76","0,50","1,48","1,63","0,64","0,45","0,82","2,53","1,30","8,31","0,45","0,61","0,48","0,44","1,35","3,14","0,55"
20-3 6:40,"2,47","0,27","0,29","1,41","0,33","1,53","1,32","3,85","0,66","2,87","0,72","0,48","1,24","0,70","0,59","0,51","0,61","2,06","1,38","7,70","0,49","0,52","0,46","0,44","1,47","3,71","0,60"
20-3 6:45,"3,02","0,34","0,30","1,54","0,32","1,33","0,92","2,45","0,78","2,86","0,72","0,43","1,34","2,50","0,46","0,42","0,68","2,09","1,22","8,10","0,37","0,38","0,44","0,38","1,39","3,27","0,48"
20-3 6:50,"2,54","0,26","0,30","2,35","0,93","1,50","0,87","2,51","0,55","2,84","0,74","0,44","1,29","0,65","0,51","0,44","0,76","2,39","1,53","7,94","0,40","0,67","0,46","0,48","2,06","3,35","0,44"
20-3 6:55,"2,16","0,30","0,29","1,42","0,31","1,34","0,84","2,69","0,56","2,88","0,67","0,48","1,18","2,50","0,51","0,43","0,54","2,18","1,26","8,54","0,38","0,45","0,45","0,53","1,49","3,43","0,60"
20-3 7:00,"1,95","0,37","0,33","1,61","0,30","1,54","0,86","2,15","0,64","2,88","0,73","0,54","1,23","1,57","0,50","0,41","0,58","2,35","1,26","8,48","0,42","0,37","0,39","0,43","1,72","3,65","0,46"
20-3 7:05,"2,11","1,82","1,93","3,68","3,81","3,06","2,66","3,25","1,55","3,77","0,69","1,52","1,76","2,77","0,52","1,46","2,08","2,11","1,15","8,38","0,39","0,51","0,47","0,47","1,74","2,72","0,56"
20-3 7:10,"1,97","0,44","0,29","1,63","0,31","1,35","0,79","2,02","0,75","2,87","0,61","0,45","1,22","2,54","0,51","0,51","0,61","3,17","2,53","8,95","2,32","1,58","1,50","1,53","2,45","4,64","1,51"
20-3 7:15,"2,90","0,41","0,33","1,52","0,32","1,37","0,80","2,25","0,58","3,24","0,67","0,74","1,24","1,55","0,64","0,42","1,58","2,18","1,39","9,41","0,39","0,41","0,39","0,43","0,89","3,19","0,46"
20-3 7:20,"2,14","0,31","0,37","1,87","0,53","1,27","0,93","2,26","0,52","2,87","0,62","0,45","1,24","1,66","0,50","0,48","0,60","2,41","1,45","8,62","0,54","0,51","0,54","0,45","1,39","3,15","0,49"
20-3 7:25,"2,46","0,35","0,30","1,62","0,28","1,35","0,82","2,49","0,80","2,87","0,64","0,47","1,39","2,52","0,55","0,43","0,65","2,19","1,45","7,89","0,47","0,44","0,49","0,47","1,63","3,47","0,67"
20-3 7:30,"2,48","0,40","0,34","1,56","0,35","1,23","0,97","2,11","0,58","3,02","0,70","0,46","1,98","0,59","0,45","0,45","1,62","2,34","1,31","8,81","0,47","0,40","0,57","0,47","2,28","2,97","0,46"
20-3 7:35,"2,02","0,23","0,28","2,22","0,59","1,29","0,83","2,24","0,69","2,91","0,64","0,48","1,58","1,60","0,52","0,46","0,65","2,29","0,95","7,25","0,37","0,80","0,44","0,45","1,39","2,99","0,51"
20-3 7:40,"2,31","0,43","0,30","1,58","0,31","1,38","0,85","3,03","0,71","2,87","0,70","0,44","1,27","0,48","0,48","0,43","0,54","2,40","1,42","7,60","0,43","0,48","0,42","0,45","1,89","3,47","0,59"
20-3 7:45,"2,06","0,59","0,35","1,91","0,34","1,41","0,86","2,61","0,41","2,90","0,75","0,62","0,95","0,57","0,55","0,45","0,56","2,51","1,38","8,33","0,59","0,65","0,49","0,50","1,41","2,87","0,51"
20-3 7:50,"1,73","0,45","0,36","1,81","0,54","1,27","0,91","2,48","0,61","2,92","0,69","0,49","1,75","1,61","0,50","0,52","0,65","2,16","1,33","7,94","0,45","0,57","0,53","0,44","1,43","3,02","0,53"
20-3 7:55,"2,96","0,42","0,39","1,47","0,38","1,38","1,21","2,06","0,49","3,93","0,67","0,51","1,35","0,65","0,58","0,54","1,06","2,45","1,25","7,99","0,48","0,52","0,51","0,49","1,95","3,49","0,64"
