time,FSO_T00_SKPAuto_Opstarten,FSO_T01_SKPAuto_VerzekererdJaNee,FSO_T02_SKPAuto_Kenteken,FSO_T03_SKPAuto_AutoCheck,FSO_T04_SKPAuto_Postcode,FSO_T05_SKPAuto_Bestuurder,FSO_T06_SKPAuto_GeboorteDatum,FSO_T07_SKPAuto_SchadeVrijeJaren,FSO_T08_SKPAuto_Kilometers,FSO_T09_SKPAuto_Basisdekking,FSO_T10_SKPAuto_Uitbreiding,FSO_T11_SKPAuto_Ingangsdatum,FSO_T12_SKPAuto_Ongevallen,FSO_T13_SKPAuto_Samenvatting1,FSO_T14_SKPAuto_PriveZakelijk,FSO_T15_SKPAuto_KentekenOpNaam,FSO_T16_SKPAuto_Persoonsgegevens,FSO_T17_SKPAuto_Adres,FSO_T18_SKPAuto_TelefoonEmail,FSO_T19_SKPAuto_AanvullendeVragen,FSO_T20_SKPAuto_GeweigerdOpgezegd,FSO_T21_SKPAuto_StrafbaarFeit,FSO_T22_SKPAuto_EerderSchade,FSO_T23_SKPAuto_MaandJaar,FSO_T24_SKPAuto_Rekeningnummer,FSO_T25_SKPAuto_Samenvatting2,FSO_T26_SKPAuto_EindeScript
13-3 1:50,"2,17","0,26","0,28","1,74","0,49","1,41","0,91","1,99","0,60","1,69","0,78","0,54","1,29","2,62","0,55","0,44","0,66","2,27","1,62","8,28","0,39","0,67","0,50","0,41","1,12","3,30","0,52"
13-3 1:55,"1,77","0,47","0,28","1,60","0,30","1,53","1,06","2,79","0,62","2,98","0,68","0,53","1,87","2,55","0,53","0,42","0,59","2,56","1,47","8,48","0,46","0,45","0,52","0,53","1,41","3,30","0,66"
13-3 2:00,"1,95","0,43","0,35","5,27","0,36","1,52","6,20","12,22","0,63","11,21","0,69","0,44","1,38","1,60","0,62","0,45","13,10","2,49","1,37","14,60","0,37","0,47","0,44","0,40","10,29","4,04","0,55"
13-3 2:05,"1,84","0,83","0,38","1,98","0,75","1,38","4,03","2,08","0,77","2,98","0,73","0,51","1,69","0,70","0,45","0,43","0,85","2,35","1,35","8,43","0,40","0,40","0,45","0,44","1,51","3,39","0,50"
13-3 2:10,"2,02","0,31","0,29","1,38","0,32","1,21","1,03","1,96","0,78","4,76","0,69","0,52","1,29","2,44","0,54","0,40","0,78","2,46","1,63","8,16","0,47","0,43","0,58","0,39","1,33","3,30","0,50"
13-3 2:15,"2,67","1,18","1,12","2,58","1,31","2,00","1,46","1,73","0,56","2,90","0,64","0,47","1,25","1,55","0,53","0,39","0,81","2,37","1,02","7,43","0,42","0,31","0,43","0,39","1,42","3,69","0,59"
13-3 2:20,"1,90","2,00","0,53","3,41","0,54","1,29","1,14","2,77","1,52","3,74","0,77","1,43","1,19","1,93","0,52","1,83","1,86","3,33","3,56","9,41","2,28","1,71","1,44","1,35","1,98","4,42","1,46"
13-3 2:25,"1,86","0,33","0,28","2,18","0,30","1,47","1,11","2,40","0,71","2,96","0,67","0,50","1,26","0,56","0,62","0,45","0,56","2,16","1,60","7,78","0,47","0,41","0,48","0,63","1,51","3,28","0,49"
13-3 2:30,"2,66","0,31","0,33","1,57","0,34","1,37",-,"2,33","0,56","2,98","0,80","0,89","1,25","2,67","0,54","0,41","0,84","2,42","1,25","7,69","0,41","0,40","0,40","0,37","2,37","3,76","0,46"
13-3 2:35,"1,93","0,31","0,57","1,30","0,52","1,47","0,89","1,90","0,73","2,90","0,71","0,47","1,02","1,66","0,52","0,42","0,59","2,44","1,25","7,97","0,38","0,53","0,47","0,48","1,73","3,27","0,50"
13-3 2:40,"2,06","0,28","0,29","1,59","0,28","1,27","1,05","2,34","0,57","2,85","0,59","0,53","1,33","0,58","0,53","0,45","0,60","2,62","1,59","8,43","0,43","0,45","0,49","0,49","1,45","3,53","0,57"
13-3 2:45,"2,26","0,32","0,35","1,65","0,30","1,54","1,02","1,96","0,67","2,92","0,81","0,53","1,23","1,65","0,48","0,42","0,68","2,35","1,36","8,19","0,38","0,41","0,45","0,54","1,49","3,56","0,48"
13-3 2:50,"1,80","0,32","0,35","1,82","0,50","1,11","0,91","2,34","0,81","2,93","0,70","0,44","1,40","0,79","0,50","0,45","0,79","2,22","1,39","7,38","0,40","0,42","0,47","0,40","1,39","3,38","0,47"
13-3 2:55,"2,05","0,33","0,28","1,37","0,31","1,20","0,90","2,40","0,65","1,71","0,72","0,48","1,22","0,54","0,58","0,49","0,60","2,46","1,30","8,22","0,44","0,48","0,49","0,45","1,58","3,61","0,53"
13-3 3:00,"2,88","1,09","1,04","2,36","1,24","2,08","0,98","1,97","0,59","2,86","0,64","0,53","1,98","2,57","0,59","0,42","0,53","2,24","1,34","8,65","0,47","0,49","0,40","0,38","1,44","3,07","0,41"
13-3 3:05,"2,66","0,31","0,32","1,91","0,44","1,51","1,58","2,63","1,59","3,72","0,75","1,49","1,29","2,56","0,56","1,34","1,87","3,22","3,62","9,79","2,27","1,62","1,51","1,42","2,08","4,64","1,42"
13-3 3:10,"1,94","0,27","0,31","1,59","0,31","1,22","1,09","1,98","0,80","2,94","0,73","0,48","1,28","0,59","0,49","0,43","0,55","1,95","1,99","8,84","0,41","0,87","0,51","0,50","1,48","3,16","0,56"
13-3 3:15,"3,04","0,34","0,32","1,57","0,33","1,23","0,91","1,87","0,67","2,88","0,65","0,58","1,23","1,54","0,59","0,41","0,58","2,37","1,19","8,30","0,48","0,48","0,40","0,41","1,44","3,51","0,48"
13-3 3:20,"1,80","0,37","0,42","2,01","0,32","1,34","0,90","1,89","0,69","3,01","0,71","0,51","1,25","1,64","0,50","0,51","1,33","1,97","1,25","7,85","0,36","0,51","0,44","0,41","1,45","3,15","0,51"
13-3 3:25,"2,22","0,33","0,29","1,61","0,37","1,44","0,97","1,97","0,62","2,94","0,63","0,50","2,24","2,51","0,53","0,40","0,81","2,59","1,50","7,98","0,45","0,43","0,50","0,44","1,48","3,47","0,51"
