time,FSO_T00_SKPAuto_Opstarten,FSO_T01_SKPAuto_VerzekererdJaNee,FSO_T02_SKPAuto_Kenteken,FSO_T03_SKPAuto_AutoCheck,FSO_T04_SKPAuto_Postcode,FSO_T05_SKPAuto_Bestuurder,FSO_T06_SKPAuto_GeboorteDatum,FSO_T07_SKPAuto_SchadeVrijeJaren,FSO_T08_SKPAuto_Kilometers,FSO_T09_SKPAuto_Basisdekking,FSO_T10_SKPAuto_Uitbreiding,FSO_T11_SKPAuto_Ingangsdatum,FSO_T12_SKPAuto_Ongevallen,FSO_T13_SKPAuto_Samenvatting1,FSO_T14_SKPAuto_PriveZakelijk,FSO_T15_SKPAuto_KentekenOpNaam,FSO_T16_SKPAuto_Persoonsgegevens,FSO_T17_SKPAuto_Adres,FSO_T18_SKPAuto_TelefoonEmail,FSO_T19_SKPAuto_AanvullendeVragen,FSO_T20_SKPAuto_GeweigerdOpgezegd,FSO_T21_SKPAuto_StrafbaarFeit,FSO_T22_SKPAuto_EerderSchade,FSO_T23_SKPAuto_MaandJaar,FSO_T24_SKPAuto_Rekeningnummer,FSO_T25_SKPAuto_Samenvatting2,FSO_T26_SKPAuto_EindeScript
13-3 17:35,"2,49","0,43","0,40","1,61","0,79","1,35","0,96","2,57","0,90","3,00","0,77","0,51","1,22","2,57","0,60","0,64","1,06","2,67","1,18","8,40","0,50","0,60","0,60","0,49","1,61","3,22","0,60"
13-3 17:40,"2,19","0,50","0,52","1,65","0,50","1,38","1,01","2,00","1,07","2,92","0,71","0,49","1,32","0,67","0,62","0,52","0,57","2,61","1,34","8,13","0,52","0,64","0,63","0,61","1,44","3,73","0,78"
13-3 17:45,"2,93","0,42","0,39","1,46","0,40","1,48","0,90","2,14","0,81","3,10","0,70","0,57","1,25","2,53","0,60","0,52","0,61","2,72","1,39","8,03","0,51","0,48","0,48","0,54","0,84","3,45","0,58"
13-3 17:50,"2,02","0,33","0,40","1,41","0,59","1,78","0,82","3,85","0,70","2,99","0,74","0,56","1,38","0,70","0,59","0,82","1,41","2,26","1,44","8,74","0,48","0,57","0,53","0,50","1,32","3,71","0,53"
13-3 17:55,"2,10","0,56","0,39","1,43","0,40","1,27","1,04","2,44","0,80","2,93","0,64","0,51","1,44","2,56","0,58","0,60","0,84","2,46","1,57","8,02","0,66","0,72","0,57","0,55","1,37","3,41","0,63"
13-3 18:00,"2,66","0,74","0,38","1,61","0,37","1,34","9,67","2,05","0,53","2,41","0,72","0,53","1,29","0,67","0,65","0,50","0,85","2,93","1,72","7,90","0,53","0,51","0,56","0,54","1,27","3,12","0,58"
13-3 18:05,"2,31","0,43","0,37","1,63","0,71","1,53","0,88","2,40","1,29","2,94","0,75","0,56","1,24","2,63","0,60","0,55","0,63","2,52","1,39","8,88","0,54","0,57","0,54","0,57","1,43","3,04","0,59"
13-3 18:10,"2,36","0,38","0,36","1,55","0,36","1,51","1,04","4,06","0,81","2,87","0,65","0,48","2,31","0,79","0,61","0,54","0,59","2,22","1,50","8,22","0,58","0,64","0,57","0,62","1,58","2,78","0,51"
13-3 18:15,"2,83","0,77","0,41","1,49","0,42","1,49","0,76","2,23","0,47","2,96","0,63","0,50","1,40","2,49","0,50","0,52","0,78","2,28","1,32","8,30","0,47","0,49","0,60","0,47","1,38","3,66","0,55"
13-3 18:20,"2,41","0,46","0,43","1,69","0,51","1,48","0,89","1,68","0,77","2,43","0,69","1,36","1,50","0,74","0,69","0,51","0,69","2,77","1,65","8,68","0,52","0,57","0,52","0,52","1,32","3,00","0,57"
13-3 18:25,"2,04","0,48","0,35","1,38","0,44","1,40","0,97","2,15","0,79","3,70","0,68","0,58","2,13","1,05","0,54","0,51","0,88","3,27","1,47","7,78","0,45","0,47","0,49","0,50","0,90","3,39","0,56"
