Metrics Over Time
Metrics Over Time
,,,18-3 6:00,,,18-3 6:05,,,18-3 6:10,,,18-3 6:15,,,18-3 6:20,,,18-3 6:25,,,18-3 6:30,,,18-3 6:35,,,18-3 6:40,,,18-3 6:45,,,18-3 6:50,,,18-3 6:55,,,18-3 7:00,,,18-3 7:05,,,18-3 7:10,,,18-3 7:15,,,18-3 7:20,,,18-3 7:25,,,18-3 7:30,,,18-3 7:35,,,18-3 7:40,,,18-3 7:45,,,18-3 7:50,,,18-3 7:55,,,18-3 8:00,,,18-3 8:05,,,18-3 8:10,,,18-3 8:15,,,18-3 8:20,,,18-3 8:25,,,
"Transaction","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)",
"FSO_T00_SKPAuto_Opstarten","1,73","2,08","2,13","2,08","-","2,17","-","1,76","1,79","1,80","-","-","-","2,35","2,02","-","1,80","-","2,85","-","2,19","-","1,92","2,70","1,99","-","2,11","2,31","2,26","1,82",
"FSO_T01_SKPAuto_VerzekererdJaNee","0,30","0,23","0,36","0,33","-","0,29","-","0,29","0,30","0,34","-","-","-","0,31","0,33","-","0,33","-","0,31","-","0,30","-","0,33","0,29","0,62","-","0,29","0,30","0,39","0,31",
"FSO_T02_SKPAuto_Kenteken","0,32","0,28","0,33","0,45","-","0,27","-","0,27","0,28","0,32","-","-","-","0,28","0,37","-","0,35","-","0,26","-","0,26","-","0,32","0,42","0,61","-","0,32","0,35","0,33","0,29",
"FSO_T03_SKPAuto_AutoCheck","1,50","2,03","1,50","1,80","-","1,37","-","1,43","1,93","1,58","-","-","-","1,67","1,40","-","1,68","-","1,54","-","1,38","-","2,03","1,97","1,56","-","1,40","1,70","2,89","1,73",
"FSO_T04_SKPAuto_Postcode","0,33","0,39","0,31","0,33","-","0,31","-","0,53","0,34","0,33","-","-","-","0,60","0,33","-","0,90","-","0,28","-","0,32","-","0,40","0,43","0,31","-","0,32","0,41","0,72","0,32",
"FSO_T05_SKPAuto_Bestuurder","1,25","1,42","1,32","1,21","-","1,29","-","1,61","1,37","1,31","-","-","-","1,25","1,37","-","1,71","-","1,15","-","1,49","-","1,49","1,65","1,28","-","1,29","1,45","1,28","1,07",
"FSO_T06_SKPAuto_GeboorteDatum","0,92","0,93","0,96","0,87","-","0,88","-","0,90","1,67","0,91","-","-","-","4,57","0,79","-","-","-","-","0,89","0,85","0,89","-","-","0,77","-","0,91","0,91","0,82","0,84",
"FSO_T07_SKPAuto_SchadeVrijeJaren","1,69","2,47","6,18","3,37","-","-","-","2,68","5,89","-","-","-","2,18","2,24","2,06","-","-","-","2,42","3,14","-","1,98","1,84","2,09","2,24","-","3,63","1,84","2,11","3,04",
"FSO_T08_SKPAuto_Kilometers","0,66","0,82","0,61","0,69","-","-","-","0,69","0,57","-","-","-","0,63","0,48","0,61","-","-","-","0,51","1,54","-","0,73","0,59","0,86","0,65","-","0,66","4,92","0,78","0,55",
"FSO_T09_SKPAuto_Basisdekking","2,95","2,95","3,02","30,50","3,05","-","-","7,66","2,86","-","-","-","2,89","22,01","13,92","-","-","-","3,00","3,68","-","2,82","4,48","2,86","2,84","-","2,87","2,97","2,94","2,98",
