Metrics Over Time
Metrics Over Time
,,,19-3 22:00,,,19-3 22:05,,,19-3 22:10,,,19-3 22:15,,,19-3 22:20,,,19-3 22:25,,,19-3 22:30,,,19-3 22:35,,,19-3 22:40,,,19-3 22:45,,,19-3 22:50,,,19-3 22:55,,,19-3 23:00,,,19-3 23:05,,,19-3 23:10,,,19-3 23:15,,,19-3 23:20,,,19-3 23:25,,,19-3 23:30,,,19-3 23:35,,,19-3 23:40,,,19-3 23:45,,,19-3 23:50,,,19-3 23:55,,,20-3 0:00,,,20-3 0:05,,,20-3 0:10,,,20-3 0:15,,,20-3 0:20,,,20-3 0:25,,,
"Transaction","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)",
"FSO_T00_SKPAuto_Opstarten","2,34","1,88","2,00","1,86","2,19","1,96","2,06","2,16","2,04","2,09","1,88","2,03","2,07","2,40","2,29","2,23","1,80","2,40","2,35","2,27","2,23","2,30","2,57","1,99","2,02","1,88","2,24","2,08","1,84","1,96",
"FSO_T01_SKPAuto_VerzekererdJaNee","0,41","0,30","0,39","0,53","0,23","0,48","0,45","0,32","0,33","0,39","0,33","0,33","1,24","0,48","1,12","0,35","0,46","0,39","0,43","0,50","0,38","0,26","0,25","0,26","1,09","0,27","0,31","0,26","0,32","0,29",
"FSO_T02_SKPAuto_Kenteken","0,41","0,38","0,39","0,39","0,39","0,75","0,39","0,47","0,38","0,35","0,40","0,36","1,16","0,37","1,09","0,45","0,42","0,30","0,37","0,28","0,32","0,31","0,29","0,27","1,08","0,29","0,28","0,35","0,31","0,28",
"FSO_T03_SKPAuto_AutoCheck","1,61","2,20","1,32","1,95","1,39","1,43","1,77","1,79","1,64","1,74","1,51","1,48","2,39","2,13","2,42","1,57","1,99","1,43","1,52","1,99","1,45","1,67","2,02","1,53","2,77","2,71","1,67","1,52","1,44","1,84",
"FSO_T04_SKPAuto_Postcode","0,51","0,69","0,46","0,78","0,61","0,41","0,39","0,59","0,44","0,37","1,80","0,38","1,32","0,93","1,27","0,46","0,47","0,29","0,44","0,35","0,35","0,32","0,40","0,25","1,24","0,43","0,29","0,34","0,70","0,32",
"FSO_T05_SKPAuto_Bestuurder","1,35","1,70","1,68","1,30","1,16","1,45","1,46","1,46","1,41","1,39","1,49","1,37","2,31","1,24","2,04","1,43","1,64","1,43","1,45","1,45","1,37","1,16","1,81","1,20","2,18","1,42","1,19","1,51","1,42","1,10",
"FSO_T06_SKPAuto_GeboorteDatum","0,78","0,81","0,84","0,86","0,86","0,83","0,80","0,86","1,05","0,81","0,83","0,85","2,14","0,94","1,41","0,83","0,81","0,92","0,86","0,87","0,84","1,01","0,81","0,86","2,26","0,88","0,90","-","0,85","0,84",
"FSO_T07_SKPAuto_SchadeVrijeJaren","2,35","2,42","2,49","2,24","2,09","4,02","1,84","2,62","2,51","2,21","1,80","1,64","3,12","2,00","4,03","2,22","2,69","2,07","2,19","2,18","2,54","1,90","2,06","2,21","4,09","2,46","2,98","-","2,33","2,40",
"FSO_T08_SKPAuto_Kilometers","0,94","0,78","0,70","0,83","0,77","1,29","0,71","0,73","0,58","0,78","0,65","0,66","2,51","0,70","1,72","0,59","0,76","0,63","0,77","0,69","0,71","0,77","0,59","0,59","2,76","0,75","0,67","-","0,67","0,71",
"FSO_T09_SKPAuto_Basisdekking","2,95","2,96","2,88","19,93","2,88","2,87","2,93","2,86","2,92","2,89","2,88","2,91","2,50","2,91","3,70","3,00","2,93","2,94","2,88","2,88","2,86","2,87","2,92","1,77","4,52","2,94","2,92","-","2,88","2,97",
"FSO_T10_SKPAuto_Uitbreiding","0,70","0,71","0,68","0,74","0,68","0,72","0,67","0,66","0,65","0,67","0,70","0,68","0,64","0,73","0,75","0,67","0,69","0,68","0,65","0,65","0,80","0,75","0,63","0,66","0,80","0,89","0,70","-","0,66","0,64",
"FSO_T11_SKPAuto_Ingangsdatum","0,54","0,50","0,53","0,49","0,50","0,48","0,56","0,48","0,49","0,56","0,51","0,49","2,66","0,55","1,38","0,58","0,50","0,63","0,70","0,50","0,47","0,53","0,53","0,46","2,62","2,70","0,50","-","0,50","0,50",
"FSO_T12_SKPAuto_Ongevallen","1,41","1,24","1,26","1,45","1,26","1,38","1,26","1,79","1,21","1,26","1,74","1,28","1,37","1,66","1,29","1,79","1,02","1,32","1,60","1,27","1,71","1,27","1,30","1,25","1,26","1,45","1,38","1,24","1,67","1,32",
"FSO_T13_SKPAuto_Samenvatting1","1,60","1,57","2,52","1,58","1,68","2,49","1,50","1,75","0,65","2,52","2,56","0,77","3,48","1,67","0,73","3,45","1,86","0,66","1,72","1,65","2,49","2,55","2,59","2,51","2,78","0,68","2,53","2,48","0,87","0,73",
