Metrics Over Time
Metrics Over Time
,,,15-3 23:00,,,15-3 23:05,,,15-3 23:10,,,15-3 23:15,,,15-3 23:20,,,15-3 23:25,,,15-3 23:30,,,15-3 23:35,,,15-3 23:40,,,15-3 23:45,,,15-3 23:50,,,15-3 23:55,,,16-3 0:00,,,16-3 0:05,,,16-3 0:10,,,16-3 0:15,,,16-3 0:20,,,16-3 0:25,,,16-3 0:30,,,16-3 0:35,,,16-3 0:40,,,16-3 0:45,,,16-3 0:50,,,16-3 0:55,,,16-3 1:00,,,16-3 1:05,,,16-3 1:10,,,16-3 1:15,,,16-3 1:20,,,16-3 1:25,,,
"Transaction","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)",
"FSO_T00_SKPAuto_Opstarten","-","-","2,17","2,31","2,27","2,22","2,53","2,46","-","2,40","2,44","2,25","-","2,19","2,34","2,32","-","-","-","-","-","2,34","2,33","2,32","-","-","-","2,54","-","2,37",
"FSO_T01_SKPAuto_VerzekererdJaNee","-","-","0,30","0,34","0,33","0,31","0,24","0,30","-","0,33","0,29","0,31","-","0,32","0,30","0,36","-","-","-","-","-","0,31","1,81","0,36","-","-","-","0,34","-","0,33",
"FSO_T02_SKPAuto_Kenteken","-","-","0,29","0,48","0,35","0,31","0,30","0,31","-","0,48","0,35","0,28","-","0,44","0,30","0,34","-","-","-","-","-","0,38","1,79","0,39","-","-","-","0,36","-","0,32",
"FSO_T03_SKPAuto_AutoCheck","-","-","1,55","1,92","1,82","1,39","1,69","2,08","-","1,54","3,03","1,54","-","1,79","1,66","1,65","-","-","-","-","-","1,39","3,46","1,55","-","-","-","1,57","-","1,60",
"FSO_T04_SKPAuto_Postcode","-","-","0,30","0,36","0,59","0,35","0,32","1,03","-","0,46","1,49","0,36","-","0,51","0,34","0,33","-","-","-","-","-","0,37","2,32","0,36","-","-","-","0,29","-","0,37",
"FSO_T05_SKPAuto_Bestuurder","-","-","1,05","1,30","1,53","1,46","1,30","1,50","-","1,63","1,60","1,54","-","1,44","1,34","1,55","-","-","-","-","-","1,19","3,53","1,24","-","-","-","1,38","-","1,45",
"FSO_T06_SKPAuto_GeboorteDatum","-","0,89","1,15","-","1,09","0,84","-","0,94","-","-","0,94","0,94","-","0,62","0,69","-","0,62","-","-","-","-","-","1,43","0,58","-","-","-","-","0,60","0,60",
"FSO_T07_SKPAuto_SchadeVrijeJaren","-","1,90","-","-","2,29","1,84","-","2,32","2,16","-","2,39","2,55","-","2,30","1,98","-","2,10","2,15","-","-","-","-","3,58","1,59","-","-","-","-","1,75","1,88",
"FSO_T08_SKPAuto_Kilometers","-","0,52","-","-","0,60","0,74","-","0,76","0,67","-","0,67","1,08","-","0,59","0,70","-","0,71","0,69","-","-","-","-","3,24","0,66","-","-","-","-","0,47","0,44",
"FSO_T09_SKPAuto_Basisdekking","-","3,06","-","-","3,06","4,93","-","3,21","3,01","-","2,89","2,84","-","2,96","3,04","-","3,13","2,95","-","-","-","-","4,51","2,95","-","-","-","-","12,48","3,04",
